Names	total	elements
		Niben261Chr01g0554008.1
		Niben261Chr02g1470001.1
		Niben261Chr01g0719007.1
34h_Down 56h_Down 96h_Down	1	Niben261Chr17g0037011.1
37h_Down 40h_Down 46h_Down	11	Niben261Chr17g1144003.1
		Niben261Chr06g1262020.1
		Niben261Chr09g0173003.1
		Niben261Chr18g0372003.1
		Niben261Chr08g0143015.1
		Niben261Chr11g0275006.1
		Niben261Chr02g0629001.1
		Niben261Chr04g0448010.1
		Niben261Chr08g0796001.1
		Niben261Chr10g0901001.1
		Niben261Chr17g0064003.1
37h_Down 40h_Down 56h_Down	6	Niben261Chr03g1132009.1
		Niben261Chr08g0341006.1
		Niben261Chr14g0755006.1
		Niben261Chr19g0077002.1
		Niben261Chr14g1009019.1
		Niben261Chr08g1244009.1
37h_Down 46h_Down 56h_Down	2	Niben261Chr16g0918005.1
		Niben261Chr15g0853006.1
40h_Down 46h_Down 56h_Down	54	Niben261Chr13g0295006.1
		Niben261Chr18g0752001.1
		Niben261Chr06g0443005.1
		Niben261Chr02g0950007.1
		Niben261Chr01g1380005.1
		Niben261Chr13g1044001.1
		Niben261Chr01g0027018.1
		Niben261Chr19g1403006.1
		Niben261Chr08g1046005.1
		Niben261Chr16g0520006.1
		Niben261Chr09g1304004.1
		Niben261Chr06g0303008.1
		Niben261Chr05g0990013.1
		Niben261Chr11g1308002.1
		Niben261Chr12g0215018.1
		Niben261Chr03g0945007.1
		Niben261Chr10g0197006.1
		Niben261Chr15g1185009.1
		Niben261Chr15g1255009.1
		Niben261Chr07g1361001.1
		Niben261Chr11g0977014.1
		Niben261Chr11g1069009.1
		Niben261Chr07g0756026.1
		Niben261Chr03g1880003.1
		Niben261Chr11g1334017.1
		Niben261Chr07g1071004.1
		Niben261Chr03g0443002.1
		Niben261Chr18g0049001.1
		Niben261Chr14g0741010.1
		Niben261Chr18g0747001.1
		Niben261Chr08g0587014.1
		Niben261Chr11g1331003.1
		Niben261Chr07g1518028.1
		Niben261Chr08g0154008.1
		Niben261Chr11g0701006.1
		Niben261Chr06g0158010.1
		Niben261Chr18g0751014.1
		Niben261Chr04g0245001.1
		Niben261Chr17g0802009.1
		Niben261Chr07g0817002.1
		Niben261Chr07g0614007.1
		Niben261Chr05g1057005.1
		Niben261Chr08g0652001.1
		Niben261Chr18g0858006.1
		Niben261Chr16g0446011.1
		Niben261Chr16g1201002.1
		Niben261Chr15g1456002.1
		Niben261Chr08g0400008.1
		Niben261Chr12g0949019.1
		Niben261Chr06g0371009.1
		Niben261Chr15g0883007.1
		Niben261Chr08g0458014.1
		Niben261Chr10g0848012.1
		Niben261Chr03g0751014.1
40h_Down 46h_Down 96h_Down	3	Niben261Chr02g1266002.1
		Niben261Chr08g1312002.1
		Niben261Chr03g0095002.1
40h_Down 56h_Down 96h_Down	8	Niben261Chr16g0808001.1
		Niben261Chr16g0936013.1
		Niben261Chr08g0045015.1
		Niben261Chr08g0543002.1
		Niben261Chr18g0280006.1
		Niben261Chr09g1255004.1
		Niben261Chr06g1477004.1
		Niben261Chr01g0753001.1
46h_Down 56h_Down 96h_Down	73	Niben261Chr15g1448003.1
		Niben261Chr05g0133003.1
		Niben261Chr10g0973001.1
		Niben261Chr08g1297003.1
		Niben261Chr17g1243011.1
		Niben261Chr01g0512007.1
		Niben261Chr01g0169015.1
		Niben261Chr19g0873004.1
		Niben261Chr14g0732009.1
		Niben261Chr16g0609009.1
		Niben261Chr08g0248009.1
		Niben261Chr12g1447002.1
		Niben261Chr16g0954007.1
		Niben261Chr04g1590005.1
		Niben261Chr11g0874004.1
		Niben261Chr19g0865004.1
		Niben261Chr10g0687005.1
		Niben261Chr13g0253007.1
		Niben261Chr10g0422010.1
		Niben261Chr17g0789021.1
		Niben261Chr08g0489004.1
		Niben261Chr07g1237001.1
		Niben261Chr14g1180006.1
		Niben261Chr14g0240011.1
		Niben261Chr15g1181004.1
		Niben261Chr10g1232004.1
		Niben261Chr01g1498005.1
		Niben261Chr04g1191021.1
		Niben261Chr03g0045006.1
		Niben261Chr04g1010009.1
		Niben261Chr18g0242005.1
		Niben261Chr16g0234004.1
		Niben261Chr16g1196004.1
		Niben261Chr14g1373007.1
		Niben261Chr01g1287006.1
		Niben261Chr17g0224004.1
		Niben261Chr07g1231009.1
		Niben261Chr14g0687005.1
		Niben261Chr10g1242013.1
		Niben261Scf08717g0000002.1
		Niben261Chr11g1272003.1
		Niben261Chr16g0113028.1
		Niben261Chr12g0868003.1
		Niben261Chr04g0318006.1
		Niben261Chr07g1017008.1
		Niben261Chr11g0974011.1
		Niben261Chr03g0014004.1
		Niben261Chr06g0378014.1
		Niben261Chr17g1089003.1
		Niben261Chr13g1365004.1
		Niben261Chr05g1328010.1
		Niben261Chr16g1222002.1
		Niben261Chr10g0275003.1
		Niben261Chr18g0542009.1
		Niben261Chr04g0957015.1
		Niben261Chr09g1076009.1
		Niben261Chr16g0503001.1
		Niben261Chr05g0044003.1
		Niben261Chr08g0351001.1
		Niben261Chr10g0614005.1
		Niben261Chr03g1511052.1
		Niben261Chr12g1313001.1
		Niben261Chr12g0968002.1
		Niben261Chr09g1352028.1
		Niben261Chr06g0682008.1
		Niben261Chr08g0046003.1
		Niben261Chr17g0088018.1
		Niben261Chr08g0351004.1
		Niben261Chr14g1532011.1
		Niben261Chr18g0699003.1
		Niben261Chr14g0090022.1
		Niben261Chr19g0396011.1
		Niben261Chr07g1466013.1
22h_Down 25h_Down	280	Niben261Chr01g1223002.1
		Niben261Chr13g1305006.1
		Niben261Chr18g0103001.1
		Niben261Chr07g0167004.1
		Niben261Chr10g1105003.1
		Niben261Chr14g0009004.1
		Niben261Chr11g1078010.1
		Niben261Chr16g0112001.1
		Niben261Chr15g0685004.1
		Niben261Chr04g1882017.1
		Niben261Chr18g1465001.1
		Niben261Chr19g1035002.1
		Niben261Chr14g0568017.1
		Niben261Chr12g1146005.1
		Niben261Chr13g0251008.1
		Niben261Chr16g0993006.1
		Niben261Chr16g0555002.1
		Niben261Chr14g0373005.1
		Niben261Chr15g0971012.1
		Niben261Chr01g0898007.1
		Niben261Chr15g0853004.1
		Niben261Chr08g1338011.1
		Niben261Chr18g0729003.1
		Niben261Chr06g0164016.1
		Niben261Chr03g0214010.1
		Niben261Chr09g0781007.1
		Niben261Chr12g1581006.1
		Niben261Chr04g0430002.1
		Niben261Chr12g0247005.1
		Niben261Chr05g0859004.1
		Niben261Chr15g0244008.1
		Niben261Chr11g1298003.1
		Niben261Chr07g1443020.1
		Niben261Chr17g0332009.1
		Niben261Chr07g1508002.1
		Niben261Chr15g1190002.1
		Niben261Chr15g1090010.1
		Niben261Chr11g1362017.1
		Niben261Chr07g1524016.1
		Niben261Chr08g0477014.1
		Niben261Chr07g0124001.1
		Niben261Chr12g0677004.1
		Niben261Chr16g0385001.1
		Niben261Chr16g0308003.1
		Niben261Chr19g1097015.1
		Niben261Chr03g1559003.1
		Niben261Chr07g0075039.1
		Niben261Chr19g1269001.1
		Niben261Scf09010g0000007.1
		Niben261Chr03g1213007.1
		Niben261Chr03g0536003.1
		Niben261Chr10g0020022.1
		Niben261Chr09g0366008.1
		Niben261Chr17g0925005.1
		Niben261Chr18g1479025.1
		Niben261Chr03g0354009.1
		Niben261Chr07g1390008.1
		Niben261Chr11g0216015.1
		Niben261Chr09g0082011.1
		Niben261Chr01g0653018.1
		Niben261Chr06g0771002.1
		Niben261Chr15g0351012.1
		Niben261Chr07g1189006.1
		Niben261Chr14g1264002.1
		Niben261Chr09g1112015.1
		Niben261Chr03g1760001.1
		Niben261Chr11g1331006.1
		Niben261Chr09g1013006.1
		Niben261Chr12g0049013.1
		Niben261Chr18g0475008.1
		Niben261Chr18g0832002.1
		Niben261Chr07g0025008.1
		Niben261Chr03g0121002.1
		Niben261Chr15g1051001.1
		Niben261Chr16g0045008.1
		Niben261Chr09g0139011.1
		Niben261Chr15g0345002.1
		Niben261Chr16g0238003.1
		Niben261Chr10g0314022.1
		Niben261Chr10g0271007.1
		Niben261Chr19g0913005.1
		Niben261Chr14g0774006.1
		Niben261Chr01g1267005.1
		Niben261Chr09g0664007.1
		Niben261Chr15g1120009.1
		Niben261Chr17g0890004.1
		Niben261Chr14g0204001.1
		Niben261Chr05g0636008.1
		Niben261Chr17g1138001.1
		Niben261Chr02g0960012.1
		Niben261Chr13g0404002.1
		Niben261Chr05g0190002.1
		Niben261Chr02g0777011.1
		Niben261Chr15g0548012.1
		Niben261Chr13g0778007.1
		Niben261Chr13g0855011.1
		Niben261Chr05g0684001.1
		Niben261Chr03g1719002.1
		Niben261Chr19g1148010.1
		Niben261Chr17g0027004.1
		Niben261Chr09g1202007.1
		Niben261Chr01g1778008.1
		Niben261Chr16g0373018.1
		Niben261Chr15g0691001.1
		Niben261Chr13g0867005.1
		Niben261Chr14g1520013.1
		Niben261Scf01332g0000001.1
		Niben261Chr08g0138001.1
		Niben261Chr17g0616007.1
		Niben261Chr07g1211004.1
		Niben261Chr01g0098005.1
		Niben261Chr06g0503004.1
		Niben261Chr08g0700026.1
		Niben261Chr05g0827010.1
		Niben261Chr06g0828008.1
		Niben261Chr03g0227001.1
		Niben261Chr16g0352004.1
		Niben261Chr17g0005016.1
		Niben261Chr16g0388017.1
		Niben261Chr08g1322008.1
		Niben261Chr15g1455008.1
		Niben261Chr14g0841005.1
		Niben261Chr05g1363005.1
		Niben261Chr17g1326001.1
		Niben261Chr04g0462003.1
		Niben261Chr15g0544004.1
		Niben261Chr06g1315001.1
		Niben261Chr08g0022010.1
		Niben261Chr01g1703002.1
		Niben261Chr18g0431003.1
		Niben261Chr16g0464007.1
		Niben261Chr19g0554004.1
		Niben261Chr03g0559003.1
		Niben261Chr09g0396007.1
		Niben261Chr08g1348004.1
		Niben261Chr09g1329004.1
		Niben261Chr15g1027003.1
		Niben261Chr16g0415004.1
		Niben261Chr17g1171004.1
		Niben261Chr06g0206003.1
		Niben261Chr09g1281028.1
		Niben261Chr10g0085010.1
		Niben261Chr03g0255013.1
		Niben261Chr14g0470004.1
		Niben261Chr13g0817006.1
		Niben261Chr03g1580007.1
		Niben261Chr14g0917001.1
		Niben261Chr11g0308004.1
		Niben261Chr01g0670002.1
		Niben261Chr07g1388008.1
		Niben261Chr12g0313004.1
		Niben261Chr14g0376003.1
		Niben261Chr07g1404002.1
		Niben261Chr10g0313004.1
		Niben261Chr07g0044004.1
		Niben261Chr06g0095047.1
		Niben261Chr01g0550012.1
		Niben261Chr14g0767004.1
		Niben261Chr11g0903005.1
		Niben261Chr05g1077001.1
		Niben261Chr09g0887006.1
		Niben261Chr05g0654002.1
		Niben261Chr18g0422013.1
		Niben261Chr05g0582001.1
		Niben261Chr17g0053013.1
		Niben261Chr04g0658001.1
		Niben261Chr03g1393001.1
		Niben261Chr12g0827008.1
		Niben261Chr07g1473001.1
		Niben261Chr05g1091011.1
		Niben261Chr07g0596001.1
		Niben261Chr19g0815006.1
		Niben261Chr19g0321003.1
		Niben261Chr05g1245001.1
		Niben261Chr05g0514001.1
		Niben261Chr12g0334009.1
		Niben261Chr11g0678001.1
		Niben261Chr02g1210011.1
		Niben261Chr15g0795003.1
		Niben261Chr04g0777005.1
		Niben261Chr19g1071002.1
		Niben261Chr06g0973012.1
		Niben261Chr10g0422006.1
		Niben261Chr15g1414001.1
		Niben261Chr06g1411006.1
		Niben261Chr16g0454011.1
		Niben261Chr12g0370003.1
		Niben261Chr15g0707018.1
		Niben261Chr06g0867003.1
		Niben261Chr18g0578002.1
		Niben261Chr05g0525007.1
		Niben261Chr13g0341009.1
		Niben261Chr13g1157004.1
		Niben261Chr19g0535011.1
		Niben261Chr08g0432008.1
		Niben261Chr07g0773001.1
		Niben261Chr10g0625001.1
		Niben261Chr04g1823010.1
		Niben261Chr04g1802010.1
		Niben261Chr09g1310006.1
		Niben261Chr17g0698004.1
		Niben261Chr06g1457007.1
		Niben261Chr02g1238007.1
		Niben261Chr08g1316003.1
		Niben261Chr16g0901011.1
		Niben261Chr17g1419004.1
		Niben261Chr15g0728014.1
		Niben261Chr15g0091006.1
		Niben261Chr15g1455005.1
		Niben261Chr09g0107008.1
		Niben261Chr01g0322008.1
		Niben261Chr08g0554020.1
		Niben261Chr17g1344002.1
		Niben261Chr18g0473002.1
		Niben261Chr10g0327002.1
		Niben261Chr05g0687008.1
		Niben261Chr06g0846014.1
		Niben261Chr03g1320001.1
		Niben261Chr01g0014001.1
		Niben261Chr16g0873017.1
		Niben261Chr04g1495012.1
		Niben261Chr13g0449012.1
		Niben261Chr02g0387008.1
		Niben261Chr16g1121001.1
		Niben261Chr06g0352005.1
		Niben261Chr04g1780003.1
		Niben261Chr15g1136003.1
		Niben261Chr03g0720001.1
		Niben261Chr07g1140004.1
		Niben261Chr18g1427010.1
		Niben261Chr02g0396013.1
		Niben261Chr14g0118006.1
		Niben261Chr10g0411002.1
		Niben261Chr09g0086012.1
		Niben261Chr11g1261002.1
		Niben261Chr14g0374004.1
		Niben261Chr03g1535012.1
		Niben261Chr10g1231002.1
		Niben261Chr04g0203004.1
		Niben261Chr11g0007019.1
		Niben261Chr03g1112009.1
		Niben261Chr09g1259002.1
		Niben261Chr05g0560003.1
		Niben261Chr09g1289017.1
		Niben261Chr09g0167004.1
		Niben261Chr09g0995012.1
		Niben261Chr07g1441008.1
		Niben261Chr01g0015010.1
		Niben261Chr03g1699014.1
		Niben261Chr06g0063006.1
		Niben261Chr09g1059012.1
		Niben261Chr13g0626015.1
		Niben261Chr14g1378001.1
		Niben261Chr10g1250004.1
		Niben261Chr18g1466002.1
		Niben261Chr12g0389008.1
		Niben261Chr18g0707006.1
		Niben261Chr04g1494001.1
		Niben261Chr13g0319016.1
		Niben261Chr01g0210011.1
		Niben261Chr14g1135002.1
		Niben261Chr06g0670005.1
		Niben261Chr15g0813001.1
		Niben261Chr04g1547019.1
		Niben261Chr08g0084016.1
		Niben261Chr06g1029008.1
		Niben261Chr04g0644001.1
		Niben261Chr08g0440008.1
		Niben261Chr11g1311020.1
		Niben261Chr03g1003007.1
		Niben261Chr15g0006007.1
		Niben261Chr15g0581004.1
		Niben261Chr08g1058006.1
		Niben261Chr08g0714002.1
		Niben261Chr01g0387012.1
		Niben261Chr14g0608014.1
		Niben261Chr17g0783003.1
		Niben261Chr07g0430005.1
		Niben261Chr10g0261008.1
		Niben261Chr14g0179001.1
22h_Down 28h_Down	50	Niben261Chr02g0492024.1
		Niben261Chr06g0769010.1
		Niben261Chr06g1359002.1
		Niben261Chr07g1145006.1
		Niben261Chr03g0331003.1
		Niben261Chr16g0378005.1
		Niben261Chr17g1503004.1
		Niben261Chr03g0291009.1
		Niben261Chr01g1848008.1
		Niben261Chr08g0089001.1
		Niben261Chr01g0216003.1
		Niben261Chr19g0876015.1
		Niben261Chr11g1429001.1
		Niben261Chr10g0628004.1
		Niben261Chr07g1486018.1
		Niben261Chr11g1058001.1
		Niben261Chr17g1321009.1
		Niben261Chr07g1459014.1
		Niben261Chr17g0029001.1
		Niben261Chr14g0412007.1
		Niben261Chr07g0790007.1
		Niben261Chr06g0515003.1
		Niben261Chr06g0654020.1
		Niben261Chr17g0105004.1
		Niben261Chr03g0959001.1
		Niben261Chr19g0739007.1
		Niben261Chr02g1375011.1
		Niben261Chr19g1304003.1
		Niben261Chr06g1064008.1
		Niben261Chr06g0967010.1
		Niben261Chr12g0772016.1
		Niben261Chr16g1155004.1
		Niben261Chr07g1016003.1
		Niben261Chr03g1022003.1
		Niben261Chr17g1502011.1
		Niben261Chr05g0332003.1
		Niben261Chr07g1364009.1
		Niben261Chr08g0159001.1
		Niben261Chr02g1160008.1
		Niben261Chr09g0500007.1
		Niben261Chr17g0714001.1
		Niben261Chr05g1047001.1
		Niben261Chr07g0970018.1
		Niben261Chr10g0426016.1
		Niben261Chr01g1478011.1
		Niben261Chr06g1154012.1
		Niben261Chr11g0563002.1
		Niben261Chr08g0088011.1
		Niben261Chr08g1269003.1
		Niben261Chr15g0431001.1
22h_Down 34h_Down	3	Niben261Chr07g1414023.1
		Niben261Chr17g0075001.1
		Niben261Chr14g1384002.1
22h_Down 40h_Down	8	Niben261Chr19g1350005.1
		Niben261Chr10g0412021.1
		Niben261Chr14g1018016.1
		Niben261Chr08g0333005.1
		Niben261Chr13g0231007.1
		Niben261Chr08g0130002.1
		Niben261Chr13g0142005.1
		Niben261Chr03g0068005.1
22h_Down 46h_Down	7	Niben261Chr06g0622002.1
		Niben261Chr11g0217015.1
		Niben261Chr08g0537003.1
		Niben261Chr08g0292004.1
		Niben261Chr03g0076020.1
		Niben261Chr02g0481005.1
		Niben261Chr11g0217014.1
22h_Down 96h_Down	29	Niben261Chr03g1264002.1
		Niben261Chr14g0546015.1
		Niben261Chr01g0490009.1
		Niben261Chr06g0042008.1
		Niben261Chr19g0019006.1
		Niben261Chr16g0578007.1
		Niben261Chr10g0262002.1
		Niben261Chr07g0101017.1
		Niben261Chr12g0390011.1
		Niben261Chr14g1303005.1
		Niben261Chr07g0912018.1
		Niben261Chr08g0101021.1
		Niben261Chr18g0752008.1
		Niben261Chr08g0331003.1
		Niben261Chr03g1557005.1
		Niben261Chr08g1021005.1
		Niben261Chr13g0583010.1
		Niben261Chr07g1132013.1
		Niben261Chr01g0194003.1
		Niben261Chr02g1370002.1
		Niben261Chr04g1791013.1
		Niben261Chr03g1492001.1
		Niben261Chr13g1291015.1
		Niben261Chr18g1469031.1
		Niben261Chr04g0243021.1
		Niben261Chr06g1167003.1
		Niben261Chr08g0369021.1
		Niben261Chr16g0309010.1
		Niben261Chr07g0509001.1
25h_Down 28h_Down	353	Niben261Chr05g0032003.1
		Niben261Chr19g1075010.1
		Niben261Chr09g0613005.1
		Niben261Chr05g1113010.1
		Niben261Chr14g0799012.1
		Niben261Chr04g0039008.1
		Niben261Chr18g1004001.1
		Niben261Chr18g0943001.1
		Niben261Chr15g0358003.1
		Niben261Chr16g0183001.1
		Niben261Chr02g0347021.1
		Niben261Chr06g0790002.1
		Niben261Chr16g0492001.1
		Niben261Chr02g0909001.1
		Niben261Chr09g0840015.1
		Niben261Chr11g1146016.1
		Niben261Chr10g0815002.1
		Niben261Chr03g0295005.1
		Niben261Chr07g0278013.1
		Niben261Chr11g0071002.1
		Niben261Chr18g0544003.1
		Niben261Chr03g0041002.1
		Niben261Chr16g0109005.1
		Niben261Chr06g1430001.1
		Niben261Chr10g0821013.1
		Niben261Chr16g1253006.1
		Niben261Chr19g0827005.1
		Niben261Chr10g0047016.1
		Niben261Chr15g1218004.1
		Niben261Chr01g0269011.1
		Niben261Chr05g0652009.1
		Niben261Chr01g1432002.1
		Niben261Chr07g1202017.1
		Niben261Chr16g1348011.1
		Niben261Chr11g0780002.1
		Niben261Chr08g0467003.1
		Niben261Chr13g0117014.1
		Niben261Chr11g1354002.1
		Niben261Chr07g0160002.1
		Niben261Chr18g0790001.1
		Niben261Chr13g0845002.1
		Niben261Chr12g0488005.1
		Niben261Chr05g0904003.1
		Niben261Chr10g0380001.1
		Niben261Chr06g1485002.1
		Niben261Chr13g0958011.1
		Niben261Chr06g0073024.1
		Niben261Chr04g1873019.1
		Niben261Chr16g0319003.1
		Niben261Chr04g1559013.1
		Niben261Chr13g0650001.1
		Niben261Chr03g0424001.1
		Niben261Chr02g1305005.1
		Niben261Chr14g0622004.1
		Niben261Chr09g1253007.1
		Niben261Chr07g0565006.1
		Niben261Chr17g0038006.1
		Niben261Chr16g0820003.1
		Niben261Chr04g1873004.1
		Niben261Chr12g0664001.1
		Niben261Chr16g0196004.1
		Niben261Chr11g0707004.1
		Niben261Chr18g0196001.1
		Niben261Chr13g1160009.1
		Niben261Chr10g1072001.1
		Niben261Chr03g0400001.1
		Niben261Chr12g0585004.1
		Niben261Chr07g1224008.1
		Niben261Chr11g0519009.1
		Niben261Chr15g1269001.1
		Niben261Chr02g0557013.1
		Niben261Chr14g0722006.1
		Niben261Chr10g0981012.1
		Niben261Chr04g1666004.1
		Niben261Chr18g0641006.1
		Niben261Chr01g0168007.1
		Niben261Chr17g1181005.1
		Niben261Chr04g1636010.1
		Niben261Chr06g0705014.1
		Niben261Chr13g1288008.1
		Niben261Chr08g0120030.1
		Niben261Chr01g0695010.1
		Niben261Chr04g1436001.1
		Niben261Chr13g0911021.1
		Niben261Chr02g0912015.1
		Niben261Chr02g1239004.1
		Niben261Chr14g1502009.1
		Niben261Chr16g0341002.1
		Niben261Chr13g1156011.1
		Niben261Chr08g0275008.1
		Niben261Chr08g0864008.1
		Niben261Chr16g0250004.1
		Niben261Chr10g0323005.1
		Niben261Chr11g0916001.1
		Niben261Chr15g0563001.1
		Niben261Chr15g0462004.1
		Niben261Chr09g1062005.1
		Niben261Chr09g0968026.1
		Niben261Chr05g0551002.1
		Niben261Chr11g1077004.1
		Niben261Chr01g1267015.1
		Niben261Chr10g1026005.1
		Niben261Chr19g0058002.1
		Niben261Chr16g1115007.1
		Niben261Chr18g0553005.1
		Niben261Chr13g0199014.1
		Niben261Chr03g1580008.1
		Niben261Chr08g1078007.1
		Niben261Chr08g0252009.1
		Niben261Chr10g0297015.1
		Niben261Chr14g1039002.1
		Niben261Chr13g0443020.1
		Niben261Chr09g1128005.1
		Niben261Chr08g0575002.1
		Niben261Chr06g0126020.1
		Niben261Chr09g1040014.1
		Niben261Chr02g0170012.1
		Niben261Chr15g1222008.1
		Niben261Chr04g1018001.1
		Niben261Chr01g0455007.1
		Niben261Chr14g0660001.1
		Niben261Chr19g0595003.1
		Niben261Chr05g0641009.1
		Niben261Chr06g0645010.1
		Niben261Scf01552g0000004.1
		Niben261Chr16g1032001.1
		Niben261Chr06g0404019.1
		Niben261Chr08g0249003.1
		Niben261Chr19g1025011.1
		Niben261Chr04g0028003.1
		Niben261Chr12g0148003.1
		Niben261Chr09g0377001.1
		Niben261Chr13g1252012.1
		Niben261Chr17g0336004.1
		Niben261Chr07g0480003.1
		Niben261Chr02g0909006.1
		Niben261Chr06g0389021.1
		Niben261Chr14g0756008.1
		Niben261Chr19g1105003.1
		Niben261Chr06g1194007.1
		Niben261Chr16g1348010.1
		Niben261Chr18g1475011.1
		Niben261Chr11g1137004.1
		Niben261Chr12g1406001.1
		Niben261Chr13g0733006.1
		Niben261Chr04g0372001.1
		Niben261Chr08g0395005.1
		Niben261Chr08g0243001.1
		Niben261Chr17g0171008.1
		Niben261Chr08g1003002.1
		Niben261Chr09g0341003.1
		Niben261Chr05g0021010.1
		Niben261Chr18g0738004.1
		Niben261Chr15g1106004.1
		Niben261Chr08g0546003.1
		Niben261Chr15g0436006.1
		Niben261Chr17g0826009.1
		Niben261Chr14g0589007.1
		Niben261Chr12g1086004.1
		Niben261Chr04g1634013.1
		Niben261Chr17g1507004.1
		Niben261Chr09g1239008.1
		Niben261Chr05g0821005.1
		Niben261Chr06g1141016.1
		Niben261Chr16g0486018.1
		Niben261Chr01g0460004.1
		Niben261Chr19g1450009.1
		Niben261Chr04g1199033.1
		Niben261Chr05g0830006.1
		Niben261Chr06g0386017.1
		Niben261Chr16g0342010.1
		Niben261Chr02g0802001.1
		Niben261Chr17g1468003.1
		Niben261Chr04g1004012.1
		Niben261Chr02g1296002.1
		Niben261Chr07g0850003.1
		Niben261Chr07g1116001.1
		Niben261Chr12g1273006.1
		Niben261Chr03g1394014.1
		Niben261Chr16g0462005.1
		Niben261Chr10g0614014.1
		Niben261Chr07g0857003.1
		Niben261Chr14g1458002.1
		Niben261Chr14g0134001.1
		Niben261Chr04g1014002.1
		Niben261Chr03g0015001.1
		Niben261Chr16g1198014.1
		Niben261Chr17g0922008.1
		Niben261Chr14g1041003.1
		Niben261Chr11g0046002.1
		Niben261Chr08g0289003.1
		Niben261Chr15g1291003.1
		Niben261Chr06g0638011.1
		Niben261Chr11g0545006.1
		Niben261Chr16g0713009.1
		Niben261Chr08g0655002.1
		Niben261Chr01g1788001.1
		Niben261Chr13g0473001.1
		Niben261Chr15g1415003.1
		Niben261Chr02g0766019.1
		Niben261Chr18g1424004.1
		Niben261Chr10g0379001.1
		Niben261Chr09g0735002.1
		Niben261Chr18g1221012.1
		Niben261Chr14g0656002.1
		Niben261Chr05g0709003.1
		Niben261Chr06g0053002.1
		Niben261Chr13g0708016.1
		Niben261Chr03g0724005.1
		Niben261Chr02g0990005.1
		Niben261Chr02g0097005.1
		Niben261Chr12g1133006.1
		Niben261Chr15g1293003.1
		Niben261Chr15g0562005.1
		Niben261Chr19g1023010.1
		Niben261Chr10g0996006.1
		Niben261Chr14g1509010.1
		Niben261Chr16g0299002.1
		Niben261Chr12g0057003.1
		Niben261Chr15g0842001.1
		Niben261Chr04g1497006.1
		Niben261Chr14g1533009.1
		Niben261Chr10g1182003.1
		Niben261Chr19g0587006.1
		Niben261Chr13g0779006.1
		Niben261Chr15g1214002.1
		Niben261Chr13g0894007.1
		Niben261Chr04g0817001.1
		Niben261Chr07g1408007.1
		Niben261Chr07g0849002.1
		Niben261Chr01g1424010.1
		Niben261Chr16g0257014.1
		Niben261Chr01g1132003.1
		Niben261Chr08g0370001.1
		Niben261Chr01g0564005.1
		Niben261Chr14g0086003.1
		Niben261Chr08g0489009.1
		Niben261Chr04g1559015.1
		Niben261Chr04g1802008.1
		Niben261Chr08g1215003.1
		Niben261Chr05g1167001.1
		Niben261Chr11g1127002.1
		Niben261Chr12g0343003.1
		Niben261Chr02g0539005.1
		Niben261Chr15g1518004.1
		Niben261Chr15g0734003.1
		Niben261Chr14g0480001.1
		Niben261Chr02g1086003.1
		Niben261Chr03g1116007.1
		Niben261Chr04g1373001.1
		Niben261Chr08g0274011.1
		Niben261Chr18g0803024.1
		Niben261Chr12g0386016.1
		Niben261Chr15g1390010.1
		Niben261Chr12g0840004.1
		Niben261Chr05g1323008.1
		Niben261Chr09g0698013.1
		Niben261Chr05g0567001.1
		Niben261Chr15g1236002.1
		Niben261Chr17g1264006.1
		Niben261Chr03g0761014.1
		Niben261Chr12g0250001.1
		Niben261Chr12g1316001.1
		Niben261Chr14g1026010.1
		Niben261Chr16g0192030.1
		Niben261Chr12g1167002.1
		Niben261Chr15g1158004.1
		Niben261Chr17g0661005.1
		Niben261Chr04g0130007.1
		Niben261Chr08g0564002.1
		Niben261Chr05g0775008.1
		Niben261Chr17g0947012.1
		Niben261Chr13g0476005.1
		Niben261Chr14g1493018.1
		Niben261Chr16g0380002.1
		Niben261Chr01g0393017.1
		Niben261Chr13g0048005.1
		Niben261Chr11g1375006.1
		Niben261Chr02g0458005.1
		Niben261Chr17g0121013.1
		Niben261Scf01461g0000004.1
		Niben261Chr01g0076002.1
		Niben261Chr05g0812013.1
		Niben261Chr17g0741004.1
		Niben261Chr04g1655003.1
		Niben261Chr03g1532002.1
		Niben261Chr12g1183009.1
		Niben261Chr10g0371003.1
		Niben261Chr14g1311008.1
		Niben261Chr09g0402005.1
		Niben261Chr07g0839001.1
		Niben261Chr09g1301007.1
		Niben261Chr09g0952024.1
		Niben261Chr01g1741002.1
		Niben261Chr10g0093022.1
		Niben261Chr18g0782001.1
		Niben261Chr10g0348005.1
		Niben261Chr11g0022011.1
		Niben261Chr03g0850015.1
		Niben261Chr17g0313006.1
		Niben261Chr03g0827012.1
		Niben261Chr17g1159022.1
		Niben261Chr10g0097011.1
		Niben261Chr15g0188001.1
		Niben261Chr01g0033006.1
		Niben261Chr02g0340005.1
		Niben261Chr07g1389001.1
		Niben261Chr19g1202005.1
		Niben261Chr09g0906003.1
		Niben261Chr07g1100004.1
		Niben261Chr19g1465001.1
		Niben261Chr08g0096013.1
		Niben261Chr01g0566001.1
		Niben261Chr05g0927005.1
		Niben261Chr06g0404033.1
		Niben261Chr04g1149003.1
		Niben261Chr03g0694009.1
		Niben261Chr11g0988004.1
		Niben261Chr19g1460006.1
		Niben261Chr16g0175006.1
		Niben261Chr01g0510012.1
