Names	total	elements
		Niben261Chr17g0773005.1
		Niben261Chr07g0355003.1
		Niben261Chr12g0170002.1
		Niben261Chr05g0072004.1
		Niben261Chr08g0156002.1
		Niben261Chr02g0912013.1
		Niben261Chr01g1241003.1
34h_Up 37h_Up	17	Niben261Chr12g0601013.1
		Niben261Chr19g1451014.1
		Niben261Chr15g0106003.1
		Niben261Chr16g0213004.1
		Niben261Chr11g1328002.1
		Niben261Chr01g0443001.1
		Niben261Chr06g0606019.1
		Niben261Chr16g1116001.1
		Niben261Chr13g0573003.1
		Niben261Chr12g0137009.1
		Niben261Chr04g0796003.1
		Niben261Chr19g0079012.1
		Niben261Chr07g1436002.1
		Niben261Chr16g0054006.1
		Niben261Chr03g0150005.1
		Niben261Chr06g0916010.1
		Niben261Chr03g1677004.1
34h_Up 40h_Up	43	Niben261Chr12g1561003.1
		Niben261Chr15g0643004.1
		Niben261Chr09g1032011.1
		Niben261Chr18g0116004.1
		Niben261Chr16g0486001.1
		Niben261Chr17g1008010.1
		Niben261Chr14g0322010.1
		Niben261Chr11g0881026.1
		Niben261Chr07g0604025.1
		Niben261Chr06g0198014.1
		Niben261Chr19g1385007.1
		Niben261Chr19g1289011.1
		Niben261Chr01g1663010.1
		Niben261Chr03g1160005.1
		Niben261Chr14g0182011.1
		Niben261Chr18g0514004.1
		Niben261Chr19g0386002.1
		Niben261Chr15g1244006.1
		Niben261Chr06g0028003.1
		Niben261Chr03g0557003.1
		Niben261Chr08g1087009.1
		Niben261Chr09g0056003.1
		Niben261Chr14g1385019.1
		Niben261Chr08g1144005.1
		Niben261Chr05g1012003.1
		Niben261Chr02g0514020.1
		Niben261Chr03g0068004.1
		Niben261Chr18g0001006.1
		Niben261Chr16g1189004.1
		Niben261Chr16g1050001.1
		Niben261Chr12g0480007.1
		Niben261Chr19g1159014.1
		Niben261Chr13g0364004.1
		Niben261Chr11g1193001.1
		Niben261Chr14g1478020.1
		Niben261Chr11g0028002.1
		Niben261Chr07g1174006.1
		Niben261Chr11g1269003.1
		Niben261Chr16g0915010.1
		Niben261Chr01g1082013.1
		Niben261Chr04g1666005.1
		Niben261Chr15g1012016.1
		Niben261Chr19g1148003.1
34h_Up 46h_Up	32	Niben261Chr10g1147003.1
		Niben261Chr15g1028003.1
		Niben261Chr03g0877018.1
		Niben261Chr18g0584001.1
		Niben261Chr07g1260009.1
		Niben261Chr17g1233011.1
		Niben261Chr09g1105009.1
		Niben261Chr13g0961005.1
		Niben261Chr16g0224011.1
		Niben261Chr12g1145012.1
		Niben261Chr14g1147007.1
		Niben261Chr05g0698012.1
		Niben261Chr07g1026001.1
		Niben261Chr18g0572007.1
		Niben261Chr10g0827003.1
		Niben261Chr07g1128061.1
		Niben261Chr14g1123025.1
		Niben261Chr05g0909003.1
		Niben261Chr19g1358003.1
		Niben261Scf01719g0000003.1
		Niben261Chr03g1845006.1
		Niben261Chr07g0238003.1
		Niben261Chr17g0005019.1
		Niben261Chr03g0418009.1
		Niben261Chr08g0579013.1
		Niben261Chr16g1354008.1
		Niben261Chr02g0086007.1
		Niben261Chr04g1736001.1
		Niben261Chr10g0385026.1
		Niben261Chr13g0799005.1
		Niben261Chr14g0949011.1
		Niben261Chr05g0988015.1
34h_Up 56h_Up	9	Niben261Chr14g0368003.1
		Niben261Chr09g0112017.1
		Niben261Chr07g1408008.1
		Niben261Chr12g0151004.1
		Niben261Chr17g0770009.1
		Niben261Chr07g1408007.1
		Niben261Chr15g1296009.1
		Niben261Chr06g0555019.1
		Niben261Chr06g0370001.1
34h_Up 96h_Up	9	Niben261Chr06g1296001.1
		Niben261Chr13g0231009.1
		Niben261Chr08g0056002.1
		Niben261Chr08g0369024.1
		Niben261Chr06g0892003.1
		Niben261Chr13g0145003.1
		Niben261Chr06g0416006.1
		Niben261Chr17g1442002.1
		Niben261Chr11g0641002.1
37h_Up 40h_Up	6	Niben261Chr18g1235004.1
		Niben261Chr03g0705010.1
		Niben261Chr07g1173007.1
		Niben261Chr10g0020015.1
		Niben261Chr03g1540014.1
		Niben261Chr02g1436005.1
37h_Up 46h_Up	6	Niben261Chr15g0035001.1
		Niben261Chr15g0975001.1
		Niben261Chr14g0287002.1
		Niben261Chr04g1842003.1
		Niben261Chr11g0854010.1
		Niben261Chr19g1378005.1
37h_Up 56h_Up	27	Niben261Chr06g1317001.1
		Niben261Chr02g1482002.1
		Niben261Chr08g0552004.1
		Niben261Chr05g0191013.1
		Niben261Chr18g0097003.1
		Niben261Chr07g0259017.1
		Niben261Chr19g0559001.1
		Niben261Chr12g0243004.1
		Niben261Chr04g1487011.1
		Niben261Chr01g1376002.1
		Niben261Chr09g1369004.1
		Niben261Chr10g0291011.1
		Niben261Chr11g0889003.1
		Niben261Chr09g0674003.1
		Niben261Chr05g1052004.1
		Niben261Chr06g0535007.1
		Niben261Chr13g0496005.1
		Niben261Chr09g0952016.1
		Niben261Chr18g0744001.1
		Niben261Chr11g0889004.1
		Niben261Chr11g0765004.1
		Niben261Chr18g1445010.1
		Niben261Chr03g1694007.1
		Niben261Chr05g0076002.1
		Niben261Chr08g0150012.1
		Niben261Chr18g0333011.1
		Niben261Chr08g1161002.1
37h_Up 96h_Up	4	Niben261Chr07g0309006.1
		Niben261Chr01g1145010.1
		Niben261Chr16g0481011.1
		Niben261Chr10g0683011.1
40h_Up 46h_Up	51	Niben261Chr06g0011014.1
		Niben261Chr11g1055004.1
		Niben261Chr01g1808006.1
		Niben261Chr02g0477004.1
		Niben261Chr18g0922012.1
		Niben261Chr07g1484001.1
		Niben261Chr06g1088003.1
		Niben261Chr12g0023003.1
		Niben261Chr08g0157008.1
		Niben261Chr08g1354016.1
		Niben261Chr11g1116011.1
		Niben261Chr16g0224012.1
		Niben261Chr18g0007006.1
		Niben261Chr17g0380009.1
		Niben261Chr18g0221005.1
		Niben261Chr01g1472002.1
		Niben261Chr07g0878008.1
		Niben261Chr04g0512013.1
		Niben261Chr04g1207005.1
		Niben261Chr05g0878009.1
		Niben261Chr14g1384008.1
		Niben261Chr04g0624005.1
		Niben261Chr12g0883009.1
		Niben261Chr17g0569055.1
		Niben261Chr10g0289015.1
		Niben261Chr04g1643004.1
		Niben261Chr17g1531017.1
		Niben261Chr04g0278001.1
		Niben261Chr10g0262012.1
		Niben261Chr07g1026002.1
		Niben261Chr16g0972009.1
		Niben261Chr04g1798005.1
		Niben261Chr14g1469011.1
		Niben261Chr10g0607028.1
		Niben261Chr09g1111011.1
		Niben261Chr13g1111007.1
		Niben261Chr08g0901002.1
		Niben261Chr06g0353014.1
		Niben261Chr05g0246004.1
		Niben261Chr01g1465005.1
		Niben261Chr18g0470001.1
		Niben261Chr18g1060007.1
		Niben261Chr05g0726002.1
		Niben261Chr08g1295004.1
		Niben261Chr09g0063010.1
		Niben261Chr16g1336001.1
		Niben261Chr06g0836002.1
		Niben261Chr01g0017010.1
		Niben261Chr09g0804006.1
		Niben261Chr12g0665003.1
		Niben261Chr07g1435008.1
40h_Up 56h_Up	39	Niben261Chr11g1320009.1
		Niben261Chr16g0338003.1
		Niben261Chr16g0425001.1
		Niben261Chr11g1208007.1
		Niben261Chr16g0764025.1
		Niben261Chr06g0470008.1
		Niben261Chr18g0495001.1
		Niben261Chr12g0429008.1
		Niben261Chr06g0053002.1
		Niben261Chr11g1211011.1
		Niben261Chr12g0443004.1
		Niben261Chr05g0582001.1
		Niben261Chr07g1479010.1
		Niben261Chr07g1177014.1
		Niben261Chr13g0958009.1
		Niben261Chr11g1148017.1
		Niben261Chr13g0907007.1
		Niben261Chr12g1109004.1
		Niben261Chr15g1004001.1
		Niben261Chr08g0412001.1
		Niben261Chr01g0531006.1
		Niben261Chr02g0333004.1
		Niben261Chr17g1503004.1
		Niben261Chr17g1504003.1
		Niben261Chr08g0015001.1
		Niben261Chr07g0735003.1
		Niben261Chr19g1478012.1
		Niben261Chr06g0421003.1
		Niben261Chr13g0830018.1
		Niben261Chr17g0988004.1
		Niben261Chr09g0444001.1
		Niben261Chr16g0744005.1
		Niben261Chr10g0469013.1
		Niben261Chr07g1140004.1
		Niben261Chr06g0919005.1
		Niben261Chr08g0385003.1
		Niben261Chr13g0012011.1
		Niben261Chr01g0015010.1
		Niben261Chr18g1356004.1
40h_Up 96h_Up	32	Niben261Chr15g0603017.1
		Niben261Chr06g1451010.1
		Niben261Chr18g1280008.1
		Niben261Chr05g1349022.1
		Niben261Chr09g0051008.1
		Niben261Chr02g1347005.1
		Niben261Chr04g1207011.1
		Niben261Chr07g1223015.1
		Niben261Chr03g0021008.1
		Niben261Chr05g0609001.1
		Niben261Chr05g0525018.1
		Niben261Chr01g0004001.1
		Niben261Chr01g1839004.1
		Niben261Chr03g0133006.1
		Niben261Chr08g0283028.1
		Niben261Chr03g1511030.1
		Niben261Chr09g1348003.1
		Niben261Chr04g1877007.1
		Niben261Chr04g0402005.1
		Niben261Chr09g0791007.1
		Niben261Chr10g0264011.1
		Niben261Chr06g0393004.1
		Niben261Chr09g0082002.1
		Niben261Chr12g1119008.1
		Niben261Chr14g0585006.1
		Niben261Chr12g0980014.1
		Niben261Chr03g1930010.1
		Niben261Chr12g0709012.1
		Niben261Chr04g0337008.1
		Niben261Chr16g1186018.1
		Niben261Chr05g1246006.1
		Niben261Chr17g1339008.1
46h_Up 56h_Up	535	Niben261Chr09g1196005.1
		Niben261Chr14g0546015.1
		Niben261Chr16g0443001.1
		Niben261Chr09g0972007.1
		Niben261Chr12g1130002.1
		Niben261Chr11g1078010.1
		Niben261Chr16g0183001.1
		Niben261Chr17g0549001.1
		Niben261Chr15g0685004.1
		Niben261Chr03g0995006.1
		Niben261Chr12g1531002.1
		Niben261Chr19g0019006.1
		Niben261Chr10g0052005.1
		Niben261Chr12g0265008.1
		Niben261Chr18g0060001.1
		Niben261Chr14g0032006.1
		Niben261Chr07g0820010.1
		Niben261Chr03g1440008.1
		Niben261Chr06g1397002.1
		Niben261Chr10g1072003.1
		Niben261Chr07g0792002.1
		Niben261Chr08g1338011.1
		Niben261Chr06g0073016.1
		Niben261Chr01g0580010.1
		Niben261Chr16g0920005.1
		Niben261Chr12g1100007.1
		Niben261Chr06g0566018.1
		Niben261Chr04g1644021.1
		Niben261Chr09g0301005.1
		Niben261Chr04g1838008.1
		Niben261Chr17g1223001.1
		Niben261Chr01g1144009.1
		Niben261Chr07g1501006.1
		Niben261Chr17g1370012.1
		Niben261Chr11g0952012.1
		Niben261Chr11g1088014.1
		Niben261Chr05g0864002.1
		Niben261Chr02g0830006.1
		Niben261Chr10g1117004.1
		Niben261Chr13g0650001.1
		Niben261Chr18g0786016.1
		Niben261Chr03g0424001.1
		Niben261Chr07g0124001.1
		Niben261Chr11g0936015.1
		Niben261Chr08g0137012.1
		Niben261Chr01g0825001.1
		Niben261Chr19g1450010.1
		Niben261Chr12g1102027.1
		Niben261Chr11g1377011.1
		Niben261Chr05g0013011.1
		Niben261Chr08g0459006.1
		Niben261Chr12g0390011.1
		Niben261Chr09g0082011.1
		Niben261Chr08g0671010.1
		Niben261Chr18g1011002.1
		Niben261Chr18g0164003.1
		Niben261Chr15g0875004.1
		Niben261Chr08g0089001.1
		Niben261Chr07g1224008.1
		Niben261Chr10g0267003.1
		Niben261Chr10g0871014.1
		Niben261Chr12g0327006.1
		Niben261Chr05g0214002.1
		Niben261Chr15g0993009.1
		Niben261Chr07g0912018.1
		Niben261Chr11g1408013.1
		Niben261Chr02g0550009.1
		Niben261Chr03g0121002.1
		Niben261Chr16g0368003.1
		Niben261Chr15g1034031.1
		Niben261Chr16g0929001.1
		Niben261Chr16g0238003.1
		Niben261Chr04g1752002.1
		Niben261Chr14g0751013.1
		Niben261Chr10g0178008.1
		Niben261Chr15g1383005.1
		Niben261Chr03g0056006.1
		Niben261Chr02g1514001.1
		Niben261Chr04g1602003.1
		Niben261Chr01g1112005.1
		Niben261Chr04g1679027.1
		Niben261Chr18g0897006.1
		Niben261Chr12g0343002.1
		Niben261Chr09g0776019.1
		Niben261Chr15g1002003.1
		Niben261Chr11g1379003.1
		Niben261Chr08g0575002.1
		Niben261Chr06g0135008.1
		Niben261Chr16g0580002.1
		Niben261Chr16g0341001.1
		Niben261Chr08g1334003.1
		Niben261Chr01g0194003.1
		Niben261Chr13g0315011.1
		Niben261Chr05g0041001.1
		Niben261Chr13g0050006.1
		Niben261Chr08g0249003.1
		Niben261Chr12g0046010.1
		Niben261Chr19g0552003.1
		Niben261Chr17g1495017.1
		Niben261Chr14g0277001.1
		Niben261Chr11g1340010.1
		Niben261Chr06g1194007.1
		Niben261Chr08g0978013.1
		Niben261Chr17g0935008.1
		Niben261Scf03281g0000005.1
		Niben261Chr06g0382005.1
		Niben261Chr05g0827010.1
		Niben261Chr17g1533026.1
		Niben261Chr08g0455014.1
		Niben261Chr16g0514021.1
		Niben261Chr17g0776003.1
		Niben261Chr07g1142008.1
		Niben261Chr04g1634013.1
		Niben261Chr19g0876009.1
		Niben261Chr02g0622002.1
		Niben261Chr08g0036005.1
		Niben261Chr16g1297006.1
		Niben261Chr01g0947010.1
		Niben261Chr16g0464007.1
		Niben261Chr17g1468003.1
		Niben261Chr18g0225006.1
		Niben261Chr06g0423007.1
		Niben261Chr09g1122007.1
		Niben261Chr01g1227001.1
		Niben261Chr17g1513005.1
		Niben261Chr19g1336001.1
		Niben261Chr06g1164011.1
		Niben261Chr15g1027003.1
		Niben261Chr03g1394014.1
		Niben261Chr06g0967010.1
		Niben261Chr15g1030012.1
		Niben261Chr19g1059002.1
		Niben261Chr14g0374001.1
		Niben261Chr09g1278002.1
		Niben261Chr05g0166007.1
		Niben261Chr18g0501002.1
		Niben261Chr16g0805020.1
		Niben261Chr11g0932006.1
		Niben261Chr01g0186008.1
		Niben261Chr05g0898010.1
		Niben261Chr13g0877004.1
		Niben261Chr16g0713009.1
		Niben261Chr05g1367020.1
		Niben261Chr03g1229004.1
		Niben261Chr12g0731008.1
		Niben261Chr07g1511011.1
		Niben261Chr14g1513046.1
		Niben261Chr06g1452004.1
		Niben261Chr08g0644002.1
		Niben261Chr07g1404002.1
		Niben261Chr04g0243021.1
		Niben261Chr17g1502011.1
		Niben261Chr05g0003002.1
		Niben261Chr14g1478019.1
		Niben261Chr05g0408001.1
		Niben261Chr08g0417014.1
		Niben261Chr01g1268002.1
		Niben261Chr09g1040024.1
		Niben261Chr10g1058011.1
		Niben261Chr16g0872005.1
		Niben261Chr01g1045005.1
		Niben261Chr18g0868001.1
		Niben261Scf02855g0000001.1
		Niben261Chr08g0391006.1
		Niben261Chr08g0395003.1
		Niben261Chr10g0376017.1
		Niben261Chr02g1284015.1
		Niben261Chr03g0779006.1
		Niben261Chr02g1465001.1
		Niben261Chr16g0521006.1
		Niben261Chr15g0795003.1
		Niben261Chr04g0126015.1
		Niben261Chr15g0817006.1
		Niben261Chr02g0449001.1
		Niben261Chr05g0796001.1
		Niben261Chr19g0900018.1
		Niben261Chr09g0661006.1
		Niben261Chr10g0119003.1
		Niben261Chr08g0159001.1
		Niben261Chr18g0848019.1
		Niben261Chr03g1068009.1
		Niben261Chr11g1055002.1
		Niben261Chr03g0883001.1
		Niben261Chr17g0036007.1
		Niben261Chr02g1198018.1
		Niben261Chr14g0721002.1
		Niben261Chr16g0399011.1
		Niben261Chr12g0325017.1
		Niben261Chr08g0603013.1
		Niben261Chr07g1151016.1
		Niben261Chr06g0725007.1
		Niben261Chr04g0117004.1
		Niben261Chr12g0682002.1
		Niben261Chr06g0406018.1
		Niben261Chr17g1372005.1
		Niben261Chr03g1073005.1
		Niben261Chr03g0138005.1
		Niben261Chr15g0837001.1
		Niben261Chr09g0861001.1
		Niben261Chr05g0879002.1
		Niben261Chr03g1913002.1
		Niben261Chr18g0008017.1
		Niben261Chr01g0322008.1
		Niben261Chr08g0429005.1
		Niben261Chr18g0473002.1
		Niben261Chr19g0746005.1
		Niben261Chr09g1194003.1
		Niben261Chr14g1157014.1
		Niben261Chr16g0873017.1
		Niben261Chr05g1228006.1
		Niben261Chr03g0103003.1
		Niben261Chr06g0454016.1
		Niben261Chr05g0073001.1
		Niben261Chr14g0954001.1
		Niben261Chr15g0486001.1
		Niben261Chr01g0166018.1
		Niben261Scf01608g0000028.1
		Niben261Chr12g1281009.1
		Niben261Chr01g1478011.1
		Niben261Chr12g0684004.1
		Niben261Chr06g0191001.1
		Niben261Chr16g0282003.1
		Niben261Chr09g0906003.1
		Niben261Chr15g1113005.1
		Niben261Chr07g0904001.1
		Niben261Chr01g0505004.1
		Niben261Chr03g1535012.1
		Niben261Chr09g0038026.1
		Niben261Chr08g0173008.1
		Niben261Chr05g0422002.1
		Niben261Chr05g1092002.1
		Niben261Chr11g1211008.1
		Niben261Chr06g0712001.1
		Niben261Chr10g0112001.1
		Niben261Chr02g0289001.1
		Niben261Chr10g0020021.1
		Niben261Chr11g0715012.1
		Niben261Chr04g1630003.1
		Niben261Chr13g0055005.1
		Niben261Chr14g0392004.1
		Niben261Chr16g1302007.1
		Niben261Chr06g0420001.1
		Niben261Chr02g1276008.1
		Niben261Chr16g0951002.1
		Niben261Chr02g0389013.1
		Niben261Chr17g0095016.1
		Niben261Chr05g1314003.1
		Niben261Chr04g1474002.1
		Niben261Chr14g0103004.1
		Niben261Chr14g0764008.1
		Niben261Chr01g0773013.1
		Niben261Chr15g0581004.1
		Niben261Chr11g0689017.1
		Niben261Chr15g1178009.1
		Niben261Chr14g0608014.1
		Niben261Chr11g0637005.1
		Niben261Chr16g0899004.1
		Niben261Chr02g0995001.1
		Niben261Chr05g0165008.1
		Niben261Chr08g0310020.1
		Niben261Chr03g1264002.1
		Niben261Scf00229g0000002.1
		Niben261Chr11g1362005.1
		Niben261Chr06g0769010.1
		Niben261Chr16g0343010.1
		Niben261Chr03g0096007.1
		Niben261Chr03g0246002.1
		Niben261Chr14g0009004.1
		Niben261Chr02g0064002.1
		Niben261Chr07g1267006.1
		Niben261Chr09g0796005.1
		Niben261Chr01g0614004.1
		Niben261Scf01441g0000001.1
		Niben261Chr06g1164013.1
		Niben261Chr01g1494006.1
		Niben261Chr19g1035002.1
		Niben261Chr05g0055004.1
		Niben261Chr07g1286021.1
		Niben261Chr14g1302006.1
		Niben261Chr15g1441020.1
		Niben261Chr06g0950010.1
		Niben261Chr07g1309023.1
		Niben261Chr18g1282001.1
		Niben261Chr16g0398021.1
		Niben261Chr13g0468001.1
		Niben261Chr14g0373005.1
		Niben261Chr01g0164008.1
		Niben261Chr15g1422003.1
		Niben261Chr08g0108012.1
		Niben261Chr13g0053007.1
		Niben261Chr12g0669001.1
		Niben261Chr19g1449003.1
		Niben261Chr14g1507030.1
		Niben261Chr07g1409013.1
		Niben261Chr15g1423009.1
		Niben261Chr14g0850022.1
		Niben261Chr11g1325002.1
		Niben261Chr03g0945004.1
		Niben261Chr13g0055007.1
		Niben261Chr03g1068002.1
		Niben261Chr12g0245002.1
		Niben261Chr19g1463017.1
		Niben261Chr16g0414007.1
		Niben261Chr02g1234011.1
		Niben261Chr06g0294004.1
		Niben261Chr01g1848008.1
		Niben261Chr11g1362017.1
		Niben261Chr13g0991007.1
		Niben261Chr07g1160005.1
		Niben261Chr18g0215004.1
		Niben261Chr13g1069013.1
		Niben261Chr01g0218001.1
		Niben261Chr15g0612001.1
		Niben261Chr10g0020022.1
		Niben261Chr04g1873004.1
		Niben261Chr05g0100006.1
		Niben261Chr06g0726006.1
		Niben261Chr19g1350012.1
		Niben261Chr19g0081001.1
		Niben261Chr06g0943008.1
		Niben261Chr01g1023001.1
		Niben261Scf02312g0000001.1
		Niben261Chr01g0653018.1
		Niben261Chr01g0873008.1
		Niben261Chr06g0771002.1
		Niben261Chr07g1258010.1
		Niben261Chr07g1522014.1
		Niben261Chr07g1189006.1
		Niben261Chr08g1066011.1
		Niben261Chr08g0101021.1
		Niben261Chr03g0990009.1
		Niben261Chr07g0234002.1
		Niben261Chr06g1087003.1
		Niben261Chr04g0477004.1
		Niben261Chr06g0606024.1
		Niben261Chr17g0879007.1
		Niben261Chr01g1254011.1
		Niben261Chr02g0073004.1
		Niben261Chr05g0688011.1
		Niben261Chr13g0466006.1
		Niben261Chr16g1388009.1
		Niben261Chr10g1027001.1
		Niben261Chr17g0899003.1
		Niben261Chr07g1363003.1
		Niben261Chr19g1399009.1
		Niben261Chr14g0857003.1
		Niben261Chr11g0815003.1
		Niben261Chr08g0024015.1
		Niben261Chr10g0971001.1
		Niben261Chr10g1026005.1
		Niben261Chr17g1138001.1
		Niben261Chr03g1580008.1
		Niben261Chr15g1457004.1
		Niben261Chr05g0843016.1
		Niben261Chr11g1099005.1
		Niben261Chr14g1225007.1
		Niben261Chr06g0397019.1
		Niben261Chr10g0297015.1
		Niben261Chr17g1201004.1
		Niben261Chr16g0179001.1
		Niben261Chr08g0455016.1
		Niben261Chr13g0757003.1
		Niben261Chr17g0486007.1
		Niben261Chr09g0649009.1
		Niben261Chr04g1489017.1
		Niben261Chr16g0808007.1
		Niben261Chr07g1123019.1
		Niben261Chr06g1147005.1
		Niben261Chr07g1509017.1
		Niben261Chr03g0199021.1
		Niben261Chr02g0273014.1
		Niben261Chr12g0148003.1
		Niben261Chr09g0377001.1
		Niben261Chr13g1069004.1
		Niben261Chr01g1177005.1
		Niben261Chr19g0257004.1
		Niben261Chr16g0465003.1
		Niben261Chr03g0959001.1
		Niben261Chr16g0227002.1
		Niben261Chr10g0163006.1
		Niben261Chr04g1070002.1
		Niben261Chr01g1665002.1
		Niben261Chr18g0738004.1
		Niben261Chr16g0311012.1
		Niben261Chr05g0595011.1
		Niben261Chr09g1265007.1
		Niben261Chr04g1070012.1
		Niben261Chr15g1198013.1
		Niben261Chr12g0051007.1
		Niben261Chr10g0476007.1
		Niben261Chr17g0864001.1
		Niben261Chr11g1055001.1
		Niben261Chr17g1326001.1
		Niben261Chr03g1490001.1
		Niben261Chr16g0625003.1
		Niben261Chr10g1058010.1
		Niben261Chr06g0953008.1
		Niben261Chr07g0897001.1
		Niben261Chr05g1103004.1
		Niben261Chr01g0948001.1
		Niben261Chr05g0350001.1
		Niben261Chr10g0452006.1
		Niben261Chr03g0559003.1
		Niben261Chr05g0846008.1
		Niben261Chr09g1342012.1
		Niben261Chr03g0255013.1
		Niben261Chr14g0470004.1
		Niben261Chr06g0497004.1
		Niben261Chr06g0212012.1
		Niben261Chr15g0005004.1
		Niben261Chr17g1153001.1
		Niben261Chr03g0256012.1
		Niben261Chr08g1247007.1
		Niben261Chr14g1525011.1
		Niben261Chr11g0046002.1
		Niben261Chr15g1291003.1
		Niben261Chr19g0054002.1
		Niben261Chr01g0030011.1
		Niben261Chr01g0771011.1
		Niben261Chr18g0368002.1
		Niben261Chr11g1299004.1
		Niben261Chr02g0341004.1
		Niben261Chr16g0655004.1
		Niben261Chr12g0584001.1
		Niben261Chr13g1364010.1
		Niben261Chr15g0599007.1
		Niben261Chr16g0222001.1
		Niben261Chr09g1220003.1
		Niben261Scf08889g0000003.1
		Niben261Chr08g0191007.1
		Niben261Chr15g1239020.1
		Niben261Chr07g1218018.1
		Niben261Chr08g0385005.1
		Niben261Chr14g0532003.1
		Niben261Chr17g0015002.1
		Niben261Chr03g1006010.1
		Niben261Chr12g0629003.1
		Niben261Chr13g0682002.1
		Niben261Chr07g1133021.1
		Niben261Chr04g0456002.1
		Niben261Chr19g0587006.1
		Niben261Chr14g0063001.1
		Niben261Chr12g0827008.1
		Niben261Chr04g0817001.1
		Niben261Chr10g0170001.1
		Niben261Chr12g0081002.1
		Niben261Chr15g0518004.1
		Niben261Chr16g0369003.1
		Niben261Chr06g1251007.1
		Niben261Chr18g0593002.1
		Niben261Chr13g0418018.1
		Niben261Chr02g1210011.1
		Niben261Chr04g1891007.1
		Niben261Chr05g0826006.1
		Niben261Chr07g1242010.1
		Niben261Chr15g0734003.1
		Niben261Chr02g1160008.1
		Niben261Chr14g0257017.1
		Niben261Chr15g0122001.1
		Niben261Chr06g0401014.1
		Niben261Chr08g1297016.1
		Niben261Chr03g1261008.1
		Niben261Chr16g0045013.1
		Niben261Chr17g1257012.1
		Niben261Chr17g0714001.1
		Niben261Chr17g1264006.1
		Niben261Chr14g0520018.1
		Niben261Chr07g0843004.1
		Niben261Chr08g0432008.1
		Niben261Chr17g0840006.1
		Niben261Chr19g0181007.1
		Niben261Chr06g0730006.1
		Niben261Chr04g1802010.1
		Niben261Chr14g1477019.1
		Niben261Chr09g1310006.1
		Niben261Chr17g0698004.1
		Niben261Chr14g0348001.1
		Niben261Chr05g1047001.1
		Niben261Chr15g0372013.1
		Niben261Chr12g0730001.1
		Niben261Chr01g1734012.1
		Niben261Chr19g0222003.1
		Niben261Chr12g0032001.1
		Niben261Chr12g1572002.1
		Niben261Chr07g1370015.1
		Niben261Chr13g1081013.1
		Niben261Chr06g0730015.1
		Niben261Chr04g0659006.1
		Niben261Chr06g1129007.1
		Niben261Chr13g0307006.1
		Niben261Chr03g1529002.1
		Niben261Chr12g0913007.1
		Niben261Chr01g0971006.1
		Niben261Chr17g0171009.1
		Niben261Chr15g0703002.1
		Niben261Chr03g1345003.1
		Niben261Scf03561g0000002.1
		Niben261Chr18g1427010.1
		Niben261Chr05g1244017.1
		Niben261Chr07g1100004.1
		Niben261Chr04g0101005.1
		Niben261Chr13g0654004.1
		Niben261Chr08g0159007.1
		Niben261Chr08g0615018.1
		Niben261Chr15g1240013.1
		Niben261Chr17g0486006.1
		Niben261Chr15g1040004.1
		Niben261Chr08g0623002.1
		Niben261Chr09g1249023.1
		Niben261Chr02g0353006.1
		Niben261Chr07g0980003.1
		Niben261Chr16g0780016.1
		Niben261Chr02g0851012.1
		Niben261Chr16g0868007.1
		Niben261Scf12034g0000002.1
		Niben261Chr01g1761005.1
		Niben261Chr14g1351010.1
		Niben261Chr09g0077001.1
		Niben261Chr19g1237006.1
		Niben261Chr06g0435013.1
		Niben261Chr08g0214024.1
		Niben261Chr05g0832001.1
		Niben261Chr14g0997006.1
		Niben261Chr15g0813001.1
		Niben261Chr16g0789014.1
		Niben261Chr14g1531004.1
		Niben261Chr15g1072002.1
		Niben261Chr08g0623014.1
		Niben261Chr16g0383004.1
		Niben261Chr03g0714004.1
		Niben261Chr06g1487001.1
		Niben261Chr06g1487005.1
		Niben261Chr15g0431001.1
		Niben261Chr08g1058006.1
		Niben261Chr10g0111025.1
46h_Up 96h_Up	177	Niben261Chr06g0614007.1
		Niben261Chr13g0570001.1
		Niben261Chr05g0761005.1
		Niben261Chr12g0252015.1
		Niben261Chr18g0739007.1
		Niben261Chr07g0408005.1
		Niben261Chr01g1738004.1
		Niben261Chr16g1451004.1
		Niben261Chr01g1101003.1
		Niben261Chr08g0409022.1
		Niben261Chr16g0136010.1
		Niben261Chr15g1462012.1
		Niben261Chr15g0830005.1
		Niben261Chr03g1016002.1
		Niben261Chr13g0138004.1
		Niben261Chr02g1241007.1
		Niben261Chr15g1461006.1
		Niben261Chr04g1782004.1
		Niben261Chr06g0649009.1
		Niben261Chr14g0311006.1
		Niben261Chr08g0757003.1
		Niben261Chr13g0170009.1
		Niben261Chr07g0133016.1
		Niben261Chr06g0378016.1
		Niben261Chr16g0006006.1
		Niben261Chr10g0724001.1
		Niben261Chr03g0774008.1
		Niben261Chr01g1655009.1
		Niben261Chr06g0750014.1
		Niben261Chr12g0924006.1
		Niben261Chr10g1234004.1
		Niben261Chr08g1243008.1
		Niben261Chr05g0578009.1
		Niben261Chr01g1835005.1
		Niben261Chr08g0410029.1
		Niben261Chr05g0482004.1
		Niben261Chr06g1064008.1
		Niben261Chr08g0409020.1
		Niben261Chr01g1427001.1
		Niben261Chr14g0264003.1
		Niben261Chr12g1133010.1
		Niben261Chr01g1632001.1
		Niben261Chr04g1014002.1
		Niben261Chr12g0216014.1
		Niben261Chr09g1065008.1
