GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g1103008.1	43.017532	56.362754	43.296347	39.155174	30.343816	36.238312	32.891846	30.63358	27.078395	39.001643	36.634392	35.694368	34.692782	40.961985	47.236263	34.131543	37.950943	41.96428	28.932638	31.929997	28.814115	25.873584	28.569245	26.737035	35.265475	49.924713	37.73851	28.965406	30.905037	35.003343	24.369825	22.071156	22.495155	32.74482	36.679279	36.703929	40.636384	31.368926	44.254399	41.419105	37.154287	39.297138	36.922103	33.798216	33.221764	37.446628	38.309615	39.49323
Niben261Chr01g1691003.1	101.727108	157.464458	96.777658	95.374609	82.676313	103.164484	99.235166	78.535702	77.090559	101.471278	106.804577	96.513144	90.825771	102.166417	101.432641	89.600457	81.972052	103.563566	64.631551	64.150981	59.550555	79.473823	80.398528	82.300442	88.739835	143.817541	70.242092	124.338139	70.435609	87.358793	66.993539	60.821794	73.567115	84.748816	86.670398	77.369816	107.772633	86.96601	111.282569	94.670323	92.69724	82.387501	107.904291	77.322068	74.638503	119.038155	116.437545	120.402648
Niben261Chr04g1709001.1	85.482971	125.677539	83.161481	83.235898	61.938871	86.02536	76.608544	67.974877	66.449787	74.600917	88.505099	87.218349	75.819263	84.906092	96.434055	79.000198	62.944914	87.033501	54.332803	58.487817	54.675709	60.075481	65.67559	73.308993	76.183275	104.218222	72.756905	66.209848	56.274526	72.030457	48.287831	52.022077	53.252011	70.158099	82.220806	62.825084	86.114434	63.121443	97.607456	77.917477	72.558962	73.313334	74.158619	75.477572	63.343972	90.955506	92.163391	86.273271
Niben261Chr05g0770008.1	104.443499	129.37826	91.722327	87.053765	92.955914	93.609196	81.176535	74.499147	90.015056	103.752224	87.785162	96.625349	118.017699	97.696327	103.347007	89.529567	98.010692	97.013761	86.389993	81.716239	103.26689	86.400079	83.330813	106.544336	105.84503	146.861177	103.87142	142.736553	87.603733	97.329912	73.599193	62.783269	82.87025	86.545299	91.243506	81.21004	124.425947	78.615131	119.70432	109.362718	103.830976	97.307013	124.454836	101.336916	101.818011	116.962855	116.94522	117.664149
Niben261Chr06g0812001.1	9.083533	13.36874	7.811231	9.325693	5.754444	7.380293	6.752127	7.48469	6.326417	9.6945	9.037701	8.337308	11.298546	12.559943	12.658621	9.664956	7.788096	11.306516	6.519199	5.487893	5.94228	6.487867	9.958673	10.296263	7.389885	8.016617	4.922747	5.614764	6.173344	6.603516	4.737189	6.528429	5.158931	8.654627	10.241031	8.775284	14.225164	9.437546	14.340904	12.347144	11.445839	12.264316	9.609355	9.794497	9.546291	15.735692	13.934584	14.432617
Niben261Chr06g0903015.1	54.444366	57.022701	57.0001	49.617677	32.674586	42.292379	35.435561	36.103988	39.005484	38.013495	46.043747	43.341391	43.057534	52.281784	40.88212	43.88334	45.447845	58.259197	31.885621	33.869597	31.905683	28.849479	30.846733	32.529774	43.203279	49.266147	50.882057	36.271972	37.562221	43.554707	27.410182	31.651932	30.173695	34.611523	38.391193	41.088293	45.276208	44.189301	45.08685	40.966261	40.13643	40.198801	41.827664	38.586565	35.862393	37.146286	47.230918	41.400703
Niben261Chr08g0338002.1	56.470758	85.290988	49.908616	57.701425	42.319017	52.090691	49.754675	41.160889	38.894281	59.076973	65.112651	59.675053	54.039053	63.962796	62.284212	62.930953	55.158802	70.992179	45.821768	46.96845	38.837189	36.524824	43.363117	44.401897	45.618984	61.882492	40.540207	37.331406	37.067079	39.282734	32.217086	30.999513	30.029322	45.879948	49.064399	46.616511	57.840629	49.388261	68.788621	52.539365	52.881155	48.700239	51.592755	40.586795	42.717117	53.918968	58.598028	52.318774
Niben261Chr08g0467007.1	49.962995	64.151994	37.088496	45.601782	35.426729	41.212276	41.60597	38.410532	30.809638	50.790852	53.089501	52.547317	55.759509	54.55716	62.679378	49.074827	44.810531	56.104452	40.87778	35.610313	33.628209	36.305286	45.486279	49.892188	38.529562	53.835854	32.270633	32.58409	33.209255	33.619581	25.839882	29.106656	26.115592	44.141507	55.585727	45.209871	65.394398	47.244183	67.011903	49.816502	55.020424	54.876966	52.699439	48.4162	43.5511	65.54295	68.9302	68.633219
Niben261Chr09g0125004.1	49.581187	68.631225	54.72287	43.735254	36.32765	50.637499	42.32058	35.752404	30.036789	39.688549	49.891557	47.290776	40.784096	54.893702	50.426183	53.822671	34.633237	50.479131	28.249913	33.199827	23.526966	28.812893	32.901441	32.07248	38.795382	49.161668	30.812251	29.933389	35.217057	35.8468	26.22424	31.265967	22.636368	41.324768	42.401877	46.019219	41.604323	32.622436	45.635119	41.401867	39.663763	33.307046	25.965568	36.417621	33.160276	31.445981	32.646227	37.703129
Niben261Chr09g0821019.1	51.58126	73.724839	51.892211	47.927451	40.512129	48.733875	38.048193	34.316337	34.532457	43.075255	48.708054	41.271059	44.62336	46.916889	49.887571	42.173868	40.796737	49.903763	31.726409	32.088277	28.598147	30.681981	33.476299	36.458688	46.184453	61.655793	44.469645	39.188533	37.46003	40.481195	26.235515	25.057491	28.474311	36.975936	43.389871	34.969985	48.727734	41.308915	52.112739	42.91212	45.322393	40.8078	41.633688	35.98616	35.653939	45.689164	44.537935	44.194049
Niben261Chr09g1196005.1	38.401804	47.063141	32.705602	31.159708	19.478967	32.32416	28.213581	22.751959	22.977195	27.952374	37.732117	35.250469	28.722661	35.872803	38.796888	28.436023	23.490717	29.335971	21.398726	20.104603	20.099576	18.177085	24.122311	27.296581	32.792063	40.637612	28.898604	21.669316	22.716186	27.014281	18.763239	17.738623	15.213035	26.623278	31.727457	31.521312	27.241235	29.692461	32.607648	32.214078	27.816624	27.257397	24.586121	29.694864	24.29203	31.647972	30.10557	30.282791
Niben261Chr10g0186005.1	2362.135546	3219.179391	2384.415087	2129.836257	1707.918531	2119.762614	1592.237143	1510.395157	1303.781654	2209.919761	2238.787652	2163.091858	2452.465156	2674.651739	2651.218238	2191.288179	2060.011274	2296.109837	1686.902633	1535.943909	1415.477209	1430.331982	1662.438138	1766.253097	1828.092599	2609.099094	1799.941817	1359.554974	1380.160397	1590.101968	1334.170971	1136.138159	1313.634039	1957.787267	2056.491112	2258.907228	2460.530128	2327.074962	2684.222088	2157.884183	2209.960369	1992.37146	1635.024523	1626.311864	1700.908201	1677.639869	1636.706578	1682.496102
Niben261Chr10g1018014.1	43.845536	57.272527	48.021786	41.104313	40.189688	39.451622	41.201394	34.738261	27.025116	42.617104	48.472197	40.890776	44.035372	44.748174	55.878626	39.375486	42.739906	49.569294	33.4692	31.425995	30.487062	27.030372	32.939566	31.719101	41.31274	57.604937	36.964785	36.29869	33.128384	35.710194	25.210074	24.42288	29.095225	34.893655	44.128001	38.372664	54.704998	40.521131	54.64028	41.528147	53.810756	48.309899	51.210409	35.938878	35.617117	50.97553	46.27454	50.365043
Niben261Chr13g0166001.1	85.199808	114.794999	93.745576	85.097837	63.734587	77.168756	80.633471	62.667642	55.448627	71.278667	84.732706	86.695013	81.271296	97.031372	103.511464	74.789031	69.457274	75.766329	60.563426	58.082034	47.375658	58.144808	70.085491	87.005392	72.475287	79.55723	66.011293	53.722207	58.138847	64.273943	49.892588	53.153869	52.246586	66.926585	72.249121	67.798822	91.960091	77.06108	100.78936	83.110403	79.210349	66.487126	76.034582	81.59528	70.279182	86.756857	96.22842	102.307221
Niben261Chr13g1054014.1	20.425917	27.800015	21.14271	19.913222	18.402895	15.822968	15.962092	16.718692	17.866248	22.90108	28.774386	28.662084	26.284945	27.562006	28.336017	22.780318	23.241807	24.420153	20.532382	21.906365	18.029167	16.085065	19.442036	20.752783	23.944045	24.836527	20.702143	18.864313	17.521028	17.161051	13.739043	13.881721	16.185582	24.092619	28.675913	25.128387	32.098825	27.767797	32.014366	25.901722	27.758515	27.451203	23.519218	25.826067	23.926392	31.11936	31.572084	32.61666
Niben261Chr13g1120003.1	42.856931	53.384292	51.491734	41.106478	37.427561	37.567112	35.308325	31.758767	30.411544	37.993342	42.660487	37.433548	38.674572	39.242277	46.354126	34.759497	41.824916	41.382336	28.500365	32.519042	25.997185	29.962738	33.209984	33.809301	40.465788	53.417907	40.012197	31.303844	34.709226	33.044115	24.088976	25.419525	29.480083	31.3507	37.42801	33.149639	41.121401	34.755416	45.071422	36.794896	47.571827	38.743841	43.40527	36.770736	37.093739	49.640427	46.068352	50.874742
Niben261Chr14g0391011.1	103.040709	148.716843	111.734799	124.504981	83.08247	123.602859	110.345503	96.386641	78.843209	110.225299	141.057014	121.33324	118.171822	130.957818	157.956748	125.104082	90.926564	140.831488	87.588354	73.413547	64.680052	78.123157	93.890732	105.106615	76.907356	105.121178	73.768224	56.144127	74.821459	91.182944	60.787469	71.080661	63.370083	94.888484	101.902668	101.872369	90.484584	98.130906	127.193709	100.559152	86.903467	82.530578	80.370212	89.066284	83.233225	102.956815	93.284438	95.24362
Niben261Chr15g1419040.1	100.764758	144.978395	102.597639	115.074492	108.134312	116.750056	105.449613	101.41625	85.64898	123.151513	137.779067	106.977045	112.982369	123.961772	121.30708	103.834558	98.614854	113.423522	79.682672	75.923599	66.50805	66.166154	71.305742	73.117103	96.003539	129.313054	89.173576	106.277355	103.859878	104.773795	86.387482	82.978497	84.625379	113.675537	127.998846	110.280722	144.79763	114.845752	155.048719	107.36738	132.796383	116.302027	120.017774	90.709132	90.513405	103.196879	97.056727	102.036557
