GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0012011.1	7.38393	6.393808	6.309058	5.582143	7.361372	5.258334	3.629935	4.090862	6.528565	2.651384	1.819227	2.118581	2.904965	2.874	2.344606	4.405795	6.159794	5.720472	5.583719	7.37145	5.299641	6.064922	5.750408	6.83542	13.451383	11.421739	12.086068	13.24841	10.826383	10.065126	7.922011	7.717728	10.03246	4.244352	2.665754	2.832063	3.09974	4.348654	2.521692	4.832078	5.989794	5.363845	6.863605	6.097477	5.095504	3.46737	3.113181	2.83523
Niben261Chr01g0014008.1	49.957796	23.779992	34.37115	41.185253	41.591354	48.036984	41.866219	39.226245	57.384116	5.707948	6.756799	9.026504	24.098374	10.472974	19.580472	11.369399	28.559086	24.699392	59.316135	53.322548	70.618665	23.075388	20.107411	40.379989	97.963696	70.125078	103.390996	72.03831	81.50721	80.344461	64.849022	65.621626	77.841249	25.315651	15.504511	15.297644	10.25645	29.41445	15.851559	28.830515	24.374874	21.058534	70.366338	77.80523	51.226059	12.285531	10.21513	5.864013
Niben261Chr01g0054008.1	94.88643	82.060023	96.691387	53.738341	85.745661	66.994355	47.493894	44.732273	60.478616	13.340053	7.570997	14.027571	12.475154	11.606504	11.345717	16.436672	19.889229	19.977862	14.7368	20.585134	13.695626	35.347268	32.84588	30.71688	119.441349	109.906153	117.323759	72.056625	116.98349	87.546724	45.697502	51.083317	49.962424	16.7312	8.515883	9.026486	7.287706	18.524315	6.878956	17.186306	19.013041	18.592762	20.175273	32.107744	23.008009	13.344016	25.347305	16.770378
Niben261Chr01g0067005.1	4.808252	2.983673	3.628121	1.276094	2.01242	1.743286	0.542291	0.517499	1.311551	0.414648	0.196115	0.281829	0.312143	0.263978	0.414221	0.989893	1.329265	1.24939	0.953258	2.043715	0.944043	0.558132	0.775101	0.552766	7.842782	6.307856	7.973609	3.935306	4.950497	3.550617	0.784141	1.364045	2.185502	1.437808	0.355275	0.926413	0.223269	1.422743	0.43818	1.176727	2.073575	2.054945	1.459777	2.450686	1.402603	0.254704	0.329402	0.141835
Niben261Chr01g0138011.1	30.224902	23.392437	26.983283	25.102411	35.598788	23.796131	19.226173	19.362922	26.317773	2.67211	2.127577	2.501068	2.353063	1.670334	2.70123	3.840304	3.529164	3.677874	41.937469	47.663266	40.202817	19.816122	19.085098	12.35956	34.068628	25.028557	29.184237	33.849954	42.396322	28.516863	26.209143	29.590694	25.890614	3.975318	2.292428	2.557635	1.646299	3.379606	2.524345	9.192988	6.836157	8.381167	34.121111	41.591849	46.437151	4.661957	4.098005	4.539426
Niben261Chr01g0176002.1	28.674348	21.58929	26.442292	10.500632	11.795341	12.907641	5.23862	5.648855	7.456574	0.298	0.4233	0.806338	2.155589	1.135949	3.188427	4.622924	8.418612	6.092863	13.545991	17.608027	13.812754	1.947798	2.850129	2.263841	26.093414	25.778566	28.113624	13.554099	18.628471	17.461327	7.752091	8.046711	6.984398	2.256746	0.764358	2.395977	1.764145	4.730032	2.716171	15.230985	12.500704	13.864667	10.066555	15.254993	18.915689	1.234601	1.063181	1.375964
Niben261Chr01g0196022.1	74.451361	92.233669	57.012494	41.443055	39.407683	38.915238	15.892839	27.257887	30.821291	7.929212	7.137249	6.757331	18.963605	4.720249	10.233765	13.604589	39.517642	37.183369	45.05808	69.787378	45.394949	31.18245	37.075937	77.963608	106.76342	119.381202	115.040513	123.637533	65.075877	64.220802	45.037591	74.977539	51.475778	23.525613	19.731133	16.621886	30.893693	33.106985	10.465064	27.658287	50.495848	51.535739	84.034239	82.161222	48.654704	29.256824	24.821451	30.406396
Niben261Chr01g0487002.1	12.451509	10.55278	7.32586	6.601424	3.679202	4.687792	2.293404	3.005698	1.423413	0.586318	0.62465	0.149014	0.132609	0.248257	0.125706	0.350358	0.255835	0.230647	3.708061	3.466088	2.863159	0.444431	0.435602	0.234782	11.359299	11.047167	6.952473	4.724841	2.735151	2.698261	1.290954	2.24076	1.057026	0.169592	0	0	0.158031	0.063063	0.058152	0.277637	0.129506	0.223772	4.569311	6.575586	7.818115	0.473237	0.61271	1.054046
Niben261Chr01g0539001.1	11.131642	5.19025	8.288759	2.783978	2.424278	2.146424	2.135333	2.009824	3.390969	0.901554	0.296975	0.361376	0.231185	0.255723	0.537978	0.486525	0.35497	0.61829	0.502727	0.845388	0.653123	0.422525	0.394618	0.558367	13.788218	10.128056	13.048427	3.608048	3.781789	2.63706	1.254129	1.589506	1.392599	2.458349	0.677413	0.775596	0.442818	2.08011	0.45059	2.045716	1.226536	2.329604	0.366363	0.719323	0.613589	0.128642	0.360289	0.095501
Niben261Chr01g0584029.1	3.563473	2.529164	3.035776	3.908427	5.737927	4.699448	1.403746	1.981072	3.923933	0.895599	0.4681	0.565512	1.12311	0.235497	0.437197	0.818565	0.524617	1.284161	3.051179	3.862813	3.318569	2.489609	1.670093	2.654618	6.632041	7.465214	3.496121	12.337056	14.589901	9.911149	7.9368	3.122651	10.673073	0.878688	0.753426	0.749916	0.864776	1.315521	0.587276	0.983087	1.208759	1.009659	1.971315	2.35476	2.832843	0.976274	0.866379	0.876157
