GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0020005.1	56.732884	58.211215	40.646174	32.935669	29.688518	25.939604	9.119534	11.265336	16.719638	3.28199	2.325267	4.602308	20.170283	5.736648	15.212301	27.998251	42.869955	34.069697	47.539594	65.193073	66.988306	6.47978	5.447045	4.193454	73.54587	64.037344	67.186554	35.99117	60.682492	67.719822	41.989719	34.105471	50.720756	9.098	8.103618	6.276276	12.817763	22.281197	13.438279	52.670851	51.100376	50.783473	26.847772	41.157498	57.475389	2.210366	2.38765	2.084657
Niben261Chr01g0020015.1	1.625409	1.533247	1.87393	1.275459	1.624916	1.575194	1.257065	1.246831	1.844426	0.721623	0.704734	0.886443	1.12208	0.859351	1.083007	1.509236	2.345814	1.490332	1.210135	1.382485	0.660783	1.937261	1.772493	1.715716	1.460343	1.251381	1.952361	0.853817	1.991357	1.367354	1.260863	1.764003	1.869793	0.93928	1.179956	0.574154	0.850935	1.278303	0.715722	1.879389	2.570192	1.308203	0.619543	1.432495	1.21429	0.811264	0.75334	0.880357
Niben261Chr01g0032001.1	6.46924	8.525452	11.73574	17.615252	10.873952	10.08928	13.605203	14.779279	11.175273	17.117254	22.17502	18.335724	18.849817	18.94725	18.583294	13.791265	9.578195	14.02204	16.939385	16.226425	14.809184	12.537554	12.639928	13.349277	4.083558	5.495634	5.816089	11.218169	7.750511	6.924179	7.881022	13.927737	8.777813	19.285401	26.231126	22.894681	22.981733	17.26195	22.916145	12.476947	11.215113	12.89451	21.575975	17.51153	21.201186	21.792019	13.882641	19.067174
Niben261Chr01g0041003.1	3.418343	1.445546	5.167378	4.647844	2.891604	4.330213	4.611817	7.094324	5.961231	4.580746	3.461578	3.107508	4.780496	3.037136	4.577285	3.658136	4.248588	2.473031	6.046547	6.188662	5.879161	5.932639	5.06304	3.672085	1.259914	1.889266	2.43879	3.415918	2.963382	2.275004	3.305166	5.036131	4.658537	4.296394	6.61042	5.426675	7.818767	4.365208	6.16857	5.111194	4.9857	5.094867	5.935752	3.076936	5.744744	4.056936	4.15437	4.356691
Niben261Chr01g0054001.1	1.149956	0.887808	1.098274	2.376759	1.398961	1.305881	1.705995	1.686046	1.64084	3.047369	2.64397	3.009217	2.291832	2.04938	2.539567	1.606173	1.193914	0.971422	0.996782	0.873602	1.239294	1.018635	1.442264	1.142195	2.428016	1.133528	1.192448	1.832309	1.334168	0.97312	0.735272	1.26222	1.414059	1.721845	2.929983	2.540724	2.779484	1.680785	3.078428	1.08101	0.95464	1.251161	2.043206	1.473318	1.633352	4.623203	3.96115	4.067047
Niben261Chr01g0055003.1	2.489771	1.290129	1.364792	1.103043	0.942999	0.560049	0.406629	0.58456	0.425037	0.380893	0.118127	0.394624	1.169004	0.739606	0.427787	0.954588	0.464454	0.829258	2.024982	2.112765	1.625717	1.429072	1.75797	2.974243	4.642843	1.409223	1.072507	0.851526	2.533193	1.395865	0.382463	2.189211	1.272735	2.695162	1.330561	0.111435	1.075607	3.697216	0.659403	1.497195	0.882391	1.300594	0.925333	1.650518	1.774607	0.920743	1.091052	1.196295
Niben261Chr01g0064002.1	1.353857	1.630674	1.934702	7.002745	4.499192	5.280721	5.876644	6.665162	3.78469	6.637877	8.890496	6.424012	5.220663	5.790111	5.53832	3.502042	2.753305	3.065991	3.889267	2.919265	3.231699	3.587111	3.277065	3.155019	1.033591	1.051312	1.148563	3.37782	2.93597	2.593015	3.407379	4.280558	2.948347	4.972161	7.659695	5.834001	5.194307	3.033621	5.879164	2.218462	2.588035	2.930417	5.120541	4.289751	4.63878	5.945547	4.343578	5.742272
Niben261Chr01g0078002.1	9.315514	12.083764	18.462059	23.693621	17.101023	18.69717	27.183155	37.436645	30.892644	30.674798	36.103082	26.800527	22.289491	20.104164	21.130621	11.489353	8.949738	12.629048	17.163419	15.001094	13.214992	25.249014	26.51846	19.04392	5.990008	7.116121	10.201777	22.975331	11.964	10.796767	22.813679	34.086948	22.221619	24.798068	32.3081	29.431202	24.239009	15.683826	24.47944	8.182551	8.245842	10.918927	25.822608	22.097233	24.195554	34.643731	28.082803	32.425249
Niben261Chr01g0086006.1	1.26081	1.424333	1.072376	1.406144	1.459668	1.185966	1.069864	0.765729	1.080841	0.7417	0.565933	1.093346	1.981816	0.942142	0.938199	1.218914	1.582329	1.396056	2.478783	2.75001	2.086792	1.952643	1.637025	2.514674	1.831522	1.732609	1.141529	2.101064	2.712327	2.229681	1.088005	1.572974	1.5408	1.201365	0.959015	0.486281	0.919977	1.285295	0.794462	1.471197	1.681986	1.401299	1.352002	1.899283	1.482568	0.769797	1.12833	1.098602
Niben261Chr01g0095003.1	11.466382	13.897213	15.718939	26.232741	21.174918	26.832957	24.984946	26.148386	11.786148	33.159142	44.946308	33.792823	27.81441	37.228648	29.751324	17.821833	16.402425	17.212166	16.385234	16.219696	14.466963	11.521233	11.131212	8.677804	9.980627	8.831533	11.134138	17.129904	15.019173	15.394529	18.962979	17.275132	17.42337	20.72104	25.973479	23.325991	19.062514	13.386357	27.094709	11.509563	9.864298	11.677245	13.689852	9.858365	11.248639	11.814772	11.354389	14.805857
