GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr06g0553001.1	0.708823	0.354503	0.341341	0.271572	0.32215	0.295119	0.118756	0.170639	0.227948	0.161861	0.108528	0.091204	0.263854	0.131645	0.127232	0.354513	1.25757	0.461965	0.394896	0.81923	0.642092	0.218169	0.249504	0.257805	0.952043	0.721854	1.091567	0.438817	0.672387	0.482917	0.41427	0.240109	0.421089	0.18719	0.06942	0.108397	0.145403	0.294725	0.12298	0.773422	0.841286	0.471045	0.213839	0.491154	0.322492	0.145195	0.087925	0.124706
Niben261Chr06g0715002.1	64.734774	50.282072	17.139103	11.475432	8.645023	6.751243	9.096742	11.273775	8.651376	8.387465	1.361872	3.320291	8.864297	15.375515	9.727547	53.150508	27.368715	42.008728	2.157118	4.724242	7.955173	9.409878	4.706717	3.517214	94.817754	50.867719	13.95465	6.836203	11.228059	5.512077	6.070056	8.551276	5.830713	24.027263	8.62203	22.678733	9.762371	74.556481	20.425312	93.357602	83.2259	76.137453	6.117897	13.799484	12.948406	1.644321	1.784561	2.287734
Niben261Chr06g1217003.1	2.064941	2.335077	1.536838	1.449556	2.271384	1.489989	0.418263	0.469311	0.887514	0.605799	0.683711	0.884538	1.157444	1.069764	0.711059	1.435548	3.115846	2.049371	2.569379	3.729093	2.675246	1.281391	1.473129	1.687925	3.426378	2.89328	2.623592	2.67811	3.223055	2.574095	0.950585	0.836709	1.573731	0.886681	0.939278	0.721518	1.012744	1.178035	0.725287	2.575867	4.197143	2.669818	1.614415	2.303291	2.200483	1.217966	1.219774	1.1348
Niben261Chr06g1377003.1	39.151975	32.495104	31.851553	20.689831	30.103261	24.659165	12.100051	13.86849	20.385123	6.71064	6.208498	6.7432	8.945045	6.060025	8.708281	16.824626	24.151995	26.859076	17.177342	22.465441	18.083149	15.835517	14.570972	15.547646	51.094014	39.486116	51.419599	24.862466	41.41493	31.681272	16.759414	20.840137	19.266686	20.923701	8.622522	11.128055	8.429632	25.553899	9.214764	27.983266	36.146722	35.278148	13.743487	16.417922	16.355269	8.015847	9.804009	9.318223
Niben261Chr06g1450020.1	6.564759	6.226941	3.785309	1.801807	2.620553	1.852076	1.457002	1.848046	3.325306	1.289371	0.939008	1.230382	1.532333	1.331472	1.691538	6.924521	9.555308	7.919106	1.447858	2.618312	2.557474	2.933474	3.533784	5.049584	7.882486	7.674161	5.599019	2.441206	3.858243	2.436356	1.50851	2.786748	1.785965	8.948382	1.933718	2.315944	1.498174	8.627765	1.772252	13.069039	12.142989	11.510377	1.423722	1.536395	1.834152	1.782663	4.473293	2.143115
Niben261Chr07g0339003.1	6.249984	4.459291	4.996475	2.885067	4.054205	2.22478	1.965754	2.104156	3.494695	1.352889	0.78891	1.450036	3.169042	2.172335	2.122182	3.955188	6.489268	6.448852	4.891886	6.590574	5.528732	3.8877	3.5012	4.438677	8.081695	6.386171	6.851984	5.848667	6.853238	4.961806	4.500901	4.188201	5.384106	4.039665	1.63366	2.213082	2.733506	5.980531	1.618492	7.413418	9.034425	6.415616	3.11417	4.067007	5.251194	2.259011	2.044334	1.474732
Niben261Chr07g0737002.1	0.531058	0.541524	0.480725	0.136822	0.317639	0.195607	0.264126	0.239988	0.523686	0.077479	0.113196	0.166262	0.177428	0.165651	0.39858	0.796591	1.443269	1.143459	0.219286	0.101774	0.189191	0.48619	0.427132	0.641393	0.881007	0.676575	0.738194	0.081798	0.406726	0.322144	0.340885	0.247933	0.384868	0.508731	0.069337	0.107208	0.085183	0.503029	0.094966	1.670003	1.567228	1.107739	0.082865	0.53918	0.768962	0.073687	0.290433	0.123115
Niben261Chr07g1314010.1	1.552039	1.291233	1.557503	1.504543	1.743487	2.357408	1.052909	0.402854	1.320885	1.508066	0.918094	1.022076	0.973188	1.277089	1.477251	2.317271	1.95556	1.865336	2.312119	2.07551	2.104613	2.177098	0.569274	1.205577	4.118051	3.390573	1.586563	0.436554	3.05639	1.749244	1.319636	0.765225	1.880638	1.992442	1.848416	1.732507	2.555486	1.292894	1.540789	3.263881	3.425928	2.958441	1.138836	2.394076	2.263776	1.588913	0.514073	0.442758
Niben261Chr07g1481018.1	1.045806	2.212232	0.786297	1.291699	1.732597	1.404078	0.603033	0.59482	0.964171	0.507763	0.618263	0.737526	0.459363	0.399311	0.37328	1.300434	1.215542	1.084241	0.815635	1.048301	0.53142	1.723295	1.581385	2.004341	0.731693	1.742786	1.052798	1.224861	1.391762	1.315784	0.777863	0.619024	0.356149	0.839278	0.995525	0.777686	0.938879	1.277383	0.805845	2.336148	1.858718	2.93479	1.2648	0.892938	0.92144	0.836463	1.168559	0.819799
Niben261Chr08g0244010.1	0.437218	0.207104	0.139393	0.177726	0.305208	0.27661	0.075572	0.054356	0.20694	0.135323	0.064143	0.10512	0.16401	0.12237	0.165807	0.485366	1.247831	0.402572	0.224429	0.654381	0.477018	0.097616	0.153159	0.342693	1.077735	0.726673	0.892654	0.300847	0.78408	0.804496	0.339082	0.150777	0.366665	0.201421	0.049747	0.129602	0.187605	0.374569	0.130523	0.905426	1.4075	0.785754	0.102069	0.309186	0.284149	0.077223	0.104631	0.039734
Niben261Chr08g0285011.1	1.426117	1.00173	1.557459	0.604788	0.735934	0.503527	0.433451	0.36265	0.693724	0.289018	0.325579	0.335082	0.369305	0.40226	0.435554	0.968601	1.203395	1.142331	0.69911	0.88444	1.133305	1.172392	0.895556	1.455277	1.652028	1.582996	1.824215	0.833287	1.160196	0.776417	0.502987	0.609246	0.867952	0.815338	0.412461	0.414667	0.31682	0.9918	0.377101	1.251553	1.649742	1.36549	0.770096	0.887762	0.851829	0.43656	0.688946	0.534323
Niben261Chr08g0320015.1	12.283636	6.576992	3.089139	1.466233	1.668091	0.831294	0.357644	0.29186	0.341614	0.221045	0.277155	0.254667	1.681591	1.241198	1.729366	10.950243	12.429619	7.449121	7.488262	16.265072	10.344847	0.881711	1.307559	0.499035	15.977044	7.895181	9.514059	1.248661	4.161793	1.765023	0.28101	0.471087	0.096837	0.225742	0.149461	0.313744	0.224999	0.771056	0.52636	8.362271	8.194766	6.378244	1.864885	6.003462	3.962763	0.216125	0.419011	0.278784
Niben261Chr08g0587015.1	337.771391	116.596788	108.189229	12.697203	33.91191	23.982641	15.128968	16.870933	12.856313	21.712107	15.29255	21.091718	112.127528	100.436445	108.618031	250.942733	297.134439	201.534591	73.88423	99.355159	118.675782	47.910536	57.722519	45.644961	499.891853	155.026453	195.141469	18.144702	86.021885	47.850653	67.523621	63.111169	37.20933	132.303185	77.212841	65.221015	146.167128	326.417078	131.79148	462.0562	422.906047	383.13946	70.64368	79.951883	94.946152	28.54	51.053378	28.811597
Niben261Chr08g0706004.1	16.479038	8.299046	4.625418	6.124754	6.665435	4.273698	3.085075	3.352809	5.034486	0.769421	0.655779	0.730054	1.183352	0.390943	3.433083	6.528769	6.177448	4.600673	8.173235	12.603281	17.660717	6.440171	4.726699	3.327511	22.465433	9.558947	10.618162	8.030903	10.3475	6.207026	5.421715	5.29657	4.785834	1.691415	0.593995	1.031048	1.742015	4.350225	3.846172	23.383002	10.196968	15.504919	6.016363	11.540921	13.914593	1.064615	0.642591	0.869504
Niben261Chr09g0013013.1	4.621071	4.364619	5.607156	3.2299	4.015496	3.165762	1.491675	1.904633	3.158191	1.205413	1.195513	1.826542	2.024921	1.760775	1.620185	3.060415	4.100148	4.032545	2.348778	3.216365	3.000694	1.722004	2.042705	2.589257	6.917626	6.386949	6.804019	4.711731	6.639904	5.607559	3.185497	3.707527	3.102764	3.981665	1.436635	2.153771	1.529313	4.15187	1.091696	3.404482	4.336329	3.540688	1.744647	2.493658	1.712961	0.801381	1.659404	0.991468
Niben261Chr09g0080003.1	2.583706	1.571068	0.809245	0.469199	1.08791	0.424243	0.164274	0.223868	0.429335	0.262702	0.059679	0.360495	0.700094	0.213414	0.605208	2.258269	2.302511	1.515889	1.813631	2.425915	3.628935	1.086021	1.236634	1.432476	3.321786	2.743048	1.664025	0.528024	1.05959	0.816714	0.579517	0.507869	0.733638	1.43361	0.396317	0.450231	0.498175	1.492226	0.733196	4.554155	2.986214	3.422115	1.27787	1.683314	1.815014	0.232524	1.252565	0.701147
Niben261Chr09g0441010.1	14.526244	10.803174	4.611564	2.782125	2.543195	1.396694	1.162475	0.90151	2.365631	2.187371	1.566317	3.430299	4.733651	5.978167	6.177391	18.084834	18.602856	14.267803	8.907567	12.061903	10.86961	4.915679	6.043683	4.241389	16.676305	11.323248	11.147381	2.847165	3.718008	1.994633	1.425426	2.246872	1.65367	5.663765	3.447088	2.805369	7.357599	10.397759	5.954289	27.10858	22.823049	22.047538	2.693725	6.799915	7.804549	3.310797	5.631232	3.681324
Niben261Chr09g0474005.1	6.829268	6.237297	3.885838	3.654873	3.68623	3.439627	1.086882	1.411051	2.382354	1.720836	1.629635	1.554991	2.432782	1.870437	2.674857	4.45595	10.186844	6.318147	4.580601	6.122587	5.532706	3.478391	3.409872	4.622554	8.982037	9.59081	7.396362	5.209422	7.066535	6.948384	4.530669	3.737752	5.632231	1.908045	2.091139	2.594218	2.976166	3.756619	2.218793	8.250459	12.353169	9.194727	3.78823	7.230606	4.844357	2.480122	2.609159	2.209997
Niben261Chr09g0782001.1	23.230678	19.654502	16.335635	10.404267	14.992398	13.316251	6.801652	7.609977	10.861665	6.723796	6.72461	6.384107	8.368977	6.754802	6.500007	11.242905	16.617637	13.935175	10.018455	12.929295	11.727402	10.825372	10.253393	7.923894	23.463449	27.739061	25.068144	16.596435	26.364945	21.31954	14.587723	9.910415	16.220414	10.779479	7.047191	10.627439	8.88916	14.031933	6.167943	17.941992	27.109558	22.854832	10.652119	15.944061	11.955831	6.914466	7.376175	6.568073
