ID	Name
AT3G61960	ATG1a
AT3G53930	ATG1b
AT2G37840	ATG1c
AT3G19190	ATG2
AT5G61500	ATG3
AT2G44140	ATG4a
AT3G59950	ATG4b
AT5G17290	ATG5
AT3G61710	ATG6
AT5G45900	ATG7
AT4G21980	ATG8a
AT4G04620	ATG8b
AT1G62040	ATG8c
AT2G05630	ATG8d
AT2G45170	ATG8e
AT4G16520	ATG8f
AT3G60640	ATG8g
AT3G06420	ATG8h
AT3G15580	ATG8i
AT2G31260	ATG9
AT3G07525	ATG10
AT4G30790	ATG11
AT1G54210	ATG12a
AT3G13970	ATG12b
AT3G49590	ATG13a
AT3G18770	ATG13b
AT5G50230	ATG16
AT1G50030	TOR
AT3G62770	ATG18a
AT4G30510	ATG18b
AT2G40810	ATG18c
AT3G56440	ATG18d
AT5G05150	ATG18e
AT5G54730	ATG18f
AT1G03380	ATG18g
AT1G54710	ATG18h
AT5G06140	ATSNX1
AT4G29380	ATVPS15
AT1G60490	ATVPS34
