GeneID	Name
AT1G21750	PDIL1-1
AT1G77510	PDIL1-2
AT3G54960	PDIL1-3
AT5G60640	PDIL1-4
AT1G52260	PDIL1-5
AT3G16110	PDIL1-6
AT2G47470	PDIL2-1
AT1G04980	PDIL2-2
AT2G32920	PDIL2-3
AT1G07960	PDIL5-1
AT1G35620	PDIL5-2
AT3G20560	PDIL5-3
AT4G27080	PDIL5-4
AT1G15020	QSOX1
AT2G01270	QSOX2
AT4G04610	APR1
AT1G62180	APR2
AT4G21990	APR3
AT1G34780	APRL4
AT3G03860	APRL5
AT4G08930	APRL6
AT5G18120	APRL7
