GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr08g0758018.1	1.617684	1.372739	1.925622	3.39258	5.924947	4.5517	5.682517	7.372589	11.17004	2.932294	4.168257	3.389359	2.395632	2.192009	2.102806	2.54175	1.849789	2.155158	0.628761	0.606111	0.500187	9.397932	10.798463	9.652174	1.719333	2.379892	3.558188	4.542527	8.263323	8.108319	7.906947	11.09273	9.071775	3.054344	2.212524	2.60435	1.779346	2.452526	1.39194	1.133487	1.803339	1.531763	0.894093	2.064225	1.868744	7.931936	9.078238	8.319428
Niben261Chr08g1326003.1	0.753532	0.602586	0.570276	0.871701	1.184971	1.267979	1.599759	2.158229	2.992735	1.033141	0.978387	1.429576	1.285178	0.947806	1.033688	1.286166	0.962123	1.083782	0.682016	0.791717	0.882968	4.872765	6.568071	4.274956	1.41669	0.962646	2.140987	1.806076	2.466349	2.586866	3.792093	4.224487	3.193575	1.593789	0.996983	1.49981	0.603337	1.035228	0.546503	2.32379	0.912799	1.182912	1.273634	1.298897	2.405456	4.645917	6.52266	5.26272
Niben261Chr09g0596011.1	1.824252	1.430643	1.365972	5.558474	3.716633	4.299464	7.918145	7.716459	10.225967	4.442837	4.153586	4.92396	3.230593	2.825023	2.529368	2.708343	2.143025	2.215716	1.982256	2.423953	1.887654	16.160266	15.960378	15.964082	2.277533	2.209219	1.530205	5.051782	5.493431	5.327254	8.088606	10.504526	7.356757	3.232274	3.486258	3.894961	2.270458	2.37142	2.373601	2.784129	2.785872	2.92484	2.838167	2.520735	2.258823	10.185053	11.24194	9.191717
Niben261Chr09g0640004.1	59.318606	44.790157	59.015837	65.249423	63.016645	64.272114	81.966868	88.940178	79.246256	48.823679	57.433219	59.276045	64.715805	48.374973	46.294283	43.223897	29.468109	43.896913	61.537441	58.098377	58.439206	109.950005	118.68977	94.337635	80.140377	41.304982	59.051825	39.398779	54.980103	61.983564	63.091357	89.650699	41.999228	39.866935	44.201005	47.444902	49.387296	23.863054	36.64776	23.604065	16.014369	21.701122	59.271559	63.394633	60.208464	61.226607	55.436393	61.164041
Niben261Chr09g1230004.1	0.147432	0.071581	0.086218	0.149968	0.695534	0.301247	2.520469	2.582995	3.65942	2.577127	2.847454	1.460363	1.554421	1.515634	1.105127	1.283383	0.499808	0.506924	0.182941	0.062701	0.279701	6.472589	3.688038	3.096077	0.076001	0.118588	0.263747	0.512811	1.542837	1.007703	3.344886	3.105319	3.358494	4.323715	3.008977	1.630872	1.543671	2.398007	2.044951	2.034002	1.89755	0.874052	0.075647	0.170538	0.218205	1.716644	1.537452	1.470962
Niben261Chr09g1230017.1	0.3786	0.512449	0	0.211838	1.013815	0.085155	3.350627	3.770116	3.941789	5.280543	3.57911	3.339919	1.760156	2.28582	2.555499	1.673258	0.857295	0.844488	0.16825	0.376948	0.472598	10.488294	4.966276	8.456109	0.500868	0.234448	0.173773	0.331038	1.270353	1.048648	3.067806	3.56725	4.416087	7.47131	4.851113	3.921731	3.087819	3.461145	3.232271	3.585196	2.743998	2.037089	0.523891	0.237472	1.476987	2.002436	3.628905	2.014239
Niben261Chr10g0018008.1	1.651249	1.609413	1.985647	2.58837	4.001591	2.895119	4.039626	5.15049	7.663047	6.615995	4.725424	4.794862	3.2617	3.717442	2.688221	3.01536	2.848681	2.795975	0.900635	1.269395	1.607807	11.094817	9.889979	10.138173	2.066739	2.251782	2.007091	4.460554	5.928055	4.524321	6.620007	7.830636	8.801466	5.772464	3.903353	4.664566	2.968277	5.287413	3.03429	3.619773	3.275773	3.100007	1.815193	1.970481	1.673644	5.68025	7.437138	6.640068
Niben261Chr10g0344009.1	0.606567	0.607282	0.270996	1.993959	2.077462	1.648598	3.724647	3.57901	4.165218	4.215239	4.702345	3.545589	3.47712	3.730855	2.867542	2.305611	3.86105	2.942426	3.866606	3.281533	3.00755	17.534786	17.816932	14.063696	1.063387	0.606386	0.757795	2.307412	2.198042	1.58952	4.946214	5.333094	5.409422	4.22843	3.932943	2.562179	4.33392	3.667257	3.535728	3.230016	3.801365	2.950101	1.739271	1.830046	3.352793	13.976791	12.470464	15.260546
Niben261Chr10g0424002.1	0.425047	0.633212	0.698319	2.066914	3.637586	2.064672	3.224988	3.207641	4.258974	1.97918	1.564545	1.7953	1.492769	1.542033	1.094366	2.248448	2.476117	1.975656	1.943838	3.030132	2.194483	7.740311	7.869383	8.907156	0.905198	0.790977	1.036685	3.056491	4.90127	3.720213	5.630846	4.65287	5.771251	2.342086	1.288833	1.55296	0.869307	1.736653	1.077612	1.804761	1.780331	1.268319	1.360352	0.997477	1.683804	3.555107	4.344436	3.581766
Niben261Chr10g1034012.1	1.538521	1.067122	1.799464	4.620446	4.14756	4.401115	3.757474	4.00061	5.673946	2.347976	1.061234	2.748637	3.08974	1.084551	2.379729	2.168346	0.968638	1.427458	1.909076	2.430225	2.189109	4.961783	5.780458	6.666949	2.152728	1.591102	0.688083	4.477729	2.748823	3.755665	3.188014	4.401953	4.773914	2.716603	1.739403	2.574293	1.265703	1.466629	1.947703	0.707526	0.660062	0.570257	3.947091	5.254186	2.168639	3.544138	3.310678	4.38577
Niben261Chr10g1260006.1	0.366878	0.178127	1.287309	33.959953	33.751361	28.036525	124.04457	137.94356	158.379872	58.43482	75.412001	70.390621	36.101101	36.658948	36.117611	9.151018	17.537577	15.138239	11.562652	8.8935	11.310397	311.221903	312.832734	248.255888	0.567379	0.147551	0.492244	43.204576	30.849729	36.167367	128.318835	120.794741	134.57938	16.695984	24.511961	21.007174	12.100556	5.966619	12.863093	2.193332	2.35959	1.495827	4.705435	1.980424	3.076213	110.103104	98.834837	115.303256
Niben261Chr11g0064003.1	0	0	0	0.622322	0.275009	0.237665	1.253389	1.151009	2.88227	0.219885	0.284134	0.271468	0.270279	0.26098	0.059612	0.66409	0.866625	0.808646	0.110002	0.127087	0.139265	3.496136	3.683993	3.27578	0.074907	0.120358	0.130322	0.674788	1.11031	1.013029	0.640419	2.022004	0.858563	0.889429	0.357654	0.405436	0.383076	0.344657	0.273507	0.858361	1.103862	1.176619	0.203036	0.310872	0.237476	1.048065	2.125612	1.434231
Niben261Chr11g0253004.1	1.739166	1.030472	1.567708	1.991648	3.42177	2.009432	4.385391	3.97204	6.482059	2.301911	1.315741	2.526271	1.797259	2.23198	1.8165	3.106199	4.46226	4.168406	3.190571	4.456308	3.208081	9.409076	8.508582	8.501773	2.23242	2.015484	1.078553	2.893009	3.361096	2.707434	3.388963	4.114474	4.210406	4.024665	0.98214	1.331836	1.731303	3.393649	1.197625	3.065937	3.464486	2.69554	1.829908	1.54425	1.160049	3.415558	5.248567	3.172879
Niben261Chr11g0348003.1	8.672045	6.60266	10.242274	13.633467	22.596455	19.207803	23.110443	33.015534	40.189963	20.548549	20.812282	30.415207	20.399774	13.645889	15.807514	18.074843	13.106475	32.614285	6.763291	8.242843	12.018862	46.672339	58.6455	78.691264	9.003703	10.363606	15.717815	14.949419	37.458453	35.650132	52.127025	68.898955	36.606822	33.071096	15.992194	21.676488	7.133522	20.465636	10.875212	14.770778	22.131318	17.824457	8.989312	18.00823	9.123132	30.566402	39.501986	36.944516
Niben261Chr11g0918006.1	0.739914	0.408095	0.224012	4.131805	6.369366	3.96203	17.997534	16.155322	29.035151	8.855333	7.91929	6.508103	5.722598	5.090657	7.552545	6.961059	2.865922	4.033695	5.666207	3.256379	5.622823	49.848642	31.656028	28.89604	1.701332	0.486099	0.794804	6.022537	9.183371	7.298584	41.258061	26.293789	31.653164	12.246588	10.008629	8.544438	6.363323	12.481378	7.418964	5.702079	6.600405	6.008357	6.708404	5.588755	5.832847	21.303405	16.573418	20.600939
