GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr03g0442001.1	0.532895	0.776197	2.493111	7.227514	5.866056	6.097635	7.84498	8.002338	3.703792	5.175325	5.146096	7.541173	6.320805	5.697429	9.320519	0.309255	0.722628	2.035875	4.231963	2.946139	3.538448	3.661379	4.956591	3.730283	0	0.857279	0.23833	2.912751	3.128349	2.521638	21.999626	9.384785	17.503267	5.089664	13.983759	6.588337	4.184728	0.666743	8.007486	0.49013	0.685874	0.987595	4.921736	2.671123	3.417727	7.876962	4.939696	3.721779
Niben261Chr03g0751014.1	0.320095	0.310826	0	1.193874	2.328073	1.504312	2.660143	7.974795	4.13164	1.476611	1.103867	1.211428	1.968672	1.184636	0.666496	0.743042	1.085154	1.039458	1.745074	0.952894	1.594083	8.01168	6.981132	7.344351	0.247514	0.193104	0.715791	5.328342	2.818648	5.511721	40.17653	8.345125	30.177058	0.359672	1.933251	0.416571	0.670305	0.266995	0.36999	0.368009	0.617977	0.415254	0.821207	0.431972	0.394794	1.433777	1.01995	1.916199
Niben261Chr03g0774007.1	0.242219	0.162894	0.242135	0.302245	0.318212	0.11494	0.177859	1.143497	0.392065	0.10653	0.06053	0.01444	0.197372	0.036099	0.143178	0	0.137244	0.184498	0.415154	0.427326	0.222902	0.337185	0.490004	0.35732	0.487695	0.306822	0.367612	2.652681	1.552333	2.250112	12.869668	4.777665	9.635497	0.424695	0.457487	0.142777	0.091915	0.260708	0.141469	0.148631	0.336665	0.374649	1.302843	0.714309	0.857238	0.203206	0.198011	0.178035
Niben261Chr03g0822044.1	0.123667	0.160114	0	0.279535	0.291901	0.303176	1.017942	2.100842	1.227855	1.801512	1.364837	1.220963	1.62982	0.815429	1.203175	0.526294	0.754637	0.472457	0.327364	0.49086	0.430117	2.751292	2.882226	2.751241	0.0425	0.066315	0	0.851923	0.35773	1.226601	7.866668	4.464002	7.550039	3.566538	6.524626	3.755236	3.409693	5.741491	3.078978	2.426504	4.315207	2.994707	2.453525	1.462269	1.667622	4.710254	3.965746	5.224613
Niben261Chr03g1163001.1	0.758952	0.855048	1.747672	2.643188	1.487499	2.20259	1.620952	2.357685	2.185021	3.078627	2.780605	2.708784	2.056053	1.952973	3.143398	1.582798	2.23475	2.213985	4.754686	4.781289	5.223361	2.376466	2.348343	2.350851	1.010239	1.637886	0.73375	3.186694	1.632146	1.449668	8.334805	2.507462	5.580437	2.072812	3.521647	2.175892	2.883885	2.20306	3.372251	2.169732	2.492062	2.392732	4.315389	3.904405	3.202791	4.358887	3.878974	4.304178
Niben261Chr03g1163007.1	2.143161	1.560827	1.253327	1.453355	1.26384	1.313734	0.508877	1.462874	1.595962	2.601719	2.21745	3.526576	1.883005	0.881289	0.892491	1.243739	2.17966	3.275096	5.31869	5.012857	4.574147	1.577687	4.46798	4.584001	1.657206	2.15484	2.875502	3.727276	3.829113	1.126816	8.767945	1.48012	9.083019	2.408147	3.570723	2.091829	3.926963	2.681459	1.651484	2.956755	3.218134	0.794368	3.848812	4.131743	4.757944	6.239804	2.483265	3.741997
Niben261Chr03g1164005.1	0	0.346493	0.206988	0.180017	0.2783	0.289286	0.336166	0.201329	0.35674	0.089472	0.366214	0	0.312916	0.072881	0.368489	0	0.419969	0.135614	0.219597	0.225785	0.587553	0.613303	0.569903	0.347212	0.09123	0.071175	0	0.264394	0.225851	0.279142	0.987297	0.244443	1.125053	0.099427	0.295105	0.345468	0.096492	0.147634	0.068186	0.332533	0.227776	0.262382	0.455126	0.204709	0.611162	0.158561	0.512642	0.531801
Niben261Chr03g1276001.1	76.809715	83.236752	67.747011	79.055428	122.464056	86.287191	69.330917	91.715484	97.125135	77.061708	95.0876	144.910629	394.522028	236.721332	280.633229	199.165548	226.675612	261.065891	323.347012	337.752223	278.267032	260.010631	316.114143	279.693415	112.396003	81.242474	63.551484	88.142617	171.140023	177.989641	850.158235	213.64703	774.213215	228.130775	476.080009	210.540547	379.276209	277.789399	297.260968	253.862833	360.297234	289.08599	246.925588	191.243253	290.045207	148.046504	206.002585	243.612258
Niben261Chr03g1449012.1	3.350844	0.650763	0	1.817863	0.526939	1.095483	0.637115	1.526633	0	0.650848	2.773597	0.441106	1.768419	0	0	0	0.908776	2.561221	2.661056	2.280582	2.542828	0.657792	1.71956	0.521244	3.457138	3.773397	2.397793	0.666013	2.05263	0.704861	13.957978	0.462835	11.361079	0	1.674853	0.872156	0	0	1.032842	0.616387	1.150073	0.4968	2.06319	3.61806	5.290006	0.600367	0.77652	0.668644
Niben261Chr03g1590002.1	0.027784	0.02655	0	0.058169	0.030779	0.024049	0	0.165797	0.216885	0.110575	0.211969	0.195316	0.112957	0	0	0	0	0.127401	0.043717	0	0	0.163512	0.020289	0.072551	0.028622	0.044524	0.049602	0.184475	0.062184	0.133915	3.245001	0.473259	2.215918	0.393293	0.665785	0.164249	0.087314	0.069544	0.116803	0	0	0.02347	0.142303	0	0.082055	0.056956	0.096452	0.05509
Niben261Chr03g1777004.1	0.092143	0.029822	0.03592	0.193282	0.217228	0.105913	0.087505	0.041925	0.091479	0	0.041775	0	0.026987	0	0.07676	0.035645	0.041662	0.054252	0.172989	0.219812	0.116553	0.241189	0.118109	0.286555	0.41562	0.049428	0.027481	0.407396	0.205652	0.131262	1.112313	0.296937	0.715731	0.069048	0.076759	0	0.064311	0.153329	0.070798	0.089778	0.212854	0.159407	0.220653	0.212675	0.241591	0.027512	0.105435	0.080817
Niben261Chr04g0292014.1	15.125813	22.264578	15.021848	15.510242	12.058591	13.025979	9.896929	14.681482	8.489074	21.110904	23.1925	19.763535	17.201051	20.586705	18.640603	16.661491	17.388585	20.998914	25.047044	27.66249	20.018837	10.193474	13.032366	16.052242	11.931044	14.936234	8.728312	10.569872	8.196612	9.517889	52.943816	11.718671	41.055412	15.797093	22.548079	18.0619	15.314654	11.876424	20.539842	13.891647	17.143874	18.335633	12.553728	10.924119	10.26342	13.556971	19.586626	14.187758
Niben261Chr04g0528002.1	0.274955	0.184842	0.222639	0.387257	0.515533	0.432165	1.0044	1.251189	0.651009	0.801085	0.758629	0.556848	0.68757	0.365285	0.493237	0.392774	0.587956	0.630264	1.501186	2.500524	0.963014	5.293749	9.008647	9.261559	0.218061	0.20415	0.529717	0.378346	0.475058	0.544895	10.871092	1.519127	6.655648	1.354633	13.619757	1.431304	1.018686	2.399289	0.733416	0.70031	2.214061	1.113202	2.865011	2.022454	1.606909	4.376866	3.676021	4.705805
Niben261Chr04g0697001.1	0	0.071251	0.085821	0.099517	0.115387	0	0.20907	0.333897	0.072855	0.07126	0.202451	0.193184	0.128937	0	0.122225	0.085164	0.0995	0	0.327774	0.312047	0	0.144041	0.188272	0.741912	0	0	0.131265	0.510444	0.112369	0.270052	4.420964	0.8108	5.053363	0.41224	0.611256	0.763927	0.076827	0.183611	0.113084	0	0.377758	0.489543	0.376492	0.056584	0.217198	0.065733	0.08502	0.146417
Niben261Chr04g1028019.1	0.111447	0.165627	0	0.113991	0.089394	0.046469	0.053994	0.183897	0.112894	0.27611	0.235294	0.188808	0.149853	0.187034	0.138388	0	0.07334	0.043439	0.169317	0.048352	0	0.446373	0.145889	0.265293	0.058613	0.137175	0.305118	1.03113	0.204777	0.514552	10.120795	0.784649	5.901582	0.319429	0.234647	0.073984	0.178593	0.047418	0.399974	0.104569	0	0.085374	0.175016	0.36066	0.056668	0.152794	0.133514	0.229588
Niben261Chr04g1072007.1	16.503747	0	0	0	0	0	10.449835	0	5.462204	5.342653	0	0	0	0	0	6.385071	0	4.203398	2.730494	4.679065	0	0	3.52886	0	5.671809	0	4.920723	0	2.808256	2.892408	20.460282	11.397896	5.828767	6.181437	0	0	0	0	0	0	0	0	0	4.242284	5.428043	0	6.374257	5.48873
Niben261Chr04g1175007.1	2.102702	2.605122	1.964559	3.516141	3.580254	2.912536	2.804658	4.658536	1.883833	5.603452	5.521518	5.23317	6.445189	4.890964	5.433413	4.459471	4.881032	4.520584	7.134013	8.554525	6.701757	5.930961	5.00018	4.638739	2.355188	2.202287	1.836812	5.84815	5.208717	6.417203	45.472721	9.074978	37.425242	4.688678	11.719653	6.196887	8.157795	5.985462	6.08978	4.737142	5.834432	5.870221	7.235642	5.815226	7.931004	9.116161	7.772542	9.578419
Niben261Chr04g1336004.1	1.130767	0.235291	0.094468	1.043804	0.666823	0.792169	0.725585	6.996587	0.200462	0.078441	0.055713	0.132906	0.925291	0.132852	0.302933	0.234363	0.098577	0.428371	2.640976	3.604648	2.244315	1.942295	3.080254	4.33922	1.037437	0.649674	0.397352	12.89099	6.537019	21.468776	262.675658	21.312551	287.046332	45.371305	135.108926	73.000794	25.793419	179.413667	7.708968	25.181298	90.537717	71.288545	96.820949	50.609281	29.65757	15.007019	8.609962	12.72385
Niben261Chr04g1336014.1	0	0	0	0.026379	0	0	0.03171	0.06484	0.043214	0	0	0	0.226301	0	0.072473	0	0.070806	0.070363	0.113602	0.039185	0.140837	0	0.030562	0.231202	0.048589	0	0	1.370169	0.169705	0.281928	28.483668	1.681209	16.667636	0.086559	1.731368	0	0	0.485683	0.1756	0.161507	3.115593	0.989799	1.591121	0.295758	0.202903	0.085437	0	0.096062
