GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr01g0166018.1	9.492523	13.264425	19.4971	54.480894	26.214193	67.176525	66.188483	81.229382	23.907696	44.295508	60.366706	58.36534	27.054908	58.83691	33.166915	33.590172	5.651231	16.98276	5.745763	1.772304	3.733529	7.499226	6.980214	6.6628	0.716109	4.097045	4.348953	8.283216	8.154967	7.547233	14.29408	25.903293	7.604575	30.958002	36.838552	37.66327	21.817464	14.483856	25.334115	7.453069	6.55576	12.872299	12.59237	27.495207	14.848861	34.015311	23.875698	27.026776
Niben261Chr01g0186008.1	1.06063	1.262448	1.720679	2.993201	0.823852	1.53794	1.38577	5.52266	2.751607	0.59845	2.124231	0.788186	1.070636	0.900421	0.683999	0.436841	0.092791	1.212962	0.282555	0.058243	0.129818	0.268656	0.285311	0.053222	0.811314	0.550855	0.826292	1.224039	0.244515	0.323797	1.094337	1.765167	1.841613	0.538198	0.826555	0.845992	1.074846	0.228306	0.73821	0.094405	0.058714	0.202931	1.109968	0.369437	0.742689	1.838986	0.158573	1.809111
Niben261Chr01g0194003.1	17.782245	28.90037	31.470965	55.600061	29.117916	63.320618	47.435251	90.483223	43.576343	28.305935	46.184149	23.509165	8.285614	10.682937	10.62408	5.383231	2.410918	11.636743	6.944958	2.8904	6.818229	2.731434	1.983262	1.142035	4.861803	12.716744	7.467864	50.40814	17.280289	13.155758	70.151673	95.206373	57.383269	28.234274	35.228163	48.984126	10.442644	5.287419	17.933456	3.342064	2.786226	5.223458	14.834016	11.446542	15.943702	40.099054	7.794665	35.481899
Niben261Chr01g0203008.1	0.927432	1.603773	0.49943	0.956996	0.80679	0.475831	0.658568	0.851222	0.354262	1.379715	0.895397	0.992288	1.507735	0.90007	0.939646	0.861495	2.424597	1.721013	2.033593	2.265027	2.244691	1.93024	2.644549	2.068608	1.592987	1.99368	1.141937	1.850837	1.621022	0.999037	0.666656	0.56578	0.839429	1.310562	0.751247	1.456739	1.519032	1.715445	1.127427	1.740809	2.677378	1.442376	1.466055	1.520343	0.966517	2.116645	1.273631	1.354378
Niben261Chr01g0218001.1	151.943125	257.530223	381.276545	494.583067	338.859108	302.562116	401.446735	457.594421	422.421173	236.100389	175.312982	152.741165	65.535821	81.792681	85.133192	35.270813	7.492403	16.886809	42.506953	54.04357	52.410847	35.25059	30.125924	40.825282	31.330793	119.994788	101.314088	227.874201	124.10131	69.720075	123.296271	209.871375	84.885166	142.792159	264.659566	204.929006	121.487503	122.129158	134.115358	55.899814	23.704437	79.869325	243.809503	168.299926	141.743676	155.916371	188.859422	173.647884
Niben261Chr01g0314003.1	2.868306	2.611344	2.132437	1.217223	1.647846	1.13635	1.273808	0.720778	1.682835	0.934411	0.68129	0.995247	1.574376	1.468926	1.861857	1.982692	3.208366	2.473984	2.077797	2.630468	2.145294	3.133488	3.438427	3.632313	3.340612	3.35373	2.34813	2.10729	2.569969	2.001281	1.212072	1.49013	1.105572	2.042481	1.19771	1.284826	1.743857	2.564441	1.730308	3.134961	3.152554	3.233653	2.142197	3.212644	2.58456	2.183922	2.528035	2.261257
Niben261Chr01g0322008.1	1.882399	2.860936	4.960989	8.471793	4.829185	6.123827	9.411841	9.435748	8.582737	4.079633	7.581736	4.917653	2.675196	2.481573	3.632769	2.097675	1.583065	3.17705	2.762565	1.676275	1.771985	2.648389	2.209233	2.157335	1.016194	1.036844	1.625447	6.092568	2.163447	3.454657	6.983968	7.589362	6.265239	3.569215	5.558594	6.101084	3.652036	2.754464	3.845718	2.986164	2.278177	2.580321	5.291022	2.06663	3.324086	3.73593	4.122784	3.844313
Niben261Chr01g0363002.1	2.783357	3.321839	5.541838	10.159589	6.827053	8.495677	10.349428	12.485873	12.204305	15.323665	15.030677	12.347123	8.946904	7.992775	7.741703	3.921792	3.57712	4.091476	5.253871	4.44118	5.214261	7.128187	7.439152	6.93043	1.015753	1.32598	1.677935	4.959285	3.835695	3.398177	6.810969	10.174493	5.824106	9.620815	13.807522	10.335057	7.361714	4.387862	7.241875	3.679327	3.208555	3.709056	6.560395	5.11746	5.222781	8.31653	6.950822	8.558328
Niben261Chr01g0387012.1	5.683922	6.906877	11.736048	20.75817	9.18796	13.235997	15.200006	15.547778	11.129519	15.82006	15.332078	12.101302	11.243376	8.278429	9.785334	4.090934	2.325207	3.760677	9.440649	5.61767	6.084421	5.765958	5.31629	6.22376	2.193463	3.805674	3.777586	10.85556	4.603506	3.940083	7.629181	11.688653	9.925046	12.309555	13.543672	10.372394	8.910331	5.403192	11.011011	2.219617	1.389558	3.719197	13.686052	6.831841	6.454228	8.448592	5.150998	7.571877
Niben261Chr01g0393002.1	0.674583	1.375636	0.778826	1.692889	1.948092	1.268133	1.587491	2.293062	1.384547	2.030967	2.605803	1.537645	1.718859	1.841195	1.12445	1.903676	1.633481	2.412952	1.506739	1.830738	1.855701	0.860783	0.778736	1.206787	0.625963	1.195114	1.08614	1.743081	0.998862	0.815777	1.606185	2.189679	1.715427	1.061211	1.685762	0.965714	1.200766	1.286608	1.143636	1.737293	0.636722	0.936391	1.012873	1.144476	0.998433	1.329539	1.250514	1.682659
