GeneID	Description	GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr11g1353021.1	60S ribosomal protein L35-like	184.521497	238.467483	167.921	168.786581	169.028948	166.720321	186.192316	162.447455	157.161605	225.617574	231.697364	192.421832	214.376089	228.244768	221.442981	176.556033	169.255018	167.352128	134.268616	123.730903	130.81006	140.418281	162.265656	186.726681	152.955363	229.032944	169.423193	198.138073	151.246384	150.903122	133.184237	134.827753	128.174661	190.136592	222.439926	189.924654	245.773146	153.082378	240.133907	195.838345	193.660739	182.203424	195.733767	154.111066	154.435318	174.204164	182.237317	155.697427
Niben261Chr12g0258002.1	60s ribosomal protein l4	25.580262	39.420484	24.139288	32.185376	26.783148	27.966653	27.382404	23.087779	20.978422	33.651084	39.713204	33.052757	36.937462	35.042619	39.459331	34.257797	36.065138	34.499181	27.918725	26.104769	22.827228	23.359989	24.749236	26.315734	22.387145	31.933546	20.069239	27.019123	23.647985	26.572213	19.075542	16.9326	18.538265	31.867945	36.604219	30.906007	45.803742	30.271648	47.285604	34.949226	38.236749	32.08958	35.182103	29.551663	26.924892	30.601798	31.291132	31.927773
Niben261Chr12g1053004.1	Ribosomal protein L19	152.768803	211.065685	170.713977	140.418522	136.775969	134.683444	135.84557	126.379656	117.2225	183.381633	183.017012	155.689808	179.34378	177.706444	178.880218	161.31001	189.71699	164.330221	135.019802	139.173023	126.021925	134.420397	158.462781	141.511218	135.758346	186.082477	150.340335	178.588479	124.557586	121.395458	97.115948	102.470824	99.328214	130.729988	160.751941	137.814274	187.712947	149.887736	187.787338	152.122098	179.618904	163.505241	167.080869	129.620528	133.661106	161.91958	155.517292	147.517085
Niben261Chr12g1301013.1	Peptidyl-prolyl cis-trans isomerase	18.677878	38.905847	10.572928	20.224454	17.565372	17.397518	18.664088	16.647505	13.754303	20.841979	22.408447	21.525498	19.90191	22.762132	28.717152	22.948343	21.532798	22.593805	18.289624	18.817077	15.121539	21.939665	27.785017	37.162814	15.331401	27.959686	10.829429	10.084644	15.630327	19.173686	14.747578	13.128476	17.050021	25.708534	20.427247	21.053279	26.180313	24.180888	37.69024	31.244836	32.697399	24.902966	28.378157	24.007979	21.377098	32.811104	36.972924	32.615147
Niben261Chr13g0104005.1	Eukaryotic translation initiation factor 3 subunit E	23.315562	29.397018	22.836016	29.035434	27.47346	25.581359	27.532059	26.430977	24.70546	32.33619	33.784883	33.431005	29.727963	33.543575	31.782928	26.628199	29.072007	31.847896	26.648432	27.887931	26.264609	28.12943	29.313968	31.944828	22.136061	26.270662	20.129654	21.688923	23.994189	24.118265	21.07851	19.907107	22.095935	28.512665	31.476921	28.855633	32.906798	27.143143	32.723404	28.757527	32.515892	29.497878	29.214989	32.039929	29.81966	36.000524	36.503593	38.674996
Niben261Chr13g0138004.1	60S ribosomal protein L21-like protein	118.20382	189.197938	98.806034	101.946347	99.327836	96.25671	84.162669	82.579877	86.536733	107.405812	120.960166	110.313383	110.872097	117.066005	121.010896	121.394096	141.546401	125.160859	68.026744	64.276193	66.600343	84.921254	96.094616	94.365894	124.413979	168.59251	114.974179	99.47344	87.199843	89.824443	67.726356	74.066947	78.582697	111.650403	127.520205	111.420389	151.286825	124.313213	146.457102	172.855334	171.803242	150.408917	116.64997	108.151344	101.966161	121.073837	148.734373	131.33033
Niben261Chr13g0144001.1	Asparagine--tRNA ligase	15.894137	16.724877	15.127062	16.305682	14.141274	11.756063	12.058664	11.079196	9.522861	15.55806	20.287181	14.648168	14.181794	16.341821	14.937805	13.155261	15.252724	12.751845	13.25537	13.419206	10.567149	12.032182	12.04358	11.780379	13.978177	15.181698	12.64089	10.95152	11.252653	10.982204	8.496276	9.220617	9.118318	14.419862	16.059501	15.659752	16.873534	15.378151	17.702868	15.927974	17.475389	15.953283	13.26376	12.675784	12.243579	13.728898	12.611666	13.24279
Niben261Chr13g0505002.1	60s ribosomal protein l12	258.190473	276.099782	257.068593	191.32051	186.369557	222.84171	205.590951	190.444877	170.129239	189.77388	205.813966	195.777715	226.083137	247.913856	277.293721	244.64314	234.162715	250.27759	213.185899	226.92745	174.169713	211.583312	239.527667	239.998589	240.122184	272.966304	205.369776	194.515789	212.10103	221.276577	184.601682	187.52478	191.825865	226.177565	207.532631	200.639846	238.913251	249.732012	278.046548	278.651735	249.072634	228.503247	232.17473	223.542183	223.273835	246.828929	284.845511	246.456767
Niben261Chr13g0579016.1	Ribosomal protein L19	67.034822	80.690125	59.113871	59.973391	56.595466	49.850796	41.223363	46.059961	43.315792	62.03904	62.805047	59.173353	68.806975	58.614994	70.96057	56.003759	62.462617	60.554562	47.699998	48.957377	47.906515	43.484502	56.896975	54.98953	60.079263	81.901636	52.506462	67.148732	52.946063	53.083201	39.512719	36.362748	42.726325	53.245386	61.757484	59.567672	83.028545	60.512997	77.102704	63.681653	69.397738	73.169086	73.128459	53.482035	55.41564	66.049358	78.081456	64.911212
Niben261Chr13g1023003.1	protein TOC75-3, chloroplastic	15.341976	17.552927	12.789624	13.639825	14.102333	13.249568	12.458063	10.902558	10.173192	15.883129	16.422011	13.089454	14.336878	14.641872	14.184874	14.308155	18.296044	18.978738	12.081258	13.76471	11.324606	12.823038	13.631703	14.28782	15.706245	18.419475	15.017505	12.423502	14.464077	13.802168	9.247279	8.431501	10.870284	12.297183	13.069636	12.203228	17.241773	11.536733	15.847151	13.613838	21.123142	16.62853	16.363364	16.107531	13.513034	18.567833	17.160662	18.254213
Niben261Chr13g1054014.1	ERBB-3 BINDING PROTEIN 1	20.425917	27.800015	21.14271	19.913222	18.402895	15.822968	15.962092	16.718692	17.866248	22.90108	28.774386	28.662084	26.284945	27.562006	28.336017	22.780318	23.241807	24.420153	20.532382	21.906365	18.029167	16.085065	19.442036	20.752783	23.944045	24.836527	20.702143	18.864313	17.521028	17.161051	13.739043	13.881721	16.185582	24.092619	28.675913	25.128387	32.098825	27.767797	32.014366	25.901722	27.758515	27.451203	23.519218	25.826067	23.926392	31.11936	31.572084	32.61666
Niben261Chr13g1058001.1	60S ribosomal protein L34	307.713289	415.715685	266.203154	269.824436	247.185441	250.134359	264.324852	228.467049	254.040841	346.055117	387.157662	376.260339	417.140052	411.063973	368.838497	379.563532	400.10724	359.990691	273.637018	318.382966	284.094975	389.38053	355.966292	304.20145	297.150372	402.442666	280.443078	239.807265	237.28986	229.68541	198.768019	179.827764	225.882929	299.431168	314.87456	277.776303	389.82282	265.693398	349.388968	333.837389	385.637044	320.032747	342.231936	306.694094	299.243003	376.985642	429.279317	370.320669
Niben261Chr13g1120003.1	40S ribosomal protein SA	42.856931	53.384292	51.491734	41.106478	37.427561	37.567112	35.308325	31.758767	30.411544	37.993342	42.660487	37.433548	38.674572	39.242277	46.354126	34.759497	41.824916	41.382336	28.500365	32.519042	25.997185	29.962738	33.209984	33.809301	40.465788	53.417907	40.012197	31.303844	34.709226	33.044115	24.088976	25.419525	29.480083	31.3507	37.42801	33.149639	41.121401	34.755416	45.071422	36.794896	47.571827	38.743841	43.40527	36.770736	37.093739	49.640427	46.068352	50.874742
Niben261Chr13g1136001.1	60S ribosomal protein L44	386.549025	456.137466	348.788436	415.114567	363.04142	373.05375	412.015991	361.004524	326.417545	381.311849	380.807225	409.90013	446.485852	435.170122	512.780842	459.112316	473.970958	430.546129	358.031355	349.422597	323.155497	377.785425	453.899463	477.876504	361.803104	448.442632	314.000018	379.803088	319.624407	369.128595	315.812333	284.20227	308.692386	391.511044	393.028613	378.845764	526.047923	458.445222	522.090052	421.434435	468.807997	481.279579	441.794932	435.388761	412.966339	453.486761	575.705693	437.222541
Niben261Chr14g0093021.1	40S ribosomal protein S30	5900.897323	9012.854869	4802.451676	6598.491947	5712.68793	7370.014171	8050.618098	6173.196902	6737.867863	7473.892007	7343.491485	7100.393076	7447.451922	7724.382243	8058.057868	7162.835182	6539.017736	8298.939563	6113.986275	4402.067952	6372.939606	5834.155186	6068.181081	8079.616735	6907.702995	8370.550869	5619.081579	7446.449201	5757.821804	7892.066388	5994.180851	5246.95637	4871.512924	6934.396988	7839.591	6623.497465	9068.214187	7054.892294	10245.258978	6631.536379	8074.828314	7226.816891	6907.084307	6749.868036	6077.102057	9091.314912	9714.701807	8389.643411
Niben261Chr14g0801002.1	Fcf2 domain-containing protein	46.968754	51.419841	41.148188	40.951561	36.074971	32.756156	35.308663	31.605962	35.111588	47.199753	45.782367	52.996927	58.156566	48.471472	53.316644	42.096277	49.67424	43.093214	39.154208	42.725472	40.597014	39.871444	43.971791	44.85322	40.198335	41.7182	40.714641	40.189522	29.808524	28.890173	26.439039	27.929058	23.057167	38.308512	44.5659	48.380833	63.229166	46.588928	59.809305	52.706682	49.793257	47.320462	47.082943	40.415279	35.4288	48.575051	50.00973	47.766539
Niben261Chr14g0913002.1	Pentatricopeptide repeat-containing protein, mitochondrial	15.986075	22.293655	15.144284	16.157031	17.303792	13.234712	11.880221	12.529183	12.861585	17.811437	16.355697	15.978404	18.772791	17.065854	18.197758	15.967367	21.546369	21.241946	15.945233	16.488458	15.896783	18.30481	19.377067	17.734159	15.541679	21.638154	16.421855	19.386541	15.952446	13.873122	10.907962	12.688544	11.860761	15.483656	16.966071	14.178043	21.207631	16.859569	18.894344	16.472619	19.427759	18.073553	19.65394	14.311136	15.21165	17.142664	16.643448	16.739233
Niben261Chr14g1121008.1	Ribosomal protein L37	872.148109	1109.396593	964.924534	708.056314	775.108911	657.631325	626.484004	586.924343	582.378425	861.909516	800.723832	766.089176	1044.189554	899.12228	992.400737	819.791534	959.878035	802.501948	714.884393	621.670415	804.017822	596.837477	681.589816	728.49914	711.538016	1253.694516	914.712257	1010.391078	797.935774	666.82976	555.084688	502.018974	683.318848	924.15522	941.458036	867.271477	1556.285513	863.233788	1154.817269	909.490254	1069.719606	1085.897454	1247.961531	871.521076	839.327659	909.900725	971.412809	970.659776
Niben261Chr15g0725013.1	60S ribosomal protein L23a-like	35.590582	48.896074	39.072901	30.696561	30.265896	36.548879	33.181155	29.740904	24.992763	33.855499	27.719895	40.918551	35.112652	37.02908	49.202399	32.036927	42.025621	35.145364	27.159517	31.714129	31.463895	31.365971	34.484134	25.415066	38.688067	44.208769	34.000372	30.42705	27.928336	28.892986	23.668108	23.805583	21.806717	31.007859	37.105652	34.026296	40.555945	30.780434	37.308813	41.757552	39.056202	30.510906	37.766712	38.083789	28.900527	38.174139	42.077634	44.202059
Niben261Chr15g1224027.1	T-complex protein 1 subunit zeta 1	6.374004	8.352907	5.192055	8.227657	6.451908	6.425144	5.675211	4.95256	4.736684	7.877367	10.553209	7.506857	7.386879	10.030049	9.318199	6.957539	7.484293	8.861748	6.377163	5.23772	5.2071	5.959273	7.239708	7.757551	4.892877	7.35173	3.647905	5.884114	4.425883	5.884048	4.834023	3.443412	4.503812	5.27276	6.549432	5.670882	7.219179	5.865252	9.175471	7.376735	8.915583	6.821574	7.317381	6.109613	5.830814	10.679999	8.327704	9.307207
Niben261Chr15g1419040.1	Elongation factor 1-alpha	100.764758	144.978395	102.597639	115.074492	108.134312	116.750056	105.449613	101.41625	85.64898	123.151513	137.779067	106.977045	112.982369	123.961772	121.30708	103.834558	98.614854	113.423522	79.682672	75.923599	66.50805	66.166154	71.305742	73.117103	96.003539	129.313054	89.173576	106.277355	103.859878	104.773795	86.387482	82.978497	84.625379	113.675537	127.998846	110.280722	144.79763	114.845752	155.048719	107.36738	132.796383	116.302027	120.017774	90.709132	90.513405	103.196879	97.056727	102.036557
Niben261Chr16g0007001.1	Glycine-rich RNA-binding protein	29.500458	36.403595	28.000426	31.118009	25.859055	26.503723	24.607704	22.843486	24.237427	35.997087	37.61608	31.39606	31.648352	30.090843	30.852145	25.72278	24.253108	24.85669	24.133761	24.076253	21.011816	27.729203	26.803904	23.00171	26.792372	30.748818	25.960176	26.200442	25.698911	23.133274	16.122981	20.630086	18.625504	28.313929	35.453304	32.909846	39.706139	32.517937	35.391105	26.716071	31.518474	33.852228	28.670176	28.34147	28.758945	34.887202	31.226742	31.180542
Niben261Chr16g0648005.1	Eukaryotic translation initiation factor 3 subunit E	19.980838	29.349158	22.866515	24.050873	21.445812	21.921852	20.964399	19.570113	19.214614	23.842163	26.196021	21.082594	20.833102	21.815812	20.920207	23.70334	22.00231	21.807771	21.424926	17.590652	17.579752	21.759055	22.50617	21.368034	19.760198	23.841797	22.980831	19.260197	19.926311	21.631556	15.982394	16.28404	17.418042	19.789113	22.222015	20.082554	20.738985	20.818736	20.946026	20.367282	24.710526	23.439458	24.265052	23.991976	22.287099	24.973696	24.747338	26.692359
Niben261Chr16g0887004.1	Ribonucloprotein	126.432405	163.985698	169.265845	142.226933	106.198527	130.168705	126.258091	112.392956	120.251098	143.212679	136.51738	159.218472	152.918455	150.658444	185.111128	144.35379	136.870549	143.689825	119.643403	114.644438	104.5104	111.089857	123.220094	147.054805	116.922559	149.737437	111.019894	106.552372	100.810659	100.030952	99.236234	97.439586	88.988875	152.277627	142.440504	140.162499	179.974806	145.105791	194.91396	140.747778	147.339365	143.169116	125.77119	125.146338	134.579258	150.292134	189.571665	158.802704
Niben261Chr16g1091005.1	60s ribosomal protein l5	85.63057	124.093477	91.841364	94.383894	84.320915	96.131284	88.326214	86.349029	73.957827	109.975829	119.132626	107.077875	115.137799	124.060224	128.241791	109.017085	108.326441	115.615624	95.065432	88.284309	88.615287	84.158906	93.123006	96.609801	83.67871	94.930017	74.141208	77.355235	75.739861	81.644666	68.026783	66.033156	65.440537	92.796417	110.274587	94.39315	130.960996	102.502362	142.671186	109.900393	122.224344	109.221131	105.793436	104.126196	104.522401	128.469975	128.467884	125.817658
Niben261Chr16g1288015.1	Ribonucloprotein	62.470313	83.724041	60.538496	45.406324	47.386316	51.854978	49.607754	39.235285	37.306769	58.284888	54.732002	57.576637	65.523008	58.937782	72.722101	58.888737	65.139752	55.286696	50.680219	45.618267	49.539297	48.70742	49.919022	64.332724	57.133631	73.944345	50.7174	56.247079	48.178353	47.673359	34.655745	33.118387	37.553772	52.237235	58.635665	60.002999	89.864794	50.860747	70.95866	75.97704	70.926401	71.535253	82.143825	68.447487	77.441641	83.419741	95.940905	85.429097
Niben261Chr17g0154001.1	Ribonucloprotein	49.3265	66.049897	36.954455	35.451487	31.227871	33.438985	33.924214	27.168882	32.640537	42.00247	46.377323	47.83245	51.156297	46.32091	55.922646	42.429084	48.041843	38.827719	30.219072	29.559204	44.886952	40.839213	42.144048	55.972689	43.918825	55.04765	31.278128	41.593664	31.004308	30.546258	23.441705	24.751076	21.09305	42.407709	46.161072	38.510294	75.525369	41.295554	55.314177	58.439993	55.036405	57.238121	68.280178	52.181876	62.441545	70.435037	73.396644	63.439632
Niben261Chr18g0077003.1	60s ribosomal protein l12	160.403058	211.456522	160.138941	148.634754	135.890739	155.542701	137.844149	124.896922	102.350173	157.151978	178.216171	152.905417	172.921945	199.328235	207.762205	192.251117	187.896331	189.628217	141.515444	132.506794	112.407301	102.304503	127.473555	123.410188	139.340048	183.617963	120.01669	123.101807	135.475109	145.64362	112.958031	94.64538	110.166816	162.040588	177.631158	156.439133	214.499951	190.186456	236.382425	209.468059	220.484937	189.258257	177.501977	130.906438	145.320181	170.379243	153.289409	154.122539
Niben261Chr18g0725004.1	Eukaryotic translation initiation factor 5A	68.818046	103.622016	87.171725	64.424426	62.947103	66.7097	58.806879	67.124285	58.00549	74.735135	98.374643	81.952383	89.248914	100.893813	108.604996	83.148827	85.288048	76.449862	62.584858	93.374517	75.654107	67.667349	91.284432	71.744164	71.555351	90.852252	64.092896	67.478548	57.79048	61.277892	65.442672	53.044148	68.477998	78.256969	83.30069	59.02337	95.473413	70.066509	93.208402	84.323683	64.87017	76.189918	90.870924	58.999452	68.18143	78.007148	63.60077	81.109357
Niben261Chr18g0742013.1	40S ribosomal protein S9	163.762946	214.864024	177.084166	151.712076	122.60008	150.606056	144.336336	134.017807	104.399192	158.808527	166.217818	180.610673	189.603449	203.800468	207.150761	191.182797	187.926948	196.190773	139.665703	134.795324	132.260165	122.936801	137.503091	125.738854	152.649524	182.932415	140.604821	105.882646	134.016796	130.865547	115.025707	114.252488	114.836045	134.852764	160.845171	149.194117	207.098075	168.645206	223.813543	195.842695	193.851821	182.974881	165.345172	161.900184	171.675732	171.969987	159.363944	167.805212
Niben261Chr18g0828001.1	60S ribosomal protein L30-like	152.82885	216.785522	143.173615	147.711962	120.790972	152.484661	138.105798	106.289343	109.411233	153.931031	165.372889	170.108421	189.39066	192.925583	198.236284	180.25986	165.900005	190.185472	154.69837	130.90971	155.070829	153.076189	140.469729	160.721192	140.104663	203.277167	122.998337	132.093903	109.719404	119.831238	75.268042	86.345586	105.442864	148.710307	147.503087	140.846896	194.142677	146.674003	201.183482	182.360639	177.071369	165.427229	174.467467	168.963902	167.336738	196.567747	204.401225	198.608913
Niben261Chr19g0392006.1	Polyadenylate-binding protein	13.507499	13.964627	13.854545	13.277195	8.383733	9.390947	10.719809	10.070508	10.49702	13.458572	14.084631	12.059067	13.035608	11.50656	13.887429	10.785626	11.983674	12.553968	9.551753	10.449361	9.289829	12.404379	14.272637	14.653356	11.81646	14.878291	11.090944	9.857699	11.461716	10.904601	8.384463	9.923874	8.412817	15.935515	15.297887	13.439347	15.6076	14.555181	15.93908	16.152345	17.284715	15.398698	11.030643	12.53431	11.775684	18.055483	19.705163	18.272376
Niben261Chr19g1399009.1	60S ribosomal protein L6-like	65.336064	88.881758	60.566297	67.056111	55.102268	62.61708	58.943606	47.946954	46.353829	61.648776	67.636781	67.520579	72.172887	70.938427	71.017361	64.100743	61.615096	68.323291	51.311595	49.824418	60.121443	51.466949	52.514337	54.306723	62.836398	81.196907	53.76251	55.518258	50.835215	58.820606	43.33937	39.907585	46.470357	55.679187	70.523754	58.787676	86.827198	57.057257	79.433932	73.498992	71.617492	70.695397	78.324004	71.692758	70.480787	79.079419	79.680329	79.230108
