GFP22h1	GFP22h2	GFP22h3	GFP25h1	GFP25h2	GFP25h3	GFP28h1	GFP28h2	GFP28h3	GFP34h1	GFP34h2	GFP34h3	GFP37h1	GFP37h2	GFP37h3	GFP40h1	GFP40h2	GFP40h3	GFP46h1	GFP46h2	GFP46h3	GFP56h1	GFP56h2	GFP56h3	pcrtB22h1	pcrtB22h2	pcrtB22h3	pcrtB25h1	pcrtB25h2	pcrtB25h3	pcrtB28h1	pcrtB28h2	pcrtB28h3	pcrtB34h1	pcrtB34h2	pcrtB34h3	pcrtB37h1	pcrtB37h2	pcrtB37h3	pcrtB40h1	pcrtB40h2	pcrtB40h3	pcrtB46h1	pcrtB46h2	pcrtB46h3	pcrtB56h1	pcrtB56h2	pcrtB56h3
Niben261Chr14g0912010.1	1.209999	1.565306	1.886964	2.275892	1.823509	3.543427	1.822616	1.328971	1.913745	2.561678	1.391047	2.516443	1.815289	1.605298	2.183286	1.287363	1.093872	2.23431	2.902764	1.54374	2.815504	1.385596	0.905535	0.941114	0.935636	1.784337	1.652672	6.717771	1.183878	1.643171	2.169184	1.539124	2.564074	1.280663	2.267979	1.443467	2.850569	1.17749	1.554005	2.006803	1.384316	2.242447	2.384618	3.576725	1.989817	2.348605	1.168348	2.414492
Niben261Chr14g1294002.1	6.269983	4.925468	4.531884	7.64387	6.370161	3.972984	2.274958	3.269923	8.254009	5.131369	4.762229	4.497866	4.270926	2.375493	4.400646	3.924841	4.728836	3.660366	2.447678	3.475379	6.749484	1.590409	2.123965	1.698616	5.302242	6.233318	3.591855	21.703849	4.243593	4.630039	4.821082	4.8654	7.091129	3.720509	3.99077	3.667301	2.876768	3.466997	2.225768	3.952533	3.324684	3.081239	4.410014	7.225476	7.785318	5.93249	3.428419	5.482537
Niben261Chr15g0035001.1	32.40091	26.932061	29.557509	60.816852	66.351384	34.741906	23.895209	36.741301	45.694339	25.802794	33.077053	23.458938	9.451308	7.567791	10.470508	4.663192	2.372596	12.477483	19.683697	13.889467	17.211471	23.277371	15.130788	11.793978	37.146879	32.6296	47.646021	213.93555	63.511908	70.453111	33.355974	30.34212	51.632172	19.077289	10.47274	18.72192	20.897863	12.215768	15.879394	3.81449	4.225831	6.052779	34.313951	27.484523	44.882798	49.80894	19.372033	48.489735
Niben261Chr15g0756021.1	1.657691	0.873832	1.329494	1.220495	0.856524	0.425814	0.359868	0.689678	0.752423	0.413975	0.588052	0.592308	0.208067	0.311616	0.315576	0.054972	0.096338	0.217133	0.211572	0.322273	0.179708	0.046488	0.091144	0.147351	0.244155	0.800028	0.974386	1.647412	0.556082	0.37353	0.246612	0.392517	0.752735	0.425749	0.315644	0.739651	0.396725	0.237035	0.437962	0.174247	0.121918	0.280881	0.340226	0.474807	0.093465	0.93345	0.603666	0.992351
Niben261Chr15g0875004.1	0	0	3.408508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.606707	11.58466	0	0	2.167729	4.025286	0	0	0	3.792581	0	0	0	0	0	4.320675	5.981201	0	2.875455	2.610703	3.376703	0
Niben261Chr15g1113005.1	6.959527	13.916168	10.155102	12.154868	11.094918	8.939111	4.196605	4.88884	6.355138	5.788999	3.767524	6.170619	3.674871	4.16588	4.559601	5.758891	2.117837	3.346993	4.659126	4.522062	5.620203	2.47563	2.229087	3.423461	5.512472	7.382151	6.783747	13.568369	7.521111	8.274818	3.610338	6.494538	5.429484	9.250272	4.643852	5.610587	4.822269	6.456369	5.340778	3.80931	4.607131	4.800438	10.107111	13.23936	11.789755	6.008611	5.330614	7.275966
Niben261Chr15g1142001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.452119	4.111175	0	0	0	0	42.919673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.570383	0	0	3.401099	0	0
Niben261Chr15g1462015.1	5.125162	2.28803	4.62082	4.88715	3.16646	1.127387	2.43304	5.720137	5.420353	1.860286	4.013084	2.4637	1.608336	1.251513	1.865875	1.368107	0.607363	2.076313	2.13232	1.645303	2.182014	1.364646	1.309203	1.194992	4.048572	4.542799	3.059787	9.734657	2.319453	2.780625	9.026389	3.911651	12.749848	1.723362	1.810664	2.684479	1.954387	3.114103	2.665518	0.677352	0.646441	1.217261	2.167728	1.476697	3.073051	6.706886	0.909882	5.261686
Niben261Chr16g0144002.1	0.707453	0.400731	0.551827	0.319833	0.185418	0.096369	0.447945	0.616194	0.936576	0.171765	0.244037	0.349235	0.051798	0.145456	0.098203	0.34213	0.119917	0.495505	0.175569	0	0.447383	0.057878	0.226903	0.137561	0.303911	0.80615	0.79118	1.757843	0.240759	0.619933	1.018373	0.692162	1.513251	0.331219	0.049127	0	0.246911	0.442619	0.318005	0.435624	0.303514	0.349696	0.544494	0.272776	0.581699	1.109095	0.546481	0.941154
Niben261Chr16g0667003.1	242.444535	389.234588	276.002942	243.327428	203.337426	322.331203	122.808736	150.041804	170.111469	153.830652	173.921639	123.406369	99.406732	87.732126	118.462976	90.046492	98.629401	190.187114	144.402117	129.225083	144.119189	34.901854	49.766313	62.856236	99.98451	390.025184	187.945576	253.791415	146.864377	188.656755	177.935736	176.368241	198.652742	83.542436	51.165371	143.034323	74.462526	91.6759	84.693416	80.275722	160.875685	105.438897	96.201744	344.008116	188.185055	237.464006	56.183744	187.063781
Niben261Chr17g1160005.1	0.781253	0.638564	0.721337	1.003541	0.646376	0.268051	0.234302	0.449034	0.816288	0.598955	0.453796	0.46006	0.216748	0.202886	0.478994	0.238606	0.111509	0.94224	0.102711	0.279766	0.624022	0.402901	0.289384	0.095937	0.932588	0.937066	0.882473	2.043035	0.272851	0.562074	1.054589	0.719982	1.176209	0.50786	0.034251	0.374555	0.257238	0.514446	0.285158	0.113448	0.214138	0.243847	0.506317	0.475206	0.811043	2.39405	0.523328	2.543283
Niben261Chr18g0803025.1	20.304898	11.921868	29.271699	24.656988	12.995009	3.859435	9.418241	16.545658	22.973915	5.04453	11.725807	6.837754	3.319089	2.330114	15.338249	3.288426	0.320166	24.534685	8.671895	2.409802	12.093971	6.952296	3.331947	1.10182	15.092263	23.169275	24.075473	68.045444	5.544157	10.179219	28.802257	16.632008	40.025593	3.714142	0	4.301705	4.449783	9.45298	5.458122	0	2.02588	2.100297	13.08368	5.462131	25.625776	41.033342	3.829999	41.459647
Niben261Chr19g0054002.1	25.015928	16.496859	25.939616	13.486284	15.082541	6.04138	7.835388	12.374331	24.922155	9.540911	14.269868	10.150659	5.498388	3.167221	4.583448	3.065833	1.884627	5.22162	2.195293	3.173094	3.997308	3.711976	2.546041	2.447094	19.690191	26.108187	16.852986	28.789473	9.524658	7.861888	10.429857	9.057239	31.214994	5.710599	5.597451	9.461723	9.118337	7.55893	5.064092	2.267695	2.446816	5.055322	6.235817	7.835247	5.153649	16.04357	10.101613	16.823085
Niben261Chr19g0968001.1	7.013844	8.346787	7.400547	7.650626	6.758603	4.122554	3.713451	4.699215	7.112235	8.144984	6.958455	6.777442	6.109994	4.148284	5.220191	3.360194	3.82466	5.06268	5.510755	6.168681	6.794732	5.038733	3.6376	4.758821	6.954358	7.898314	5.793161	10.826294	5.362981	4.78615	6.12742	5.750884	8.348484	4.661559	5.544527	5.127107	4.875024	3.808946	4.208806	3.184312	3.790192	3.717017	5.972507	6.858719	6.743816	8.368842	5.325707	7.712561
Niben261Chr19g1463017.1	3.980891	7.656897	5.014235	4.04938	4.21358	2.815664	1.963174	1.741839	1.976318	2.08176	2.323473	2.317892	1.883353	1.196256	2.104116	0.621984	0.259531	0.760431	1.13993	1.432509	2.251187	0.375709	0.196431	0.416804	3.236094	3.263646	1.985832	4.260531	1.641351	2.093045	2.277809	3.119401	3.082308	2.32257	1.849466	1.992587	0.160314	2.234962	1.297834	1.337827	0.722572	1.475528	2.513974	5.549365	3.248085	2.400368	2.572428	2.520586
Niben261Scf08889g0000003.1	8.883249	45.580958	11.333998	37.165551	38.136995	28.797241	15.751843	15.572602	26.847548	7.001342	16.561281	14.906736	2.421452	5.588407	2.691311	3.694075	6.473869	10.815643	6.315388	12.210571	12.081139	4.761931	4.357444	2.220443	3.59846	27.403359	13.784408	38.677586	15.149074	22.777593	18.690959	14.365365	24.786364	5.200958	6.544089	7.762185	2.963309	2.919897	2.903995	2.458151	7.288391	5.730298	12.135815	33.917618	21.040441	24.094688	5.273084	22.442198
