Name	pcrtBEE_vs_GFPEE_filtered
Niben261Chr18g0858015.1	-2,71470576739027
Niben261Chr02g0084019.1	6,12159783689717
Niben261Chr01g0733005.1	-3,42857036861852
Niben261Chr12g0605009.1	-3,86979072614384
Niben261Chr16g0254004.1	-3,39251680251899
Niben261Chr01g0495008.1	-1,90515247140269
Niben261Chr08g0309009.1	-2,42151655563047
Niben261Chr15g1477001.1	-1,34727457347761
Niben261Chr15g1142001.1	-3,49116924740515
Niben261Chr15g0265007.1	-2,92591028688468
Niben261Chr11g1361010.1	-3,23218926648795
Niben261Chr09g0792020.1	-1,2500517910172
Niben261Chr06g1413003.1	-4,37932199333198
Niben261Chr11g1310006.1	-2,98934197766111
Niben261Chr03g0023040.1	-2,65676404074011
Niben261Chr04g1664002.1	-1,76226537364087
eGFP:mRNA	-3,31771934733292
Niben261Chr19g0257004.1	1,81332889143898
Niben261Chr04g1287004.1	-2,42561988414231
Niben261Chr01g1618010.1	-1,24907251163775
Niben261Chr05g1347001.1	-2,30281947389562
Niben261Chr12g0714002.1	-2,70970573762271
Niben261Chr08g0159001.1	1,80696923111572
Niben261Chr07g0480003.1	2,1926818063861
Niben261Chr04g0406001.1	-5,51291707258947
Niben261Chr03g1081001.1	-2,58498082562047
Niben261Chr12g0084003.1	-2,01469614077074
Niben261Chr05g0690005.1	-3,34837734709053
Niben261Chr11g1389005.1	-3,42746915195776
Niben261Chr05g0055004.1	1,65538692300088
Niben261Chr09g0387002.1	-1,51466054738186
Niben261Chr07g1305014.1	-3,26412041826772
Niben261Chr03g0059002.1	-2,98448053803143
Niben261Chr06g0759002.1	3,04920985525563
Niben261Chr09g1122007.1	2,75047101801223
Niben261Chr01g1268002.1	3,51837083446494
Niben261Chr17g1207004.1	-3,72230818427226
Niben261Chr17g1104002.1	-1,83229531068304
Niben261Chr16g0242016.1	4,15888205588359
Niben261Chr06g0443018.1	1,90616991091033
Niben261Chr13g1252003.1	-1,37522306874973
Niben261Chr16g1420015.1	-1,68559297397619
Niben261Chr03g1081002.1	-3,20908268332527
Niben261Chr12g0194004.1	2,66721757229499
Niben261Chr13g0324004.1	1,93916483807872
Niben261Chr02g0408003.1	-3,71996053846412
Niben261Chr08g0024015.1	2,02311664531386
Niben261Chr02g1039019.1	-1,57375248890718
Niben261Chr18g0803024.1	3,75477632289113
Niben261Chr08g0455001.1	-3,52247244589499
Niben261Chr18g0985010.1	-4,64394248108292
Niben261Chr17g1538007.1	-1,30660667053688
Niben261Chr15g1259003.1	1,36737286162271
Niben261Chr17g0899003.1	1,69782525453207
Niben261Chr13g1069004.1	1,33580073674105
Niben261Scf15903g0000001.1	-8,82997772843281
Niben261Chr14g0579002.1	-1,79115079838547
Niben261Chr10g1024003.1	1,42878750792245
Niben261Chr10g0540006.1	-7,28317588017029
Niben261Chr18g1266006.1	1,14920085306561
Niben261Chr08g0455007.1	-3,57637361408402
Niben261Chr06g1031019.1	-3,20679290859419
Niben261Chr08g1338011.1	1,59400100667318
Niben261Chr05g1135002.1	-1,76790413888632
Niben261Chr14g0954001.1	2,94993364786438
Niben261Chr15g1268002.1	1,28717052300253
Niben261Chr04g0219008.1	3,21635659628168
Niben261Chr06g0303008.1	-1,69250240445405
Niben261Chr03g1492001.1	2,16894494563713
Niben261Chr15g0734003.1	2,7475672712977
Niben261Chr01g1478011.1	2,24314771844309
Niben261Chr07g1071004.1	-1,83199534809534
Niben261Chr10g0553001.1	-1,27008255403934
Niben261Chr08g0313003.1	7,39098381038274
Niben261Chr11g0029011.1	-1,4921856648986
Niben261Chr02g0774004.1	-5,06840501645377
Niben261Chr03g0331003.1	2,41450872358858
Niben261Chr03g0121001.1	-1,38630157082062
Niben261Chr17g1536002.1	-2,80914425567604
Niben261Chr10g0178016.1	-1,81991399623423
Niben261Chr14g0470004.1	2,27155459320213
Niben261Chr03g1556001.1	-0,776466817707087
Niben261Chr09g0732011.1	1,63287225708239
Niben261Chr16g0181011.1	3,88939626387401
Niben261Chr11g1362017.1	3,58138482392962
Niben261Chr03g1261008.1	1,47083534922166
Niben261Chr14g0099003.1	-3,9196001489967
Niben261Chr06g0316005.1	-2,45573417604564
Niben261Chr12g1028009.1	-6,13959470375011
Niben261Chr10g1106011.1	-2,11187694994663
Niben261Chr12g0684004.1	1,92249580239725
Niben261Chr15g1512010.1	-1,2549633581538
Niben261Chr13g1034008.1	-1,52468767873166
Niben261Chr03g0170029.1	1,42533443820747
Niben261Chr10g0348005.1	2,97414030414828
Niben261Chr11g0432011.1	-3,60648213429071
Niben261Chr19g0121023.1	1,92158800772612
Niben261Scf08271g0000001.1	-1,68037106865392
Niben261Chr08g0933002.1	-1,94489020078221
Niben261Chr08g0417014.1	2,50461059047142
Niben261Chr07g1085002.1	3,28925160508863
Niben261Chr16g0884010.1	1,25126962301104
Niben261Chr14g0478006.1	-1,06812669642671
Niben261Chr19g1350017.1	-5,39753556166983
Niben261Chr18g1011002.1	1,17861329532992
Niben261Chr03g1057004.1	2,30845698399364
Niben261Chr07g1178010.1	2,02360050051645
Niben261Chr17g0102008.1	-3,37175005879272
Niben261Chr15g0613010.1	-1,86620868575213
Niben261Chr01g0085001.1	-1,55341298927666
Niben261Chr06g0826001.1	2,13625613979778
Niben261Chr03g1294006.1	-1,48229973131964
Niben261Chr06g1107031.1	2,19174361113908
Niben261Chr15g1003001.1	-1,80388243537135
Niben261Chr07g0378026.1	-5,58206113627419
Niben261Chr02g0458008.1	2,40007903848625
Niben261Chr18g1227005.1	-1,68365344578407
Niben261Chr03g0183006.1	-1,59923614392647
Niben261Chr07g1218018.1	1,25255444878291
Niben261Chr04g1791013.1	1,87708199117993
Niben261Chr04g1559013.1	2,09526584440513
Niben261Chr07g0103004.1	-1,10852044729942
Niben261Chr02g0995001.1	1,15719938972654
Niben261Chr16g1429013.1	-9,44698304178334
Niben261Chr04g1769004.1	-1,35835208522977
Niben261Chr17g0963022.1	1,45984741097651
Niben261Chr05g0636008.1	1,67656153674099
Niben261Chr16g0731012.1	1,84279939533745
Niben261Chr18g0021002.1	-1,13999403734565
Niben261Chr04g0243021.1	1,69326601161227
Niben261Chr05g0830006.1	3,78089089381965
Niben261Chr13g0253007.1	-1,07645357106008
Niben261Chr09g0857002.1	-2,53918556013147
Niben261Chr12g1281009.1	1,23274220891514
Niben261Chr17g0840006.1	2,23497696943709
Niben261Chr17g1089003.1	-1,28332303359936
Niben261Chr04g1632003.1	-0,902557526831306
Niben261Chr01g1772004.1	2,35540215369916
Niben261Chr07g1258010.1	1,18358212650227
Niben261Chr03g1806007.1	-1,30202184233412
Niben261Chr16g0250004.1	1,54498985001827
Niben261Chr15g0518004.1	1,68988052297161
Niben261Chr13g1288008.1	1,0201948938101
Niben261Chr09g1279010.1	2,62861383362978
Niben261Chr04g0685003.1	-9,14627775498669
Niben261Chr07g1009008.1	1,16121915278929
Niben261Chr06g0490027.1	1,44055132589987
Niben261Chr05g0605001.1	-2,7315707305884
Niben261Chr13g1031030.1	-4,18785423679791
Niben261Chr08g1346007.1	1,82951800434793
Niben261Chr08g1126015.1	1,04655368690761
Niben261Chr11g0678001.1	2,69090986455813
Niben261Chr02g0750004.1	-4,4211665714415
Niben261Chr19g0899003.1	3,13302326937334
Niben261Chr18g0008017.1	1,2517204180916
Niben261Chr06g1089001.1	1,55606851526008
Niben261Chr11g1146016.1	3,28586739237441
Niben261Chr16g1121001.1	2,10450524446605
Niben261Chr07g1369022.1	-3,23587135522168
Niben261Chr09g0906003.1	0,994059169890782
Niben261Chr16g0398018.1	-1,21838026071009
Niben261Chr02g0505007.1	-0,981115607363038
Niben261Chr04g1443009.1	-1,35328805139575
Niben261Chr12g0579007.1	-8,81637295679321
Niben261Chr02g0289001.1	0,870879406170812
Niben261Chr03g1529002.1	1,73876531726773
Niben261Chr10g1185008.1	1,57831861057821
Niben261Chr06g0497004.1	1,78653341182917
Niben261Chr07g0756026.1	-1,61589291565136
Niben261Chr12g0913007.1	6,13791800724192
Niben261Chr03g1183011.1	-2,99679951896997
Niben261Chr01g0218001.1	2,49790068648839
Niben261Chr02g1087008.1	-0,931184707493758
Niben261Chr08g0395003.1	2,07262116392859
Niben261Chr13g0211018.1	-1,89373185543195
Niben261Chr11g1339003.1	-0,895365291039002
Niben261Chr01g0947010.1	1,23224496726043
Niben261Chr13g0813007.1	1,3817326777102
Niben261Chr11g0991011.1	1,8248237262356
Niben261Chr14g1351010.1	3,31365514645245
Niben261Chr04g1894003.1	-4,21696776748201
Niben261Chr01g0971006.1	1,40510852795254
Niben261Chr17g1295008.1	1,15509700039468
Niben261Chr15g1240013.1	2,21503884393197
Niben261Chr03g0002005.1	1,06127089131517
Niben261Chr07g0989006.1	7,15907417820652
Niben261Chr13g0357002.1	-1,96686039915045
Niben261Chr06g1366002.1	-1,21239840262302
Niben261Chr03g0295005.1	3,38902544140542
Niben261Chr11g1427008.1	2,43357848391266
Niben261Chr04g0615001.1	-8,28903218957863
Niben261Chr04g1635011.1	-1,43278102159713
Niben261Chr17g0171009.1	1,56181511928506
Niben261Chr12g1194005.1	1,13312771828018
Niben261Chr12g0257004.1	-1,28039001945614
Niben261Scf12034g0000002.1	1,80009915779659
Niben261Chr12g0390011.1	0,956700590131855
Niben261Chr10g0661001.1	-1,30615560363552
Niben261Chr18g0266006.1	-1,55607009824303
Niben261Chr15g0581004.1	2,13216123270862
Niben261Chr15g1380002.1	-1,75520608961476
Niben261Chr08g0643005.1	1,14056003786868
Niben261Chr07g0101017.1	1,20124368044216
Niben261Chr08g1116002.1	-2,45973545832925
Niben261Chr08g0634013.1	-8,53550340841928
Niben261Chr11g0888007.1	-2,38954585121445
Niben261Chr14g0301001.1	-1,92018250202054
Niben261Chr16g1475028.1	-0,904233612901994
Niben261Chr03g1580008.1	1,6522849446993
Niben261Chr01g0109004.1	2,40651701120962
Niben261Chr15g0817006.1	0,945124983896103
Niben261Chr04g1752002.1	1,44999812588968
Niben261Chr19g0546002.1	-1,80704402263833
Niben261Chr03g0295004.1	3,99553438518985
Niben261Chr13g1250002.1	-8,70122747708996
Niben261Chr09g0543002.1	-1,68598968357564
Niben261Chr17g0486007.1	2,11910301874639
Niben261Chr07g1029002.1	-1,34299037862012
Niben261Chr01g0670002.1	3,27991058507044
Niben261Chr16g0756003.1	-1,73015331094283
Niben261Chr06g0953008.1	0,802399865050415
Niben261Chr15g1030012.1	1,59073570670666
Niben261Chr02g1175005.1	3,04848568287928
Niben261Chr11g0832016.1	-0,909847999793215
Niben261Chr19g0291004.1	-1,48488033535998
Niben261Chr09g0275001.1	0,80745167151532
Niben261Chr03g1186001.1	1,75448498995885
Niben261Chr17g1460005.1	0,937950429706987
Niben261Chr14g0063001.1	1,2076812667735
Niben261Chr10g0119003.1	1,91383173242792
Niben261Chr09g0952024.1	3,29680001392515
Niben261Chr01g1144009.1	1,17890894996716
Niben261Chr14g0635005.1	-0,963365521512071
Niben261Chr07g1027009.1	-1,60943736033149
Niben261Chr12g0437008.1	-1,49054254837646
Niben261Chr08g0634012.1	-8,53694625802189
Niben261Chr16g0343010.1	1,08312339703225
Niben261Chr02g0791021.1	0,8754359724686
Niben261Chr02g1280010.1	1,46986737169839
Niben261Chr02g0950007.1	-0,848018987894856
Niben261Chr17g1495014.1	3,47396819623486
Niben261Chr19g0545007.1	-0,865070280148537
Niben261Chr16g0465003.1	1,69114302611553
Niben261Chr14g0365006.1	-2,98651909507407
Niben261Chr14g1381017.1	1,14407417454124
Niben261Chr12g0719006.1	-1,97122242222898
Niben261Chr09g0721003.1	-1,03074940894083
Niben261Chr13g0287001.1	-2,72681401892996
Niben261Chr11g0715012.1	2,66428729842401
Niben261Chr16g0486016.1	1,50023454392433
Niben261Chr17g1061006.1	-1,35294216248062
Niben261Chr14g1147006.1	1,30024003242056
Niben261Chr13g0585004.1	-2,55371376381944
Niben261Chr16g0378005.1	1,48621086822448
Niben261Chr02g0347021.1	1,88962252292697
Niben261Chr05g0168014.1	-5,8955781192605
Niben261Chr01g0911003.1	-1,33928126504811
Niben261Chr04g1801009.1	1,17604272788508
Niben261Chr19g0648010.1	-1,94981709090386
Niben261Chr01g0580010.1	1,18452508538153
Niben261Chr08g0615018.1	3,54251470139536
Niben261Chr02g0711010.1	-7,87792966500329
Niben261Chr07g1356022.1	-6,70935294046579
Niben261Chr15g1524003.1	2,00579221024511
Niben261Chr02g0561009.1	-2,13304072927955
Niben261Chr12g1540009.1	-1,24294196530819
Niben261Chr12g1315001.1	-6,6469306615786
Niben261Chr02g0064002.1	1,1797214013004
Niben261Chr04g1726010.1	-0,953493499637873
Niben261Chr04g0207001.1	-0,740616107063656
Niben261Chr12g1158002.1	-1,25503171662495
Niben261Chr01g0169015.1	-1,35352050060509
Niben261Chr13g0010023.1	1,25623190319009
Niben261Chr12g0205002.1	1,55368750431614
Niben261Chr09g1006014.1	-3,8135442553551
Niben261Chr05g0350001.1	2,04305246265999
Niben261Chr03g1612003.1	1,09278126463785
Niben261Chr17g0434006.1	-0,848300999221193
Niben261Chr18g0032003.1	1,36090495103628
Niben261Chr13g1159004.1	1,52552843430249
Niben261Chr07g1286014.1	2,43028612983465
Niben261Chr17g1495017.1	3,27880219515675
Niben261Chr16g1183012.1	-1,14770487070768
Niben261Chr04g1205003.1	1,45939397013212
Niben261Chr01g0547003.1	-1,25623009089846
Niben261Chr10g0993007.1	-1,98694351015455
Niben261Chr01g0166018.1	1,87051206760684
Niben261Chr14g0608014.1	1,96437534037707
Niben261Chr04g1538002.1	-1,87771961615069
Niben261Chr14g0976002.1	-1,46044631035654
Niben261Chr08g0193001.1	-2,8954980822058
Niben261Chr14g0751013.1	1,13436674967879
Niben261Chr05g1087016.1	-1,24263925585074
Niben261Chr14g1337004.1	-1,71404954443458
Niben261Chr01g1652004.1	-1,11017053476055
Niben261Chr08g0579001.1	1,53603482500045
Niben261Chr14g0520018.1	1,97172085629968
Niben261Chr03g0246002.1	1,34646282686367
Niben261Chr11g0822002.1	2,59347986634361
Niben261Chr19g0546001.1	-1,85695920640596
Niben261Chr19g1436001.1	1,86265890867531
Niben261Chr06g0423007.1	1,42541657711886
Niben261Chr19g1034001.1	1,91196493265437
Niben261Scf08717g0000002.1	-1,97321447969314
Niben261Chr01g1152002.1	-1,55146490373914
Niben261Chr16g0225008.1	1,36373393160822
Niben261Chr05g0384015.1	-1,02548106824636
Niben261Chr06g0212012.1	1,6190012609703
Niben261Chr14g0436005.1	-2,96644535614255
Niben261Chr13g1349003.1	1,29821944802661
Niben261Chr02g0879013.1	2,08301694791989
Niben261Chr16g0299002.1	2,50519631013463
Niben261Chr02g0155007.1	-1,98645246713539
Niben261Chr18g0298010.1	-1,29873052976218
Niben261Chr02g0879018.1	0,591415017473595
Niben261Chr06g1114007.1	-3,4509259329754
Niben261Chr03g0426010.1	-1,05482762659235
Niben261Chr16g0369003.1	1,83422337042719
Niben261Chr05g0477010.1	4,72634413397327
Niben261Chr19g0081001.1	1,52716523229122
Niben261Chr14g0103004.1	1,67956646744267
Niben261Chr06g0681008.1	1,53002608238213
Niben261Chr14g0553002.1	-1,54346660744915
Niben261Chr04g0674008.1	-1,06742676375096
Niben261Chr08g0063009.1	-0,767368606253764
Niben261Chr02g0809005.1	-2,05699974636814
Niben261Chr10g0373006.1	1,26918077347622
Niben261Chr03g1866001.1	1,45855297908712
Niben261Chr11g1034004.1	1,3947927501957
Niben261Chr12g0051007.1	1,7382817494912
Niben261Chr10g0199010.1	-5,69069987621698
Niben261Chr11g0637005.1	1,76385613256322
Niben261Chr03g0945004.1	1,48307439198104
Niben261Chr01g0350004.1	-7,38474212410958
Niben261Chr07g1464008.1	-1,26326335262867
Niben261Chr10g0394008.1	0,894115041099499
Niben261Chr01g0095015.1	0,844507786381807
Niben261Chr01g0719007.1	-1,22302382025101
Niben261Chr14g1506004.1	1,42858100985588
Niben261Chr16g0350012.1	-2,49162971265458
Niben261Chr09g0996004.1	-5,42630658640696
Niben261Chr15g0345002.1	1,15011299709326
Niben261Chr04g1771011.1	-1,85307037170502
Niben261Chr03g0559003.1	2,14183006358512
Niben261Chr10g0232005.1	-1,81752331618434
Niben261Chr16g0805020.1	1,29289900258896
Niben261Chr16g0191014.1	1,76052848950655
Niben261Chr03g0714004.1	2,70666985703441
Niben261Chr08g0603013.1	2,6907673220189
Niben261Chr05g0472012.1	2,80438320976235
Niben261Chr02g0550009.1	1,27096312700161
Niben261Chr05g1135010.1	-1,95241335690597
Niben261Chr07g0892004.1	-4,20244652510219
Niben261Chr19g0900018.1	1,20668637375428
Niben261Chr17g0088018.1	-1,65203306848102
Niben261Chr16g1429012.1	-7,40042992522683
Niben261Chr19g0746005.1	1,61096790093408
Niben261Chr09g0497001.1	-0,935645009303183
Niben261Chr07g0820010.1	1,05357830523604
Niben261Chr14g1164004.1	1,79616773589126
Niben261Chr10g0179006.1	-5,59600224597031
Niben261Chr09g1268009.1	0,708544687969865
Niben261Chr15g0702022.1	-0,785621534194983
Niben261Chr16g0434017.1	-1,7832012610607
Niben261Chr10g0178008.1	1,93550096421613
Niben261Chr18g1229009.1	1,87953154456503
Niben261Chr18g0122003.1	-1,73582771225754
Niben261Chr04g0330002.1	-2,70216450915725
Niben261Chr03g1264002.1	2,65510034607198
Niben261Chr15g1201012.1	-7,27545792451263
Niben261Chr17g0099006.1	-3,61838583209459
Niben261Chr12g1313001.1	-0,923394014562472
Niben261Chr10g0858018.1	-0,713509660787359
Niben261Chr13g0659016.1	1,00296289051674
Niben261Chr13g0662011.1	-1,03533650889585
Niben261Chr09g0020015.1	0,828464445618087
Niben261Chr09g1305030.1	-4,01437838861009
Niben261Chr01g0056001.1	1,05425823768431
Niben261Chr19g0069001.1	-1,77928878871657
Niben261Scf01523g0000001.1	1,54920801757109
Niben261Chr13g0063032.1	-1,11020330271545
Niben261Chr17g0649001.1	-0,894755471243057
Niben261Chr09g0649009.1	1,82634455246199
Niben261Chr15g1002003.1	2,20822880194311
Niben261Chr11g1120007.1	-1,08564446386773
Niben261Chr03g1671005.1	0,966614586820838
Niben261Chr18g0920007.1	2,30618315919485
Niben261Chr10g1067024.1	-3,66355531784199
Niben261Chr16g0227002.1	1,27850454586999
Niben261Chr17g0714001.1	1,53390793768983
Niben261Chr15g0813001.1	1,55759297983469
Niben261Chr01g1177005.1	1,36462287240434
Niben261Chr06g1397002.1	1,30192953977182
Niben261Chr10g0289014.1	0,597545905013471
Niben261Chr14g0807016.1	-0,973125900013265
Niben261Chr13g0830018.1	1,20851958858771
Niben261Chr12g0682002.1	2,21732164784909
Niben261Chr01g1045005.1	1,02356194033814
Niben261Chr07g1370015.1	0,861677765205869
Niben261Chr02g0590010.1	-0,804739222845161
Niben261Chr14g1173013.1	2,09433945544056
Niben261Chr06g0769010.1	1,15744081167675
Niben261Chr13g1101002.1	-2,22814151521923
Niben261Chr05g0648005.1	-1,0914980484784
Niben261Chr15g1380016.1	-1,56132189506001
Niben261Chr15g0447006.1	-2,07702101802134
Niben261Chr11g1322002.1	1,22150260407302
Niben261Chr01g1734012.1	1,68073778829144
Niben261Chr17g0046002.1	-0,892867381414961
Niben261Chr17g0634017.1	-1,65203745423256
Niben261Chr08g0466006.1	1,88923651853075
Niben261Chr05g0864002.1	3,42468023964027
Niben261Chr12g0785023.1	-0,82292821371453
Niben261Chr18g0738004.1	0,971142744420703
Niben261Chr10g1030002.1	-1,87641038677237
Niben261Chr10g0476007.1	1,11547416747385
Niben261Chr05g0832001.1	1,00747503247603
Niben261Chr05g0671008.1	-0,908963008247397
Niben261Chr10g1120003.1	-1,09275179069561
Niben261Chr01g1688002.1	-0,905459111446471
Niben261Scf01441g0000001.1	1,67117151152493
Niben261Chr18g0639004.1	1,21797053055675
Niben261Chr17g0486006.1	1,71300888024839
Niben261Chr17g1533026.1	1,77548499818364
Niben261Chr06g0699001.1	-2,05199521957273
Niben261Chr14g0257017.1	1,00032923422267
Niben261Chr07g1267006.1	0,919504551801562
Niben261Chr03g0990009.1	1,26591577915121
Niben261Chr19g1399009.1	0,797255514264003
Niben261Chr15g1457008.1	-5,15747710570437
Niben261Chr02g0878007.1	-2,61415452854905
Niben261Chr13g1031007.1	-6,90322455732531
Niben261Chr01g1340011.1	1,60186808182419
Niben261Chr02g1408002.1	-7,11258585805968
Niben261Chr03g0056006.1	1,2415458628472
Niben261Chr19g0957001.1	0,709416750036888
Niben261Chr08g1066011.1	3,72756319627243
Niben261Chr17g0405004.1	2,29895572427772
Niben261Chr18g1454006.1	0,683181872039074
Niben261Chr17g0315005.1	1,1782960013666
Niben261Chr01g0948001.1	0,719172584624251
Niben261Chr14g1513046.1	1,10417266714082
Niben261Chr16g0520006.1	-1,48278658294275
Niben261Chr05g1217008.1	-1,47630879168552
Niben261Chr12g0008007.1	-6,08976639870587
Niben261Chr01g0460004.1	1,68753227654628
Niben261Chr11g1340010.1	0,872528942106106
Niben261Chr01g1287006.1	-1,07909624749845
Niben261Chr01g0348004.1	2,09645000276804
Niben261Chr03g0172007.1	-7,17053075899425
Niben261Chr18g1074002.1	4,37087294154273
Niben261Chr06g0805006.1	-5,06992442826251
Niben261Chr03g0010005.1	1,16161143390371
Niben261Chr02g0881008.1	1,75641089049184
Niben261Chr19g0108008.1	0,907731800534211
Niben261Chr08g0654007.1	-1,36603010155953
Niben261Chr10g1089002.1	-0,624455353333749
Niben261Chr11g1325002.1	1,17460977298172
Niben261Chr17g0015002.1	7,32670193814052
Niben261Chr16g0414007.1	1,08185997979394
Niben261Chr04g0245001.1	-1,26135466332032
Niben261Chr19g0054002.1	2,13379647706957
Niben261Chr02g0093002.1	1,70914536904508
Niben261Chr10g0297015.1	1,0089570552379
Niben261Chr10g0985011.1	1,7815507018183
Niben261Chr06g0030015.1	0,996645144791036
Niben261Chr08g0028001.1	1,02580897865339
Niben261Chr12g0525004.1	-1,06342563945511
Niben261Chr04g0239011.1	-2,50541944840298
Niben261Chr08g0164028.1	2,20691448194738
Niben261Chr19g1450010.1	0,727548578862794
Niben261Chr17g0281004.1	-2,09436234210812
Niben261Chr13g1284003.1	-7,2972122309664
Niben261Chr02g0981002.1	1,77158489018966
Niben261Chr08g0249003.1	0,843426310044608
Niben261Chr09g0500007.1	1,23568234719159
Niben261Chr07g0946002.1	-1,7230096309756
Niben261Chr14g1381025.1	2,61147921563923
Niben261Chr08g0978013.1	1,05212391968166
Niben261Chr16g1168011.1	-1,15727593674339
Niben261Chr03g0053016.1	-0,752981814493499
Niben261Chr10g0615005.1	-1,00828181069395
Niben261Chr18g0848019.1	3,10909834851552
Niben261Chr19g1035002.1	1,5354243569451
Niben261Chr01g0894018.1	-1,21373648283751
Niben261Chr17g1138001.1	0,995454124729595
Niben261Chr12g1102027.1	0,763013282537802
Niben261Chr11g1055001.1	1,99218726046955
Niben261Chr14g1531005.1	0,788399441132911
Niben261Chr04g0629006.1	-1,45448131037148
Niben261Chr13g0792014.1	-1,53068813985812
Niben261Chr16g0625003.1	0,898117328167083
Niben261Chr13g0010010.1	1,92559543483896
Niben261Chr07g1522014.1	1,72094756448049
Niben261Chr15g0837001.1	1,06772514830675
Niben261Chr09g0861001.1	1,79585943940154
Niben261Chr05g1348002.1	-1,04059739333443
Niben261Chr18g1448010.1	-7,13866638516891
Niben261Chr09g1220003.1	2,24465731448273
Niben261Chr03g1880003.1	-0,87853426687744
Niben261Chr04g1630003.1	0,827734457018689
Niben261Chr05g0021010.1	1,43287418915484
Niben261Chr07g1258024.1	1,9953231917932
Niben261Chr12g1210007.1	1,79476119330272
Niben261Chr13g0796002.1	-1,20710397513252
Niben261Chr08g0159007.1	1,67074659412347
Niben261Chr09g0647005.1	2,57103174759747
Niben261Chr08g0395009.1	0,72967629702978
Niben261Chr18g0049001.1	-0,707669515298017
Niben261Chr05g0879001.1	1,38083476549198
Niben261Chr09g0002013.1	2,74013313703831
Niben261Chr07g0124001.1	1,25970446590205
Niben261Chr10g0020021.1	1,13865499105479
Niben261Chr10g0377002.1	1,45340897519341
Niben261Chr06g0943010.1	1,97429557382413
Niben261Chr18g0288001.1	1,3825163971189
Niben261Chr07g1463015.1	0,81990428172896
Niben261Chr03g1583014.1	1,59783620607521
Niben261Chr11g0688007.1	-1,35871624717076
Niben261Chr16g1201002.1	-0,834135276602241
Niben261Chr13g0587006.1	-1,15624786083011
Niben261Chr14g1157014.1	1,10752766098477
Niben261Chr03g0320012.1	1,370684006858
Niben261Chr07g0378013.1	-4,49575464606955
Niben261Chr17g1502011.1	1,11222943153482
Niben261Chr17g1468003.1	3,46772622836772
Niben261Chr14g1423005.1	2,87812878256962
Niben261Chr11g0832025.1	1,63728491451563
Niben261Chr13g0060013.1	1,1981077877428
Niben261Chr14g0431002.1	-1,4496740526909
Niben261Chr10g1248011.1	-1,47090425663523
Niben261Chr05g0939008.1	0,634969549216443
Niben261Chr18g1388003.1	-0,758675012118247
Niben261Chr17g1257012.1	1,44892624189545
Niben261Chr15g0486001.1	1,69863105151439
