Name	pcrtBAA_vs_GFPAA_filtered
Niben261Chr19g0900018.1	-1,01145952898062
Niben261Chr03g1586012.1	1,06886506134224
Niben261Chr02g1031008.1	-1,00977873020263
Niben261Chr15g1528004.1	-1,09446512248848
Niben261Chr17g0661005.1	-1,15460370863154
Niben261Chr11g0263004.1	1,00728048958789
Niben261Chr15g1268002.1	-1,1627679353432
Niben261Chr01g1104005.1	-0,888186292941666
Niben261Chr12g1051002.1	0,988723393780075
Niben261Chr13g0662011.1	-0,77070352834091
Niben261Chr16g0966005.1	0,65032506830227
Niben261Chr04g1844004.1	1,15733618615132
Niben261Chr18g0856002.1	0,943468444970764
Niben261Chr06g1042005.1	-1,2658154046997
Niben261Chr09g0995012.1	-1,29340895653825
Niben261Chr18g1388003.1	-0,737905942635782
Niben261Chr03g0694009.1	-2,63550542836306
Niben261Chr18g1459015.1	-1,18496897034182
Niben261Chr06g1114007.1	-1,49478240015963
Niben261Chr06g0903016.1	-0,858854355878939
Niben261Chr02g1238007.1	-0,74175768587377
Niben261Chr06g0352016.1	-1,08315811636776
Niben261Chr08g0022010.1	-0,997509193228297
Niben261Chr06g0846014.1	-0,792301663918774
Niben261Chr13g0260018.1	0,906727966668069
Niben261Chr01g1665002.1	-2,45239398517415
Niben261Chr09g0034006.1	-0,961426625227097
Niben261Chr03g1430006.1	-1,27722717923541
Niben261Chr14g1096004.1	-0,782217896046171
Niben261Chr11g1324004.1	-2,62355489785271
Niben261Chr07g0834012.1	-1,47591679242764
Niben261Chr12g0585004.1	-0,792601240241044
Niben261Chr06g0867003.1	-0,862214028132433
Niben261Chr14g0436005.1	-4,80942453764809
Niben261Chr03g0023036.1	1,28698994082858
Niben261Chr06g0283005.1	-2,30682997508203
Niben261Chr01g1741002.1	-1,94798513406795
Niben261Chr08g0440008.1	-0,847732323897051
Niben261Chr04g0423001.1	-0,779427036714301
Niben261Chr02g0807015.1	-0,765494473323
Niben261Chr12g0257004.1	-1,15307550676577
Niben261Chr16g0376019.1	1,55928377803044
Niben261Chr16g0884010.1	-1,61663260161398
Niben261Chr01g1652004.1	-0,706890156107877
Niben261Chr06g0459010.1	-0,84214906074141
Niben261Chr17g0022005.1	-2,271859863955
Niben261Chr17g0199009.1	1,08621159825756
Niben261Chr08g0731017.1	0,644113612254801
Niben261Chr06g0135008.1	-1,55702331248253
Niben261Chr15g0012009.1	-1,53936122528946
Niben261Chr04g1122007.1	-1,09911059851311
Niben261Chr07g1142004.1	-2,55019242982737
Niben261Chr08g1356007.1	1,1011487280168
Niben261Chr17g0807005.1	0,772593824788962
Niben261Chr03g0394010.1	1,06853209335748
Niben261Chr12g0772013.1	-0,722557100648455
Niben261Chr16g1245002.1	-0,606248997341213
Niben261Chr04g0615002.1	-2,57209657444234
Niben261Chr01g1147004.1	-1,46187792530729
Niben261Chr10g0981012.1	-0,788580189124315
Niben261Chr11g1324003.1	-1,69629490640022
Niben261Chr15g0250007.1	0,945879089196131
Niben261Chr14g0373005.1	-1,67469559634462
Niben261Chr01g1608001.1	-0,767155967792421
Niben261Chr05g0868003.1	-0,678608935494452
Niben261Chr13g0061001.1	-0,952951047047342
Niben261Chr18g1473003.1	0,948853826439763
Niben261Chr09g1253004.1	-1,57747795638187
Niben261Chr03g0878002.1	0,781097770895105
Niben261Chr12g0334009.1	-1,06314064551829
Niben261Chr15g1039004.1	-1,18119517514205
Niben261Chr18g0707006.1	-0,775237313555501
Niben261Chr06g0475001.1	0,602029845699859
Niben261Chr09g0502005.1	-1,66615216266083
Niben261Chr19g0139013.1	-0,606646948305199
Niben261Chr11g0951002.1	-0,60535853709051
Niben261Chr01g0584029.1	1,14585282271053
Niben261Chr16g1348010.1	-1,6823747599941
Niben261Chr08g0040009.1	1,04331201477754
Niben261Chr09g1311012.1	0,74583528028268
Niben261Chr09g0721008.1	-1,55008779011178
Niben261Chr18g0650010.1	-0,991207578044287
Niben261Chr03g1183011.1	-2,68291714686751
Niben261Chr12g0770009.1	1,13374469001922
Niben261Chr05g1222004.1	0,639805685097283
Niben261Chr19g0440005.1	-0,976810444603794
Niben261Chr12g1051003.1	1,14007427583872
Niben261Chr15g0436006.1	-0,622873056331685
Niben261Chr05g1253014.1	-1,51338698681688
Niben261Chr06g0641004.1	-0,65942605034645
Niben261Chr17g0808001.1	1,17015680682326
Niben261Chr11g0963003.1	-1,10423647587363
Niben261Chr02g0912015.1	-0,685492263980002
Niben261Chr07g1314010.1	0,825156101984769
Niben261Chr08g0654007.1	0,862546633826981
Niben261Chr11g0722008.1	-0,74332246852507
Niben261Chr10g0830001.1	-0,947141235656503
Niben261Chr09g1002011.1	-1,40066641480626
Niben261Chr12g0342001.1	-0,825215597246733
Niben261Chr03g1057004.1	-2,52264238257218
Niben261Chr15g1240013.1	-1,3472054867636
Niben261Chr17g0620012.1	-2,36561609690001
Niben261Chr10g0057013.1	0,615610872632017
Niben261Chr16g0865013.1	0,754382079933916
Niben261Chr15g0006007.1	-0,994517169064987
Niben261Chr01g0094006.1	1,19983539140153
Niben261Chr10g0692007.1	0,909728119843853
Niben261Chr12g0852001.1	-1,3727836607988
Niben261Chr09g0952024.1	-3,0066363399898
Niben261Chr14g0303002.1	0,620747144492073
Niben261Chr16g0732006.1	1,02708300724263
Niben261Chr08g0050015.1	-2,46079255337131
Niben261Chr18g0006011.1	-0,621775783985227
Niben261Chr11g1324008.1	-1,89764980604545
Niben261Chr03g0462003.1	0,710633103447054
Niben261Chr18g0697009.1	-1,2255541769596
Niben261Chr04g1519002.1	0,605601611517652
Niben261Chr18g1441016.1	-0,85435637865225
Niben261Chr14g0179001.1	-1,80299330091202
Niben261Chr12g0201002.1	-2,39460268677959
Niben261Chr01g1651002.1	-1,68575569182874
Niben261Chr19g0249005.1	-1,18096682878581
Niben261Chr10g0018007.1	-0,707076886538273
Niben261Chr02g0046008.1	-1,40577798740739
Niben261Chr03g0774007.1	2,17363938712074
Niben261Chr07g0561003.1	-0,593978053920073
Niben261Chr15g0462004.1	-1,58972169464678
Niben261Chr01g0971006.1	-1,36895547568433
Niben261Chr15g0486001.1	-1,41537255084359
Niben261Chr09g0981003.1	-1,34059291768423
Niben261Chr09g0808022.1	-0,831696745229745
Niben261Chr14g1317004.1	-1,87570431175151
Niben261Chr01g1045005.1	-1,57950975830559
Niben261Chr19g0321003.1	-0,878504905862972
Niben261Chr15g0260006.1	1,24926933963796
Niben261Chr14g0807008.1	-1,23331524599434
Niben261Chr15g1342002.1	0,920997786854476
Niben261Chr09g0469003.1	-1,24667119931662
Niben261Chr19g1336001.1	-1,68428326440705
Niben261Chr11g0885002.1	1,83595818241344
Niben261Chr03g0023040.1	-1,88349461035396
Niben261Chr07g0101017.1	-0,587256398818334
Niben261Chr08g1160008.1	-0,628480002650856
Niben261Chr08g0436006.1	-1,55415884429056
Niben261Chr07g1408007.1	-0,920044352774797
Niben261Chr15g1497017.1	-0,606936834231856
Niben261Chr11g1395010.1	-1,19816748450562
Niben261Chr01g1304003.1	-1,34708198308019
Niben261Chr07g1038007.1	0,623762148667663
Niben261Chr14g0025003.1	-0,79302115757352
Niben261Chr07g0479006.1	-0,675074730023891
Niben261Chr07g1361002.1	-1,82251155198507
Niben261Chr13g0117014.1	-0,616483469205966
Niben261Chr12g0431009.1	0,970404008857526
Niben261Chr05g1077001.1	-1,05731432276256
Niben261Chr04g1121003.1	-0,602918681585556
Niben261Chr12g1111009.1	-1,03745203442689
Niben261Chr04g1136003.1	-1,05104163972841
Niben261Chr07g1116001.1	-1,00207136232535
Niben261Chr03g1023012.1	-1,33183143596418
Niben261Chr09g1062005.1	-2,46842685122547
Niben261Chr16g0807012.1	-1,13246042483928
Niben261Chr02g1167009.1	-0,87235312535159
Niben261Chr09g1202007.1	-1,16339740277559
Niben261Chr15g1516014.1	0,613873085018334
Niben261Chr19g1034001.1	-1,53755762800208
Niben261Chr02g0092006.1	1,10675239744329
Niben261Chr11g0071002.1	-0,589116005045233
Niben261Chr19g1250015.1	-2,0363811819473
Niben261Chr11g1410006.1	0,596606783386769
Niben261Chr13g0444011.1	-2,7806902803384
Niben261Chr08g0244010.1	1,48737259182398
Niben261Chr10g0564001.1	1,37266108208767
Niben261Chr03g0354009.1	-0,764356210779729
Niben261Chr05g0692014.1	-1,1491951196953
Niben261Chr11g0888007.1	-1,32069105483669
Niben261Chr02g1509003.1	-0,682588498551957
Niben261Chr06g1231005.1	-2,74271237702004
Niben261Chr09g0257011.1	-2,12244914881106
Niben261Chr11g0003003.1	-0,782081633432552
Niben261Chr15g0588008.1	-1,01265005359599
Niben261Chr01g1155006.1	-0,837401155680267
Niben261Chr12g1047002.1	-0,890288631189701
Niben261Chr11g0749013.1	-1,64438983156428
Niben261Chr07g1501006.1	-1,16699871126552
Niben261Chr01g0430007.1	-1,08086959559583
Niben261Chr06g0352005.1	-0,814150053730843
Niben261Chr03g1067002.1	-1,31540773899917
Niben261Chr19g1337008.1	-1,49430035968723
Niben261Chr08g0422005.1	-0,717242867805643
Niben261Chr12g0605009.1	-1,88549470225418
Niben261Chr17g1370012.1	-1,04676600280315
Niben261Chr06g0486004.1	-0,728900729545106
Niben261Chr01g1548006.1	-1,5029083977967
Niben261Chr13g0584016.1	-1,05706097187268
Niben261Chr06g0831005.1	0,754593735627039
Niben261Chr04g1076007.1	-1,92757938136914
Niben261Chr05g0898010.1	-1,17610061837168
Niben261Chr11g1382013.1	0,650910946080007
Niben261Chr11g1100005.1	-1,40105509189726
Niben261Chr13g0682007.1	0,600116433636228
Niben261Chr18g0244009.1	-0,915464907791178
Niben261Chr07g0025008.1	-0,821153427128566
Niben261Chr13g0817009.1	0,640216378027149
Niben261Chr07g1370015.1	-0,834342208038884
Niben261Chr16g0454011.1	-1,00383588498609
Niben261Chr13g0018004.1	-1,59247836996234
Niben261Chr01g1741004.1	-0,912419393315665
Niben261Chr04g0137001.1	-1,39416131393251
Niben261Chr15g0544004.1	-1,01169690857536
Niben261Chr10g0146003.1	0,781479295056335
Niben261Chr15g0091006.1	-0,712766333927223
Niben261Chr05g1167001.1	-0,608229967979606
Niben261Chr06g1411006.1	-1,04049687840599
Niben261Chr14g1041003.1	-0,850505405263675
Niben261Chr06g0730006.1	-0,926711598282883
Niben261Chr08g1078007.1	-1,80120332475345
Niben261Chr04g0689004.1	-0,749746132742652
Niben261Chr13g1267005.1	-0,718964203423233
Niben261Chr09g0796005.1	-0,724251308873191
Niben261Chr11g0217015.1	-0,910436834777031
Niben261Chr17g1140009.1	0,635142331436317
Niben261Chr14g0597016.1	-0,860061341195271
Niben261Chr01g0499005.1	-0,698644864733887
Niben261Chr19g1003005.1	1,1796416520874
Niben261Chr09g0341003.1	-0,722066676350967
Niben261Chr04g0239009.1	-0,682052308429961
Niben261Chr06g0705006.1	1,2000038175679
Niben261Chr09g1112015.1	-0,674731061258083
Niben261Chr17g0252006.1	-1,08860523221215
Niben261Chr07g0665002.1	-0,873283201536296
Niben261Chr01g0210011.1	-0,723202259905069
Niben261Scf01657g0000001.1	-1,11836592626298
Niben261Chr11g0569004.1	-0,664056976571323
Niben261Chr13g1008005.1	-0,673598830828721
Niben261Chr17g0975001.1	-1,34552581507474
Niben261Chr03g1094001.1	-0,778511293402341
Niben261Chr14g0040016.1	1,06491037364395
Niben261Chr16g0052013.1	0,679717637955572
Niben261Chr06g0095047.1	-1,3257539496002
Niben261Chr11g0641019.1	0,61534957294474
Niben261Chr16g0363010.1	0,741000915220718
Niben261Chr17g0398005.1	-0,912205867637393
Niben261Chr12g1100007.1	-1,31440305697407
Niben261Chr04g1724013.1	1,15013606672205
Niben261Chr08g0481015.1	-1,70378527328886
Niben261Chr03g1008005.1	-0,610644320063745
Niben261Chr17g0012010.1	0,767645428438951
Niben261Chr13g0271002.1	-1,00005202537018
Niben261Chr16g0825006.1	-0,801422074059972
Niben261Chr17g1411008.1	-1,90991082120235
Niben261Chr06g0622002.1	-0,809584452064142
Niben261Chr03g1253003.1	-1,04107896697764
Niben261Chr19g1134027.1	1,54134350366636
Niben261Chr07g0683004.1	-0,705957949976044
Niben261Chr08g1346007.1	-1,23511867782461
Niben261Chr04g0298009.1	-2,56148875551913
Niben261Chr06g0764001.1	-0,703569205794596
Niben261Chr18g1248003.1	-0,839207285407216
Niben261Chr04g1780003.1	-2,21876200507865
Niben261Chr08g1316003.1	-0,714899127960238
Niben261Chr06g0753007.1	0,861370819943664
Niben261Chr10g0003002.1	-1,36852874900539
Niben261Chr07g0782014.1	-0,91401113557737
Niben261Chr02g0222005.1	0,676527677545658
Niben261Chr01g1776017.1	-0,874078758037473
Niben261Chr12g0071001.1	1,01545663103025
Niben261Chr02g1296002.1	-0,714076967898032
Niben261Chr07g0618001.1	0,932982467959605
Niben261Chr14g0850023.1	-0,749662886567401
Niben261Chr02g0622002.1	-1,51020056756638
Niben261Chr06g0837017.1	0,84924892978378
Niben261Chr17g0922008.1	-1,67119263460135
Niben261Chr01g0068008.1	-0,986686786240251
Niben261Chr19g0883014.1	0,767545880604081
Niben261Chr04g1443002.1	0,896063694716723
Niben261Chr08g1326003.1	1,00733226285192
Niben261Chr12g1107005.1	-1,54275588014651
Niben261Chr02g1210011.1	-1,39038017700209
Niben261Chr19g1124011.1	-0,600918924429481
Niben261Chr10g0821005.1	-0,950085278488251
Niben261Chr19g0181007.1	-1,44939536302942
Niben261Chr09g1249018.1	-0,826066668834447
Niben261Chr04g1026013.1	-0,813214609018461
Niben261Chr01g0856001.1	-1,01971624638722
Niben261Chr08g0370017.1	0,779057932348846
Niben261Chr07g1256006.1	-1,14744327655331
Niben261Chr14g0608014.1	-0,917371105028713
Niben261Chr14g0722006.1	-0,68745808120903
Niben261Chr12g1467004.1	-1,06520127368629
Niben261Chr03g0212011.1	-1,45968817448887
Niben261Chr06g0215020.1	-0,591867319323994
Niben261Chr11g0678001.1	-2,2185656305497
Niben261Chr19g0186001.1	1,00999509985616
Niben261Chr03g1442007.1	1,0584068597678
Niben261Chr17g1339006.1	-1,15267679635043
Niben261Chr13g0107001.1	1,44572941390903
Niben261Chr12g0584003.1	-0,909466477801795
Niben261Chr12g0388001.1	-1,10631160281711
Niben261Chr07g1389001.1	-0,746916809917305
Niben261Chr05g0233003.1	-1,47922594233734
Niben261Chr18g0298010.1	-1,37798588863084
Niben261Chr02g1128040.1	0,751256730789667
Niben261Chr12g0268002.1	-1,07465509454169
Niben261Chr14g0138016.1	0,832031750938135
Niben261Chr02g1444003.1	-1,6285086204255
Niben261Chr06g1171002.1	-1,40828713498675
Niben261Chr19g0919003.1	-1,28182397217049
Niben261Chr09g1307018.1	-1,03131042600824
Niben261Chr17g0115007.1	4,71270590305408
Niben261Chr13g0817006.1	-0,968112391764618
Niben261Chr06g0653014.1	1,20506434752918
Niben261Chr16g0343010.1	-0,858617711414586
Niben261Chr14g1089014.1	-1,49878952658838
Niben261Chr15g0023005.1	-1,58233805378136
Niben261Chr19g0152003.1	0,910230829685466
Niben261Chr02g0896010.1	-2,1166750712275
Niben261Chr08g0126003.1	0,597756891053757
Niben261Chr11g0493003.1	-0,682408556991411
Niben261Chr06g0182022.1	-1,09696625033523
Niben261Chr07g1092003.1	-1,35449806850635
Niben261Chr16g0388017.1	-1,20684620781768
Niben261Chr14g0825006.1	1,07594589067709
Niben261Chr10g0462007.1	-0,623125494314552
Niben261Chr01g1463001.1	-1,07693420047917
Niben261Chr12g0933006.1	-1,18487151339046
Niben261Chr13g0791007.1	0,654759990276986
Niben261Chr16g0373018.1	-1,21377528948825
Niben261Chr04g0766008.1	0,870334030242075
Niben261Chr09g0023023.1	-2,89891409221741
Niben261Chr17g1072027.1	-2,16446691657266
Niben261Chr18g0990003.1	0,639271233175796
Niben261Chr15g0713001.1	-0,650824327867465
Niben261Chr18g0790005.1	0,645094922181628
Niben261Chr01g1101003.1	0,620806583981513
Niben261Chr13g0385003.1	-1,3693015789809
Niben261Chr04g0239011.1	-1,60231194088115
Niben261Chr07g1145006.1	-0,752388798470684
Niben261Chr19g0388001.1	-1,47804576733051
Niben261Chr04g0219008.1	-1,26551794143108
Niben261Chr16g0980019.1	-1,2372071296446
Niben261Chr01g0004017.1	-0,749917957319366
Niben261Chr17g0840002.1	-0,587831858514246
Niben261Chr16g0143012.1	0,680778860841599
Niben261Chr06g1457011.1	-0,609091799347352
Niben261Chr05g0170002.1	-0,664636933169562
Niben261Chr05g1008011.1	-1,17343419990088
Niben261Chr07g0249010.1	-0,926742874570248
Niben261Chr18g0248002.1	0,86397932561067
Niben261Chr06g0973012.1	-2,58242620742299
Niben261Chr18g0131008.1	0,886616345760214
Niben261Chr14g0754010.1	-1,80431227112781
Niben261Chr14g1370002.1	0,650044990851895
Niben261Chr12g1306001.1	0,629909285928436
Niben261Chr18g1465008.1	-0,890323524920512
Niben261Chr11g0179001.1	-2,08486190042416
Niben261Chr19g0984023.1	-0,943598137340929
Niben261Chr06g0073016.1	-1,41831832785853
Niben261Chr15g1390010.1	-0,672849827967554
Niben261Chr10g0157007.1	-0,975145619248192
Niben261Chr01g0693008.1	0,906119023515678
Niben261Chr09g0979016.1	-0,586813324704669
Niben261Chr08g0412005.1	0,997064372809688
Niben261Chr07g0501028.1	0,896641515502993
Niben261Chr07g1353002.1	-1,7498006902151
Niben261Chr02g0215002.1	1,53805702096878
Niben261Chr13g0449004.1	-0,689967567219351
Niben261Chr17g0314009.1	0,813190229122895
Niben261Chr11g1280005.1	0,905352699013253
Niben261Chr17g0433001.1	0,926406289430985
Niben261Chr04g1347003.1	-1,30087023460788
Niben261Chr02g0010006.1	0,785623910951016
Niben261Chr16g0044011.1	-1,21523947258578
Niben261Chr16g0851008.1	0,868950380592022
Niben261Chr09g0167005.1	-1,7206829824721
Niben261Chr09g0781007.1	-0,810474921254153
Niben261Chr13g1223009.1	-1,09875075843554
Niben261Chr02g0028019.1	0,693976505437598
Niben261Chr07g0430005.1	-1,60469991672126
Niben261Chr06g1262007.1	-0,759213944038272
Niben261Chr15g0562005.1	-1,7909208767152
Niben261Chr06g0454016.1	-1,16879061888965
Niben261Chr09g1278001.1	0,682840521119402
Niben261Chr16g0228002.1	0,740217315269446
Niben261Chr01g1050001.1	0,588280111298257
Niben261Chr16g1121001.1	-2,23822432215764
Niben261Chr06g0994003.1	0,731501948498253
Niben261Chr09g0727018.1	-1,11757632774407
Niben261Chr13g0473001.1	-1,61173667397338
Niben261Chr11g0308008.1	0,596015291153215
Niben261Chr08g1166017.1	-0,881984619887433
Niben261Chr14g1252015.1	-0,738010712696494
Niben261Chr19g0288008.1	0,676857748224938
Niben261Chr03g1112009.1	-1,16307418042833
Niben261Chr07g1367009.1	1,33901818108474
Niben261Chr18g1481004.1	0,689199553173309
Niben261Chr04g0387001.1	0,628836973516898
Niben261Chr02g0125004.1	-0,909644698586541
Niben261Chr16g0052004.1	-1,44047340368795
Niben261Chr19g0535011.1	-1,00554837643502
Niben261Chr09g0396007.1	-1,3757120876735
Niben261Chr08g0199003.1	-1,25899062157516
Niben261Chr06g1105003.1	-0,827046820648904
Niben261Chr19g1119020.1	-1,49275549963981
Niben261Chr14g0620001.1	0,776058690996836
Niben261Chr10g0382001.1	0,609275162094054
Niben261Chr05g1306003.1	-0,608022743013576
Niben261Chr13g0001009.1	-0,644509278293904
Niben261Chr08g0120030.1	-1,56355981053062
Niben261Chr03g1699014.1	-0,644065101013201
Niben261Chr15g0632004.1	-1,8694333529714
Niben261Chr17g0115013.1	-1,0560231225587
Niben261Chr03g1563001.1	-0,632670991097706
Niben261Scf01433g0000001.1	-1,46582780182038
Niben261Scf14449g0000004.1	-0,801885399073871
Niben261Chr05g1151003.1	0,762748394470932
Niben261Chr11g0370001.1	-1,11500174550664
Niben261Chr14g1300011.1	0,719063472841684
Niben261Chr03g0287030.1	-1,01945019403941
Niben261Scf01332g0000001.1	-1,17968992545127
Niben261Chr04g1775022.1	-0,788221149417609
Niben261Chr15g1415004.1	-1,38610049465592
Niben261Chr06g0809009.1	0,908212225075644
Niben261Chr02g1186003.1	-0,62373926526095
Niben261Chr14g0902013.1	-0,709273042808869
Niben261Chr07g1087006.1	-1,67737589134417
Niben261Chr12g0569004.1	1,37203527832441
Niben261Chr07g1132013.1	-1,05343040572424
Niben261Chr01g0800003.1	-2,63497598833497
Niben261Chr04g0477004.1	-1,73894652826102
Niben261Chr07g1043004.1	-0,634706149587697
Niben261Chr17g1504003.1	-1,9143642805185
Niben261Chr15g1090010.1	-0,738305480491484
Niben261Chr04g0220012.1	-0,725690754792539
Niben261Chr06g0435013.1	-1,53273511176837
Niben261Chr05g1187003.1	0,9868150262039
Niben261Chr09g1253007.1	-1,40626609186466
Niben261Chr08g0161007.1	-0,66948961851359
Niben261Chr07g1466015.1	0,742685460774509
Niben261Chr02g0096003.1	1,27473886907342
Niben261Chr04g1605004.1	-0,6798209387607
Niben261Chr09g1252003.1	0,806412660388241
Niben261Chr07g1224008.1	-0,969681616489748
Niben261Chr08g0288009.1	0,815112399173618
Niben261Chr03g1548001.1	-0,801319981272326
Niben261Chr19g1148001.1	-1,43564850057941
Niben261Chr03g1555004.1	-1,88252475974048
Niben261Chr03g0223009.1	1,2825893053352
Niben261Chr14g1520013.1	-0,994447277047757
Niben261Chr09g1251022.1	1,04610106941828
Niben261Chr09g0606010.1	-0,892546075261698
Niben261Chr04g1882017.1	-1,21589916104827
Niben261Chr16g1268003.1	-0,770482922463003
Niben261Chr03g0467003.1	-0,790487393877991
Niben261Chr08g0636005.1	-1,52203411184489
Niben261Scf03248g0000008.1	-1,46659024915443
Niben261Chr04g0146004.1	-1,87861142733795
Niben261Chr03g1528011.1	-1,14581673465985
Niben261Chr03g1514001.1	0,980458885031483
Niben261Chr15g0244008.1	-0,624031040435009
Niben261Chr06g0509006.1	1,10066047012086
Niben261Chr07g0589006.1	-1,65768559934815
Niben261Chr18g0103001.1	-1,07373499570734
Niben261Chr19g0617002.1	-0,730058465340594
Niben261Chr08g1297016.1	-1,80549426129033
Niben261Chr18g0300001.1	0,589443153808978
Niben261Chr12g1167002.1	-1,63241243207551
Niben261Chr13g0029024.1	-1,03120098465622
Niben261Chr13g0898001.1	1,16826681835083
Niben261Chr03g1556001.1	-0,636018780441787
Niben261Chr17g0030015.1	0,964846371485671
Niben261Chr03g1544003.1	-1,01997662508895
Niben261Chr07g0596001.1	-2,41548130422148
Niben261Chr19g1470004.1	-1,57345346074842
Niben261Chr02g0970007.1	-0,589583254662391
Niben261Chr10g0271025.1	0,695161393893865
Niben261Chr09g1304014.1	-1,81939691171566
Niben261Chr14g1060004.1	1,91990422799132
Niben261Chr06g1111002.1	-0,922949757734731
Niben261Chr10g0313004.1	-0,67894412056773
Niben261Chr08g0195011.1	0,58847344956461
Niben261Chr01g0877001.1	-0,6823806261777
Niben261Chr19g0988021.1	0,813363749853861
Niben261Chr03g0291009.1	-0,73964876434703
Niben261Chr11g0903005.1	-2,33182869050423
Niben261Chr03g0423009.1	0,646066174380642
Niben261Chr01g1256001.1	-0,726523387992265
Niben261Chr08g1269002.1	0,667534240193855
Niben261Chr06g0531003.1	0,601167702798563
Niben261Chr08g0198006.1	1,17377300183997
Niben261Chr17g1171004.1	-0,87435800575682
Niben261Chr02g0395019.1	0,82081513394495
Niben261Chr18g0487008.1	-1,3247255676597
Niben261Chr09g1306015.1	1,40014922460552
Niben261Chr11g0723007.1	-1,36744145212735
Niben261Chr15g1040004.1	-1,55443233410005
Niben261Chr09g0776019.1	-1,90172281829247
Niben261Chr16g0452006.1	-0,611794361598428
Niben261Chr07g1326010.1	-0,586265120863381
Niben261Chr09g1054014.1	-1,37716881292011
Niben261Chr02g1022005.1	1,14430975345952
Niben261Chr15g0909007.1	0,749753297802431
Niben261Chr01g0911003.1	-0,717415262542919
Niben261Chr04g0283001.1	0,940122342652277
Niben261Chr05g0906004.1	-0,945006451095725
Niben261Chr10g1078023.1	-0,840954432739175
Niben261Chr07g1267006.1	-0,820429490207108
Niben261Chr02g1082007.1	0,786196980779601
Niben261Chr14g0593007.1	0,940771137321413
Niben261Chr16g0438018.1	-1,04928135640129
Niben261Chr14g1311008.1	-2,1483095081967
Niben261Chr05g0864002.1	-1,27041521044335
Niben261Chr05g1245001.1	-1,4505395288904
Niben261Chr19g1463017.1	-0,957299392984482
Niben261Chr13g1017001.1	-0,793303422794729
Niben261Chr12g0046010.1	-0,863143109585677
Niben261Chr16g0342010.1	-1,65769375260672
Niben261Chr16g0789015.1	1,00953312904704
Niben261Chr09g1194004.1	-0,806378066157274
Niben261Chr15g0967006.1	0,625222971906019
Niben261Chr15g1457004.1	-1,04738896177278
Niben261Chr10g0654005.1	-2,32940088382485
Niben261Chr08g0214004.1	-0,689669787840673
Niben261Chr05g1092017.1	-1,0157666999824
Niben261Chr04g0817001.1	-1,4319617478227
Niben261Chr01g0898007.1	-0,678519741894757
Niben261Chr16g0196004.1	-0,923036499353031
Niben261Chr16g0713009.1	-2,91479085508375
Niben261Chr13g0875006.1	-1,55538821248043
Niben261Chr08g0006010.1	1,04917215996702
Niben261Chr17g1201002.1	-1,34541743136564
Niben261Chr17g1181005.1	-0,599428842817817
Niben261Chr13g0774002.1	0,954036630227716
Niben261Chr02g0878007.1	-1,96145038671695
Niben261Chr11g0545006.1	-0,755975608263314
Niben261Chr10g1096010.1	-0,702952460703426
Niben261Chr05g0021010.1	-1,29213211068128
Niben261Chr12g0240007.1	1,09173884608649
Niben261Chr14g0857003.1	-1,54732361160603
Niben261Chr04g1672006.1	-0,631583546553853
Niben261Chr12g1406001.1	-1,01505552501256
Niben261Chr04g0110004.1	1,33069939634099
Niben261Chr11g1375013.1	-1,1779365198731
Niben261Chr07g1025001.1	-1,10200975256331
Niben261Chr13g0708017.1	-0,617438799798868
Niben261Chr07g1486018.1	-0,645220652071503
Niben261Chr07g1395012.1	0,788985153682714
Niben261Chr09g1005012.1	-1,44779807684209
Niben261Chr06g0294004.1	-1,92080345259724
Niben261Chr12g0247005.1	-1,453463739053
Niben261Chr11g1101001.1	0,889581338907204
Niben261Scf10636g0000004.1	0,741346530527643
Niben261Chr18g0078001.1	0,743238548254371
Niben261Chr09g0960005.1	-1,08849319948776
Niben261Chr17g0041009.1	-1,01701926755196
Niben261Chr05g0684001.1	-0,887745140139443
Niben261Chr11g0699016.1	-0,849977358179587
Niben261Chr05g0703026.1	0,878473752913829
Niben261Chr02g0315004.1	1,52438876156978
Niben261Chr06g0617003.1	-1,16098730031176
Niben261Chr07g1459014.1	-1,1919476302733
Niben261Chr14g0376003.1	-1,03715919049045
Niben261Scf02441g0000003.1	0,725973255212907
Niben261Chr02g0692001.1	-0,971305806002608
Niben261Chr01g1770003.1	0,640399447297669
Niben261Chr16g0873017.1	-1,21069327667734
Niben261Chr08g0159007.1	-1,25072285214976
Niben261Chr08g0481019.1	-1,08365641674406
Niben261Chr06g0068005.1	2,16595868578169
Niben261Chr03g0205002.1	-2,02078919149761
Niben261Chr04g1634013.1	-0,678291318248629
Niben261Chr07g1525006.1	0,61152020535683
Niben261Chr04g0075004.1	1,19245603365127
Niben261Chr11g0663004.1	-0,639106415707156
Niben261Chr09g0282013.1	-1,73648235102432
Niben261Chr04g0233001.1	0,772804212746175
Niben261Chr14g0086003.1	-1,31888211479649
Niben261Chr11g0320003.1	-1,22300059804789
Niben261Chr14g0725006.1	1,44040347297282
Niben261Chr07g1330025.1	-0,764342996140626
Niben261Chr05g0190002.1	-1,04190834472466
Niben261Chr01g0034004.1	1,07125313825448
Niben261Chr04g1468007.1	0,595312286693725
Niben261Chr17g0569002.1	0,60562925003323
Niben261Chr08g0758003.1	1,61728489824593
Niben261Chr16g0238003.1	-1,11479849600858
Niben261Chr03g0444008.1	0,95066308970107
Niben261Chr08g1251008.1	-0,591545490256195
Niben261Chr14g1485015.1	0,77723424662601
