Name	pcrtBCC_vs_GFPCC_filtered
Niben261Chr19g0661007.1	-0,613845764061639
Niben261Chr17g1535045.1	1,93436798335128
Niben261Chr18g0803024.1	1,25153108519343
Niben261Chr03g0287037.1	-1,26736344927453
Niben261Chr14g0156001.1	0,75018267328756
Niben261Chr09g1375014.1	-1,33383564238657
Niben261Scf16935g0000002.1	-4,7736417758008
Niben261Chr11g1100005.1	-2,11803027185045
Niben261Chr08g0917001.1	-0,955506877085769
Niben261Chr04g1726010.1	-0,792784528943904
Niben261Chr06g0606019.1	0,618998583219883
Niben261Chr02g0230006.1	6,58688578405197
Niben261Chr13g1261011.1	-0,768279226102163
Niben261Chr10g1096040.1	-0,821390992166018
Niben261Chr05g0814003.1	-1,19653303317603
Niben261Chr09g0387002.1	-0,897352018043957
Niben261Chr11g0432002.1	-4,56622422869994
Niben261Chr15g1201012.1	-4,23126952075154
Niben261Chr19g0496017.1	-0,668724635408783
Niben261Chr10g0197006.1	-4,39289558685311
Niben261Chr04g1352007.1	-1,11479722316691
Niben261Chr17g1546014.1	2,63638145359811
Niben261Chr04g1336006.1	2,56584203304266
Niben261Chr18g0897003.1	-4,50661341019851
Niben261Chr16g0486016.1	1,1557194183938
Niben261Chr03g0751014.1	-1,39607035345631
Niben261Chr07g0561001.1	0,648943327052942
Niben261Chr03g0048008.1	-1,0202820352457
Niben261Chr07g0331012.1	-0,594098732336843
Niben261Chr15g1024010.1	-0,601572156392119
Niben261Chr04g1579005.1	-0,976498638954085
Niben261Chr08g0520018.1	-0,711960124195838
Niben261Chr10g1360002.1	-4,24137480838445
Niben261Chr07g1129019.1	-2,40259548942957
Niben261Chr04g1595004.1	-0,716072735266934
Niben261Chr17g1540003.1	-0,711127700998121
Niben261Chr02g0744003.1	-1,32220071706328
Niben261Chr13g0507031.1	3,3622460825076
Niben261Chr04g0263014.1	-4,02801168769181
Niben261Chr17g0106002.1	-0,925127461494961
Niben261Chr11g1074007.1	-2,78828907680025
Niben261Chr13g1056007.1	-4,27295524873974
Niben261Chr03g0945007.1	-0,721375754505422
Niben261Chr08g1162003.1	-0,642631368526782
Niben261Chr04g0011008.1	0,710269966062249
Niben261Chr10g0199010.1	-4,52069780654238
Niben261Chr01g0602008.1	-1,78757123207637
Niben261Scf03135g0000007.1	-4,4070407545558
Niben261Chr04g0920005.1	-4,22089603407858
Niben261Chr03g1804006.1	0,774373585435875
Niben261Chr15g1347006.1	0,7110987738381
Niben261Chr12g0056004.1	-0,676856644521941
Niben261Chr04g0298005.1	1,69128351081663
Niben261Chr19g0745012.1	-4,63385903786765
Niben261Chr06g0629005.1	-0,75900830270885
Niben261Chr03g0892009.1	-4,59866531073826
Niben261Chr02g1280010.1	0,869220735028932
Niben261Chr15g1202002.1	-4,39796226205505
Niben261Chr10g1339009.1	1,48559016071497
Niben261Chr10g0220001.1	-1,30606594046207
Niben261Chr10g0615005.1	-0,644108619912358
Niben261Chr10g0463004.1	1,53662554092662
Niben261Chr01g0430011.1	-0,702954578301086
Niben261Chr16g1258002.1	2,43496693110338
Niben261Chr08g0070005.1	-4,72215511683011
Niben261Chr12g0770012.1	1,27862371985983
Niben261Chr04g0790002.1	1,07206396667364
Niben261Chr07g1058010.1	-1,3317508458358
Niben261Chr06g0404019.1	-1,09160038796209
Niben261Chr05g0117003.1	0,96650823309069
Niben261Chr09g1220002.1	0,899261083055917
Niben261Chr11g0977014.1	-2,83660033168956
Niben261Chr15g0515011.1	0,921150968718565
Niben261Chr11g1074005.1	-2,16003249525502
Niben261Chr13g0662011.1	-0,739753178207945
Niben261Chr18g0069016.1	-1,45028962299226
Niben261Chr13g1044001.1	-1,40552911113303
Niben261Chr10g0483011.1	0,749637557950723
Niben261Chr14g1034013.1	-0,587311031600731
Niben261Chr19g1087009.1	-0,795519653595461
Niben261Chr04g1544008.1	-0,690509543495093
Niben261Chr19g0247006.1	-0,9514675628317
Niben261Chr15g0613014.1	1,06239533531428
Niben261Chr13g0817009.1	0,821964460551487
Niben261Chr14g0349005.1	-4,36518214219551
Niben261Chr06g1349008.1	0,908785038319434
Niben261Chr09g0002013.1	1,94098767492004
Niben261Chr16g1183012.1	-0,984043960728657
Niben261Chr03g0150005.1	0,61431541086125
Niben261Chr17g1504003.1	0,971003155552508
Niben261Chr05g0979006.1	0,598460020230051
Niben261Chr06g1427011.1	1,03702579383079
Niben261Chr04g0239011.1	-2,02831581828802
Niben261Chr18g0372003.1	-1,26800580922187
Niben261Chr14g1370002.1	-0,706026057016175
Niben261Chr02g0010006.1	0,951313929073804
Niben261Chr18g1375009.1	0,813277292949549
Niben261Chr09g0677003.1	-1,49966504214007
Niben261Chr08g0533010.1	0,963880236903057
Niben261Chr08g0219013.1	-1,14823737145746
Niben261Chr10g1360003.1	-4,159346921824
Niben261Chr16g0918005.1	-0,615290448945461
Niben261Chr05g0422002.1	0,685623333621126
Niben261Chr17g0064003.1	-0,824863205474907
Niben261Chr01g0411002.1	-0,847324345859335
Niben261Chr02g0044006.1	1,17107953718685
Niben261Chr19g0531005.1	0,95625906775299
Niben261Chr04g0223004.1	3,98468326399182
Niben261Chr01g1772004.1	1,76445232217803
Niben261Chr08g0035013.1	-1,7513663016168
Niben261Chr08g0154008.1	-0,652577847263752
Niben261Scf01817g0000002.1	-0,882649802243795
Niben261Chr09g0958009.1	-1,56097431617234
Niben261Chr07g1198010.1	0,697987688132207
Niben261Chr09g0083001.1	-4,74139864409601
Niben261Chr16g0419006.1	-1,54668210896744
Niben261Chr11g1286007.1	-1,06272357479457
Niben261Chr15g0637001.1	-0,67052355967003
Niben261Chr11g0765004.1	0,774993377253784
Niben261Chr01g1745006.1	-4,22550961768292
Niben261Chr11g0036007.1	1,47160084657717
Niben261Chr17g0627002.1	5,40282942835733
Niben261Chr03g1481017.1	-1,34602767058969
Niben261Chr01g0567003.1	-0,585510435886986
Niben261Chr11g0444004.1	1,60224562226161
Niben261Chr06g0371009.1	-1,18678079430608
Niben261Chr04g1538003.1	-3,49493673430601
Niben261Chr09g1324003.1	-1,36918550817653
Niben261Chr10g0481005.1	-0,592443752854482
Niben261Chr05g1261019.1	0,663245816483317
Niben261Chr06g0024009.1	1,17725313811059
Niben261Chr13g0844009.1	-4,26686607908423
Niben261Chr07g0406013.1	-4,06360102099079
Niben261Chr07g1177014.1	1,63957931516504
Niben261Chr15g0938002.1	0,612376165112992
Niben261Chr14g0025003.1	-1,25948454447472
Niben261Chr18g1372011.1	-0,737514750022392
Niben261Chr11g1426033.1	-0,828991453831414
Niben261Chr08g0138004.1	-2,06580707714407
Niben261Chr16g0054006.1	0,689266692231038
Niben261Chr04g0448010.1	-1,22056904139
Niben261Chr08g0742010.1	0,624452142329552
Niben261Chr01g0398001.1	0,785818948656121
Niben261Chr11g0718010.1	-4,42230960871734
Niben261Chr06g1121001.1	1,03522880650295
Niben261Chr07g1178010.1	0,80072840108971
Niben261Chr01g0027018.1	-2,15565211572559
Niben261Chr11g1338007.1	-0,864465425773678
Niben261Chr05g0939008.1	0,610640311082815
Niben261Chr15g0570001.1	0,651511053894636
Niben261Scf00858g0000002.1	1,06686501229367
Niben261Chr03g0083025.1	0,633014384733495
Niben261Chr08g0430007.1	-1,03895068219584
Niben261Chr09g0952024.1	1,02443894118992
Niben261Chr04g0509001.1	-0,951912747784771
