Name	pcrtBCC_vs_GFPCC_filtered
Niben261Chr01g1827008.1	-2,22472657767619
Niben261Chr07g1361002.1	0,981757932370806
Niben261Chr05g1000017.1	-1,01399271766541
Niben261Chr03g0172007.1	-4,36290162750567
Niben261Chr09g1354027.1	1,04151167075747
Niben261Chr02g1408002.1	-5,49731054362818
Niben261Chr08g0319007.1	-1,33505263100417
Niben261Chr19g0919003.1	-1,1456901210076
Niben261Chr11g1194001.1	-5,42216467759613
Niben261Chr15g1457008.1	-5,24922792647106
Niben261Chr07g1129018.1	-1,88924926819745
Niben261Chr02g1409007.1	-0,649902580078816
Niben261Chr14g1474007.1	-1,40790127009001
Niben261Chr17g1503004.1	1,22147335009639
Niben261Chr10g0553001.1	-1,15788810727827
Niben261Chr07g0925001.1	-0,821232058311262
Niben261Chr14g0431002.1	-1,00694652477997
Niben261Chr09g0916004.1	0,787351809884664
Niben261Chr17g0344012.1	-0,771916852879715
Niben261Chr13g0482004.1	-2,4389491178755
Niben261Chr08g0796001.1	-3,10041222371705
Niben261Chr17g0963022.1	1,02316026584023
Niben261Chr01g0348004.1	1,54732922038649
Niben261Chr06g0095013.1	-0,757485823232007
Niben261Chr04g0551001.1	-1,33752420114197
Niben261Chr13g0523003.1	-3,45506590386875
Niben261Chr05g0605001.1	-1,8132415824586
Niben261Chr15g1268003.1	-1,49002913575845
Niben261Chr04g1769004.1	-0,837784455821161
Niben261Chr03g0008020.1	-1,89544841523926
Niben261Chr10g0587001.1	-1,01007627789702
Niben261Chr14g0602035.1	-0,605596400154264
Niben261Chr10g0661001.1	-0,744098346535075
Niben261Chr17g0055019.1	-0,829697071107949
Niben261Chr07g0005009.1	0,972655053371644
Niben261Chr12g0279003.1	1,34260464278647
Niben261Chr03g0053016.1	-0,859937379977121
Niben261Chr02g0807015.1	-0,90883918963578
Niben261Chr05g0084016.1	0,776947862197647
Niben261Chr19g1137015.1	-0,618461121262449
Niben261Chr14g1513045.1	-1,46064139722944
Niben261Chr14g0606003.1	-5,10141809532088
Niben261Chr10g0514001.1	0,625549719133579
Niben261Chr10g0956003.1	-5,15237498410291
Niben261Chr08g1244009.1	-0,61241705117244
Niben261Chr16g0933001.1	-1,38165123014697
Niben261Chr16g1474008.1	-5,09251601373517
Niben261Chr02g0809005.1	-1,29355362293975
Niben261Chr01g0059002.1	0,833222137515206
Niben261Chr18g0858015.1	-2,13220093144692
Niben261Chr12g0084003.1	-1,4705785360196
Niben261Chr11g0605002.1	0,712077262195523
Niben261Chr04g0059014.1	-1,02526352961133
Niben261Chr16g0881012.1	2,93907500839124
Niben261Chr17g1061006.1	-1,02543403156107
Niben261Chr06g0650007.1	-0,677206565544797
Niben261Chr15g0043006.1	-5,10774826156773
Niben261Chr19g1477007.1	1,5159199822069
Niben261Chr03g0962008.1	-1,48907620163035
Niben261Chr08g0169014.1	-1,36149704291792
Niben261Chr17g1498005.1	0,714384566490941
Niben261Chr05g0688002.1	-1,11528908471472
Niben261Chr13g0035002.1	-1,94414502099744
Niben261Chr04g1658010.1	-1,35060126435973
Niben261Chr11g0523009.1	-1,10750791702708
Niben261Chr07g0175007.1	-1,15997586710217
Niben261Chr17g0004017.1	-1,33213135041889
Niben261Chr13g1034008.1	-1,31485232078331
Niben261Chr14g0478006.1	-0,859582217458741
Niben261Chr06g1137008.1	-0,842802055486846
Niben261Chr12g0036006.1	0,660184336366122
Niben261Chr17g0046007.1	-0,694830579332497
Niben261Chr07g1055007.1	2,44268936391825
Niben261Chr15g0782015.1	0,82370181228051
Niben261Chr07g1286014.1	2,05409845311343
Niben261Chr04g0629006.1	-1,15730118560076
Niben261Chr05g0824003.1	-3,61762479055739
Niben261Chr14g1337004.1	-1,18829693358625
Niben261Chr13g0010010.1	0,691209618262402
Niben261Chr06g0030015.1	1,01439475101918
Niben261Chr16g0160005.1	-5,24337387827463
Niben261Chr03g0426010.1	-0,968615380354568
Niben261Chr01g0234004.1	-1,01190712342939
Niben261Chr07g0946002.1	-1,57208271727965
Niben261Chr15g0964005.1	5,57130228678883
Niben261Chr14g1009019.1	-1,5099130167153
Niben261Chr09g0173003.1	-4,77382636505636
Niben261Chr06g1038002.1	-4,7137880089826
Niben261Chr12g1103009.1	-0,685508827491057
Niben261Chr10g0178014.1	-0,98058846544276
Niben261Chr12g0843011.1	1,19102682086899
Niben261Chr11g1146016.1	1,51783715416784
Niben261Chr14g1504005.1	-0,629661325265933
Niben261Chr08g1163011.1	-0,652269962117886
Niben261Chr10g0858018.1	-0,814155666539767
Niben261Chr12g0311004.1	-5,11787757190917
Niben261Chr07g0892004.1	-3,14168367770459
Niben261Chr16g0179008.1	1,02276017949681
Niben261Chr06g0507008.1	-1,82679629545928
Niben261Chr09g1038015.1	1,50375620594956
Niben261Chr02g0629001.1	-0,764850538462382
Niben261Chr06g0160002.1	1,26713320096919
Niben261Chr19g1021007.1	-3,21338626747209
Niben261Chr05g1184012.1	-0,938344112383439
Niben261Chr15g1212004.1	-1,97936511636398
Niben261Chr16g1330011.1	-0,90985069179085
Niben261Chr06g1254010.1	-0,878648702454727
Niben261Scf01681g0000003.1	-1,25241631626838
Niben261Chr19g0964001.1	-0,604526667377358
Niben261Chr11g1401007.1	1,14302568484416
Niben261Chr07g1417015.1	0,837637581401921
Niben261Chr01g1780003.1	-0,685940015119767
Niben261Chr03g0647001.1	-0,772426673751252
Niben261Chr12g0226001.1	-0,843306457169
Niben261Chr08g0225022.1	-2,03732282405314
Niben261Chr12g0320008.1	-1,31757560106636
Niben261Chr05g1365005.1	0,812095817474897
Niben261Chr08g0067004.1	0,717859192430699
Niben261Chr04g0653007.1	-0,58502797851141
Niben261Chr18g1055004.1	-0,831140263776797
Niben261Chr02g1347012.1	-1,84900809249118
Niben261Chr19g1462002.1	-0,879267716802713
Niben261Chr14g0953007.1	-4,89507658869143
Niben261Chr11g0275006.1	-0,676621023770573
Niben261Chr06g1077002.1	0,929572510717007
Niben261Chr06g1257019.1	-1,21099034051583
Niben261Chr06g0368012.1	-1,95987092442319
Niben261Chr16g0255013.1	1,14282371407609
Niben261Chr13g1258002.1	-4,15100447607471
Niben261Chr14g0671006.1	-4,33962314428765
Niben261Chr19g0115032.1	-1,69188545967425
Niben261Chr05g0477010.1	1,534142435678
Niben261Chr15g1456002.1	-1,58814348215301
Niben261Chr17g1546003.1	-0,73112812915654
Niben261Chr03g0626008.1	1,20534118353626
Niben261Chr19g0108008.1	0,911720276972344
Niben261Chr15g1149009.1	-2,01714296135778
Niben261Chr06g1422001.1	1,33673094794358
Niben261Chr12g0293002.1	-1,38612927453371
Niben261Chr12g0645009.1	-1,82637827770331
Niben261Chr12g0525004.1	-1,04173614577118
Niben261Chr18g1249005.1	-0,970247475612086
Niben261Chr07g1257001.1	-0,973679964829329
Niben261Chr10g0371005.1	0,66422006542602
Niben261Chr11g0499002.1	-4,63067304072136
Niben261Chr08g0668005.1	-0,790070037965317
Niben261Chr04g0062016.1	0,809498774486092
Niben261Chr07g0406006.1	0,637362504582647
Niben261Chr11g0699023.1	-1,04309796766072
Niben261Chr12g0913008.1	-2,44705293447654
Niben261Chr10g0126005.1	-1,67693636955502
Niben261Chr03g0882001.1	0,614307910314019
Niben261Chr03g1132009.1	-1,86667210845662
Niben261Chr06g0234016.1	0,774630204245739
Niben261Chr07g1027009.1	-1,17493026662226
Niben261Chr18g0495001.1	1,97174915228115
Niben261Chr06g1448014.1	0,808537593021316
Niben261Chr13g0796002.1	-0,716998547383521
Niben261Chr01g0951010.1	-4,29901722126171
Niben261Chr08g0258005.1	-1,55457583601487
Niben261Chr10g1199005.1	1,46088998789163
Niben261Chr14g0589008.1	-0,689164842589158
Niben261Chr11g1368011.1	-1,22911085130323
Niben261Chr02g1058001.1	0,914983884383753
Niben261Chr06g0846017.1	-0,814880348949154
Niben261Chr12g0049014.1	0,603751043265359
Niben261Chr03g0212011.1	-2,32583784659677
Niben261Chr12g1158002.1	-1,17977374604504
Niben261Chr19g1059002.1	-1,40644542147854
Niben261Chr09g0174005.1	1,03241612970306
Niben261Chr10g0198003.1	-2,47895683752245
Niben261Chr02g1506012.1	1,60364600963947
Niben261Chr04g1129005.1	-4,48325046345153
Niben261Chr06g0806002.1	0,616895891161151
Niben261Chr03g0085006.1	-0,825795531092545
Niben261Chr16g0877001.1	0,708234323942452
Niben261Chr18g1235004.1	0,794874592213473
Niben261Chr13g0179001.1	-2,26746742850452
Niben261Chr16g0160033.1	-1,7466412238448
Niben261Chr06g0535008.1	-0,89524734892064
Niben261Chr10g1349010.1	-2,73518347963059
Niben261Chr15g0922003.1	0,723679360994728
Niben261Chr14g0712001.1	-1,39078257570777
Niben261Chr13g1245005.1	-3,1540653625989
Niben261Chr12g0437008.1	-0,887799687299639
Niben261Chr07g0922003.1	0,728421358413843
Niben261Chr14g1520012.1	-1,10427350037494
Niben261Chr16g0348001.1	5,43086811044143
Niben261Chr14g0012002.1	-0,738388450889779
Niben261Chr04g0564006.1	1,0219849238359
Niben261Chr02g1002004.1	-0,994446647408266
Niben261Chr07g1463013.1	-4,58299585037112
Niben261Chr17g0244002.1	-0,758681310380763
Niben261Chr14g0006006.1	-4,67162437185364
Niben261Chr05g1054005.1	-1,00552445745682
Niben261Chr12g0721026.1	-0,642135518402306
Niben261Chr15g0891005.1	1,40473292641298
