Name	pcrtBBB_vs_GFPBB_filtered
Niben261Chr06g0095054.1	2,15628096684032
Niben261Chr10g0553001.1	-1,83614820289821
Niben261Chr18g1357010.1	2,92273014532193
Niben261Chr01g1080014.1	-1,89753933610647
Niben261Chr02g0093002.1	3,09208096306244
Niben261Chr12g0293002.1	-1,87820387198455
Niben261Chr04g1635011.1	-1,29937701838371
Niben261Chr19g1477007.1	3,74489184161457
Niben261Chr16g0085005.1	2,92327414090804
Niben261Chr13g0084008.1	2,28390829207993
Niben261Chr01g0460004.1	-1,36866925845397
Niben261Chr12g0783003.1	1,82104440836457
Niben261Chr16g0884007.1	-4,32617278229632
Niben261Chr13g0909005.1	3,44524424511253
Niben261Chr06g0899007.1	-1,06925583437623
Niben261Chr12g0148003.1	-1,30066403543502
Niben261Chr14g0544012.1	-1,34992823002646
Niben261Chr13g0063032.1	-2,33592970507296
Niben261Chr03g0016006.1	-1,37971011370158
Niben261Chr02g0347021.1	-2,35857278965842
Niben261Chr12g0456008.1	3,58955854007672
Niben261Chr08g0327001.1	-1,20198430047778
Niben261Chr13g0582011.1	4,16335167903677
Niben261Chr16g1270001.1	-7,95055831466136
Niben261Chr12g0492008.1	6,55469321140679
Niben261Chr12g0748008.1	-4,5853079977886
Niben261Chr11g1310006.1	-2,53698412878868
Niben261Chr07g1029002.1	-1,97010534980726
Niben261Chr16g1185001.1	-1,29761148069736
Niben261Chr14g0135012.1	-1,71327796457794
Niben261Chr11g0029011.1	-1,78847044926104
Niben261Chr17g0436002.1	6,7855920851871
Niben261Chr16g0933001.1	-1,88514930359818
Niben261Chr15g0723002.1	2,6829413808458
Niben261Chr08g0059004.1	3,48276520816466
Niben261Chr09g0872017.1	-2,09662822767599
Niben261Chr06g0560017.1	-1,57491216286728
Niben261Chr06g1467002.1	7,48532678175551
Niben261Chr16g0299002.1	-2,36759043775955
Niben261Chr04g0615001.1	-7,87379831681969
Niben261Chr13g0585004.1	-2,1623441454711
Niben261Chr09g1113002.1	-2,22891895326543
Niben261Chr12g0257004.1	-1,6231513239441
Niben261Chr10g0129002.1	5,59226888346921
Niben261Chr05g0688002.1	-2,98588182419255
Niben261Chr11g0350010.1	-1,20822975629375
Niben261Chr07g1158009.1	-7,56437365080395
Niben261Chr06g0903016.1	-1,62617096992798
Niben261Chr06g1448014.1	2,59402228845297
Niben261Chr16g0780016.1	-2,07364075877577
Niben261Chr04g1707005.1	-2,4459271482534
Niben261Chr11g1394015.1	-1,47236456282981
Niben261Chr07g1414001.1	2,3265390253794
Niben261Chr11g0426024.1	5,72522824231366
Niben261Chr14g1245004.1	5,40464386431421
Niben261Chr06g0699001.1	-2,32622395274188
Niben261Chr15g1380006.1	-1,30924586507481
Niben261Chr12g0284004.1	-1,45709285877353
Niben261Chr01g1688002.1	-1,39695530277669
Niben261Chr08g0169014.1	-2,43983723468388
Niben261Chr09g1038015.1	3,79873018255695
Niben261Chr05g1238006.1	-1,62050004284008
Niben261Chr01g0917001.1	1,19007099095539
Niben261Chr07g1367009.1	1,59948783653364
Niben261Chr10g0150009.1	1,59901273644882
Niben261Chr13g0352001.1	1,70961161743266
Niben261Chr01g0896008.1	1,53773750845937
Niben261Chr09g1251022.1	2,8296981265877
Niben261Chr07g0480003.1	-1,80380594744074
Niben261Chr04g1847002.1	-1,66676240193796
Niben261Chr01g1174004.1	1,70495083395427
Niben261Chr12g1440006.1	3,12394311399557
Niben261Chr06g1087003.1	-2,38260748355283
Niben261Chr11g0432011.1	-3,62050310511146
Niben261Chr08g0520018.1	-1,28734422463197
Niben261Chr16g1314001.1	1,99689601215937
Niben261Chr10g0129001.1	2,83688148085057
Niben261Chr05g0584002.1	1,58671539543241
Niben261Chr17g0083001.1	1,33558477515942
Niben261Chr06g1109009.1	-1,61759125655637
Niben261Chr08g0017019.1	-4,00452338799798
Niben261Chr15g0734003.1	-3,29880086215883
Niben261Chr08g0481015.1	-2,36010724489934
Niben261Chr06g0095051.1	-3,93700292100427
Niben261Chr11g0688007.1	-1,17787724064934
Niben261Chr01g0091006.1	-1,69329642164399
Niben261Chr12g0913008.1	-4,57384014793489
Niben261Chr19g0546001.1	-2,05978762241493
Niben261Chr09g0308012.1	-7,0865510209743
Niben261Chr14g0923003.1	2,43421349434282
Niben261Chr10g0348005.1	-3,24793346570015
Niben261Chr07g0378025.1	-5,5167166534162
Niben261Chr13g0664013.1	5,68325998927928
Niben261Chr08g0573011.1	2,03521684229508
Niben261Chr09g1040014.1	-3,18206150106222
Niben261Chr17g0815005.1	2,55214031671495
Niben261Chr06g1467010.1	7,45614840783062
Niben261Chr12g0343005.1	-1,47150973503225
Niben261Chr16g0376019.1	2,40196481461426
Niben261Chr02g0739004.1	-1,76864037415578
Niben261Chr13g0959002.1	-3,09982941011135
Niben261Chr03g0014004.1	1,77334891577031
Niben261Chr02g0720001.1	2,98827999969464
Niben261Chr04g1076007.1	-1,84167588137746
Niben261Chr13g0528012.1	1,3968294592932
Niben261Chr15g1291003.1	-1,7196256675106
Niben261Chr03g0059001.1	-1,65708770484777
Niben261Chr07g1198010.1	2,47425688151875
Niben261Chr11g1100005.1	-2,88872573810675
Niben261Chr16g1183012.1	-1,51906419112223
Niben261Chr06g0713029.1	1,38814810809089
Niben261Chr19g1055001.1	1,21298353451164
Niben261Chr16g1429013.1	-6,81303110674621
Niben261Chr15g1268002.1	-1,39849765390744
Niben261Chr03g1326004.1	2,08418733667681
Niben261Chr08g0161029.1	-1,98239176824225
Niben261Chr01g0888003.1	7,50102858561533
Niben261Chr07g1078008.1	4,01260658258402
Niben261Chr10g0961001.1	-1,24278752525689
Niben261Chr11g0689014.1	2,22517387744327
Niben261Chr07g1020004.1	-3,38411534324139
Niben261Chr07g0378026.1	-4,99074732331887
Niben261Chr03g0221009.1	3,25849148477563
Niben261Chr14g0586007.1	-1,02367389964336
Niben261Chr03g1830002.1	1,84913710965264
Niben261Chr02g0084019.1	5,90365962845116
Niben261Chr11g0605002.1	2,628088365423
Niben261Chr02g0766019.1	-1,00083961529224
PaancrtB:mRNA	7,36200212291848
Niben261Chr06g1114007.1	-1,97638399638753
Niben261Chr01g1478011.1	-2,57727805699565
Niben261Chr03g1057004.1	-2,31483167389739
Niben261Chr09g0575003.1	2,59526354714384
Niben261Chr09g1217006.1	2,39677404753926
Niben261Chr18g1377001.1	-2,76913693230619
Niben261Chr15g1087001.1	1,10899849607774
Niben261Chr10g0564001.1	3,01300596632758
Niben261Chr09g1243001.1	7,16925681250771
Niben261Chr12g0386010.1	-1,39415421196951
Niben261Chr03g0883002.1	-1,1566389582171
Niben261Chr16g0519016.1	-1,1525893979599
Niben261Chr17g1291020.1	-2,2286182387919
Niben261Chr17g1546014.1	4,8408761350845
Niben261Chr14g1060008.1	1,18603098307604
Niben261Chr08g1141004.1	-5,63749104793135
Niben261Chr19g0149009.1	2,09273841303172
Niben261Chr04g0471002.1	-4,5681132234435
Niben261Chr12g0404001.1	5,62621159036155
Niben261Chr03g0023040.1	-2,32805089491822
Niben261Chr03g1612003.1	-2,15697060084417
Niben261Chr11g1427001.1	2,18387119601751
Niben261Chr16g0181011.1	2,43754606582452
Niben261Chr14g1502009.1	-1,18724737176957
Niben261Chr11g1055001.1	-2,72955225364189
Niben261Chr15g1461007.1	1,63046078848615
Niben261Chr09g0906003.1	-1,09992513306618
Niben261Chr10g1185008.1	2,56302051311762
Niben261Chr02g0878007.1	-2,13560734098493
Niben261Chr15g0162001.1	3,01656080576218
Niben261Chr12g1569020.1	-3,17089803472568
Niben261Chr01g1364017.1	-2,1647364590733
Niben261Chr16g0087003.1	2,4937720833532
Niben261Chr04g1497006.1	-2,58496541608281
Niben261Chr10g0031003.1	1,46417502947471
Niben261Chr04g0247002.1	1,79881176858752
Niben261Chr10g0463004.1	1,90248614691543
Niben261Chr16g0346003.1	7,2301121333167
Niben261Chr07g0997012.1	2,95310078239206
Niben261Chr11g0991011.1	-1,45090478089934
Niben261Chr16g1302007.1	-2,03806087107053
Niben261Chr18g0493005.1	2,8188858295498
Niben261Chr15g1524003.1	-2,09604912784789
Niben261Chr19g0257004.1	-1,75460459178941
Niben261Chr05g0571007.1	1,10011645105311
Niben261Chr08g0258005.1	-1,78464885078928
Niben261Chr04g0223004.1	6,29969132105654
Niben261Chr17g0161003.1	-3,24965541706861
Niben261Chr05g1021013.1	2,68794551528471
Niben261Chr06g0090001.1	1,87053363974939
Niben261Chr18g0110027.1	1,84961273938707
Niben261Chr11g0883003.1	2,36254126523575
Niben261Chr07g0656003.1	1,00087466476443
Niben261Chr11g1101001.1	0,972422685573024
Niben261Chr06g1257019.1	-2,43980356092587
Niben261Chr16g1420015.1	-1,12356803963084
Niben261Chr09g0125003.1	2,74959201683643
Niben261Chr14g0508001.1	2,10942010828596
Niben261Chr05g0567001.1	-0,791653931841941
Niben261Chr05g0316001.1	1,50899723693563
Niben261Chr05g0697006.1	-1,67085531784695
Niben261Chr13g0634007.1	1,91476344689557
Niben261Chr07g0104010.1	2,1019224455128
Niben261Chr17g0102008.1	-2,48266642114981
Niben261Chr08g0093001.1	1,57898658741973
Niben261Chr19g0034003.1	3,16028994293603
Niben261Chr07g0366006.1	-6,47651805991949
Niben261Chr14g0953009.1	3,87245728065845
Niben261Chr12g0609008.1	1,99670997370903
Niben261Chr11g1427013.1	1,99526991043844
Niben261Chr05g0171002.1	-1,9093415980608
Niben261Chr16g0350012.1	-1,98542191998486
Niben261Chr01g1104005.1	-1,30615833506387
Niben261Chr10g1008010.1	-2,24961412044162
Niben261Chr01g0547003.1	-1,31403981674386
Niben261Chr15g0951006.1	1,34083814594134
Niben261Chr06g0742011.1	1,67714548430938
Niben261Chr18g0042006.1	2,83861137594354
Niben261Chr03g0916010.1	1,97625758777391
Niben261Chr08g0819003.1	2,86861372649893
Niben261Chr12g0429008.1	-2,29788165808897
Niben261Chr16g0343009.1	4,66582777374551
Niben261Chr12g1113006.1	1,66979847732764
Niben261Chr09g1320001.1	0,925004484392999
Niben261Chr14g1513049.1	1,84087294527203
Niben261Chr02g0637003.1	1,05724270709379
Niben261Chr07g1143003.1	2,31132437637983
Niben261Chr17g1535045.1	5,28376265165762
Niben261Chr06g0099008.1	4,98199341051758
Niben261Chr10g1076006.1	-2,44765360481087
Niben261Chr06g1089001.1	-2,04661343083498
Niben261Chr18g0458010.1	2,08341957391892
Niben261Chr08g0199003.1	-1,46092923678006
Niben261Chr16g0674001.1	0,954621942469034
Niben261Chr04g1136003.1	-1,45274466366441
Niben261Chr03g0212011.1	-1,60002013627149
Niben261Chr08g0252009.1	-1,32225697623973
Niben261Scf15903g0000001.1	-7,32251953088872
Niben261Chr12g0167002.1	1,75780942842112
Niben261Chr09g1282007.1	-1,68186382854853
Niben261Chr09g0858013.1	5,72062795341626
Niben261Chr10g0568003.1	1,33353844506149
Niben261Chr19g0071003.1	-1,66827411316185
Niben261Chr09g0613003.1	-1,46775884753896
Niben261Chr07g1168006.1	2,27405628536918
Niben261Chr01g1050001.1	1,35244807513959
Niben261Chr03g0608002.1	1,10110552349163
Niben261Chr15g0941001.1	1,10231452554163
Niben261Chr05g1243004.1	2,78136691117256
Niben261Chr14g0938002.1	1,98765342782231
Niben261Chr15g1166007.1	1,07756705485127
Niben261Chr06g0397019.1	-1,3490636008671
Niben261Chr16g0180004.1	1,23817826910549
Niben261Chr03g0059002.1	-1,81786867036956
Niben261Chr04g0107024.1	-1,41507966954908
Niben261Chr04g0235002.1	1,36078726995945
Niben261Chr10g0652003.1	6,63902988313736
Niben261Chr07g1445006.1	1,29445206738021
Niben261Chr14g0102018.1	1,60324806917524
Niben261Chr10g0232005.1	-1,4500734972784
Niben261Chr02g1094002.1	-2,43866858117066
Niben261Chr11g0952012.1	-1,31691869198357
Niben261Chr10g0661001.1	-0,824984503909028
Niben261Chr09g1169030.1	2,93245039996749
Niben261Chr07g1305014.1	-2,54645272347802
Niben261Chr10g0038002.1	1,06737946632155
Niben261Chr06g0533003.1	-1,12797134146508
Niben261Chr11g1077004.1	-1,81963865904997
Niben261Chr16g1154009.1	3,18067490332198
Niben261Chr05g1092016.1	-1,02453805428204
Niben261Chr11g1339003.1	-1,40023845741897
Niben261Chr12g0320008.1	-1,21592865555075
Niben261Chr15g1514008.1	0,996645371090248
Niben261Chr02g0744003.1	-1,47514225871856
Niben261Chr17g0244002.1	-1,19621380089637
Niben261Chr07g1047005.1	1,63819364125408
Niben261Chr09g1354027.1	1,13530511257287
Niben261Chr09g0772005.1	2,35020764746232
Niben261Chr02g0230006.1	10,2709149719385
Niben261Chr10g0382001.1	1,87701505922644
Niben261Chr19g0386008.1	-1,82466248698181
Niben261Chr05g0536007.1	1,76006246121643
Niben261Chr04g1552007.1	1,57072748014267
Niben261Chr02g0650001.1	-1,64302035144263
Niben261Chr09g0996004.1	-3,65718784966008
Niben261Chr10g0811013.1	-1,23528324953328
Niben261Chr19g0550001.1	1,71670942681368
Niben261Chr04g0685003.1	-5,772053130753
Niben261Chr16g0383004.1	-1,49614389014357
Niben261Chr04g1205003.1	-1,82561529132985
Niben261Chr19g0470020.1	1,30036494603023
Niben261Chr15g0964005.1	10,9457967264318
Niben261Chr14g0974005.1	-1,22704965904915
Niben261Chr09g1071003.1	2,4701672950875
Niben261Chr16g1319010.1	1,79664650392661
Niben261Chr08g0668005.1	-1,39637293498635
Niben261Chr07g1509017.1	-1,36988989411342
Niben261Chr05g0690005.1	-3,55755206604442
Niben261Chr16g0428001.1	2,28913683952023
Niben261Chr01g1132003.1	-0,919185172035297
Niben261Chr09g0025009.1	0,902921286088402
Niben261Chr07g1483003.1	3,16091396318349
Niben261Chr01g0218001.1	-1,68439179782107
Niben261Chr06g0606001.1	-1,24041514985357
Niben261Chr01g1439001.1	-1,26061586089504
Niben261Chr18g0131008.1	2,48361848248225
Niben261Chr07g0849002.1	-1,07625471801156
Niben261Chr14g0102013.1	2,63275086719853
Niben261Chr12g0847010.1	2,5172730009394
Niben261Chr08g1315005.1	1,88224016500034
Niben261Chr15g1405003.1	-2,62348416055367
Niben261Chr19g0505007.1	2,91635302637053
Niben261Chr14g0104012.1	-1,30474025445108
Niben261Chr01g1355017.1	1,61222201150419
Niben261Chr12g1028009.1	-2,91429164789064
Niben261Chr12g0933008.1	-1,96390060262558
Niben261Chr01g1147004.1	-1,44715029413604
Niben261Chr13g0114019.1	-1,93061666916517
Niben261Chr18g1325005.1	-2,21463430733285
Niben261Chr12g0233010.1	-1,53992629892007
Niben261Chr05g1347001.1	-1,96259951905247
Niben261Chr18g0652005.1	1,67845397679801
Niben261Chr08g0587015.1	1,51840267887206
Niben261Chr05g0219001.1	1,92564116598002
Niben261Chr15g0003001.1	1,93217010192637
Niben261Chr08g0251005.1	-1,13954693452079
Niben261Chr10g0551001.1	1,05079675038352
Niben261Chr16g0052013.1	1,62799779665969
Niben261Chr12g0883009.1	-1,36318429099361
Niben261Chr08g0020012.1	3,13068003887218
Niben261Scf04838g0000001.1	-1,82001717691629
Niben261Chr12g0745001.1	-1,05989313180137
Niben261Chr09g1040024.1	-2,47434238395062
Niben261Chr08g0024015.1	-1,97087608109047
Niben261Chr14g0812001.1	5,28160272962479
Niben261Chr18g1388003.1	-1,08480441079868
Niben261Chr17g1468003.1	-2,83294721678069
Niben261Chr04g0333002.1	6,9739992132744
Niben261Chr16g0183001.1	-1,10521365442495
Niben261Chr14g0593007.1	2,01704671391476
Niben261Chr17g0171006.1	-4,95812488611151
Niben261Chr10g0343001.1	1,24974827727595
Niben261Chr12g1315001.1	-3,37084063679002
Niben261Chr05g0829006.1	-1,10761471963591
Niben261Chr04g1336014.1	8,74766030318199
Niben261Chr01g1363012.1	1,57477309882479
Niben261Chr13g0510015.1	5,01149376538924
Niben261Chr03g0154010.1	1,65193194670198
Niben261Chr12g1158002.1	-1,77566381414547
Niben261Chr19g0988021.1	1,19687866964113
Niben261Chr10g0139008.1	1,398806246683
Niben261Chr17g0386010.1	1,78638599674094
Niben261Chr08g0856001.1	-1,36659864631423
Niben261Chr16g1261007.1	1,69991318154796
Niben261Chr05g0878009.1	-1,70612772000446
Niben261Chr02g0458005.1	-3,17714619397686
Niben261Chr18g0557014.1	-1,66959089433528
Niben261Chr07g1296012.1	-2,66613563794793
Niben261Chr05g0671008.1	-1,35163000750796
Niben261Chr14g0648007.1	-1,76136656672848
Niben261Chr07g1371003.1	-5,88197299936023
Niben261Chr02g0473013.1	1,18765856860036
Niben261Chr03g0959001.1	-1,52513778371918
Niben261Chr09g0549006.1	-0,714525635821629
Niben261Chr04g0418026.1	-1,05678200148206
Niben261Chr18g0270007.1	1,44678185260554
Niben261Chr09g0834008.1	2,484247784891
Niben261Chr16g0682005.1	0,907720190575897
Niben261Chr14g1039002.1	-1,45292126146723
Niben261Chr12g0579007.1	-5,07134173692628
Niben261Chr06g0437002.1	2,07939668294623
Niben261Chr07g1256006.1	-1,39042435099622
Niben261Chr18g0823006.1	0,960291023516049
Niben261Chr13g0726008.1	-1,0100640851393
Niben261Chr06g0525007.1	2,255324875486
Niben261Chr18g1451013.1	8,18947203166015
Niben261Chr03g0751014.1	2,79420576617867
Niben261Chr05g0836006.1	1,2342977186341
Niben261Chr08g0429004.1	-1,17554255283457
Niben261Chr04g0387001.1	1,22497966629136
Niben261Chr01g1269015.1	7,57937945904423
Niben261Chr02g0906022.1	1,95929911620746
Niben261Chr09g1313020.1	1,70941803015784
Niben261Chr05g1247001.1	4,92380251625332
Niben261Chr04g0406001.1	-6,07755877477575
Niben261Chr16g0502002.1	-0,825151114538705
Niben261Chr08g0022017.1	2,86433006064354
Niben261Chr06g0639003.1	1,98215406978672
Niben261Chr09g0952024.1	-3,57873880709457
Niben261Chr02g0652006.1	-1,20817696021026
Niben261Chr07g0101015.1	0,983931040150209
Niben261Chr04g0951015.1	-1,9693913775005
Niben261Chr12g0424009.1	1,91494168254762
Niben261Chr14g1472008.1	1,23928766525782
Niben261Chr02g0539005.1	-1,86293996888082
Niben261Chr09g0749005.1	-0,973596796673168
Niben261Chr12g1394003.1	0,955194733430276
Niben261Chr13g0211019.1	1,8693507393176
Niben261Chr03g0307006.1	4,78195049520648
Niben261Chr01g0421002.1	8,56661338295097
Niben261Chr18g1298014.1	-0,910068376462247
Niben261Chr16g0461002.1	2,72511847807657
Niben261Chr08g0305001.1	2,12492972841279
Niben261Chr16g0336001.1	-2,36277443065504
Niben261Chr01g1056004.1	0,771244737614839
Niben261Chr12g0664001.1	-1,16349327540341
Niben261Chr14g1340021.1	1,10763521974807
Niben261Chr03g0626008.1	1,62770768269757
Niben261Chr16g0884010.1	-1,66112212539127
Niben261Chr03g1253003.1	-1,25895591219008
Niben261Chr13g0165003.1	0,823729781940553
Niben261Chr18g0937003.1	-1,45584981998125
Niben261Chr10g0446020.1	1,86479340407465
Niben261Chr09g0914008.1	1,88482349831673
Niben261Chr07g1511011.1	-1,69992252727836
Niben261Chr16g0175006.1	-1,10992721428762
Niben261Chr03g0621008.1	1,42174678387195
Niben261Chr16g0057015.1	-1,02850491003342
Niben261Chr02g1404005.1	2,83097556247264
Niben261Chr01g0755001.1	-1,4840128310057
Niben261Chr06g0073024.1	-3,3039095260087
Niben261Chr16g0759003.1	0,742622734732559
Niben261Chr08g0436006.1	-2,21336941420248
Niben261Chr18g0703002.1	-1,17784840128199
Niben261Chr09g0862001.1	1,83238563673938
Niben261Chr04g0009002.1	1,71773276484027
Niben261Chr03g0150001.1	0,981047780769248
Niben261Chr02g0976002.1	1,41957707331807
Niben261Chr05g0063005.1	-1,09493379232747
Niben261Chr09g1305030.1	-5,94228114320279
Niben261Chr18g0631005.1	-1,6512776609853
Niben261Chr06g0224006.1	-1,16724399395352
Niben261Chr03g1518007.1	0,697686818363466
Niben261Chr03g0948004.1	1,29140425878035
Niben261Chr16g0182001.1	2,25114780795925
Niben261Chr18g0152003.1	1,01701709845483
Niben261Chr10g1297004.1	1,72302831332088
Niben261Chr04g0551001.1	-0,990198017543513
Niben261Chr07g1395013.1	-0,961854257535351
Niben261Chr05g0814003.1	-1,28635535223435
Niben261Chr04g1780010.1	1,21953153280147
Niben261Chr10g0337003.1	8,07337825098165
Niben261Chr03g1276001.1	2,62708667511723
Niben261Chr04g1559013.1	-1,33931145300287
Niben261Chr14g1414011.1	-1,39831718150134
Niben261Chr17g1538007.1	-0,880304139862111
Niben261Chr06g1141016.1	-0,847340683798657
Niben261Chr05g0946001.1	-0,824342559516671
Niben261Chr18g0250008.1	1,23699803816206
Niben261Chr08g0016009.1	-1,32575134882648
Niben261Chr03g1202001.1	-1,50987131020893
Niben261Chr06g0053002.1	-0,948959764512197
Niben261Chr06g0459006.1	2,23695350049036
Niben261Chr10g0105005.1	1,11685121665257
Niben261Chr14g0835003.1	1,71910655719255
Niben261Chr02g1513002.1	-1,03082437387803
Niben261Chr11g0974011.1	2,04600021988428
Niben261Chr06g1366002.1	-0,778179857458654
Niben261Chr19g1459013.1	2,06770798798071
Niben261Chr15g1002003.1	-1,53550135009221
Niben261Chr09g0714010.1	4,69809510219592
Niben261Chr15g1477001.1	-0,988922427758376
Niben261Chr15g0260006.1	1,66531012077763
Niben261Chr02g0607003.1	2,34324821500436
Niben261Chr02g1158001.1	1,36826622822268
Niben261Chr15g1197007.1	6,53812053590078
Niben261Chr07g0088001.1	-1,89986681997265
Niben261Chr03g0298006.1	2,43544532507773
Niben261Chr10g0462006.1	1,07687297273055
