Name	pcrtBZZ_vs_GFPZZ_filtered
Niben261Chr09g0952024.1	1,08360342348652
Niben261Chr01g1688002.1	-0,794579568778563
Niben261Chr04g0059014.1	-1,01376753226567
Niben261Chr19g1021007.1	-3,41677447260352
Niben261Chr03g0084001.1	-1,54021990590306
Niben261Chr08g0959008.1	-1,82575776806498
Niben261Chr01g1121002.1	0,726677100580097
Niben261Chr04g1538003.1	-4,79595831049397
Niben261Chr07g0920009.1	1,5073785487287
Niben261Chr08g1046005.1	-1,67329257538298
Niben261Chr12g0525004.1	-1,0170454447631
Niben261Chr12g0437008.1	-1,02388195369893
Niben261Chr01g0951010.1	-4,11101629144822
Niben261Chr04g0140005.1	-1,22269758568849
Niben261Chr10g1298004.1	-1,20705495544716
Niben261Chr16g0297007.1	4,23070296826868
Niben261Chr04g1726010.1	-0,746406386058335
Niben261Chr09g1118005.1	0,590800543378972
Niben261Chr12g0645009.1	-2,11046688171764
Niben261Chr16g0213004.1	0,699975643883119
Niben261Chr04g0923009.1	-0,586631936589956
Niben261Chr01g1269015.1	7,25634543181819
Niben261Chr19g0745012.1	-5,24416954397485
Niben261Chr04g1579005.1	-1,04651108278944
Niben261Chr19g0957001.1	0,613616030957823
Niben261Chr17g0627002.1	9,22731802803132
Niben261Chr16g0255013.1	0,902426394266162
Niben261Chr17g1546003.1	-0,703038041957174
Niben261Chr08g0410019.1	0,725472989484029
Niben261Chr04g1801008.1	0,841745617147246
Niben261Chr11g1034004.1	1,03957115592396
Niben261Chr02g0230006.1	9,1354470319389
Niben261Chr19g1124003.1	-1,18663341898611
Niben261Chr05g1054005.1	-0,96129792098616
Niben261Chr18g0298010.1	-0,81323500544759
Niben261Chr01g0979016.1	-1,58519007622032
Niben261Chr15g0964005.1	7,51136062812418
Niben261Chr07g0376006.1	-2,18428681966083
Niben261Chr08g0070005.1	-5,24936286185579
Niben261Chr04g0653007.1	-0,643227108352413
Niben261Chr08g1105004.1	1,28257150227552
Niben261Chr19g1170002.1	-2,21212570146925
Niben261Chr06g0030015.1	0,663576940318824
Niben261Chr09g0005015.1	0,616786027565529
Niben261Chr13g1056007.1	-5,12487339982012
Niben261Chr10g0811013.1	0,625847929959744
Niben261Chr13g1261011.1	-0,692753158140496
Niben261Chr13g1012014.1	-0,605626791005629
Niben261Chr14g1381017.1	0,692714762005854
Niben261Chr10g0956003.1	-5,16079461909254
Niben261Chr11g1278016.1	1,87865726953183
Niben261Chr13g0507031.1	3,59188260917574
Niben261Chr13g0866003.1	-0,805038118126003
Niben261Chr06g1122008.1	3,15457941546971
Niben261Chr04g0551001.1	-1,0684145938167
Niben261Chr16g0884007.1	1,31663054674747
Niben261Chr11g0513002.1	0,8058595886283
Niben261Chr09g0377001.1	0,819309738601121
Niben261Chr14g0156001.1	0,813859319711682
Niben261Chr14g0953007.1	-5,25605293688084
Niben261Chr08g0035013.1	-1,81298178524953
Niben261Chr04g1129005.1	-5,03560100462024
Niben261Chr16g1330011.1	-0,865946929566153
Niben261Chr11g1120007.1	-0,622367080464649
Niben261Chr03g0005023.1	0,59343970248599
Niben261Chr13g0523003.1	-3,59314462148245
Niben261Chr01g0430011.1	-0,720480221339796
Niben261Chr01g1780003.1	-0,677922358386136
Niben261Chr02g0629001.1	-0,681771933962414
Niben261Chr19g0071003.1	0,980215431779063
Niben261Chr19g0964001.1	-0,621993151320751
Niben261Chr10g0003002.1	1,12594205585716
Niben261Chr03g0962008.1	-1,45727646477119
Niben261Chr04g0011008.1	0,946248314821083
Niben261Chr04g0796003.1	0,767422229936777
Niben261Chr14g1376006.1	-0,790941899733818
Niben261Chr11g1194001.1	-4,82887969157717
Niben261Chr18g1451013.1	2,99498975525903
Niben261Chr13g1349003.1	0,989259990783285
Niben261Chr18g0266006.1	-0,794967430147577
Niben261Chr03g0026017.1	-0,679851440000636
Niben261Chr08g1163011.1	-0,645911170602296
Niben261Chr04g0629006.1	-0,963886140543349
Niben261Chr02g1408002.1	-5,16606329898724
Niben261Chr12g1103009.1	-0,678505562472814
Niben261Chr19g0247006.1	-0,994039399336365
Niben261Chr01g1827008.1	-2,11546397845611
Niben261Chr13g0875006.1	-1,89806410212686
Niben261Chr02g1343006.1	1,36911249913147
Niben261Chr04g1805001.1	-0,590000450590627
Niben261Chr07g0831006.1	1,468533550332
Niben261Chr07g1129018.1	-1,50486303679527
Niben261Chr11g1286012.1	-2,51269512745199
Niben261Chr02g1347012.1	-1,50869950997718
Niben261Chr03g0626008.1	1,08313332172755
Niben261Chr13g0114019.1	-0,942473881830996
Niben261Chr11g1074005.1	-2,54813179936485
Niben261Chr02g1280010.1	1,36511257948759
Niben261Chr10g0220001.1	-1,47822725393886
Niben261Chr12g1562006.1	0,731329278164133
Niben261Chr15g0043006.1	-5,10199882450496
Niben261Chr05g1000017.1	-0,843833396193668
Niben261Chr11g1146016.1	1,34911221280869
Niben261Chr08g0225022.1	-2,09109816382322
Niben261Chr14g0606003.1	-4,4624332273335
Niben261Chr08g0219013.1	-0,781785470791486
Niben261Chr06g1121001.1	1,11640023561462
Niben261Chr11g0275006.1	-0,668620425812187
Niben261Chr19g0559001.1	0,6186861533454
Niben261Chr03g0002004.1	0,842354396193494
Niben261Chr05g0115010.1	-5,14479278424734
Niben261Chr15g1202001.1	0,804464713769875
Niben261Chr07g0175007.1	-1,04672370726793
Niben261Chr07g1257001.1	-1,06357224353243
Niben261Chr19g1478009.1	-3,86270213252601
Niben261Chr14g1009019.1	-1,04604901726805
Niben261Chr15g0881004.1	0,617668360125327
Niben261Chr08g0731018.1	3,46679641035546
Niben261Chr07g1173007.1	0,954357100752639
Niben261Chr10g0377002.1	2,54358070796071
Niben261Chr18g0572007.1	0,821129469194996
Niben261Chr08g0067004.1	0,649151406884535
Niben261Chr15g0162001.1	2,30326402833346
Niben261Chr10g1151001.1	-0,602759144483155
Niben261Chr15g1149009.1	-2,0552400385722
Niben261Chr04g1767010.1	0,912356162478322
Niben261Chr03g1172002.1	0,675858623378324
Niben261Chr01g1241001.1	-1,45988666879367
Niben261Chr03g1644003.1	2,84428342829622
Niben261Chr11g0699023.1	-0,943185905015735
Niben261Chr16g0351004.1	0,613564071218006
Niben261Chr04g1336006.1	4,19025035238588
Niben261Chr17g1295008.1	0,687017429375274
Niben261Chr15g1444020.1	-1,76344868526768
Niben261Chr11g1339003.1	-0,628471339675129
Niben261Chr18g0127015.1	-0,895860841203995
Niben261Chr01g1317008.1	-1,07001952279979
Niben261Chr14g0589008.1	-0,720003480564425
Niben261Chr09g0444001.1	0,679101375859429
Niben261Chr02g0092006.1	1,78300753515218
Niben261Chr09g1220002.1	1,00411557727312
Niben261Chr02g1002004.1	-1,03685218017872
Niben261Chr06g0234016.1	0,878138704883471
Niben261Chr16g1474008.1	-4,8797657903913
Niben261Chr06g0806002.1	1,01658799468773
Niben261Chr17g0545001.1	0,640297683235625
Niben261Chr17g0405004.1	0,944117541395899
Niben261Chr06g1257019.1	-0,939997237621581
Niben261Chr14g0908006.1	-0,588953480698235
Niben261Chr03g0892009.1	-4,8525372610405
Niben261Chr06g0068005.1	1,61566183084815
Niben261Chr03g1580008.1	0,722317367854869
Niben261Chr09g0083001.1	-5,41515580967669
Niben261Chr11g0102002.1	1,37036794123721
Niben261Chr04g1352007.1	-1,14186057654012
Niben261Chr07g1417015.1	1,08745454037202
Niben261Chr15g0922003.1	0,766530819037035
Niben261Chr07g1255001.1	1,83577387134559
Niben261Chr09g0173003.1	-4,63301055904539
Niben261Chr02g1370002.1	0,783053783433663
Niben261Chr03g0008020.1	-1,87694978791045
Niben261Chr07g0892004.1	-2,74335502916033
Niben261Chr10g0371005.1	0,747766120433036
Niben261Chr03g1186001.1	1,07458954699269
Niben261Chr13g0780001.1	-0,815223212107846
Niben261Chr09g0500007.1	0,734951352678279
Niben261Chr06g1171002.1	-0,621042051631318
Niben261Chr06g0916010.1	0,814433642243691
Niben261Chr10g1339009.1	1,54447575892024
Niben261Chr10g0082001.1	-0,609467734003148
Niben261Chr16g0419006.1	-1,482970446426
Niben261Chr15g1239006.1	-0,824762968512624
Niben261Chr15g1024010.1	-0,65785832639757
Niben261Chr14g0038002.1	0,607887456218801
Niben261Chr15g0891005.1	1,66488384412307
Niben261Chr16g0348001.1	8,21393509711379
Niben261Chr04g1543004.1	0,853319038215873
Niben261Chr04g1443009.1	-0,737145087597029
Niben261Chr08g0758003.1	2,40927845586006
Niben261Chr07g1308001.1	0,749883348358369
Niben261Chr07g0406013.1	-4,8531506119158
Niben261Chr13g0021006.1	0,751593707482552
Niben261Chr09g1342012.1	0,59307769466586
Niben261Chr06g1042005.1	0,83444216250877
Niben261Chr11g0657001.1	-4,86068296400938
Niben261Chr03g0291009.1	0,636781247965755
Niben261Chr02g0078008.1	-0,975728252753848
Niben261Chr07g0561001.1	0,602358148978488
Niben261Chr13g0193007.1	-0,695025652881708
Niben261Chr03g1904002.1	3,25483250507912
Niben261Chr06g1349008.1	0,939169385321624
Niben261Chr03g0048008.1	-0,906501396971268
Niben261Chr15g0782015.1	0,863603360734092
Niben261Chr02g1423002.1	-0,777684350947738
Niben261Chr13g0107001.1	1,22510084745806
Niben261Chr05g0415007.1	0,810883125304602
Niben261Chr03g0104001.1	-0,709437152714335
Niben261Chr07g0817002.1	-0,779897761160571
Niben261Chr09g0872017.1	-0,597427947447978
Niben261Chr03g0418009.1	1,12266425731195
Niben261Chr17g1546014.1	3,48681115049159
Niben261Chr17g0947012.1	0,718487248993977
Niben261Chr02g0982007.1	-0,849629201255096
Niben261Chr06g1038002.1	-4,19217527932392
Niben261Chr08g0347012.1	0,694838701985127
Niben261Chr03g0085006.1	-0,816362353359364
Niben261Chr14g1506004.1	0,817127559305283
Niben261Chr07g1387002.1	0,969867443956986
Niben261Chr08g0369024.1	0,731655473153671
Niben261Chr12g0056004.1	-0,611962924398077
Niben261Chr13g0496005.1	0,774851019129721
Niben261Chr06g0546006.1	-4,53965241263242
Niben261Chr10g0943002.1	-0,627547266003274
Niben261Chr12g1351002.1	1,09874423311022
Niben261Chr10g1030002.1	-0,774224279237653
Niben261Chr01g0507002.1	0,773113397165667
Niben261Scf00858g0000002.1	1,07477071063019
Niben261Chr15g1296009.1	0,933831544790717
Niben261Chr13g0010023.1	0,703926151993646
Niben261Chr14g1474007.1	-1,15724294637812
Niben261Chr03g0212011.1	-1,89408348281896
Niben261Chr09g1267004.1	1,35525856228709
Niben261Chr06g0606019.1	0,715998708415296
Niben261Chr08g0573011.1	0,851639015276766
Niben261Chr13g0992006.1	-0,593802163463816
Niben261Chr11g1299004.1	0,900751774725749
Niben261Chr17g0075009.1	0,668673406719003
Niben261Chr01g0719007.1	-0,607891983839293
Niben261Chr05g1372001.1	1,06813220536028
Niben261Chr15g0515011.1	0,850044727043881
Niben261Chr08g0237002.1	-1,8331597926177
Niben261Chr11g0765004.1	0,853652108309587
Niben261Chr09g0550003.1	-0,588156373498302
Niben261Chr05g0605001.1	-1,62628232768617
Niben261Chr13g0293003.1	0,65614045661296
Niben261Chr14g0671006.1	-4,26770141761022
Niben261Chr16g0731012.1	0,71664917062714
Niben261Chr13g0035002.1	-1,57734704411084
Niben261Chr01g1238008.1	-0,922151547728778
Niben261Scf01817g0000002.1	-0,874067784587912
Niben261Chr02g0010006.1	0,995516504652927
Niben261Chr02g0092009.1	0,765463607801294
Niben261Chr14g1370002.1	-0,747380628810126
Niben261Chr01g0076002.1	0,705548731209613
Niben261Chr03g1132009.1	-1,72090109614446
Niben261Chr11g1074007.1	-2,74228752229328
Niben261Chr19g0724007.1	-0,592366891436504
Niben261Chr14g0349005.1	-4,64653961260945
Niben261Chr10g0020015.1	1,24349137482159
Niben261Chr18g1372011.1	-0,732222880118734
Niben261Chr09g1104018.1	-0,962524542316474
Niben261Chr10g0483011.1	0,830605557341981
Niben261Chr02g1058001.1	0,863944259007875
Niben261Chr02g0670003.1	-4,6996491591623
Niben261Chr07g0674001.1	-3,70425628993484
Niben261Chr08g0917001.1	-0,741992330115242
Niben261Chr06g1137008.1	-0,721711250345492
Niben261Chr18g0288001.1	0,791799732383014
Niben261Chr02g1513002.1	-0,69207200360454
Niben261Chr15g0758009.1	1,69982779421598
Niben261Chr07g0756026.1	-0,70695426094554
Niben261Chr14g1381025.1	0,868866245124669
Niben261Chr17g0072018.1	0,899351232663202
Niben261Chr04g1859023.1	1,81055915095335
Niben261Chr05g1261019.1	0,667152202376443
Niben261Chr02g0275001.1	0,711437928191458
Niben261Chr05g1365005.1	0,893119451782575
Niben261Chr08g0796001.1	-2,41555167262175
Niben261Chr03g0197025.1	-0,914114190797586
Niben261Chr19g0258011.1	-1,20108453378816
Niben261Chr05g0055004.1	0,691333854375784
Niben261Chr09g0125003.1	2,70760253290332
Niben261Chr07g1405005.1	-1,22855885923784
Niben261Chr12g0721026.1	-0,599930219244824
Niben261Chr14g0025003.1	-0,948934532365957
Niben261Chr10g0348005.1	0,710792902892876
Niben261Chr01g1155006.1	-0,754898074645608
Niben261Chr07g1198010.1	0,973088635559694
Niben261Chr11g0927006.1	-0,7395649292989
Niben261Chr07g0970001.1	-1,14174561826852
Niben261Chr15g1456002.1	-1,34090597223976
Niben261Chr17g1460005.1	0,605290565178186
Niben261Chr11g0881026.1	0,774885934092115
Niben261Chr13g1000004.1	-1,81426253398893
Niben261Chr05g1275004.1	1,74583225424389
Niben261Chr04g0644001.1	0,596135821380215
Niben261Chr19g0670006.1	-0,765913896399551
Niben261Chr13g0817009.1	0,693831022145599
Niben261Chr09g0615010.1	0,886163391526094
Niben261Chr08g0294009.1	-0,629799107861933
Niben261Scf16350g0000003.1	0,587983767236704
Niben261Chr16g0596003.1	-0,710178728025277
Niben261Chr11g1426033.1	-0,60626389087489
Niben261Chr14g1513045.1	-1,28715025550346
Niben261Chr19g0140002.1	0,842691209985621
Niben261Chr09g0647005.1	0,770871003111782
Niben261Chr01g0064008.1	0,693623439935662
Niben261Chr07g0596001.1	1,17316077960747
Niben261Chr01g0018001.1	0,767559359590495
Niben261Chr08g0868005.1	0,904615014335631
Niben261Chr03g1160005.1	0,683474902548158
Niben261Chr01g1380005.1	-0,616064498435235
Niben261Chr06g1427011.1	0,982542194651691
Niben261Chr01g0041003.1	0,684784840265387
Niben261Chr13g0324004.1	0,599538464434943
Niben261Chr15g0661008.1	4,34401471291778
Niben261Chr13g0654008.1	0,800706594120824
Niben261Chr06g0371009.1	-1,22268827822266
Niben261Chr11g0426024.1	3,53833055723012
Niben261Chr18g0495001.1	1,41788895244414
Niben261Chr12g0379002.1	-0,911771796796268
Niben261Chr12g0751003.1	0,976737725439196
Niben261Chr14g0790004.1	-1,00943972898682
Niben261Chr05g0117003.1	1,43226244344614
Niben261Chr02g0764002.1	0,585010971288662
Niben261Chr10g0198003.1	-2,54797319994901
Niben261Chr17g1529001.1	-1,27253814709694
Niben261Chr18g0274017.1	-0,715127726830236
Niben261Chr01g0443001.1	0,646270638734474
Niben261Chr02g0041005.1	0,68234575131168
Niben261Chr08g0552004.1	0,657814708028805
Niben261Chr11g0046004.1	1,30978573681369
Niben261Chr13g0443020.1	0,756819695811389
Niben261Chr11g0350010.1	-0,605913369901698
Niben261Chr12g0311004.1	-3,9618579574073
Niben261Chr13g1132013.1	1,45998321359253
Niben261Chr02g0044006.1	0,773153572421847
Niben261Chr11g0432002.1	-4,53436815014624
Niben261Chr18g1249005.1	-0,619588909564694
Niben261Chr18g1458009.1	1,324556070839
Niben261Chr16g0884010.1	0,793485173389057
Niben261Chr13g0345001.1	-0,586708234224202
Niben261Chr06g0629005.1	-0,626098582220131
Niben261Chr05g0326015.1	0,821644821940978
Niben261Chr09g0918007.1	0,596918417899124
Niben261Chr01g0411002.1	-0,774376631722002
Niben261Chr09g0690024.1	0,779265683766273
Niben261Chr05g0746004.1	2,11930404049135
Niben261Chr08g1314002.1	0,810383518019391
Niben261Chr13g0648008.1	0,744865669961359
Niben261Chr10g0635002.1	-0,80587517535999
Niben261Chr17g1414007.1	1,16274528114974
Niben261Chr05g1184012.1	-0,879703203178829
Niben261Chr13g1052011.1	-0,701004443320637
Niben261Chr11g1307001.1	-0,87414401223945
Niben261Chr14g0040016.1	0,625635101645579
Niben261Chr13g1258002.1	-3,38554347131388
Niben261Chr06g0607004.1	1,29743088738875
Niben261Chr16g1258002.1	3,55377186422892
Niben261Chr18g0897003.1	-4,47159484546078
Niben261Chr01g0596014.1	1,23446925935465
Niben261Chr01g0670002.1	0,823820048646613
Niben261Chr17g0005019.1	0,62863604355743
Niben261Chr02g0831007.1	1,02569914721392
Niben261Chr07g1356001.1	-0,809932858009721
Niben261Chr01g0467003.1	-1,06434049553738
Niben261Chr09g1209003.1	-0,764657813020607
Niben261Chr06g0846017.1	-0,634366387240762
Niben261Chr17g0055018.1	-3,05184203996779
Niben261Chr03g0287037.1	-1,14396699711384
Niben261Chr16g0076004.1	-0,86684670835483
Niben261Chr07g1307001.1	0,823905401177963
Niben261Chr11g1427008.1	0,992355570829722
Niben261Chr06g1317001.1	0,765976514157296
Niben261Chr07g0484001.1	-0,597529382043148
Niben261Chr19g0069001.1	-1,45093312129217
Niben261Chr12g0325018.1	-0,775896541004832
Niben261Chr15g0938002.1	0,58988381684877
Niben261Chr02g1094002.1	-0,964540121183475
Niben261Chr05g0612002.1	2,37458601681554
Niben261Chr19g1159013.1	1,55458633531914
Niben261Chr01g0100005.1	0,692148461366784
Niben261Chr01g0311001.1	-0,721756689155033
Niben261Chr09g1062005.1	0,959741425965509
Niben261Chr18g1452005.1	-0,747448403944479
Niben261Chr09g0173004.1	-3,3614721868074
Niben261Chr18g1448011.1	-1,08324819805954
Niben261Chr03g0026006.1	0,969412662613983
Niben261Chr14g1401001.1	-1,21933709014777
Niben261Chr02g1175005.1	2,28649642575673
Niben261Chr07g1260002.1	1,7051310689867
Niben261Chr07g1178010.1	0,767721015818078
Niben261Chr14g0975003.1	-3,27303252358598
Niben261Scf16935g0000002.1	-4,35712024596106
Niben261Chr10g0985011.1	0,936194018804787
Niben261Chr15g1201012.1	-2,92731646609162
Niben261Chr07g0005009.1	1,06809253449067
Niben261Chr03g0287031.1	1,10199345480614
Niben261Chr10g0532013.1	-1,20484996690545
Niben261Chr08g1161002.1	0,706483216768579
Niben261Chr12g1210007.1	0,751425739729277
Niben261Chr17g1498011.1	0,672672254233489
Niben261Chr12g0081006.1	0,702931662714433
Niben261Chr01g0602008.1	-1,55898717212149
Niben261Chr19g1449010.1	0,596138966395833
Niben261Chr11g1307010.1	-0,587448772351321
Niben261Chr15g0951006.1	0,815897333615252
Niben261Chr17g0064003.1	-0,755417008435527
Niben261Chr12g0826003.1	0,826794237952472
Niben261Chr16g0980020.1	0,596061924115762
Niben261Chr07g0984001.1	-3,31098724151069
Niben261Chr10g0672002.1	-1,41267461925442
Niben261Chr06g0198014.1	0,727697204629485
Niben261Chr11g0747012.1	-0,778934929049815
Niben261Chr01g1292012.1	0,879799412927458
Niben261Chr07g0378018.1	-1,62794889645493
Niben261Chr03g1804006.1	0,741665523527272
Niben261Chr11g1362017.1	0,700329721526397
Niben261Chr19g0455003.1	-0,850439074004906
Niben261Chr10g0652003.1	3,99590864851315
Niben261Chr16g0085005.1	1,07886645174143
Niben261Chr04g1634013.1	0,67300840624181
Niben261Chr13g1163002.1	0,898760048449752
Niben261Chr02g1185003.1	-1,14434779423362
Niben261Chr07g1108003.1	-0,711326435487532
Niben261Chr11g1065002.1	-1,03969360440983
Niben261Chr04g0110004.1	1,02266850233608
Niben261Chr15g0835002.1	-0,914925407763874
Niben261Chr16g0166004.1	-0,635741367105161
Niben261Chr18g0069016.1	-1,23546972198652
Niben261Chr07g0552005.1	-0,875696444824986
Niben261Chr16g0271007.1	-0,647856065279362
Niben261Chr11g0000010.1	0,98455017191254
Niben261Chr01g1366004.1	0,633249980026564
Niben261Chr08g0782014.1	2,43226686266304
Niben261Chr17g1540003.1	-0,662325586528206
Niben261Chr14g0949011.1	1,18819477420252
Niben261Chr06g0239013.1	0,64360355902928
Niben261Chr01g0421002.1	3,70971837450843
Niben261Chr16g0049003.1	1,42898745021162
Niben261Chr06g0135008.1	-1,23051946364915
Niben261Chr14g0012002.1	-0,650533190229872
Niben261Chr15g0703002.1	0,646657747730487
Niben261Chr06g1262020.1	-0,780037124855066
Niben261Scf03135g0000007.1	-4,2591849123629
Niben261Chr14g0814014.1	-0,661630850761019
Niben261Chr17g0015002.1	4,08023885688157
Niben261Chr07g0850003.1	0,908125608549461
Niben261Chr15g0661009.1	1,12963962682551
Niben261Chr09g0018027.1	-0,838478374431844
Niben261Chr15g0178008.1	-0,943046047741448
Niben261Chr01g0792002.1	0,634865599488015
Niben261Chr02g0311010.1	-0,838700935173113
Niben261Chr11g1286007.1	-0,981543063234107
Niben261Chr14g1355006.1	-1,23630647575426
Niben261Chr12g0601013.1	0,985786330330071
Niben261Chr11g0499002.1	-3,69479846238718
Niben261Chr07g1129019.1	-1,92172929074153
Niben261Chr16g0872005.1	0,676478673269652
Niben261Chr16g1304010.1	0,856282112661181
Niben261Chr18g0215004.1	0,654092089076454
Niben261Chr01g1311005.1	-0,78051262552645
Niben261Chr09g0070005.1	-1,19875480099122
Niben261Chr05g1316002.1	-1,29073466784254
Niben261Chr16g1354008.1	0,648840740275461
Niben261Chr19g1160006.1	1,61323317626791
Niben261Chr17g0519004.1	4,12298526719284
Niben261Chr07g1361002.1	0,808375738037664
Niben261Chr01g0342005.1	-0,848220911023495
Niben261Chr09g1286001.1	1,72982450623876
Niben261Chr01g0714006.1	-0,682560762443313
Niben261Chr13g0844009.1	-4,22700488526139
Niben261Chr02g0879013.1	1,12826868333069
Niben261Chr08g0466006.1	1,03095029708794
Niben261Chr07g1463013.1	-3,94174839567555
Niben261Chr04g0239011.1	-1,35711585560597
Niben261Chr03g1301001.1	1,14134239434419
Niben261Chr13g0737007.1	0,788732718827921
Niben261Chr07g1071004.1	-0,794575482808874
Niben261Chr03g0094011.1	0,589074276109787
Niben261Chr06g0826001.1	0,86136009765772
Niben261Chr13g0582011.1	2,99008314427709
Niben261Chr11g0036007.1	1,14112956836288
Niben261Chr06g0706001.1	0,736815509888416
Niben261Chr01g0564004.1	2,15211285180273
Niben261Chr01g0460004.1	0,617912942648538
Niben261Chr11g0201019.1	-4,33912618563672
Niben261Chr12g0057002.1	0,646326037945781
Niben261Chr16g0539004.1	0,955863781246242
Niben261Chr06g1487005.1	-1,70419133440182
Niben261Chr02g1337001.1	0,790857480850011
Niben261Chr11g1375013.1	-0,822897204521775
Niben261Chr03g0825007.1	-1,50373748807666
Niben261Chr19g0798003.1	-0,600674843092223
Niben261Chr03g0221009.1	1,34211983759857
Niben261Chr17g0821010.1	1,6101034047047
Niben261Chr01g0216003.1	0,70707752033717
Niben261Chr09g0257008.1	-0,799069141858459
Niben261Chr17g0588006.1	1,29392679844601
Niben261Chr10g0197006.1	-4,09683171676567
Niben261Chr06g0370001.1	1,31375792119223
Niben261Chr16g0236024.1	1,98231507438647
Niben261Chr12g0443004.1	0,74293899773752
Niben261Chr11g1338007.1	-0,870390202344387
Niben261Chr07g0609009.1	0,934508126520535
Niben261Chr15g1202002.1	-3,76358925349406
Niben261Chr06g0459006.1	0,699792011114363
Niben261Chr02g1482002.1	0,776377319345135
Niben261Chr09g1339006.1	0,587551932853937
Niben261Chr18g0333010.1	0,793721591696029
Niben261Chr13g1245005.1	-2,70154829351776
Niben261Chr01g1745006.1	-3,9710919156399
Niben261Chr14g1351010.1	0,799538233094531
Niben261Chr19g0496017.1	-0,651678318497618
Niben261Chr02g0791021.1	0,651950764117985
Niben261Chr09g0801010.1	0,58928201508188
Niben261Chr08g0029004.1	0,64014032281903
Niben261Chr10g0126005.1	-1,24354501669972
Niben261Chr07g1280010.1	1,35492701634321
Niben261Chr11g0523009.1	-0,929481687458129
Niben261Chr18g0333011.1	0,752861531549028
Niben261Chr13g0231009.1	1,03955957551452
Niben261Chr16g0755002.1	0,597781033876883
Niben261Chr07g1017008.1	-1,0733446456985
Niben261Chr13g1288012.1	0,689294934408933
Niben261Chr07g1441008.1	0,864025407408304
Niben261Chr16g0424005.1	-0,615723278184044
Niben261Chr15g0637001.1	-0,639446145558639
Niben261Chr09g1304004.1	-0,666772680115764
Niben261Chr03g1596003.1	0,650745265086356
Niben261Chr17g1221004.1	0,977876174899095
Niben261Chr09g0839007.1	1,0288512058177
Niben261Chr14g0363001.1	0,932422963344005
Niben261Chr12g0018001.1	-1,05057560975263
Niben261Chr09g0776003.1	1,33307725154389
Niben261Chr04g0322006.1	-0,659913451670686
Niben261Chr03g1514007.1	-1,29407827405478
Niben261Chr08g0391006.1	-0,762759997418629
Niben261Chr17g1358004.1	0,637938752941805
Niben261Chr09g1140012.1	-3,27309745071051
Niben261Chr01g1074005.1	0,928602073818175
Niben261Chr07g1174006.1	0,609923392350797
Niben261Chr10g0808001.1	2,21636219713189
Niben261Chr08g0481019.1	-0,767304825099594
Niben261Chr01g1322010.1	-1,12415511728864
Niben261Chr09g0378002.1	0,589327282898886
Niben261Chr13g0737004.1	0,961160611102764
Niben261Chr07g1396006.1	-0,808970796836765
Niben261Chr03g0138004.1	0,784127496477371
Niben261Chr17g0715011.1	-2,10315348375399
Niben261Chr17g0935008.1	0,799406070584953
Niben261Chr12g0243004.1	0,709637356344732
Niben261Chr19g1031008.1	-2,14237772450669
Niben261Chr12g1281009.1	0,590695210285103
Niben261Chr16g0209002.1	-0,882230636313772
Niben261Chr07g0665002.1	0,599449322590026
Niben261Chr06g1422011.1	0,771082006228618
Niben261Chr12g0880046.1	2,14758391150913
Niben261Chr14g1362021.1	-0,995433747242795
Niben261Chr15g0331001.1	-1,2278268534718
Niben261Chr19g1385007.1	0,63143828555526
Niben261Chr10g0410011.1	-0,62138950035325
Niben261Chr12g0770012.1	0,976636797955505
Niben261Chr04g1126009.1	-0,828708769818592
Niben261Chr05g0177016.1	-2,6684687094857
Niben261Chr12g0373010.1	0,649335964196196
Niben261Chr14g0656003.1	1,33902907432532
Niben261Chr16g1330010.1	0,731609780102413
Niben261Chr19g1436001.1	0,912894481347405
Niben261Chr07g0707002.1	-0,590513389723042
Niben261Chr09g1324003.1	-0,933262394542459
Niben261Chr01g1736012.1	-1,15397153787598
Niben261Chr14g1113019.1	-0,59565733950775
Niben261Chr19g0531005.1	0,734997089870989
Niben261Chr19g1255007.1	-0,748125030919382
Niben261Chr09g0776014.1	2,85978331130813
Niben261Chr05g0926002.1	0,62890653147903
Niben261Chr17g1104002.1	-0,942774300780081
Niben261Chr16g0054006.1	0,798187939216538
Niben261Chr07g0654002.1	0,605448594020121
Niben261Chr05g0697006.1	-1,07607233145755
Niben261Chr08g0591003.1	1,50038458218764
Niben261Chr18g1375009.1	0,643323614123715
Niben261Chr19g0324004.1	-4,3098915161852
