Name	pcrtB56h_vs_GFP56h_filtered
Niben261Chr08g0313002.1	6,83878980740989
Niben261Chr08g0313003.1	8,49332487691614
Niben261Chr12g0008007.1	-6,9100378681144
Niben261Chr10g0286014.1	-4,05509297039523
Niben261Chr03g1904002.1	5,03006706312315
Niben261Chr10g1108005.1	-4,72858788821024
Niben261Chr19g0071003.1	3,76287358357576
Niben261Chr06g1467010.1	10,0184514180948
Niben261Chr02g0084019.1	6,10918131058324
Niben261Chr10g0129001.1	3,69755928998683
Niben261Chr10g0129002.1	4,98381141538388
Niben261Chr08g0455007.1	-3,93601805489417
Niben261Chr06g1467002.1	10,2800263957949
Niben261Chr17g0004017.1	-3,71172749687182
Niben261Chr13g0686007.1	-4,41134057088372
Niben261Chr14g0648007.1	-3,36689531728527
Niben261Chr07g1085002.1	3,54433782034358
eGFP:mRNA	-3,3848667504965
Niben261Chr06g1031019.1	-3,25355849694835
Niben261Chr03g1491011.1	-3,98246182799186
Niben261Chr01g0670002.1	3,64162734049598
Niben261Chr07g0989006.1	8,57629931252052
Niben261Chr05g0830006.1	4,29175954035719
Niben261Chr09g0952024.1	3,99529200691924
Niben261Chr07g0378012.1	-3,4619270043928
Niben261Chr03g0059001.1	-3,27207602650615
Niben261Chr06g1414003.1	-2,75942017546621
Niben261Chr16g0933001.1	-2,22547954437593
Niben261Chr15g1142001.1	-3,49111526588105
Niben261Chr06g0826001.1	2,41296956750988
Niben261Chr14g0954001.1	3,44698675283263
Niben261Chr06g0316005.1	-2,5398322378133
Niben261Chr11g1389005.1	-3,57322374099245
Niben261Chr08g0455001.1	-3,69678468563855
Niben261Chr16g0390020.1	2,33693453745614
Niben261Chr11g1146016.1	3,35213975097804
Niben261Chr09g1113002.1	-3,89765406796447
Niben261Chr01g0495008.1	-2,00743624894224
Niben261Chr17g1283002.1	-3,05010752748829
Niben261Chr13g0649001.1	-2,37487433935405
Niben261Chr13g1258002.1	-7,86087957329285
Niben261Chr13g1166005.1	-3,27102510806103
Niben261Chr09g1062005.1	3,56184517274047
Niben261Chr01g1430002.1	-4,23578415345464
Niben261Chr06g0506008.1	-4,80943303765689
Niben261Chr09g1046007.1	2,68147039444133
Niben261Chr10g0348005.1	3,16856049381706
Niben261Chr02g0561009.1	-2,37443882549235
Niben261Chr15g1512008.1	-2,52834718027079
Niben261Chr03g0619007.1	2,31850913526513
Niben261Chr03g1491010.1	-3,42927727254832
Niben261Chr10g0135007.1	8,99517059568924
Niben261Chr16g0915012.1	-2,94134947689848
Niben261Chr12g0605007.1	-5,1427377730942
Niben261Chr18g0858015.1	-2,61603678225662
Niben261Chr07g1296012.1	4,57269110922866
