Name	pcrtB34h_vs_GFP34h_filtered
Niben261Chr08g0455001.1	-5,09221585568355
Niben261Chr16g0915012.1	-4,19044953583236
Niben261Chr13g0686007.1	-5,548316176499
Niben261Chr07g0378013.1	-3,91365281529392
Niben261Chr10g0129002.1	6,75571560157249
Niben261Chr10g1108005.1	-5,39685723206109
Niben261Chr07g0378025.1	-4,15900145791995
Niben261Chr13g1429005.1	-4,94852071569706
Niben261Chr03g1081002.1	-4,08854263146266
Niben261Chr11g1361010.1	-4,19929408059313
Niben261Chr03g1491011.1	-3,61141886594409
Niben261Chr13g1031030.1	-6,46850610559416
Niben261Chr08g0455007.1	-4,54345642252406
Niben261Chr01g1134008.1	-3,28550610435541
Niben261Chr13g0649001.1	-2,7423010798828
eGFP:mRNA	-3,67890179539775
Niben261Chr10g0540006.1	-4,67084867910056
Niben261Chr02g0561009.1	-2,71010185425899
Niben261Chr18g0858015.1	-2,60664305836156
Niben261Chr15g1003001.1	-3,00654482542682
Niben261Chr12g0605007.1	-4,56107270601994
Niben261Chr06g0433008.1	4,19988653762973
Niben261Chr14g0648007.1	-3,34570303280803
Niben261Chr10g1199005.1	2,56128070386116
Niben261Chr03g1491010.1	-3,15861705506404
Niben261Chr07g0378012.1	-3,30350634387231
Niben261Chr02g0878007.1	-3,58690744062201
Niben261Chr04g1336004.1	9,50689019670909
Niben261Chr01g1364017.1	-3,55362285632403
Niben261Chr13g0585004.1	-3,04041064232837
Niben261Chr10g0232005.1	-2,29261862649189
Niben261Chr16g1258002.1	6,14471796095088
Niben261Chr13g0482004.1	-2,93821651270978
Niben261Chr05g1347001.1	-2,79767234338839
Niben261Chr18g0944002.1	-4,88122728569297
Niben261Chr02g0093002.1	3,81171687636648
Niben261Chr17g1283002.1	-2,97280456391949
Niben261Chr17g1207004.1	-4,91979483350553
Niben261Chr11g1394002.1	-3,57446791180142
Niben261Chr06g1114007.1	-4,52134666419642
Niben261Chr07g0378026.1	-5,12007213320332
Niben261Chr13g1031007.1	-7,58635922968558
Niben261Chr12g1569022.1	-6,22586281059595
Niben261Chr10g1067024.1	-3,45933905924867
Niben261Chr13g1166005.1	-3,33273839253399
Niben261Chr02g0789009.1	-3,9059714205613
Niben261Chr10g0463004.1	3,02264809986096
