Name	pcrtBDD_vs_GFPDD_filtered
Niben261Chr04g1443009.1	-0,956960066668384
Niben261Chr11g1334017.1	-3,78021970014883
Niben261Chr01g0602008.1	-1,79512779067544
Niben261Chr07g1367009.1	1,63700754466752
Niben261Chr04g0471002.1	-4,0551662742693
Niben261Chr04g1538002.1	-1,32046562704469
Niben261Chr19g0919003.1	-1,46229234483659
Niben261Chr03g1132010.1	-6,10746773923141
Niben261Chr19g0496017.1	-0,92720171355426
Niben261Chr08g0422005.1	-0,735022753569454
Niben261Chr05g0190002.1	2,90188194320958
Niben261Chr15g0589001.1	-2,02851037362575
Niben261Chr19g0739004.1	-0,956156295241813
Niben261Chr12g1302011.1	-0,861413686595757
Niben261Chr04g1686003.1	-1,7264749138139
Niben261Chr18g0858006.1	-3,85683022155207
Niben261Chr15g0535001.1	-0,812944542521627
Niben261Chr08g0111020.1	0,917472062405755
Niben261Chr10g0956003.1	-5,77576896297533
Niben261Chr10g1106011.1	-2,24542284191747
Niben261Chr11g1368011.1	-1,48951450506812
Niben261Chr13g1034008.1	-1,97992873520181
Niben261Chr15g1170010.1	1,80342827255666
Niben261Chr04g0059014.1	-1,0781631144188
Niben261Chr06g1262020.1	-0,844207685349822
Niben261Chr05g1061014.1	-1,40381988563331
Niben261Chr11g0968002.1	-1,8718677804008
Niben261Chr05g0133003.1	-2,40538519118047
Niben261Chr04g0239010.1	0,914210324879592
Niben261Chr02g0123011.1	-0,910809462117644
Niben261Chr05g0477010.1	2,11574990654213
Niben261Chr14g0812001.1	2,15638570960074
Niben261Chr04g1837008.1	-0,665276168038256
Niben261Chr06g0371009.1	-1,56056680412702
Niben261Chr14g0621005.1	-3,25966557356828
Niben261Chr16g1474008.1	-5,7867155607075
Niben261Chr13g1132013.1	2,40422105493147
Niben261Chr10g0111008.1	-2,02509623604457
Niben261Chr12g0390011.1	0,680345363461916
Niben261Chr13g0851019.1	-1,01562472183636
Niben261Chr03g1202001.1	-1,50490539722487
Niben261Chr03g0751014.1	-1,74284541722976
Niben261Chr03g0877018.1	0,633141955803387
Niben261Chr18g0298010.1	-1,50453148688957
Niben261Chr06g1448014.1	0,902525012078513
Niben261Chr01g0581003.1	-6,08954418666337
Niben261Chr16g0085005.1	0,667642249752784
Niben261Chr02g1347012.1	-2,16272243193626
Niben261Chr04g1681006.1	-7,53240602626984
Niben261Chr07g1203006.1	-0,96928110416447
Niben261Chr19g0071003.1	1,65476498143513
Niben261Chr09g1059009.1	-0,705874835199356
Niben261Chr14g0156001.1	1,18447564827264
Niben261Chr15g1523013.1	-0,853401353266742
Niben261Chr05g1076013.1	-0,865451064736417
Niben261Chr11g0747012.1	-0,757923999927335
Niben261Chr15g0993014.1	1,12779534542643
Niben261Chr14g1351010.1	1,38289388819257
Niben261Chr11g0275006.1	-0,691981139209175
Niben261Chr03g0692005.1	0,940598630561277
Niben261Chr03g0084008.1	-2,2335758598249
Niben261Chr12g0772015.1	0,761605530013464
Niben261Chr09g1111011.1	0,842432175421059
Niben261Chr04g1801009.1	1,05933021327098
Niben261Chr07g1369024.1	1,25393326206206
Niben261Chr02g0086007.1	0,663924109191242
Niben261Chr15g1456002.1	-1,81451553204918
Niben261Chr07g0843004.1	0,651863636153614
Niben261Chr19g0875004.1	-0,710180316711776
Niben261Chr02g1409007.1	-0,595144829682289
Niben261Chr18g0787009.1	-2,09272212981584
Niben261Chr08g0238007.1	0,990652116933879
Niben261Chr03g0443002.1	-1,04972372567387
Niben261Chr07g1071004.1	-1,26871347842907
Niben261Chr05g0990013.1	-0,981733861894689
Niben261Chr15g1100003.1	1,38630775513006
Niben261Chr07g0756026.1	-1,34775343140352
Niben261Chr14g0982014.1	-0,769968870471839
Niben261Chr12g0096001.1	0,874315071536339
Niben261Chr07g1129018.1	-2,74733637963345
Niben261Chr08g0154008.1	-1,05599800664366
Niben261Chr08g1138004.1	-0,744384226320581
Niben261Chr06g0234016.1	0,908145448698751
Niben261Chr13g0063030.1	-0,846610810204023
Niben261Chr13g0128003.1	-0,8760190545108
Niben261Chr14g1159001.1	-1,02096048699544
Niben261Chr13g0035002.1	-1,78599010580602
Niben261Chr02g0723012.1	-5,56025076762887
Niben261Chr18g0833002.1	1,13988690228081
Niben261Chr15g1224012.1	1,64472897126496
Niben261Chr13g0760001.1	1,29926515411712
Niben261Chr11g1266013.1	-1,61550963744504
Niben261Chr19g1124003.1	-0,964730829088683
Niben261Chr09g1304002.1	-0,730737455556153
Niben261Chr04g1072019.1	-0,650765571722125
Niben261Chr15g0661009.1	1,39141586529655
Niben261Chr17g1058003.1	-0,69124242204315
Niben261Chr12g0751003.1	1,3756370676967
Niben261Chr11g0350010.1	-0,792856851972326
Niben261Chr10g0394008.1	0,793988739806243
Niben261Chr02g1470001.1	-6,5320718873062
Niben261Chr01g1565004.1	1,55224654294231
Niben261Chr07g1017008.1	-1,53656619304267
Niben261Chr11g1307010.1	-0,922043479077568
Niben261Chr06g0368012.1	-3,5209918586861
Niben261Chr14g0975003.1	-5,06844263947698
Niben261Chr09g1015006.1	-2,32265166775763
Niben261Chr06g1254010.1	-0,911647826298519
Niben261Chr05g0349008.1	-0,8527405605296
Niben261Chr06g0443018.1	1,35361655843028
Niben261Chr11g0832016.1	-0,612884950193234
Niben261Chr15g0162001.1	1,20884015785487
Niben261Chr17g0870006.1	0,994587530391303
Niben261Chr19g0144001.1	-0,76341639568754
Niben261Chr08g0819003.1	1,76987526033914
Niben261Chr10g0614006.1	-2,41758031987031
Niben261Chr15g0817006.1	0,805307006388304
Niben261Chr06g0210001.1	-0,95207597190976
Niben261Chr19g0106015.1	-1,08338029817257
Niben261Chr04g1559013.1	1,11516682235804
Niben261Chr15g1268003.1	-1,09799400291867
Niben261Chr10g0675019.1	-0,595178101532928
Niben261Chr19g0102007.1	2,62592412200906
Niben261Chr09g0187001.1	-0,804575149752272
Niben261Chr02g0915015.1	-0,759296494042446
Niben261Chr06g0764001.1	-0,612204479144496
Niben261Chr08g0587014.1	-1,29852438630573
Niben261Chr19g1478009.1	-4,87032951785928
Niben261Chr08g0361007.1	-1,06898205924634
Niben261Chr18g1372011.1	-0,901167414638466
Niben261Chr06g0990009.1	-4,42934722536552
Niben261Chr12g1097003.1	1,81551836853135
Niben261Chr18g0922012.1	0,71908999838855
Niben261Chr01g0430011.1	-0,77903255779797
Niben261Scf02629g0000001.1	0,832241075858742
Niben261Chr10g1072002.1	1,17588420384886
Niben261Chr09g0471001.1	-0,829579821940868
Niben261Chr07g0800006.1	1,02910276979071
Niben261Chr03g1469008.1	-1,53378139621938
Niben261Chr11g1069009.1	-0,652980245831248
Niben261Chr11g1055004.1	1,35774887097034
Niben261Chr06g0808012.1	-3,83371671003003
Niben261Chr17g1104002.1	-1,00109876499006
Niben261Chr08g0411008.1	0,675480182177704
Niben261Chr03g0668002.1	-0,992278521955095
Niben261Chr16g1063003.1	-1,56603579874772
Niben261Chr19g0250003.1	-0,925962062945906
Niben261Chr03g0031009.1	-0,750592692293244
Niben261Chr13g1288012.1	0,663097361513591
Niben261Chr16g0398018.1	-1,54973010831944
Niben261Chr10g0161007.1	-1,68979720695137
Niben261Chr19g0712004.1	0,752491525981648
Niben261Chr02g0525014.1	-1,21473534516311
Niben261Chr14g0655011.1	-1,22468570511533
Niben261Chr09g0732011.1	1,34044820803341
Niben261Chr07g0814009.1	-0,65008743761616
Niben261Chr16g1336001.1	1,16080205829319
Niben261Chr07g1396006.1	-1,45907600472286
Niben261Chr05g0781012.1	-1,07388708485644
Niben261Chr15g0785007.1	-1,73886352333194
Niben261Chr19g0688008.1	-0,68223280434624
Niben261Chr17g0890004.1	0,810473911549517
Niben261Chr03g0647001.1	-0,887291029022033
Niben261Chr10g0871014.1	0,805489949169706
Niben261Chr01g1269015.1	6,51176180722157
Niben261Chr02g0723002.1	-5,53583727204487
Niben261Chr14g1009019.1	-1,92186367233683
Niben261Chr17g1428012.1	-0,636997504011639
Niben261Chr03g0801007.1	1,07254236070585
Niben261Chr08g0138007.1	-4,93763772834355
Niben261Chr09g1021013.1	0,676938711072549
Niben261Chr03g1596003.1	1,12475812374631
Niben261Chr05g0422002.1	0,915022803679547
Niben261Chr13g1274001.1	1,37216397677116
Niben261Chr12g0380002.1	-0,777174346815124
Niben261Chr15g1322009.1	-0,759785718421199
Niben261Chr01g0411002.1	-1,26978380309622
Niben261Chr06g0990010.1	-4,22307523204813
Niben261Chr17g0624007.1	-0,609722776118082
Niben261Chr17g0055019.1	-0,866734671060069
Niben261Chr04g0763002.1	-0,615886764710218
Niben261Chr16g0819009.1	-1,18281501312669
Niben261Chr16g0914003.1	0,812133326539498
Niben261Chr19g0176004.1	-0,855150468825527
Niben261Chr10g0973001.1	-0,917522292591632
Niben261Chr04g0223004.1	4,76128044579514
Niben261Chr01g1459012.1	-0,649009927137827
Niben261Scf03248g0000010.1	-1,65785186359097
Niben261Chr09g0801010.1	0,960475106611896
Niben261Chr16g0529004.1	-0,690407965679408
Niben261Chr03g0390004.1	-3,59310577695538
Niben261Chr19g1436001.1	2,03130232861977
Niben261Chr05g0746004.1	1,91525264338209
Niben261Chr14g0849004.1	-1,28322438210094
Niben261Chr04g1808011.1	-2,4078848409663
Niben261Chr01g0076002.1	0,881338163524708
Niben261Chr14g1469011.1	0,594999126920934
Niben261Chr05g0669005.1	0,653493265706146
Niben261Chr17g0046007.1	-0,965892005804937
Niben261Chr17g0041009.1	0,606858680735559
Niben261Chr08g0169014.1	-1,53821070605691
Niben261Chr12g0036006.1	0,970796075117525
Niben261Chr18g0266006.1	-1,116027898245
Niben261Chr04g1656001.1	-0,983155980041942
Niben261Chr04g0322006.1	-1,03270338887655
Niben261Chr18g0584001.1	0,672766736451403
Niben261Chr07g1023002.1	0,791596334882905
Niben261Chr04g0694004.1	-0,635711243496488
Niben261Chr03g0287036.1	-1,81624674535137
Niben261Chr06g0158010.1	-1,25221139023381
Niben261Chr14g0047009.1	-1,51839903515331
Niben261Chr18g1060007.1	1,29144155287963
Niben261Chr19g1478012.1	0,72377225034557
Niben261Chr16g0465003.1	1,02489451592888
Niben261Chr06g0892002.1	-0,658754994226513
Niben261Chr05g1044001.1	0,864540464157037
Niben261Chr14g0924006.1	1,1146038270524
Niben261Chr09g1012016.1	0,745545382329496
Niben261Chr13g0492014.1	-0,708397097886935
Niben261Chr07g1085002.1	2,11669566266241
Niben261Chr08g0917001.1	-1,05608095116904
Niben261Chr04g0219008.1	2,40033872349179
Niben261Chr06g0629005.1	-1,20141172269733
Niben261Chr15g0043006.1	-5,62110303383351
Niben261Chr09g0952024.1	1,53899410533918
Niben261Chr13g1197002.1	3,00923582454618
Niben261Chr16g0348001.1	5,23360808151883
Niben261Chr17g0514007.1	2,02973583182676
Niben261Chr11g1327015.1	-1,06526028889334
Niben261Chr11g1078010.1	0,672198027003698
Niben261Chr09g0257008.1	-0,954752570842079
Niben261Chr05g0177016.1	-5,64986895829695
Niben261Chr07g0906002.1	0,856710920566764
Niben261Chr02g1281003.1	0,74685179266376
Niben261Chr19g0670006.1	-1,38851329347612
Niben261Chr13g1421001.1	-0,681870303796416
Niben261Chr08g0430007.1	-1,06292126092342
Niben261Chr14g0006006.1	-5,19226508178565
Niben261Chr05g0660008.1	-2,33898764298948
Niben261Chr19g0257004.1	0,995376158072255
Niben261Chr10g0228011.1	1,34412187714908
Niben261Chr16g1201002.1	-0,636023553471172
Niben261Chr05g1000017.1	-0,936355511767713
Niben261Chr01g1465005.1	0,850324357737329
Niben261Chr04g1336014.1	3,9426679360672
Niben261Chr03g0945007.1	-0,86172313333614
Niben261Chr08g1295004.1	0,903632795810874
Niben261Chr14g1216005.1	1,31215678326531
Niben261Chr07g1286021.1	1,23194887013866
Niben261Chr14g1147007.1	0,843644321722078
Niben261Chr19g0629005.1	-0,830831416518084
Niben261Chr08g1312002.1	-2,51252610266665
Niben261Chr05g0519007.1	1,63869357330333
Niben261Chr18g0123006.1	1,34763574501705
Niben261Chr11g1322002.1	0,831452975066753
Niben261Chr15g1490011.1	-0,592732140150437
Niben261Chr08g0017040.1	-0,819118951138124
Niben261Chr07g1465002.1	-1,33810448586203
Niben261Chr18g0752001.1	-1,31534004371281
Niben261Chr05g1367005.1	1,20043931829925
Niben261Chr02g0505013.1	0,764999709421478
Niben261Chr08g0035013.1	-1,78917116883054
Niben261Chr19g0106016.1	-0,977049120839386
Niben261Chr17g0802009.1	-1,17214265115128
Niben261Chr06g0095013.1	-0,758145497684679
Niben261Chr14g0947001.1	-5,40299174119592
Niben261Chr05g1228006.1	0,6291600585209
Niben261Chr02g0505007.1	-0,980137601448891
Niben261Chr10g0476007.1	0,664494726171946
Niben261Chr07g0101017.1	0,758510446660366
Niben261Chr15g0813019.1	-0,878299580833873
Niben261Chr19g0953004.1	-0,636574651250446
Niben261Chr10g0505014.1	-0,666345889575274
Niben261Chr01g0581002.1	-0,601946560095442
Niben261Chr04g0376002.1	1,43705501645925
Niben261Chr17g1535045.1	2,16188137991923
Niben261Chr04g0379004.1	0,920025443180211
Niben261Chr17g0106002.1	-0,884478295837966
Niben261Chr19g0552003.1	0,588522086166678
Niben261Chr13g0686006.1	0,809704155881692
Niben261Chr11g0998022.1	-0,698065594373602
Niben261Chr03g0626008.1	2,21621510143416
Niben261Chr03g1845006.1	1,94008162628588
Niben261Chr03g1440008.1	1,76402805421879
Niben261Chr12g1351002.1	1,31449338846445
Niben261Chr14g1123025.1	0,727234306543515
Niben261Chr14g0199002.1	-3,68382256860211
Niben261Chr10g0289015.1	1,05419175735324
Niben261Chr14g0059009.1	1,07765067795898
Niben261Chr12g0046017.1	-6,63803775498683
Niben261Chr18g0366004.1	0,614973155434112
Niben261Chr01g1663010.1	0,927222124756317
Niben261Scf00858g0000002.1	1,28203311107443
Niben261Chr08g0781006.1	0,665725810139795
Niben261Chr13g1177005.1	-0,838505902220152
Niben261Chr15g0515011.1	0,890320128030228
Niben261Chr01g1718010.1	-0,596627722557216
Niben261Chr08g1243002.1	-1,20550302228081
Niben261Chr18g1459004.1	-0,658968275679752
Niben261Chr19g1245006.1	-0,626542795730367
Niben261Chr02g0671006.1	-0,878409700323197
Niben261Chr10g0611003.1	-0,680339676091641
Niben261Chr14g0147020.1	1,43899168784468
Niben261Chr04g1514008.1	-0,71234741084436
Niben261Chr04g1839003.1	-0,747714301227181
Niben261Chr12g0201002.1	1,7674527251437
Niben261Chr19g1087009.1	-1,09598183729457
Niben261Chr06g1486016.1	-1,73714526771018
Niben261Chr14g0349005.1	-4,9977232267853
Niben261Chr04g1121003.1	0,801216308983159
Niben261Chr13g0635003.1	-0,816539169722283
Niben261Chr03g1580008.1	0,977260243460727
Niben261Chr07g1518028.1	-0,682916308796183
Niben261Chr07g0743009.1	-0,611634980880149
Niben261Chr18g0245004.1	-0,894026034453493
Niben261Chr06g0248006.1	0,79862140253452
Niben261Chr11g1286007.1	-1,18092893810137
Niben261Chr03g0002005.1	0,848365613575088
Niben261Chr05g1131006.1	0,645638661140316
Niben261Chr13g0733024.1	-1,37736721981476
Niben261Chr04g1590005.1	-1,46325565325994
Niben261Chr19g0902009.1	0,93821681417071
Niben261Chr09g0792011.1	-1,23764553229312
Niben261Chr13g0130005.1	-0,614011307520797
Niben261Chr17g1144003.1	-0,818969600347218
Niben261Chr04g1722009.1	1,05472471730047
Niben261Chr14g1381013.1	0,593969506437851
Niben261Chr10g0848012.1	-1,15059106603161
Niben261Chr14g1180006.1	-1,08503373455957
Niben261Chr11g1057002.1	0,732399025829847
Niben261Chr04g0298005.1	1,65401240161814
Niben261Chr14g1337004.1	-0,837866695279993
Niben261Chr04g1658010.1	-1,11967194425952
Niben261Chr05g0326015.1	0,982652172875531
Niben261Chr14g0549008.1	-1,77155912917527
Niben261Chr17g0431003.1	0,657035178590816
Niben261Chr11g0718010.1	-4,71095617733719
Niben261Chr01g1794007.1	-5,0143661626783
Niben261Chr06g0170014.1	1,09966131491131
Niben261Chr04g0117004.1	0,699797990238204
Niben261Chr12g1270009.1	1,61206212166364
Niben261Chr03g1073014.1	-1,89687974731352
Niben261Chr13g0060013.1	1,30036952455656
Niben261Chr12g0480007.1	0,818920398215839
Niben261Chr13g1078009.1	-0,694024097013448
Niben261Chr11g0699023.1	-1,80537128587142
Niben261Chr16g0808001.1	-2,33177491894213
Niben261Chr17g1529001.1	-1,46919776784794
Niben261Chr06g0560011.1	-4,7820273818192
Niben261Chr02g1362002.1	-0,983869779605339
Niben261Chr03g0170029.1	1,12613441395077
Niben261Chr08g1141004.1	-4,91661508683432
Niben261Chr08g0344008.1	1,16688353090513
Niben261Chr07g1074013.1	-1,61092617829166
Niben261Chr03g0714004.1	2,11562953486648
Niben261Chr19g1028001.1	1,68378233162701
Niben261Chr09g0051006.1	1,43633954276493
Niben261Chr04g0923009.1	-0,822191418960411
Niben261Chr07g0678016.1	-0,753802288390247
Niben261Scf00492g0000003.1	0,980733952214896
Niben261Chr15g1178009.1	2,04896472231201
Niben261Chr15g1185009.1	-1,02495365289377
Niben261Chr11g0036007.1	1,6957419984611
Niben261Chr09g1279010.1	1,70795988615258
Niben261Chr12g0382013.1	-0,654223311935472
Niben261Chr19g1075006.1	1,05924163893244
Niben261Chr07g0216001.1	1,04863549341527
Niben261Chr13g1349003.1	0,873472818116697
Niben261Chr17g0055001.1	0,780975891993281
Niben261Chr09g1020014.1	0,685565065783463
Niben261Chr02g1466023.1	0,907078342458731
Niben261Chr08g0157008.1	1,44627298062046
Niben261Chr09g0077001.1	0,631842867370177
Niben261Chr10g0198003.1	-2,35847689578427
Niben261Chr09g1081002.1	-0,897857917972871
Niben261Chr07g0293002.1	0,74524259082264
Niben261Chr06g0443005.1	-1,14509968468705
Niben261Chr13g1288008.1	0,945448801208887
Niben261Chr02g0538014.1	-0,644371398831467
Niben261Chr04g1802010.1	2,04287600837618
Niben261Chr09g1252003.1	0,932225869216451
Niben261Chr02g0757006.1	-0,598413588342535
Niben261Chr17g1329003.1	-0,766830804296862
Niben261Chr06g0546006.1	-4,99707624158418
Niben261Chr08g0959008.1	-1,62841749451772
Niben261Chr12g0327006.1	1,34848381545626
Niben261Chr17g0177009.1	-4,8920533504322
Niben261Chr18g1266006.1	0,957398082674047
Niben261Chr14g0658005.1	0,622515516506391
Niben261Chr08g0313010.1	4,85115062203834
Niben261Chr11g1427008.1	1,32946676816869
Niben261Chr06g0555011.1	0,844217754825095
Niben261Chr14g0470004.1	1,20143346538
Niben261Chr04g1141014.1	-0,600620118892504
Niben261Chr06g1122008.1	2,13075584755292
Niben261Chr17g1088002.1	0,856603788932909
Niben261Chr03g0048008.1	-1,28472626060805
Niben261Scf01719g0000003.1	0,883854665932036
Niben261Chr04g1798005.1	1,33445408920701
Niben261Chr01g1644002.1	-0,781169735480011
Niben261Chr06g0335003.1	-0,902104182398724
Niben261Chr06g0239013.1	0,865482497787127
Niben261Chr03g0191005.1	-1,06645439111613
Niben261Chr10g0901001.1	-0,970471575336318
Niben261Chr07g0877006.1	-0,904248108160424
Niben261Chr07g0271005.1	-4,47566941249182
Niben261Chr06g0248004.1	0,900346625130167
Niben261Chr10g0532013.1	-1,11230222566595
Niben261Chr06g0095054.1	1,58753089287781
Niben261Chr01g0961001.1	-1,48780621816098
Niben261Chr10g0341004.1	0,786382328000564
Niben261Chr11g0499002.1	-5,05192412332333
Niben261Chr07g0878008.1	1,05772583918077
Niben261Chr19g1084003.1	-0,624116059352647
Niben261Chr17g1414007.1	2,90846658036091
Niben261Chr16g0761009.1	-0,785997432477467
Niben261Chr02g1447006.1	3,35753559714908
Niben261Chr08g0731018.1	3,28104620224712
Niben261Chr02g0514020.1	0,613790314074287
Niben261Chr05g1057005.1	-0,609639225550316
Niben261Chr15g1513002.1	1,29948448064088
Niben261Chr13g0225004.1	-4,81560152682128
Niben261Chr01g0773013.1	2,55435360214269
Niben261Chr16g1443003.1	-0,948366936935512
Niben261Chr09g0932005.1	1,45528139274669
Niben261Chr11g0214005.1	-0,729900049114986
Niben261Chr09g0643003.1	-0,615701733265458
Niben261Chr13g1261011.1	-1,22198151430474
Niben261Chr11g1167002.1	-0,714413759741831
Niben261Chr17g0733008.1	-0,761204408303683
Niben261Chr06g0990008.1	-7,73796166728487
Niben261Chr12g0023003.1	0,70813079839893
Niben261Chr06g1111014.1	0,739332803980588
Niben261Chr08g0219013.1	-1,93018121550081
Niben261Chr14g1513045.1	-1,11365508749567
Niben261Chr10g0667020.1	-0,771842088909853
Niben261Scf11584g0000002.1	-0,633888632940078
Niben261Chr01g0614004.1	0,808093344693169
Niben261Chr11g1408013.1	0,811645988263665
Niben261Chr18g0582005.1	0,879264544201631
Niben261Chr16g0346003.1	1,97718493322767
Niben261Chr16g1177004.1	1,00067839155905
Niben261Chr03g0352011.1	-4,56032042686438
Niben261Chr04g0713003.1	-0,595852173250286
Niben261Chr02g0935002.1	-1,00626145470674
Niben261Chr15g1115005.1	-0,993431596075443
Niben261Chr10g0939005.1	-1,76068405845577
Niben261Chr05g1316002.1	-1,17642844563751
Niben261Chr19g0206008.1	0,977607849572861
Niben261Chr08g1244009.1	-0,694560641864476
Niben261Chr07g1483003.1	0,90283825845455
Niben261Chr14g0287002.1	0,648850025924314
Niben261Chr19g0152003.1	1,53149055645407
Niben261Chr12g0226001.1	-1,05983371852247
Niben261Chr09g0377001.1	0,915509861811723
Niben261Chr11g0715012.1	2,72267011740057
Niben261Chr14g1381025.1	1,32309503627991
Niben261Chr16g0542011.1	1,12018882834346
Niben261Chr01g0695010.1	0,674441974619655
Niben261Chr01g1380005.1	-1,3988462960326
Niben261Chr03g0545004.1	-5,16251445371073
Niben261Chr14g0846011.1	-1,32726943585639
Niben261Chr03g0287031.1	0,881228135685722
Niben261Chr11g0064002.1	1,39363896370828
Niben261Chr18g0513012.1	0,774518992663904
Niben261Chr14g0322010.1	0,618636103778833
Niben261Chr15g0293010.1	-1,79839421855063
Niben261Chr12g0217004.1	1,77058810982139
Niben261Chr07g1479010.1	0,818856837916519
Niben261Chr16g1330011.1	-0,722681811500682
Niben261Chr10g0469013.1	0,590445779342338
Niben261Chr15g1196003.1	2,05396238067394
Niben261Chr13g0523003.1	-4,13348374225428
Niben261Chr11g0759004.1	0,740196041776831
Niben261Chr13g0838020.1	1,1777794425678
Niben261Chr13g0595005.1	0,681548456064184
Niben261Chr01g1745006.1	-4,87229743134694
Niben261Chr18g0372003.1	-1,38535452302428
Niben261Chr10g0194006.1	0,866868309009542
Niben261Chr07g0609009.1	1,62256887779701
Niben261Chr14g0954001.1	1,36560329152821
Niben261Chr09g0146002.1	-1,38123262792539
Niben261Chr04g1153002.1	-0,666225924255057
Niben261Chr15g0883007.1	-0,739611606977927
Niben261Chr08g0249003.1	0,925539329564074
Niben261Chr14g1345004.1	-0,600634717614809
Niben261Chr04g1512001.1	-0,930893458153803
Niben261Chr09g0832015.1	-0,775194297386129
Niben261Chr12g0731008.1	0,850671033425115
Niben261Chr02g0670003.1	-4,92411190890178
Niben261Chr12g0406001.1	1,26426910839942
Niben261Chr08g0400008.1	-0,713587837685581
Niben261Chr19g0517004.1	-1,20323990851012
Niben261Chr04g1477003.1	-0,885385194933167
Niben261Chr04g0216029.1	0,589026546615531
Niben261Chr08g0668005.1	-1,05113334482959
Niben261Chr13g0295006.1	-0,637928359244424
Niben261Chr10g0633008.1	3,68729762958538
Niben261Chr18g0572007.1	1,62263450461835
Niben261Scf16935g0000002.1	-3,60566197276433
Niben261Chr08g0385003.1	0,941707940189432
Niben261Chr12g0230011.1	-0,673337052675253
Niben261Chr12g0512003.1	0,99638376698876
Niben261Chr08g0652001.1	-0,925426138130402
Niben261Chr17g0569055.1	2,03735275995337
Niben261Chr14g1362021.1	-2,45905557121158
Niben261Chr12g1111009.1	-0,869736797399838
Niben261Chr08g1058006.1	0,915894949505937
Niben261Chr09g0056003.1	0,64949637789823
Niben261Chr04g1538003.1	-3,74571630294261
Niben261Chr18g0221005.1	0,613224732547724
Niben261Chr11g0523009.1	-0,930322436628167
Niben261Chr01g0049003.1	1,04503921068139
Niben261Chr12g0838009.1	1,5464820643141
Niben261Chr13g0061012.1	-0,662411972083078
Niben261Chr16g1256005.1	1,43657203990513
Niben261Chr16g1217003.1	0,760190335761833
Niben261Chr12g0205002.1	1,32358588782411
Niben261Chr18g0803024.1	2,17037061156412
Niben261Chr08g0173007.1	-0,916246646012218
Niben261Chr04g1736001.1	0,782600954733904
Niben261Chr17g0405004.1	1,79112236249768
Niben261Chr14g0656003.1	2,3995321625894
Niben261Chr16g0297007.1	2,88690568454288
Niben261Chr06g0566018.1	0,71568132009496
Niben261Chr16g0160005.1	-5,70275383258596
Niben261Chr03g1160005.1	0,752784425334
Niben261Chr05g0013007.1	-0,86826812845165
Niben261Chr11g1234004.1	-0,916206695810096
Niben261Chr08g0319007.1	-0,938642877066409
Niben261Chr09g1220003.1	2,19127723130483
Niben261Chr17g0943007.1	0,586349244073759
Niben261Chr03g1837004.1	-0,979735665863536
Niben261Chr11g0368008.1	-0,619567176038217
Niben261Chr11g1010002.1	0,810346751911244
Niben261Chr08g0164028.1	1,90035390769971
Niben261Chr11g0230004.1	-2,35610382750285
Niben261Chr17g1468003.1	2,46672339887251
Niben261Chr01g0679006.1	0,724304164016109
Niben261Chr18g0751014.1	-0,602918136367596
Niben261Chr17g1291014.1	-2,94423764097124
Niben261Chr03g0916010.1	1,14005438110842
Niben261Chr05g0988015.1	0,658739199917826
Niben261Chr03g1667004.1	1,000514432725
Niben261Chr16g0021007.1	1,60677179007568
Niben261Chr14g1200014.1	-0,830773369544296
Niben261Chr08g0901002.1	1,38978878665475
Niben261Chr15g1006009.1	-4,72614681727903
Niben261Chr05g0823003.1	0,606397519546802
Niben261Chr06g0499001.1	-0,685066244037226
Niben261Chr05g0636008.1	1,15273682077839
Niben261Chr03g1062002.1	3,25924786362209
Niben261Chr16g0256001.1	1,52147596853302
Niben261Chr16g0076004.1	-0,787016329537162
Niben261Chr08g0335008.1	-0,633179259669757
Niben261Chr06g1121001.1	1,02567993649021
Niben261Chr17g0774003.1	4,22438458271856
Niben261Chr13g0650001.1	0,68527587096477
Niben261Chr03g0101022.1	0,766365128262767
Niben261Chr12g0252015.1	0,763022459671657
Niben261Chr10g0811013.1	0,663674937969311
Niben261Chr08g0372009.1	-0,930362759752197
Niben261Chr19g1471007.1	0,823602773714964
Niben261Chr09g0358004.1	-0,602545034839628
Niben261Chr07g0674001.1	-3,13769687231235
Niben261Chr10g0115009.1	1,15716962770542
Niben261Chr02g0511016.1	-3,12974826294332
Niben261Chr09g0396007.1	2,27364796317834
Niben261Chr13g0874014.1	0,77408971341268
Niben261Chr18g1458009.1	1,11181286344016
Niben261Chr19g0258011.1	-1,0918413627647
Niben261Chr07g0376006.1	-5,11527943269352
Niben261Chr06g0030015.1	1,1291941277341
Niben261Chr05g0879001.1	1,34813330494182
Niben261Chr09g0409005.1	0,712793606628393
Niben261Chr05g0003002.1	0,975570142766271
Niben261Chr11g0832025.1	0,779677100641808
Niben261Chr12g0913007.1	3,41181955730048
Niben261Chr03g0053001.1	0,92153093685006
Niben261Chr08g0339011.1	-0,892206204445711
Niben261Chr16g0343010.1	0,71837726662183
Niben261Chr10g0179006.1	-3,47729587414606
Niben261Chr08g0301111.1	-0,782707357492656
Niben261Chr01g0461001.1	0,808097771010553
Niben261Chr06g0979003.1	0,633961411342262
Niben261Chr15g1486004.1	0,976037709896055
Niben261Chr07g1286014.1	2,25539789772266
Niben261Chr11g0701008.1	-1,06809320793995
Niben261Chr13g0060009.1	0,592526602545027
Niben261Chr01g1736012.1	-0,951518676710128
Niben261Chr05g0824003.1	-4,17484295304929
Niben261Chr07g1428003.1	0,749883999120286
Niben261Chr14g0823007.1	-1,09641523423345
