Name	pcrtBDD_vs_GFPDD_filtered
Niben261Chr16g0049001.1	-2,76619433049784
Niben261Chr17g0562001.1	0,750433418465123
Niben261Chr12g0770012.1	2,00832261415962
Niben261Scf08271g0000001.1	-1,69855898918987
Niben261Chr10g0424002.1	-0,803787584081054
Niben261Chr17g0812009.1	0,645917327686493
Niben261Chr03g0705010.1	0,850665065777211
Niben261Chr08g0174008.1	1,13389888921767
Niben261Chr02g1280010.1	0,97558544179715
Niben261Chr14g0764008.1	1,44781271372912
Niben261Chr04g0920005.1	-4,7877757301439
Niben261Chr11g0382006.1	0,706552185804589
Niben261Chr06g0102007.1	0,711239063721137
Niben261Chr13g1245005.1	-2,58875232200683
Niben261Chr14g1302006.1	0,661264145358115
Niben261Chr06g0160002.1	1,10272589272158
Niben261Chr18g1113004.1	-5,33656027578724
Niben261Chr16g0087003.1	0,86162019410181
Niben261Chr14g0908006.1	-1,00484414005564
Niben261Chr10g0062001.1	1,88360733511743
Niben261Chr06g1422001.1	0,853617163486994
Niben261Chr12g0343002.1	0,902296953793392
Niben261Chr13g0319016.1	0,836123771764555
Niben261Chr06g1171002.1	-1,18138177903175
Niben261Chr18g1448021.1	1,03979303298919
Niben261Chr09g0153003.1	-7,25739349722367
Niben261Chr15g0570001.1	0,664162173098989
Niben261Chr10g0784014.1	-1,0713495708465
Niben261Chr13g0010010.1	1,28542375590297
Niben261Chr06g0667008.1	-1,37008938649922
Niben261Chr09g0996001.1	-0,609220703593079
Niben261Chr07g1466013.1	-1,12115172448214
Niben261Chr03g0959001.1	0,709417342468779
Niben261Chr09g0018013.1	-1,61734339852072
Niben261Chr03g0295005.1	2,0496665317181
Niben261Chr02g1131001.1	-1,76803377613685
Niben261Chr01g1268002.1	1,84880526485171
Niben261Chr02g1179004.1	-0,608563582673939
Niben261Chr12g0443004.1	0,686806704249472
Niben261Chr19g0041004.1	-0,802973694674786
Niben261Chr10g0003002.1	2,31105183856904
Niben261Chr16g0884007.1	1,81618099601994
Niben261Chr10g0657002.1	-0,648816412065173
Niben261Chr12g0044006.1	0,986149539869979
Niben261Chr13g0324004.1	1,63517580877201
Niben261Chr02g0915014.1	-0,758680696503932
Niben261Chr19g1237006.1	0,974288256686718
Niben261Chr15g1259003.1	0,76575216509067
Niben261Chr07g1162008.1	-0,775241199741837
Niben261Chr14g1245004.1	1,2079552361875
Niben261Chr12g0883009.1	0,962529255825958
Niben261Chr07g0925001.1	-0,970538608013709
Niben261Chr08g1361002.1	-2,02625644882147
Niben261Chr15g1212004.1	-2,09041144704356
Niben261Chr11g1394015.1	-1,10746809660906
Niben261Chr04g1752008.1	0,883307483706467
Niben261Chr18g0609009.1	1,0344643317874
Niben261Chr16g0425001.1	0,910820598512689
Niben261Chr10g0199010.1	-4,7382077386354
Niben261Chr16g0160033.1	-1,46843262284496
Niben261Chr04g1203006.1	-1,28225970312446
Niben261Chr11g1194001.1	-4,16440795760029
Niben261Chr13g0193007.1	-0,790797554978554
Niben261Chr19g1031008.1	-3,45276359422598
Niben261Chr01g1580004.1	-0,702639239730407
Niben261Chr08g0320015.1	-0,969537570651023
Niben261Chr09g0102001.1	-0,763200726006971
Niben261Chr15g0116016.1	0,822598540932939
Niben261Chr15g1137008.1	-0,766128438860038
Niben261Chr11g1034004.1	1,5256510066701
Niben261Chr01g1311005.1	-1,36031550583122
Niben261Chr02g0859002.1	-1,68065227483299
Niben261Chr13g0799005.1	1,10029953078862
Niben261Chr12g0427001.1	-0,601492725260394
Niben261Chr16g1186023.1	-0,992261560581703
Niben261Chr11g0444004.1	1,42377097218958
Niben261Chr09g0063010.1	1,65708667427617
Niben261Chr08g1346007.1	1,06489114481072
Niben261Chr08g1067003.1	0,781418062076524
Niben261Chr01g1272008.1	-1,30320070695669
Niben261Chr02g1239004.1	-0,6253952231709
Niben261Chr11g1148017.1	1,09512198925797
Niben261Chr06g1288003.1	-0,687047322906375
Niben261Chr06g0459006.1	0,646119412185212
Niben261Chr14g0580003.1	-0,667670346988186
Niben261Chr16g0236024.1	1,58773060176437
Niben261Chr01g0549005.1	-0,776742146344164
Niben261Chr14g0671006.1	-4,56683587823075
Niben261Chr03g0026017.1	-1,01409158072357
Niben261Chr15g1423025.1	-0,86647952704256
Niben261Chr14g0790004.1	-0,848359290778932
Niben261Chr13g0582011.1	2,11765747297845
Niben261Chr14g0063001.1	0,615131496405159
Niben261Chr12g0058005.1	-0,732360608801466
Niben261Scf14161g0000001.1	0,5990505128638
Niben261Chr10g0385026.1	0,795557696169489
Niben261Chr03g1166003.1	5,51995441830336
Niben261Chr19g1442001.1	0,617436271660891
Niben261Chr08g0012009.1	1,18023799630283
Niben261Chr05g1373007.1	-1,604945169138
Niben261Chr10g1091006.1	0,904350241897835
Niben261Chr16g1294004.1	-0,682152727883628
Niben261Chr07g0817002.1	-0,707267288871917
Niben261Chr17g1223001.1	1,90773084420606
Niben261Chr06g0521009.1	-0,823145113401006
Niben261Chr13g0050006.1	0,898437988983744
Niben261Chr14g0860008.1	0,727785105671328
Niben261Chr05g0617005.1	1,49405296826714
Niben261Chr10g0198013.1	-1,9506626431688
Niben261Chr16g0369003.1	0,929677343974795
Niben261Chr01g0015010.1	0,636686974221519
Niben261Chr17g0099006.1	-1,9626309183018
Niben261Chr05g0785013.1	-1,27550564718522
Niben261Chr16g0664008.1	0,935733585797213
Niben261Chr18g0191012.1	0,667876581969225
Niben261Chr19g1385007.1	0,77414534998216
Niben261Chr14g1381017.1	0,944974294938214
Niben261Chr10g1248011.1	-1,22779859931149
Niben261Chr15g0922003.1	0,687428930617153
Niben261Chr05g0678017.1	-0,764388845834003
Niben261Chr08g0341006.1	-0,992302047134266
Niben261Chr13g0903011.1	-0,628672055999283
Niben261Chr08g1126018.1	0,757092666140585
Niben261Chr08g0194004.1	1,04133767631263
Niben261Chr13g1249009.1	0,977235822158504
Niben261Chr07g0695005.1	0,856581499075386
Niben261Chr12g0151004.1	0,623161224937924
Niben261Chr01g0282004.1	-2,75729211140183
Niben261Chr13g1418019.1	0,789202963454667
Niben261Chr07g1309023.1	2,9584662783788
Niben261Chr01g0573002.1	-0,878997585706456
Niben261Chr03g1061016.1	0,808955684106706
Niben261Chr07g1371003.1	-4,21164520869693
Niben261Chr11g1292010.1	-0,632789436010203
Niben261Chr10g0178014.1	-0,657192862520568
Niben261Chr07g1198010.1	0,641538488751363
Niben261Chr12g1109004.1	0,829253662709376
Niben261Chr06g0598002.1	-1,16091123973104
Niben261Chr07g1026002.1	0,789859349930359
Niben261Chr04g1587011.1	-0,590928436062013
Niben261Chr11g1435015.1	1,79193382734515
Niben261Chr11g0710012.1	0,683165623750506
Niben261Chr17g1503004.1	1,63476922716048
Niben261Chr15g0372013.1	0,598208131435481
Niben261Chr06g0985013.1	1,20687217211939
Niben261Chr06g0825004.1	-0,793081761542055
Niben261Chr07g0979003.1	-0,892307995857781
Niben261Chr02g0273014.1	1,49062538052058
Niben261Chr16g0980019.1	-1,12323387036819
Niben261Chr17g0367003.1	0,619042923385618
Niben261Chr05g0753004.1	-0,961168052329022
Niben261Chr04g1191021.1	-0,828070508594395
Niben261Chr07g0378015.1	1,75784960621282
Niben261Chr15g1002003.1	1,39113373929023
Niben261Chr06g0497004.1	0,738981151903847
Niben261Chr04g0011008.1	0,702920634930252
Niben261Chr07g1390011.1	-0,774546526093976
Niben261Chr05g0214002.1	0,648947190536547
Niben261Chr14g0606003.1	-3,01247720833184
Niben261Chr08g0795001.1	1,50773009484665
Niben261Chr06g0583001.1	-0,695863341343314
Niben261Chr13g0866006.1	0,780982956384166
Niben261Chr04g1618009.1	-4,44697445761556
Niben261Chr17g1498005.1	0,590141482551377
Niben261Chr16g0833009.1	-1,04870823084746
Niben261Chr09g0564005.1	0,657751278113261
Niben261Chr13g0648008.1	0,939685551629508
Niben261Chr08g0742001.1	0,663919950231025
Niben261Chr18g0069001.1	0,706795990385402
Niben261Chr12g1561003.1	1,26498435426944
Niben261Chr07g0809020.1	0,863370596770277
Niben261Chr04g1561002.1	4,49638894413911
Niben261Chr05g0340007.1	-0,688653897240772
Niben261Chr12g0056004.1	-0,628072491082182
Niben261Chr08g0397009.1	-5,59724442076334
Niben261Chr02g1370002.1	0,67273256157841
Niben261Chr06g0598001.1	-1,69938373130084
Niben261Chr01g0420001.1	-0,585848434352345
Niben261Scf01441g0000001.1	0,912627916183355
Niben261Chr11g1100005.1	-1,42393812429389
Niben261Chr05g0127001.1	1,29499014010356
Niben261Chr03g0445010.1	-1,03153110996269
Niben261Chr06g0303008.1	-1,23636355667236
Niben261Chr04g1639003.1	-1,36982486264982
Niben261Chr07g0266005.1	0,793142856515374
Niben261Chr18g1055004.1	-0,674989152937212
Niben261Chr18g1448011.1	-0,988344279122411
Niben261Chr11g1317009.1	0,714651241557517
Niben261Chr10g1339009.1	1,51907229383867
Niben261Chr07g1118002.1	1,1101803024439
Niben261Chr06g1470008.1	-1,22743295074161
Niben261Chr14g1147006.1	1,33592634593157
Niben261Chr17g1462001.1	-0,768083356376544
Niben261Chr11g0605014.1	0,617867144731118
Niben261Chr07g1177014.1	1,54404572502778
Niben261Chr03g1229004.1	1,44849671005261
Niben261Chr01g1234014.1	-0,858985954897331
Niben261Chr01g0564004.1	1,81580131232247
Niben261Chr02g1234011.1	0,840211179384874
Niben261Chr13g0993006.1	-2,04141216519643
Niben261Chr03g0121002.1	0,587046480513131
Niben261Chr10g0070014.1	0,597609976782839
Niben261Chr05g0255002.1	0,696732465769099
Niben261Chr16g0574005.1	-4,34245437005907
Niben261Chr18g0475014.1	1,70774587620288
Niben261Chr10g0304001.1	-1,29304584382103
Niben261Chr11g0905001.1	4,22207318454832
Niben261Chr07g0480003.1	1,35232957676432
Niben261Chr19g0729008.1	0,919964003164485
Niben261Chr12g1094027.1	3,68599422366638
Niben261Chr01g0888003.1	2,15812596254211
Niben261Chr12g0796010.1	-0,714321901569759
Niben261Chr03g0008020.1	-1,72726161643313
Niben261Chr04g1600005.1	0,645768455819738
Niben261Chr17g1089003.1	-0,877429944719121
Niben261Chr01g1293009.1	0,687357915981555
Niben261Chr14g0732009.1	-0,839987651451101
Niben261Chr16g0434004.1	0,759299812616989
Niben261Chr12g1210007.1	1,20141385419669
Niben261Chr09g0225004.1	-1,09833187117651
Niben261Chr11g1408024.1	-0,650928809842693
Niben261Chr14g0953007.1	-5,03633714262988
Niben261Chr03g0221006.1	0,949488039313059
Niben261Chr07g1086007.1	-0,971530436921234
Niben261Chr06g0421003.1	0,765893103336996
Niben261Chr04g0493008.1	0,684695436725976
Niben261Chr17g0232008.1	-0,614977173330668
Niben261Chr15g1028003.1	2,28526808844698
Niben261Chr13g1250001.1	-4,5002872445499
Niben261Chr12g0741007.1	-0,585838378971716
Niben261Chr10g1349010.1	-3,0729788078902
Niben261Chr12g0193004.1	-4,37478297959984
Niben261Chr13g1151018.1	1,18671528281714
Niben261Chr11g1074005.1	-2,24727576022577
Niben261Chr06g0836002.1	1,0130866373713
Niben261Chr15g1148001.1	1,33961311961572
Niben261Chr08g0024015.1	0,818863277259995
Niben261Chr09g0378002.1	0,662968391825635
Niben261Chr11g0426024.1	2,04541295096154
Niben261Chr10g0588023.1	-0,608338765926623
Niben261Chr04g1844004.1	0,667731895153208
Niben261Chr04g1794002.1	0,747702331461493
Niben261Chr01g1794006.1	-4,3955404007397
Niben261Chr16g0548017.1	-0,979520559102019
Niben261Chr17g0573021.1	-0,921249439921137
Niben261Chr02g1002004.1	-0,831405143241893
Niben261Chr11g0201019.1	-4,37391434680621
Niben261Chr10g0456010.1	-2,00052032349004
Niben261Chr15g1240013.1	1,18543148181904
Niben261Chr12g0311004.1	-2,35201565425353
Niben261Chr12g0772013.1	0,666513500479486
Niben261Chr12g0553016.1	0,860277985514915
Niben261Chr12g1103009.1	-0,725818953238022
Niben261Chr17g0715011.1	-1,63668221529739
Niben261Chr19g0648016.1	1,31839073840222
Niben261Chr10g0462009.1	1,19060352552078
Niben261Chr10g0583005.1	-0,64200032279719
Niben261Chr13g1231008.1	1,98893507672495
Niben261Chr18g0069016.1	-1,65282241486397
Niben261Chr18g0127015.1	-0,763795803006086
Niben261Chr08g0164002.1	-2,19861966976309
Niben261Chr09g0080001.1	-1,65239737194002
Niben261Chr11g1208007.1	0,604160764058711
Niben261Chr07g1128067.1	1,14480415927585
Niben261Chr09g1049006.1	-0,928401225038026
Niben261Chr06g1154013.1	-1,21665376058862
Niben261Chr15g0581004.1	1,65281843702957
Niben261Chr07g0920009.1	2,31038875539361
Niben261Chr13g0736011.1	1,43276465109583
Niben261Chr06g1085007.1	0,747580314114523
Niben261Chr17g1400001.1	-0,965995644419364
Niben261Chr03g0977014.1	-1,01456417991325
Niben261Chr05g0708005.1	-1,09072776425534
Niben261Chr04g1018001.1	1,78745224494289
Niben261Chr01g0860001.1	1,66035276886377
Niben261Chr03g1205008.1	-0,588595939812723
Niben261Chr06g0068005.1	0,874217763242339
Niben261Chr17g0374007.1	0,610001536289658
Niben261Chr15g1054006.1	-0,686638303674542
Niben261Chr08g0088012.1	-0,662201535864365
Niben261Chr19g1173003.1	-0,753692950345747
Niben261Chr09g1347025.1	0,899987859514664
Niben261Chr14g0490004.1	-1,32158560327152
Niben261Chr07g1129019.1	-2,13652722245476
Niben261Chr09g1324003.1	-1,34803416056605
Niben261Chr12g0827008.1	0,783953314212922
Niben261Chr04g1543004.1	1,12850246921233
Niben261Chr15g0813001.1	0,652226659622446
Niben261Chr19g1027008.1	4,31616815876376
Niben261Chr01g1273008.1	0,819238936767967
Niben261Chr18g0215004.1	1,21949702888192
Niben261Chr01g0512007.1	-0,615168733499917
Niben261Chr10g1007001.1	1,2759479868306
Niben261Chr03g0212011.1	-1,65597287663476
Niben261Chr19g0746005.1	1,49637826809109
Niben261Chr16g0805020.1	0,993747218759963
Niben261Chr03g0103013.1	1,20253916128673
Niben261Chr09g1194010.1	-1,17139842074533
Niben261Chr14g0593010.1	-0,621152138025046
Niben261Chr18g0513006.1	0,673814354019661
Niben261Chr13g1002001.1	0,622437050940868
Niben261Chr10g0088032.1	-0,710124898010999
Niben261Chr07g0771003.1	-0,888682118829834
Niben261Chr02g1513002.1	-0,904552140198769
Niben261Chr12g0170002.1	-0,899110415227359
Niben261Chr14g0923003.1	0,646042715719233
Niben261Chr16g0486001.1	0,703282999105516
Niben261Chr07g1451004.1	0,702684027515453
Niben261Chr03g1589001.1	1,67972449412477
Niben261Chr07g1296015.1	1,11554293420489
Niben261Chr02g0692001.1	0,669393619577204
Niben261Chr05g0948009.1	2,58904711882093
Niben261Chr18g1265008.1	0,919103398859842
Niben261Chr17g0252012.1	1,13161929797908
Niben261Chr16g0282003.1	2,11312148414152
Niben261Chr10g0164004.1	-1,96477417483435
Niben261Chr16g0011010.1	-0,9002788345822
Niben261Chr04g1652010.1	0,635136634533738
Niben261Chr11g1031013.1	-0,608342824426753
Niben261Chr01g0710003.1	-0,784084969220197
Niben261Chr15g1524003.1	1,14348172859615
Niben261Chr07g1218018.1	0,647346835583675
Niben261Chr05g0830006.1	1,26818642225108
Niben261Chr13g0468001.1	0,730363085964701
Niben261Chr11g0024007.1	4,61462384959843
Niben261Chr14g1506004.1	1,30457786057485
Niben261Chr06g1089001.1	1,8513716266542
Niben261Chr08g0333005.1	-0,833785817853415
Niben261Chr16g0972009.1	0,88756258413682
Niben261Chr16g0503001.1	-0,970331451290961
Niben261Chr17g1230005.1	-1,10635312859965
Niben261Chr01g0169015.1	-0,619262751379562
Niben261Chr17g1227004.1	-1,01954054930132
Niben261Chr07g1128060.1	1,15670468253672
Niben261Chr09g0597012.1	2,81288475335291
Niben261Chr19g0745012.1	-4,21918043466296
Niben261Chr16g0423003.1	1,44596854996616
Niben261Chr01g0017010.1	0,924497241032862
Niben261Chr12g1538009.1	0,625373537960433
Niben261Chr18g1375009.1	1,58246911640265
Niben261Chr17g0344012.1	-0,912346630684203
Niben261Chr13g0831010.1	-0,773650059074922
Niben261Chr07g1448001.1	0,708856445904318
Niben261Chr06g0598030.1	-0,956728589438005
Niben261Chr14g1510023.1	-0,81690591318055
Niben261Chr14g1264002.1	1,07273606053097
Niben261Chr04g0227005.1	-0,596058081583529
Niben261Chr18g0586004.1	-3,35411460054555
Niben261Chr11g1339002.1	0,632069417007092
Niben261Chr14g1074001.1	0,731322021566557
Niben261Chr13g0532008.1	-4,21782283262742
Niben261Chr02g1465001.1	0,6388503095331
Niben261Chr14g0264003.1	0,592848662429238
Niben261Chr01g1350001.1	-1,00329300140253
Niben261Chr09g0107008.1	0,806492131579398
Niben261Chr14g0951013.1	0,682001966403538
Niben261Chr18g0270006.1	2,56192923838723
Niben261Chr07g0978009.1	-1,23287246088453
Niben261Chr10g1158004.1	1,15713660747559
Niben261Chr01g0719007.1	-0,725005432836321
Niben261Chr15g1400002.1	0,871084489611021
Niben261Chr06g0525007.1	-0,705114037013172
Niben261Chr10g0082001.1	-0,946702444548441
Niben261Chr10g0026003.1	1,45391739227688
Niben261Chr02g0168069.1	-3,94550581336993
Niben261Chr08g0089009.1	2,06056190351058
Niben261Chr18g0568001.1	0,725892696739187
Niben261Chr08g0351004.1	-0,8998397520208
Niben261Chr07g0379005.1	-0,610219304532027
Niben261Chr04g1657011.1	0,680982537898136
Niben261Chr13g1056007.1	-4,81439596425108
Niben261Chr18g0495001.1	1,46274935011827
Niben261Chr08g1297003.1	-0,926852407027682
Niben261Chr14g1266004.1	0,736321584089442
Niben261Chr03g1394014.1	0,933049501523528
Niben261Chr05g0096004.1	1,30517095007283
Niben261Chr10g1002010.1	0,853745165552128
Niben261Chr02g0449001.1	1,26529819594612
Niben261Chr17g0961002.1	-1,74923224301944
Niben261Chr17g1393024.1	-0,8386695320014
Niben261Chr10g0145003.1	0,938708352722806
Niben261Chr06g1139007.1	1,96077393901882
Niben261Chr02g1508014.1	0,871082479539773
Niben261Chr07g1172005.1	0,647612784691844
Niben261Chr19g0108008.1	1,17387397658954
Niben261Chr08g0782014.1	1,70192905512512
Niben261Chr07g1061016.1	3,25781192479978
Niben261Chr13g0173009.1	-0,706805621516734
Niben261Chr15g0734003.1	1,72429203942872
Niben261Chr08g0385005.1	0,607551188650107
Niben261Chr17g0682010.1	0,907326175398178
Niben261Chr16g0966001.1	0,986788691965723
Niben261Chr03g1470001.1	0,655723140872553
Niben261Chr03g0808009.1	0,78979406844607
Niben261Chr04g0278001.1	1,07564906720351
Niben261Chr08g0118012.1	0,585345336548092
Niben261Chr04g0826013.1	1,04057095302573
Niben261Chr18g1372013.1	-1,73423510147088
Niben261Chr09g0173003.1	-3,18803606679981
Niben261Chr16g0486016.1	1,50000335469226
