Name	pcrtB22h_vs_GFP22h_filtered
eGFP:mRNA	-3,82458178921671
Niben261Chr11g1361010.1	-5,9915783229722
Niben261Chr10g0654005.1	-4,02102184127455
Niben261Chr10g0047001.1	-3,66790422549857
Niben261Chr13g0482004.1	-2,80485652435137
Niben261Chr07g1479010.1	-3,20786448418141
Niben261Chr05g0688002.1	-4,05741956534096
Niben261Chr18g0858015.1	-3,82364280928304
Niben261Chr09g1310006.1	-4,83680569976353
Niben261Scf00229g0000002.1	-3,31709762251782
Niben261Chr08g0339007.1	-2,99760551492986
Niben261Chr07g1128012.1	-2,88633870913889
Niben261Chr19g1250015.1	-2,82654942073352
Niben261Chr13g0801007.1	-2,73247742490141
Niben261Chr14g0179001.1	-2,91918677338179
Niben261Chr15g1524003.1	-2,25519681908157
Niben261Chr15g1048001.1	-3,2160208819873
Niben261Chr14g1255002.1	-2,99550500152024
Niben261Chr04g0659006.1	-2,81851491915289
Niben261Chr08g0455001.1	-5,79744114714538
Niben261Chr07g0813009.1	-2,49748081351743
Niben261Chr09g0018013.1	-3,19317705738643
Niben261Chr04g1767010.1	-2,3139301451138
Niben261Chr07g1347013.1	-3,38087697823825
Niben261Chr07g0798002.1	-3,26608839940785
Niben261Chr02g0729003.1	-2,33374096378459
Niben261Chr11g1298003.1	-2,03363437294617
Niben261Chr16g0308003.1	-3,02245595376056
Niben261Chr15g1246003.1	-3,88166468479458
Niben261Chr03g1081002.1	-3,27821510782845
Niben261Chr17g0620012.1	-3,27881306390814
Niben261Chr06g0294004.1	-2,86163623534171
Niben261Chr03g0205002.1	-3,00529438269451
Niben261Chr16g0434017.1	-2,64529075637986
Niben261Chr13g1031030.1	-4,1904719598417
Niben261Chr01g1665002.1	-3,30492337316078
Niben261Chr14g0374004.1	-2,57812802678025
Niben261Chr01g1134008.1	-4,0603635271998
Niben261Chr08g1297016.1	-2,45767174125351
Niben261Chr04g0615002.1	-3,79724968193495
Niben261Chr13g0649001.1	-2,18922999215833
Niben261Chr09g1279010.1	-2,98469928589107
Niben261Chr07g1353002.1	-2,33015301266024
Niben261Chr13g0010010.1	-2,71779712273155
Niben261Chr16g0390020.1	-1,97537563130114
Niben261Chr06g1410008.1	-3,17958838751074
Niben261Chr06g0497004.1	-2,22805107370515
Niben261Chr14g1317004.1	-2,59236049811755
Niben261Chr05g0041001.1	-2,25556273071888
Niben261Chr19g0181007.1	-2,02309998315001
Niben261Chr03g1760001.1	-1,91237932595493
Niben261Chr10g0513003.1	-1,90917506094959
Niben261Chr10g0234013.1	-1,92632372394391
Niben261Chr17g1326001.1	-2,75809602772962
Niben261Chr06g0223002.1	-1,99847803973109
Niben261Chr16g1121001.1	-3,17145327472315
Niben261Chr14g0954001.1	-2,83921690999305
Niben261Chr07g1181001.1	-4,44148709353969
Niben261Chr18g1375009.1	-2,85802992087168
Niben261Chr07g0946002.1	-2,24734210746708
Niben261Chr07g0283015.1	-1,63019131994735
Niben261Chr18g0107002.1	-2,00210978727084
Niben261Chr05g1193006.1	-2,35424973245798
Niben261Chr09g0167005.1	-2,2156065262831
Niben261Chr14g0373005.1	-2,64660859863948
Niben261Chr01g1268002.1	-3,04929907834927
Niben261Chr13g0114019.1	-2,26848014540149
Niben261Chr05g1347001.1	-2,56034916848104
Niben261Chr08g0024015.1	-2,447446305458
Niben261Chr04g1031007.1	-2,07532619416341
Niben261Chr06g0828008.1	-2,37784046956703
Niben261Chr19g0895002.1	-1,83985839195496
Niben261Chr02g0561009.1	-2,19153878949338
Niben261Chr11g0678001.1	-3,58717223630745
Niben261Chr13g0686007.1	-2,77633435204939
Niben261Chr18g0287009.1	-2,5168158830661
Niben261Chr03g0714004.1	-2,72515657011279
