Name	pcrtB37h_vs_GFP37h_filtered
PaancrtB:mRNA	7,96236922030617
Niben261Chr14g0208010.1	-6,89744046651663
Niben261Chr04g1789009.1	-5,00587547373031
Niben261Chr12g0008007.1	-5,71302792415363
Niben261Chr10g0540006.1	-5,57411113396114
Niben261Chr10g1108005.1	-5,36723202600899
Niben261Chr13g1429005.1	-5,04620835899118
Niben261Chr10g0410017.1	-3,79173656350956
Niben261Chr10g1067024.1	-4,23568148890574
Niben261Chr06g0506008.1	-5,2437911614034
Niben261Chr06g1114007.1	-4,75639875065072
Niben261Chr11g1389005.1	-3,48794786381765
Niben261Chr18g0944002.1	-4,39122598064373
Niben261Chr16g0254004.1	-3,75378363402379
Niben261Chr17g1283002.1	-2,91150987324169
Niben261Chr12g0719006.1	-2,77197741130093
Niben261Chr07g1305014.1	-4,16458464747612
Niben261Chr03g1081001.1	-3,58884465659532
Niben261Chr13g1166005.1	-2,93537927615988
Niben261Chr08g0193001.1	-5,10320512941405
Niben261Chr12g1569022.1	-4,79027869283006
Niben261Chr12g0605007.1	-4,9814970807136
Niben261Chr03g1491011.1	-3,62860501204614
Niben261Chr02g0919011.1	-7,08676281560459
Niben261Chr07g0378012.1	-3,46794494946184
Niben261Chr09g1006014.1	-4,26744565821951
Niben261Chr09g1113018.1	-3,61509611913557
Niben261Chr14g0808008.1	-4,2217384152609
Niben261Chr19g0386008.1	-2,98381080277446
Niben261Chr13g0686007.1	-4,52683356361131
Niben261Chr07g0159002.1	-4,92770043414781
Niben261Chr04g0406001.1	-6,70877088486591
Niben261Chr18g1377001.1	-3,36371418406827
Niben261Chr12g0257004.1	-1,70478310311734
Niben261Chr12g0605009.1	-3,68339773366858
Niben261Chr14g0648007.1	-3,0033118981314
Niben261Chr03g1930011.1	-3,51167793359449
Niben261Chr06g0699001.1	-2,43588421157899
Niben261Chr08g0017019.1	-3,74326757357256
Niben261Chr18g0985010.1	-5,04999767138096
eGFP:mRNA	-3,17331151073582
Niben261Chr11g0949004.1	-2,0524952620657
Niben261Chr05g1238006.1	-2,48848013048482
Niben261Chr18g1066021.1	-1,75795526590253
Niben261Chr02g0148001.1	-2,47267322204004
Niben261Chr18g0122003.1	-1,73094052195055
Niben261Chr17g1207004.1	-3,92426192819851
Niben261Chr19g0927009.1	-2,18990942248006
Niben261Chr09g0996004.1	-4,66538055662171
Niben261Chr09g1113002.1	-2,82375359753793
Niben261Chr15g1003001.1	-2,51313435444675
Niben261Chr12g1315001.1	-6,13344595563349
Niben261Chr06g0805006.1	-5,71827809039156
Niben261Chr15g0447006.1	-2,46143743187404
Niben261Chr16g0434017.1	-2,72260617396294
Niben261Chr11g1394002.1	-3,20594597450846
Niben261Chr06g1422001.1	1,6654349492257
Niben261Chr13g0726008.1	-1,9351778830099
Niben261Chr16g0906014.1	-3,61970231890964
Niben261Chr07g1356022.1	-5,73505643887614
Niben261Chr06g1031019.1	-2,3081544483328
Niben261Chr16g1429013.1	-6,45860903764665
Niben261Chr15g1512008.1	-2,01129889031691
Niben261Chr03g1491010.1	-3,57545262366184
Niben261Chr03g0016006.1	-1,84844081111481
Niben261Chr17g0102008.1	-3,9993535257522
Niben261Chr10g0286014.1	-2,57067069506984
Niben261Chr06g0267016.1	-2,50428446210966
Niben261Chr11g0375002.1	-2,08470102167554
Niben261Chr13g1250002.1	-5,60938980179362
Niben261Chr01g0733005.1	-2,10262185935771
Niben261Chr01g1364017.1	-2,95409995618834
Niben261Chr13g1031007.1	-6,69482943506547
Niben261Chr12g1028009.1	-3,72438595813993
Niben261Chr19g1478009.1	-5,57088769599584
Niben261Chr11g0432011.1	-3,85588060635919
Niben261Chr16g0350012.1	-2,61840729459829
Niben261Chr06g0316005.1	-1,33930080006532
Niben261Chr10g0178016.1	-2,09150567408521
Niben261Chr01g1134008.1	-2,83228689638055
Niben261Chr02g0774004.1	-5,51504528260526
Niben261Chr04g1287004.1	-1,88725096362489
Niben261Chr03g0121001.1	-1,72786249482045
Niben261Chr04g1635011.1	-1,81920684674277
Niben261Chr03g0999006.1	-2,63587915355953
Niben261Chr13g0649001.1	-2,32654914744896
Niben261Chr09g0958009.1	-1,77070385769726
Niben261Chr04g1539003.1	-4,19745439336544
Niben261Chr01g0714004.1	-5,15909595832215
Niben261Chr14g0950012.1	-2,61458342331457
Niben261Chr15g0613010.1	-1,74072570936089
Niben261Chr14g0553002.1	-2,05664208191897
Niben261Chr03g0059001.1	-1,80635317248009
Niben261Chr13g0063032.1	-2,02044754868582
Niben261Chr10g0232005.1	-2,1606461777229
Niben261Chr19g1105009.1	-1,24265149825391
Niben261Chr16g0915012.1	-3,27396669843564
Niben261Chr08g0309009.1	-2,17056120367276
Niben261Chr11g0201021.1	-6,77330598478668
Niben261Chr04g0107026.1	-1,47742320466248
Niben261Chr04g1664002.1	-1,60907661094064
Niben261Chr02g0789009.1	-3,21535884882026
Niben261Chr07g1286014.1	2,84596195922891
Niben261Chr13g1031030.1	-5,95155398176341
Niben261Chr03g0059002.1	-2,6049294155339
Niben261Chr06g0052009.1	-4,6513909938337
Niben261Chr18g1227005.1	-1,83635698505488
Niben261Chr03g0273006.1	-1,42495069754622
Niben261Chr09g1015006.1	-3,14831091592004
Niben261Chr01g1152002.1	-1,38575553286233
Niben261Chr04g1894003.1	-4,92708742498518
Niben261Chr17g0022005.1	-5,14244085200852
Niben261Chr16g1270001.1	-7,28739426549166
Niben261Chr08g0016009.1	-2,24657334762244
Niben261Chr05g1113011.1	-1,83566173855418
Niben261Chr02g0408003.1	-2,3874603050484
Niben261Chr14g0607006.1	-2,60351405097169
Niben261Chr02g0561009.1	-2,51785495859727
Niben261Chr08g1252001.1	-3,42546400060576
Niben261Chr19g0546002.1	-1,64766123053131
Niben261Chr11g0320003.1	-2,31509546888043
Niben261Chr10g1260006.1	-1,87975811667886
Niben261Chr01g0894018.1	-1,3965958105482
Niben261Chr13g0585004.1	-3,25484218665143
Niben261Chr08g0933002.1	-1,96506520218175
Niben261Chr14g0579002.1	-1,56835970339985
Niben261Chr16g0398018.1	-1,87041083736264
Niben261Chr08g0445003.1	-5,72165124206781
Niben261Chr02g0878007.1	-2,48421183029121
Niben261Chr13g0211018.1	-1,62521870484588
Niben261Chr12g1569020.1	-4,33694350023668
Niben261Chr11g1310006.1	-2,64802654807665
Niben261Chr07g0121010.1	-1,67255203217451
Niben261Chr11g0688007.1	-1,58218940026831
Niben261Chr15g0265007.1	-2,50012406847154
Niben261Chr15g0589001.1	-1,86663716945701
Niben261Chr14g0621005.1	-3,38822087574525
Niben261Chr06g0507008.1	-1,99384316844745
Niben261Chr01g1080014.1	-1,84804972295038
Niben261Chr14g0976002.1	-1,38912903362261
Niben261Chr02g0711010.1	-5,54651686546105
Niben261Chr12g0194004.1	2,62827078507571
Niben261Chr05g0190002.1	1,8448661546296
Niben261Chr10g0135007.1	7,14520306849291
Niben261Chr19g0102007.1	2,655864959753
Niben261Chr06g0368012.1	-2,73844391944937
Niben261Chr05g1135002.1	-1,41659546098514
Niben261Chr10g0129002.1	6,43487019978478
Niben261Chr14g0807016.1	-1,4494414755898
Niben261Chr07g1444001.1	-1,79673674634497
Niben261Chr02g0084019.1	6,6667904240416
Niben261Chr03g0023040.1	-2,26778319262125
Niben261Chr01g0495008.1	-1,15403104136934
Niben261Chr16g0430012.1	2,61215113965284
Niben261Chr02g0315004.1	2,63771548299319
Niben261Chr18g0032003.1	1,8877087072537
Niben261Chr01g0350004.1	-8,11505511867016
Niben261Chr08g0634012.1	-8,05869644572859
Niben261Chr08g0313002.1	6,80845611366184
Niben261Chr17g0161003.1	-3,17697754452246
Niben261Chr02g1039019.1	-1,21626497617171
Niben261Chr07g0683004.1	-1,30987956932773
Niben261Chr04g0685003.1	-8,16825809924306
Niben261Chr14g0047009.1	-1,58858955408841
Niben261Chr06g1413003.1	-3,47798432062084
Niben261Chr09g1195001.1	-1,14754939602222
Niben261Chr18g1448010.1	-8,11445743301766
Niben261Chr14g0099003.1	-3,24444179196702
Niben261Chr07g0989006.1	7,46248384596757
Niben261Chr14g0436005.1	-3,19408322538221
Niben261Chr01g1772004.1	1,71061735165688
Niben261Chr04g1686003.1	-2,03544102530535
Niben261Chr09g0857002.1	-2,00389121358544
Niben261Chr07g1158009.1	-6,51471770095416
Niben261Chr01g0689001.1	-2,14492589502079
Niben261Chr16g0588007.1	-3,93277232137123
Niben261Chr14g0490004.1	-1,75421875758234
Niben261Chr19g0115032.1	-1,80093251541323
Niben261Chr10g1339009.1	1,83733556324443
Niben261Chr08g1116002.1	-2,24407192314758
Niben261Chr14g0807008.1	-1,5355496549653
Niben261Scf15903g0000001.1	-7,16597739690499
Niben261Chr06g1470008.1	-3,30179648468618
Niben261Chr05g1372001.1	1,1464738486136
Niben261Chr05g0688002.1	-1,28335412354681
Niben261Chr12g1569021.1	-3,89361562518792
Niben261Chr03g1329003.1	-1,41669768085325
Niben261Chr05g0829006.1	-1,57196488695003
Niben261Chr03g0183006.1	-1,16481068518453
Niben261Chr01g0085001.1	-1,36934205617268
Niben261Chr09g0721008.1	-2,07047406925331
Niben261Chr14g1315009.1	-7,58553336373898
Niben261Chr13g0482004.1	-2,19802660927067
Niben261Chr04g1681006.1	-7,50677715358735
Niben261Chr09g0308012.1	-5,62477207035752
Niben261Chr04g0471002.1	-3,95956726429451
Niben261Chr17g1291020.1	-1,87190240881256
Niben261Chr19g0648010.1	-1,82324163700655
Niben261Chr08g0634013.1	-7,48655563995029
Niben261Chr04g1093007.1	-1,2653538495814
Niben261Chr19g0094021.1	-1,18185806051633
Niben261Chr02g0314006.1	-1,34534707786331
Niben261Chr06g0990010.1	-3,68993506618099
Niben261Chr07g0378013.1	-4,42951358938592
Niben261Chr13g0959002.1	-1,86184039156531
Niben261Scf09669g0000002.1	1,0477563068266
Niben261Chr05g1347001.1	-2,35286557503575
Niben261Chr12g0284004.1	-1,42313664011785
Niben261Chr12g0020003.1	-5,62163568717759
Niben261Chr15g1380006.1	-1,19438509958999
Niben261Chr17g1536002.1	-1,84909345948759
Niben261Chr06g1414003.1	-1,74837033268811
Niben261Chr08g0959009.1	-1,72954817415604
Niben261Chr09g0497001.1	-1,05450812541759
Niben261Chr15g1436013.1	-1,3469499823491
Niben261Chr06g0903016.1	-1,31827542228522
Niben261Chr01g1652004.1	-1,23032162705987
Niben261Chr16g1185001.1	-1,36373689315734
Niben261Chr19g0709003.1	-1,48717384044947
Niben261Chr16g1429012.1	-7,52812422356706
Niben261Chr14g0974005.1	-1,27453475556718
Niben261Chr08g0313003.1	7,16186722356921
Niben261Chr13g0060013.1	1,17984124006212
Niben261Chr07g0378025.1	-4,5322206777875
Niben261Chr07g1118002.1	2,64149012162906
Niben261Chr14g1523006.1	-3,4789741951409
Niben261Chr11g1034004.1	1,17710772808728
Niben261Chr11g0029011.1	-1,32045245932447
Niben261Chr13g0357002.1	-1,68360740838848
Niben261Chr10g0462006.1	1,76183599788381
Niben261Chr13g1143001.1	-1,95775423797487
Niben261Chr18g0858015.1	-1,97017879091458
Niben261Chr06g0990008.1	-7,08680855849264
Niben261Chr10g1106011.1	-1,58602820030542
Niben261Chr16g1420015.1	-1,21220170498188
Niben261Chr17g0634017.1	-1,81469531325436
Niben261Chr16g0473003.1	-1,74031955944748
Niben261Chr14g0365006.1	-2,21240716875164
Niben261Chr02g0739004.1	-1,80392685686435
Niben261Chr12g0579007.1	-6,25453627763324
Niben261Chr19g0546001.1	-1,55178294550332
Niben261Chr18g0639004.1	1,91509046734657
Niben261Chr08g1361002.1	-1,30803399825629
Niben261Chr09g0210009.1	-1,3953420195539
Niben261Chr07g0366006.1	-6,97902992347948
Niben261Chr18g1235004.1	0,938904764398647
Niben261Chr02g0831007.1	1,12565762556035
Niben261Chr02g0155007.1	-1,65692202060822
Niben261Chr09g1375014.1	-1,79016413688146
Niben261Chr09g1093015.1	-3,33063211426378
Niben261Chr07g1296012.1	1,32451442248496
Niben261Chr04g1336004.1	7,47976088596613
Niben261Chr04g1808011.1	-2,07538606593031
Niben261Chr16g0297007.1	3,89751650849469
Niben261Chr17g0704004.1	-7,07247190218909
Niben261Chr03g0916010.1	1,7648095035357
Niben261Chr10g0129001.1	4,17873133831011
Niben261Chr03g0209001.1	-1,20284245279427
Niben261Chr09g0174005.1	1,1129153159586
Niben261Chr08g1243002.1	-1,2292133120688
Niben261Chr08g1141004.1	-4,61565984975308
Niben261Chr15g1142001.1	-2,34143046169501
Niben261Chr04g0615001.1	-5,52082009037966
Niben261Chr10g1185008.1	2,44774230656162
Niben261Chr02g0750004.1	-2,90495172911251
Niben261Chr02g0948003.1	-1,03026312428745
Niben261Chr14g0656001.1	1,34861676087446
Niben261Chr08g0455007.1	-4,31781217669472
Niben261Chr16g0933001.1	-1,26430038093547
Niben261Chr07g1020004.1	-3,03249119900428
Niben261Chr03g0212011.1	-3,40686817576812
Niben261Chr04g1538002.1	-2,05448325472014
Niben261Chr06g0688010.1	-5,90040527347056
Niben261Chr14g0635005.1	-0,832396012889784
Niben261Chr03g0822026.1	-7,06156841023881
Niben261Chr01g1074005.1	0,97432255472365
Niben261Chr10g0111008.1	-1,60684369652681
Niben261Chr17g1104002.1	-1,06238932747008
Niben261Chr19g1350017.1	-4,68785876976905
Niben261Chr11g0888007.1	-1,46181898391476
Niben261Chr08g0391003.1	-1,75916710218063
Niben261Chr01g0581003.1	-6,78724009585466
Niben261Chr18g0746001.1	-3,84002473434003
Niben261Chr19g1462002.1	-0,894692703479727
Niben261Chr03g0084001.1	-2,0096868253434
Niben261Chr14g0947001.1	-5,85565561799708
Niben261Chr01g0348004.1	1,4063189483387
Niben261Chr19g1059002.1	-1,61067655943048
Niben261Chr15g1380016.1	-1,50032212052057
Niben261Chr07g0376006.1	-3,05341261907615
Niben261Chr10g0020015.1	1,50233501634903
Niben261Chr15g0723010.1	1,40501824569994
Niben261Chr16g0160005.1	-6,86218023706698
Niben261Chr13g1433002.1	-6,7685739887614
Niben261Chr05g0690005.1	-2,95650468784085
Niben261Chr03g0822044.1	1,86934062093475
Niben261Chr07g0086001.1	2,06577079146762
Niben261Chr08g0219013.1	-1,28836926760808
Niben261Chr08g1099004.1	-5,65211371407463
Niben261Chr12g0601013.1	0,983353821877375
Niben261Chr05g0814003.1	-1,18299011896216
Niben261Chr02g1370002.1	0,981882534810614
Niben261Chr15g0782015.1	1,0096522424937
Niben261Chr07g0378026.1	-4,58853889465879
Niben261Chr15g0715003.1	-1,52884525201728
Niben261Chr12g0293002.1	-1,22287189224553
Niben261Chr13g0287001.1	-1,94067710400502
Niben261Chr12g0745001.1	-1,56576505347821
Niben261Chr15g1268003.1	-1,5650176397348
Niben261Chr13g1252003.1	-0,911063306737045
Niben261Chr17g1538007.1	-1,13265955703681
Niben261Chr02g0078008.1	-1,20613002164618
Niben261Chr04g0629006.1	-1,08771749703796
Niben261Chr08g0643005.1	0,793902476224092
Niben261Chr03g1204001.1	-1,32236599741644
Niben261Chr06g0733013.1	-4,27346217379272
Niben261Chr01g0018001.1	0,908803314845425
Niben261Chr07g0271005.1	-6,56815309103176
Niben261Chr16g0054006.1	0,855342770455477
Niben261Chr04g0418026.1	-1,00130424047051
Niben261Chr05g1348002.1	-0,871946200699436
Niben261Chr05g0076002.1	1,53508972369313
Niben261Chr07g0946002.1	-1,52992677154295
Niben261Chr14g0199002.1	-3,92354086022172
Niben261Chr05g1061014.1	-1,33953738209977
Niben261Chr05g0343004.1	1,26987761714984
Niben261Chr07g1369022.1	-2,40089144906682
Niben261Chr04g0564006.1	1,26732229860299
Niben261Chr03g1183011.1	-2,28681444477063
Niben261Chr02g0455001.1	-6,13425983665559
Niben261Chr06g0024009.1	1,81449045051029
Niben261Chr08g0319007.1	-1,57636684767095
Niben261Chr01g0234004.1	-1,03080648116435
Niben261Chr02g1482002.1	1,07182313507108
Niben261Chr09g0140003.1	-1,6938683779292
Niben261Chr06g0990009.1	-3,0680199152389
Niben261Chr10g1008010.1	-1,34940896377346
Niben261Chr11g0699023.1	-0,934748610017043
Niben261Chr05g1365005.1	1,19147163135447
Niben261Chr05g1135010.1	-1,65128567560881
Niben261Chr04g0239010.1	1,10439033508088
Niben261Chr08g0341006.1	-1,64165779153764
Niben261Chr14g0301001.1	-1,47386883345152
Niben261Chr12g0084003.1	-1,38531212259349
Niben261Chr04g0240006.1	1,04301795419484
Niben261Chr02g0283023.1	-0,941803267063086
Niben261Chr11g1361010.1	-3,47841558825898
Niben261Chr14g0997003.1	-5,99856489060887
Niben261Chr17g0072018.1	0,940176435918263
Niben261Chr03g0287031.1	1,22294513266136
Niben261Chr06g0433008.1	3,3828141798082
Niben261Chr15g0785007.1	-2,36707327611362
Niben261Chr02g0010006.1	0,970784342000214
Niben261Chr08g0796001.1	-4,03850497523105
Niben261Chr09g0524003.1	-6,40317353540156
