Name	pcrtBYY_vs_GFPYY_filtered
Niben261Chr04g0471002.1	-4,39421982540916
Niben261Chr08g1141004.1	-5,69174633297617
Niben261Chr02g0780007.1	3,4409544451797
Niben261Chr02g0744003.1	-1,52066222177782
Niben261Chr11g0432011.1	-3,45630875156975
Niben261Chr12g0748008.1	-3,88029748246647
Niben261Chr03g0774007.1	4,41711738933316
Niben261Chr09g0308012.1	-6,74477278861568
Niben261Chr08g0252009.1	-1,20196747042061
Niben261Chr13g0107001.1	2,73472271934144
Niben261Chr01g1132003.1	-0,832648322101925
Niben261Chr06g0182027.1	3,40158502621244
Niben261Chr15g1268002.1	-1,43540490179047
Niben261Chr16g0383004.1	-1,44550053914566
Niben261Chr07g0997012.1	2,89277799415527
Niben261Chr05g0697006.1	-1,60409239243364
Niben261Chr01g1364017.1	-1,97145447927297
Niben261Chr19g0386008.1	-1,71287872998234
Niben261Chr12g0913008.1	-4,73679900337003
Niben261Chr16g0780016.1	-1,98484041848491
Niben261Chr10g0981012.1	-1,1019430630255
Niben261Chr16g0376019.1	2,26491063824684
Niben261Chr09g0906003.1	-1,01782072919973
Niben261Chr17g0436002.1	6,67232682231284
Niben261Chr06g0367001.1	-1,34072484658968
Niben261Chr12g1315001.1	-3,42161391555435
Niben261Chr04g0107024.1	-1,39045739307479
Niben261Chr04g0653007.1	-1,12693421641895
Niben261Chr12g1158002.1	-1,75272572624435
Niben261Chr13g1248002.1	1,29159245221004
Niben261Chr07g1395013.1	-0,874496825194546
Niben261Chr02g0458005.1	-3,66756219169058
Niben261Chr09g1040014.1	-2,63039611234198
Niben261Chr14g0719012.1	1,3647372252818
Niben261Chr01g0755001.1	-1,47368236160847
Niben261Chr15g1291003.1	-1,5588872941343
Niben261Chr12g1113006.1	1,48504418944631
Niben261Chr15g0734003.1	-2,83865311708681
Niben261Chr12g0492008.1	5,7410521385112
Niben261Chr16g0759003.1	0,717233472110463
Niben261Chr02g0766019.1	-0,912428835676853
Niben261Chr17g0171006.1	-4,8723478592583
Niben261Chr06g1089001.1	-1,92740479807767
Niben261Chr12g1028009.1	-2,87172245099293
Niben261Chr07g1367009.1	1,55632837320328
Niben261Chr10g0038002.1	0,997677478281035
Niben261Chr02g1094002.1	-2,19898955794169
Niben261Chr07g1414001.1	2,00719547993819
Niben261Chr13g0061012.1	-1,01759250769327
Niben261Chr10g1076006.1	-2,38224144581601
Niben261Chr08g0050011.1	2,04759922094256
Niben261Chr16g0350012.1	-1,75189493370378
Niben261Chr12g0386010.1	-1,29447462690518
Niben261Chr04g1539003.1	-2,89052651448857
Niben261Chr07g1355001.1	-1,10998625569663
Niben261Chr07g1256006.1	-1,34408033311817
Niben261Chr04g1859023.1	2,87261913365777
Niben261Chr15g0941001.1	1,11451575409534
Niben261Chr09g1195001.1	-0,791677825462404
Niben261Chr09g1038012.1	5,31259207615557
Niben261Chr04g1847002.1	-1,52996037735479
Niben261Chr08g0655002.1	-0,784185740319033
Niben261Chr11g0426024.1	5,17172678921738
Niben261Chr04g1707005.1	-2,0591687674337
Niben261Chr17g1468003.1	-2,6174154733083
Niben261Chr17g0171009.1	-1,78299298035234
Niben261Chr05g0690005.1	-3,24628903664509
Niben261Chr03g1057004.1	-2,34145066759904
Niben261Chr13g0909005.1	3,03683337487237
Niben261Chr10g0135007.1	5,52733279120925
Niben261Chr01g1050001.1	1,1880139633354
Niben261Chr04g1287004.1	-1,06801728653078
Niben261Chr10g0166002.1	-1,2058464669907
Niben261Chr14g0648007.1	-1,74640841119505
Niben261Chr11g1339003.1	-1,37742871032342
Niben261Chr17g1207004.1	-2,5124457737112
Niben261Chr06g0932002.1	1,67792561376054
Niben261Chr01g0917001.1	1,02715206960958
Niben261Chr05g0814003.1	-1,30702284194106
Niben261Chr06g1430001.1	-0,782672782970593
Niben261Chr07g0366006.1	-6,16851146217413
Niben261Chr18g0639004.1	2,74159456358443
Niben261Chr03g0014004.1	1,58878518803347
Niben261Chr17g0102008.1	-2,48642049292853
Niben261Chr17g1546014.1	4,38589071672672
Niben261Chr16g0884007.1	-3,61034772343057
Niben261Chr19g0257004.1	-1,70378276885803
Niben261Chr17g0826009.1	-0,876082423033319
Niben261Chr09g1327001.1	-1,56173613584146
Niben261Chr07g0450002.1	-0,89797690385779
Niben261Chr01g1104005.1	-1,17385181900155
Niben261Chr08g0313003.1	5,440242655558
Niben261Chr16g0682005.1	0,863752820802478
Niben261Chr14g0579002.1	-1,21646432586141
Niben261Chr15g0891005.1	3,85296051598837
Niben261Chr02g0539005.1	-1,81429861467149
Niben261Chr03g0883002.1	-1,15888296814164
Niben261Chr15g1477001.1	-0,987801832857186
Niben261Chr12g0579007.1	-5,58469075596331
Niben261Chr04g1076007.1	-1,72356923885032
Niben261Chr14g1513049.1	1,66922196155019
Niben261Chr04g0418026.1	-0,968089469124176
Niben261Scf00054g0000006.1	-1,58449779236891
Niben261Chr16g0085005.1	2,53015232198669
Niben261Chr05g0349008.1	-0,897902336163699
Niben261Chr07g1296012.1	-2,78940019059798
Niben261Chr04g0246017.1	1,18766003450079
Niben261Chr19g0034003.1	3,02557615235509
Niben261Chr11g1427001.1	1,75397861997809
Niben261Chr04g0685003.1	-5,58470965684473
Niben261Chr19g0071003.1	-1,50781509826426
Niben261Chr16g0180004.1	1,18083258962161
Niben261Chr14g0923003.1	2,1381854576811
Niben261Chr01g1147004.1	-1,48828214696996
Niben261Chr01g0547003.1	-1,27373421769907
Niben261Chr14g0544011.1	-1,69255642020548
Niben261Chr05g0584002.1	1,32257101379077
Niben261Chr03g0059001.1	-1,44312417602287
Niben261Chr01g0888003.1	6,92121143402569
Niben261Chr14g1414011.1	-1,40652265940132
Niben261Chr07g1509017.1	-1,26579977002072
Niben261Chr12g0783003.1	1,58450489955768
Niben261Chr09g1251022.1	2,58688205715945
Niben261Chr09g0952024.1	-3,43800084672578
Niben261Chr13g0582011.1	3,80965698180472
Niben261Chr18g0816004.1	-1,00887520849917
Niben261Chr18g0110027.1	1,62539864729481
Niben261Chr05g0316001.1	1,40022585666193
Niben261Chr07g1203006.1	-1,03508882340215
Niben261Chr08g0059004.1	3,26392952379564
Niben261Chr18g1377001.1	-2,39449650177087
Niben261Chr02g1513002.1	-0,979480080897048
Niben261Chr03g0154010.1	1,50667875848948
Niben261Chr17g0083001.1	1,24109904875083
Niben261Chr12g0664001.1	-1,07326259077839
Niben261Chr02g1423002.1	-1,55019034645874
Niben261Chr07g0786007.1	1,17221958670146
Niben261Chr08g0258005.1	-1,60711994914547
Niben261Chr13g0061001.1	-1,01424333491428
Niben261Chr12g0511002.1	0,925220930832143
Niben261Chr09g1128005.1	-1,10559792507815
Niben261Chr07g1078008.1	3,36858760117624
Niben261Chr11g1278016.1	1,53060939480254
Niben261Chr12g0404001.1	5,38341606066822
Niben261Chr19g0152003.1	1,03934730412089
Niben261Chr18g0985010.1	-1,98246945924707
Niben261Chr01g0218001.1	-1,55926954213299
Niben261Chr10g0568003.1	1,09870102623764
Niben261Chr02g0230006.1	9,70735133017533
Niben261Chr15g1423025.1	-0,882879715536721
Niben261Chr08g0327001.1	-1,03968143885002
Niben261Chr06g0560017.1	-1,39912035580928
Niben261Chr03g0053012.1	-2,24878852112267
Niben261Chr12g0933008.1	-1,86763853370548
Niben261Chr15g1214002.1	-2,93963877571482
Niben261Chr10g0139008.1	1,2444924836455
Niben261Chr15g1512008.1	-1,42730993071818
Niben261Chr04g1497006.1	-2,13318927963841
Niben261Chr14g0664004.1	0,816411764827706
Niben261Chr03g1612003.1	-1,85953111003418
Niben261Chr09g1305030.1	-5,71261557921983
Niben261Chr11g0707004.1	-0,634379801601411
Niben261Chr10g1067024.1	-6,16242112296176
Niben261Chr16g1314001.1	1,73155164972114
Niben261Chr16g0344005.1	-1,13094828001846
Niben261Chr15g0661008.1	4,12496807885064
Niben261Chr15g0828030.1	0,729622848160219
Niben261Chr02g0093002.1	2,77283962291604
Niben261Chr10g0564001.1	2,87429442049037
Niben261Chr12g0148002.1	-1,36430977375191
Niben261Chr16g0052013.1	1,46665040466497
Niben261Chr08g0758003.1	4,02131427254674
Niben261Chr10g0153013.1	-2,13990276475825
Niben261Chr03g1806007.1	-0,870217288527473
Niben261Chr08g0120029.1	-1,54404046678721
Niben261Chr15g1231007.1	-0,989181288194113
Niben261Chr03g1442007.1	1,12694047342297
Niben261Chr17g1535045.1	4,82515663268131
Niben261Chr05g0671008.1	-1,31108123439958
Niben261Chr02g0650001.1	-1,3694033012435
Niben261Chr12g0020003.1	-5,76624134479409
Niben261Chr14g0508001.1	1,81509602653806
Niben261Chr08g0520018.1	-1,08355597436819
Niben261Chr06g1396020.1	-1,8575201164467
Niben261Chr17g0815005.1	2,2384254066641
Niben261Chr03g0948004.1	1,15096097983614
Niben261Chr13g0165003.1	0,842676858320705
Niben261Chr07g1445006.1	1,14322498083809
Niben261Chr06g0764001.1	-0,790232908758685
Niben261Chr15g1002003.1	-1,5248894713112
Niben261Chr09g1282007.1	-1,53541407526882
Niben261Chr15g1158004.1	-0,911449970472339
Niben261Chr06g1077006.1	-1,04910223697464
Niben261Chr12g1440006.1	2,68217311154462
Niben261Chr15g1405003.1	-2,33484424068121
Niben261Chr16g0724013.1	-0,797635123808305
Niben261Chr02g0084019.1	5,50474024089697
Niben261Chr16g1264006.1	-1,20665475467133
Niben261Chr15g1441023.1	2,49736589276729
Niben261Chr19g0928011.1	-0,795274043979443
Niben261Chr18g0823006.1	0,85757917386311
Niben261Chr07g0849002.1	-0,877407157242182
Niben261Chr18g1325005.1	-2,6535837847581
Niben261Chr05g0571007.1	1,0958857154402
Niben261Chr16g0346003.1	6,72152502200704
Niben261Chr16g0398018.1	-1,28942541823139
Niben261Chr10g0343001.1	1,20235002326277
Niben261Chr14g1039002.1	-1,36135388475749
Niben261Chr06g0053002.1	-0,824181296924786
Niben261Chr08g0819003.1	2,75430814810753
Niben261Chr04g0372001.1	-0,662685310497092
Niben261Chr16g0584001.1	0,842556106500707
Niben261Chr05g0829006.1	-1,06734952674807
Niben261Chr08g0024015.1	-1,79148579648983
Niben261Chr04g0247002.1	1,55111268796932
Niben261Chr12g0343005.1	-1,35937955671359
Niben261Chr08g0251005.1	-1,08431946375241
Niben261Chr06g0713029.1	1,14447574055565
Niben261Chr09g1243001.1	6,47594849335117
Niben261Chr09g0613003.1	-1,32302801975146
Niben261Chr09g0497001.1	-0,94460912372918
Niben261Chr19g0919003.1	-1,4236380043021
Niben261Chr02g0720001.1	2,52423027441266
Niben261Chr01g1137001.1	-0,929359544704266
Niben261Chr13g1163002.1	0,823463217574908
Niben261Chr18g0217003.1	1,38538421664888
Niben261Chr03g1830002.1	1,53586103879975
Niben261Chr14g1340021.1	1,0241718818704
Niben261Chr11g0320003.1	-1,62932556470349
Niben261Chr12g0343003.1	-2,53088524956917
Niben261Chr12g0071001.1	1,30884294338577
Niben261Chr02g1343006.1	3,53759140205177
Niben261Chr03g0059002.1	-1,51523186566112
Niben261Chr07g0657005.1	0,93906761451132
Niben261Scf15218g0000001.1	-1,07531526059979
Niben261Chr06g1109009.1	-1,49540904070534
Niben261Chr01g0085001.1	-1,30178106324015
Niben261Chr11g0689014.1	1,84210759811251
Niben261Chr03g0626008.1	1,61721595268471
Niben261Chr01g0952002.1	0,844407971554589
Niben261Chr11g1100005.1	-2,26997048062579
Niben261Chr16g1348011.1	-1,57480205186147
Niben261Chr04g1620020.1	0,977254724708254
Niben261Chr14g1360006.1	-2,02041944814149
Niben261Chr10g0462006.1	1,33927282275729
Niben261Chr03g0850015.1	-0,808062883228037
Niben261Chr18g0803024.1	-3,07257602668765
Niben261Chr19g0982008.1	-1,32783396875941
Niben261Chr18g1357010.1	2,58040734253803
Niben261Chr02g1305005.1	-1,21890396697662
Niben261Chr19g0876009.1	-1,15216696611724
Niben261Chr16g0057015.1	-0,958541989913472
Niben261Chr15g0951006.1	1,18374483841371
Niben261Chr03g1474012.1	0,927505176925594
Niben261Chr16g0254004.1	-1,41331558762908
Niben261Chr06g0404019.1	-2,69817637381318
Niben261Chr12g0719006.1	-0,809206413505435
Niben261Chr10g0961001.1	-1,15392809396939
Niben261Scf13210g0000001.1	-0,833474914192509
Niben261Chr10g1120003.1	-0,830160901476759
Niben261Chr13g0012011.1	-1,60224768114628
Niben261Chr06g0389020.1	-1,7316130339223
Niben261Chr08g0093001.1	1,3011030554955
Niben261Chr15g0964005.1	10,5959171249844
Niben261Chr04g1769004.1	-1,12753353212719
Niben261Chr09g1304014.1	-1,9599489604917
Niben261Chr13g0528012.1	1,15430875437203
Niben261Chr18g0493005.1	2,74341483782791
Niben261Chr16g1302007.1	-1,90953139677289
Niben261Chr09g0575003.1	2,37726167243078
Niben261Chr13g0114019.1	-1,88593893040196
Niben261Chr10g0616010.1	-1,77622559492863
Niben261Chr18g1451013.1	7,92971828638962
Niben261Chr12g1249005.1	-1,55450430021584
Niben261Chr06g0601003.1	-0,94919135266911
Niben261Chr09g1113018.1	-2,35454654877538
Niben261Chr15g1189013.1	0,601308929918304
Niben261Chr04g1336014.1	8,59428734364147
Niben261Chr15g0993008.1	1,0421566953908
Niben261Chr13g1034008.1	-1,01283384519219
Niben261Chr08g0668005.1	-1,1641347592035
Niben261Chr07g1117001.1	1,64298019320173
Niben261Chr15g1115005.1	-1,35200853982396
Niben261Chr13g1178002.1	-0,841828095520892
Niben261Chr09g1088010.1	0,725983137344528
Niben261Chr16g0884010.1	-1,61069166310581
Niben261Chr17g0171008.1	-3,93016336964144
Niben261Chr08g0219013.1	-1,44585384369583
Niben261Chr10g0129002.1	5,08344765503212
Niben261Chr01g1652004.1	-0,900848788016407
Niben261Chr03g0221009.1	2,87658254311571
Niben261Chr06g0397019.1	-1,21685912691214
Niben261Chr16g0343009.1	4,06369875475206
Niben261Chr08g1003002.1	-1,72934358107387
Niben261Chr12g0456008.1	2,89365166491543
Niben261Chr15g0684007.1	-1,5531945994562
Niben261Chr03g0462003.1	0,82607293011889
Niben261Chr05g0021010.1	-1,73352333580115
Niben261Chr03g0010009.1	1,00547719045179
Niben261Chr14g1245004.1	4,83471887789631
Niben261Chr13g1231008.1	-1,78849482679727
Niben261Chr13g0352001.1	1,42193504775249
Niben261Chr08g1078007.1	-1,99657732763401
Niben261Chr01g0951004.1	-0,974267075521054
Niben261Chr10g0271025.1	0,853299583488904
Niben261Chr18g0631005.1	-1,54566513851072
Niben261Chr09g0858013.1	5,33820337649837
Niben261Chr05g1238012.1	-0,655130856760547
Niben261Chr10g1083014.1	1,90409115906325
Niben261Chr06g0073024.1	-2,82249038378383
Niben261Chr08g0573011.1	1,84952348822435
Niben261Chr07g1444001.1	-0,966097749132925
Niben261Chr07g0946002.1	-1,92815916661484
Niben261Chr04g1559013.1	-1,31044122560321
Niben261Chr16g0183001.1	-1,01779091082039
Niben261Scf02411g0000003.1	1,26302435523189
Niben261Chr10g0661001.1	-0,710220326693705
Niben261Chr04g1848005.1	-0,718590399897828
Niben261Chr16g0538005.1	1,36423169756686
Niben261Chr19g0186001.1	1,53602993131881
Niben261Chr06g0126020.1	-1,42068950857889
Niben261Chr04g0223004.1	6,23123385188309
Niben261Chr10g0105005.1	0,980880741140108
Niben261Chr09g0556021.1	0,736013351232576
Niben261Chr18g0557014.1	-1,56828248595701
Niben261Chr07g0989006.1	5,21371714733868
Niben261Chr18g0298010.1	-1,50804122147504
Niben261Chr12g1569021.1	-3,30702169535392
Niben261Chr16g1429012.1	-5,40034587345197
Niben261Chr06g1448014.1	2,26392286849096
Niben261Chr14g0908006.1	-1,36104284072152
Niben261Chr05g1243004.1	2,27153678733256
Niben261Chr08g0096013.1	-0,68188391465474
Niben261Chr12g0609008.1	1,66365778625735
Niben261Chr17g0922008.1	-1,94051511650357
Niben261Chr16g0087003.1	2,39117758025921
Niben261Chr15g0162001.1	2,68905527575802
Niben261Chr06g0531004.1	1,43570379776434
Niben261Chr06g1141016.1	-0,771602994585484
Niben261Chr10g0342006.1	-2,16703216916697
Niben261Chr06g1107031.1	-1,41959737827147
Niben261Chr08g0199003.1	-1,40042649542977
Niben261Chr11g1427013.1	1,48783646065949
Niben261Chr10g0652003.1	6,51003452907397
Niben261Chr19g0149009.1	1,77509562546685
Niben261Chr13g1143001.1	-2,43397482098522
Niben261Chr09g0469003.1	-1,15732783575923
Niben261Chr09g0643003.1	-0,968885155226385
Niben261Chr02g0990005.1	-1,09927630648112
Niben261Chr09g0539007.1	1,47391659253366
Niben261Chr01g1651002.1	-1,58721753206461
Niben261Chr02g0062002.1	0,710649607439748
Niben261Chr18g0937003.1	-1,38913673113007
Niben261Chr06g1171002.1	-1,565019431058
Niben261Chr19g0991018.1	-1,27052862724616
Niben261Chr03g0295005.1	-3,15043474012936
Niben261Chr04g0117004.1	-1,0566636863164
Niben261Chr10g0111008.1	-2,08617061988969
Niben261Chr08g0446012.1	-0,828260324465051
Niben261Chr09g0083001.1	-5,75596173416187
Niben261Chr07g0724002.1	-0,860911034380889
Niben261Chr10g0178016.1	-0,781796765342971
Niben261Chr15g0023005.1	-1,87766968290635
Niben261Chr12g0550021.1	0,773327812628129
Niben261Chr08g0020012.1	2,77184219820268
Niben261Chr13g0958011.1	-0,686129549919958
Niben261Chr07g1406002.1	-1,23543159981406
Niben261Chr01g0168007.1	-1,02542322946175
Niben261Chr12g0320008.1	-1,05452261033221
Niben261Chr04g0620007.1	0,835897112392104
Niben261Chr05g0927005.1	-0,736305094027427
Niben261Chr14g0104012.1	-1,17705705875882
Niben261Chr02g0912015.1	-1,11322965848871
Niben261Chr08g0016009.1	-1,19104052486461
Niben261Chr09g1217006.1	2,22722136523225
Niben261Chr14g0372001.1	0,771377147639712
Niben261Chr10g1030002.1	-2,06532746362264
Niben261Chr01g0733005.1	-1,29599754463744
Niben261Chr15g0842001.1	-0,622791575234735
Niben261Chr13g0854005.1	-0,637041812487782
Niben261Chr09g0749005.1	-0,961354690647227
Niben261Chr19g0470020.1	1,13702840147699
Niben261Chr17g1414007.1	-2,10568555759288
Niben261Chr07g0088001.1	-1,81645881271392
Niben261Chr01g0947010.1	-1,24700946572878
Niben261Chr10g1338015.1	-1,53340299461332
Niben261Chr06g0629005.1	-0,883018774691928
Niben261Chr18g0703002.1	-1,07496937016192
Niben261Chr16g1319010.1	1,66856647596121
