Name	pcrtBYY_vs_GFPYY_filtered
Niben261Chr05g0626001.1	-1,21538152602066
Niben261Chr09g1354027.1	1,37268729044777
Niben261Chr01g0897005.1	1,29553734101897
Niben261Chr12g0596008.1	0,660033158517441
Niben261Chr04g1129005.1	-5,0891161875187
Niben261Chr05g0171002.1	-1,62417964351122
Niben261Chr09g1253007.1	-1,51534369742162
Niben261Chr07g1515018.1	1,53049398998167
Niben261Chr06g1485002.1	-0,723765600229312
Niben261Chr04g1894003.1	-5,3662589171817
Niben261Chr13g0634007.1	1,62901358763698
Niben261Chr18g0042006.1	2,55988576450419
Niben261Chr01g0421002.1	8,90355444169618
Niben261Chr12g0605009.1	-2,01291895617803
Niben261Chr11g1190001.1	0,766336935883559
Niben261Chr03g0041002.1	-0,911142017958527
Niben261Chr17g0634017.1	-1,2888004996728
Niben261Chr08g0367020.1	1,07900273073992
Niben261Chr04g1873004.1	-1,39130924398741
Niben261Chr08g0329011.1	0,866451890179382
Niben261Chr14g1277004.1	6,29579755326401
Niben261Chr07g0820010.1	-1,17516123600581
Niben261Chr01g0714004.1	-4,88689062499219
Niben261Chr13g0444011.1	-2,71111117502041
Niben261Chr18g0856002.1	1,15885551457926
Niben261Chr19g1173003.1	-1,08346798390867
Niben261Chr04g1655003.1	-0,614339585363724
Niben261Chr15g0723002.1	2,41343136796061
Niben261Chr07g0283015.1	-1,53326304344741
Niben261Chr16g0674001.1	0,797016494464227
Niben261Chr10g0031003.1	1,192486689816
Niben261Chr10g1072001.1	-0,979008159203392
Niben261Chr07g0922001.1	0,899153087731405
Niben261Chr16g0336001.1	-2,16951790294658
Niben261Chr05g0641009.1	-0,927996297042184
Niben261Chr07g1487005.1	0,84188021483506
Niben261Chr14g0812001.1	4,9341685191205
Niben261Chr02g1167009.1	-1,07947016506061
Niben261Chr16g0175006.1	-0,946995834911101
Niben261Chr15g0705004.1	-2,21957840153734
Niben261Chr02g0802001.1	-0,785594645428875
Niben261Chr01g1174004.1	1,39444664164965
Niben261Chr11g0888007.1	-1,43704504874093
Niben261Chr01g1424010.1	-0,881707968687642
Niben261Chr01g0896008.1	1,42785382385047
Niben261Scf01817g0000002.1	-0,964982150853816
Niben261Chr17g0514007.1	3,20411288116541
Niben261Chr19g1450009.1	-0,826936396872472
Niben261Chr06g0224006.1	-1,03854084681609
Niben261Chr06g0090001.1	1,76876257377687
Niben261Chr15g0893002.1	1,25327744632956
Niben261Chr17g0807005.1	0,953997567358939
Niben261Chr16g1121001.1	-1,70871570521868
Niben261Chr04g0099001.1	0,742900573111246
Niben261Chr13g0686006.1	0,650451833638797
Niben261Chr13g0287001.1	-1,90008208554132
Niben261Chr12g0852001.1	-1,22979230355852
Niben261Chr11g0689017.1	-1,74410797096459
Niben261Chr07g0618001.1	1,34094509578094
Niben261Chr10g0456011.1	1,04373346495687
Niben261Chr08g0181020.1	-0,799658039114929
Niben261Chr09g0840015.1	-0,974550869059654
Niben261Chr19g0983010.1	3,28990211876233
Niben261Chr19g1055001.1	1,06632062609631
Niben261Chr07g1408007.1	-1,06300588577145
Niben261Chr13g0650001.1	-1,04150216502369
Niben261Chr15g0013007.1	-0,840475353232483
Niben261Chr19g0094021.1	-0,864942771946019
Niben261Chr05g0830006.1	-1,85542172395851
Niben261Chr04g1620026.1	0,892331018317037
Niben261Chr12g1167002.1	-2,03542127704876
Niben261Chr12g0240007.1	1,56348589533197
Niben261Chr07g1143003.1	2,02243939531457
Niben261Chr14g0751013.1	-1,23823459315661
Niben261Chr13g0048005.1	-1,57435873175287
Niben261Chr04g1552007.1	1,27442121693193
Niben261Chr03g1563001.1	-0,981950482932251
Niben261Chr05g0846008.1	-1,26476109272029
Niben261Chr16g0342010.1	-1,45969072219436
Niben261Chr07g1389001.1	-0,716563101529572
Niben261Chr04g0387001.1	1,0548502407368
Niben261Chr17g0244001.1	-0,78508277268189
Niben261Chr19g1433004.1	0,798130604730702
Niben261Scf10636g0000004.1	0,785713711011071
Niben261Chr03g1178003.1	1,00797259982797
Niben261Chr09g0182010.1	1,27610079943711
Niben261Chr14g0754010.1	-1,71930895097422
Niben261Chr18g0152003.1	0,825338032838305
Niben261Chr09g0018012.1	-1,79219044889166
Niben261Chr14g0792001.1	1,0431093318166
Niben261Chr04g0629006.1	-1,04772750396143
Niben261Chr14g0635005.1	-0,850806941485837
Niben261Chr05g0878009.1	-1,4682519823097
Niben261Chr16g1314006.1	0,78578540883395
Niben261Chr03g0307006.1	4,52408416957575
Niben261Chr13g0664013.1	4,41927150021395
Niben261Chr01g1761005.1	-1,27573954873387
Niben261Chr18g1249005.1	-1,11616049259357
Niben261Chr03g0916010.1	1,86307186393963
Niben261Chr07g0101015.1	0,831143380220166
Niben261Chr03g0209001.1	-0,847236800660487
Niben261Chr10g0377013.1	5,94478678718602
Niben261Chr18g1298014.1	-0,862149292526592
Niben261Chr19g1449004.1	1,43532050428706
Niben261Chr12g0585004.1	-0,759970840335988
Niben261Chr12g0847010.1	2,20879646714826
Niben261Chr07g1085002.1	-1,79443149027151
Niben261Chr13g0510015.1	4,3342426737319
Niben261Chr03g0084001.1	-2,30134848262771
Niben261Chr07g0468008.1	-1,0846396719538
Niben261Chr08g0007011.1	-0,914325609553941
Niben261Chr18g0131008.1	2,00472238945237
Niben261Chr11g0071002.1	-0,725035734804085
Niben261Chr09g0773005.1	8,36265544957479
Niben261Chr14g0102013.1	1,82541623483754
Niben261Chr13g0654019.1	0,666497620563272
Niben261Chr09g1214005.1	0,643725215825207
Niben261Chr14g0656002.1	-0,965002757737168
Niben261Chr03g0023036.1	1,65353971670444
Niben261Chr06g0099008.1	4,31871874866812
Niben261Chr08g0135016.1	0,59687954652619
Niben261Chr01g1665002.1	-1,83047844260477
Niben261Chr14g0593007.1	1,67789325452706
Niben261Chr03g1555004.1	-1,61194101910481
Niben261Chr05g1348002.1	-0,988815671760564
Niben261Chr05g0836006.1	1,11420968976978
Niben261Chr15g1461007.1	1,29103600211288
Niben261Chr09g0714010.1	4,74771374159942
Niben261Chr13g1288008.1	-0,970204722139218
Niben261Chr07g1198010.1	2,15393687276589
Niben261Chr01g0695010.1	-0,718365816413659
Niben261Chr07g0970001.1	-2,93161698616614
Niben261Chr07g0278013.1	-0,651966600499536
Niben261Chr10g0811013.1	-1,2069381673359
Niben261Chr09g1375014.1	-1,30987035475776
Niben261Chr07g1224008.1	-1,24026838924083
Niben261Chr02g1190012.1	1,05223530426132
Niben261Chr04g1122007.1	-1,01938174545615
Niben261Chr02g0607003.1	1,91451440386984
Niben261Chr06g0162011.1	-0,853456112849073
Niben261Chr19g1477007.1	3,38998541986922
Niben261Chr03g0913009.1	-0,949121324813179
Niben261Chr01g0685002.1	1,07097460063971
Niben261Chr18g0689003.1	1,14559674507654
Niben261Chr16g1304010.1	0,908062646635382
Niben261Chr09g0464006.1	0,955729144160831
Niben261Chr18g0652005.1	1,85724022816461
Niben261Chr06g0560011.1	-2,87223890510989
Niben261Chr08g0249003.1	-0,98245069383477
Niben261Chr03g0611013.1	-0,922731360215458
Niben261Chr16g0181011.1	2,28655228317021
Niben261Chr06g0645010.1	-0,726349162753113
Niben261Chr09g0690024.1	-1,78919139162612
Niben261Chr07g1142004.1	-1,85145774398125
Niben261Chr19g1075006.1	1,76749703315378
Niben261Chr14g0057002.1	1,96529070264159
Niben261Chr04g1205003.1	-1,7964217383144
Niben261Chr16g1154009.1	2,60561575372041
Niben261Chr13g1358006.1	0,871228887094367
Niben261Chr16g0428001.1	1,87077894094433
Niben261Chr01g0166018.1	-2,00523736198167
Niben261Chr09g1001008.1	-1,13874817273502
Niben261Chr15g1087001.1	0,961055356660177
Niben261Chr17g0156002.1	0,724717210307835
Niben261Chr04g1004016.1	1,27988056418408
Niben261Chr04g1824009.1	1,2346733940374
Niben261Chr09g0996004.1	-3,19988507123885
Niben261Chr08g0080009.1	-0,889995677767462
Niben261Chr10g0382001.1	1,44947177770419
Niben261Chr02g0976002.1	1,29623243128845
Niben261Chr19g1350017.1	-3,86095608754498
Niben261Chr05g0030005.1	1,91165478444384
Niben261Chr03g0621008.1	1,22938890419762
Niben261Chr16g0732006.1	0,830258902468127
Niben261Chr04g0039008.1	-0,947471870902637
Niben261Chr09g1185023.1	1,46353186649156
Niben261Chr11g0991011.1	-1,23482417949134
Niben261Chr12g0233010.1	-1,26254241105218
Niben261Chr17g1181005.1	-0,770631352474443
Niben261Chr07g1047005.1	1,32715230355477
Niben261Scf00996g0000002.1	-1,0265204632909
Niben261Chr04g0694004.1	-0,640737449728065
Niben261Chr08g0481019.1	-1,36567580954345
Niben261Chr02g1039019.1	-0,787227766377958
Niben261Chr12g1467004.1	-1,0019937916391
Niben261Chr19g0335001.1	-2,6700943631639
Niben261Chr09g0303005.1	-0,739308425365385
Niben261Chr13g0708016.1	-2,06046152689685
Niben261Chr03g0138004.1	0,756375898260816
Niben261Chr11g1375006.1	-0,618308431194192
Niben261Chr15g1466012.1	-0,731879530056847
Niben261Chr13g1012014.1	-0,73204455596606
Niben261Chr08g1166017.1	-0,69661829719676
Niben261Chr02g1438003.1	0,82299930609992
Niben261Chr10g0320011.1	0,892651342144604
Niben261Chr05g0034002.1	1,25358258062677
Niben261Chr13g0117014.1	-0,705697840424145
Niben261Chr02g0028019.1	0,810074621686222
Niben261Chr17g1138001.1	-0,621150515052931
Niben261Chr07g0561003.1	-0,621614813252665
Niben261Chr09g1071003.1	2,0228856782288
Niben261Chr17g0741004.1	-1,61756019302276
Niben261Chr11g0605002.1	2,12695472441727
Niben261Chr04g1636010.1	-0,86778569142212
Niben261Chr02g0401001.1	0,791247040074262
Niben261Chr11g0082003.1	-0,606765673585376
Niben261Chr10g1185008.1	2,3703420081417
Niben261Chr15g0211015.1	-0,766547546576824
Niben261Chr08g0445003.1	-3,4580423705148
Niben261Chr01g1478011.1	-1,9740746493583
Niben261Chr03g0098006.1	4,69322686276357
Niben261Chr12g1316001.1	-2,81937629188501
Niben261Chr18g1353002.1	-0,593437698326297
Niben261Scf04838g0000001.1	-1,72253143294422
Niben261Chr13g0662011.1	-0,858559417892817
Niben261Chr12g0431009.1	1,19122844926126
Niben261Chr16g0699019.1	-0,643454150774835
Niben261Chr11g0883003.1	1,84180969371837
Niben261Chr01g0012011.1	0,782552900560153
Niben261Chr08g0309009.1	-1,11421888092774
Niben261Chr02g0909006.1	-1,50757281953579
Niben261Chr07g0791001.1	-1,01518287610836
Niben261Chr18g1282001.1	-2,957369267661
Niben261Chr15g1197007.1	5,70594485459396
Niben261Chr05g1021013.1	2,41743382520393
Niben261Chr19g1075010.1	-0,893899924339709
Niben261Chr03g0608002.1	0,88500380336949
Niben261Chr08g0374001.1	1,17523868553239
Niben261Chr07g1255001.1	1,59460127253899
Niben261Chr05g0032003.1	-0,81548566715788
Niben261Chr01g0191003.1	1,53718432031826
Niben261Scf02333g0000003.1	1,16494292757647
Niben261Chr13g0484017.1	0,624959205808266
Niben261Chr05g0897003.1	0,935465997438316
Niben261Chr07g1371003.1	-3,87569791660737
Niben261Chr18g0299004.1	-1,69660780753665
Niben261Chr17g0310007.1	0,975859300520718
Niben261Chr06g0095054.1	1,9180405462861
Niben261Chr11g1371003.1	2,28513129948765
Niben261Chr16g0288001.1	-0,755021308201104
Niben261Chr04g0015002.1	0,614457769137221
Niben261Chr06g0805006.1	-4,89449170005807
Niben261Chr14g0835003.1	1,37732201654865
Niben261Chr16g0255013.1	0,985276049597035
Niben261Chr04g1436001.1	-0,976683401907755
Niben261Chr03g1166003.1	9,21597061931682
Niben261Chr02g1280010.1	3,47671464411049
Niben261Chr06g0705014.1	-0,934769135436589
Niben261Chr04g1690001.1	2,50174304696524
Niben261Chr18g0458010.1	1,60806305858144
Niben261Chr04g1028019.1	4,79835003784373
Niben261Chr03g1904002.1	2,77041559508855
Niben261Chr16g0122001.1	0,893072268586931
Niben261Chr04g0051003.1	1,38356065641853
Niben261Chr01g1056004.1	0,774201779188593
Niben261Chr08g0330001.1	1,39526037046014
Niben261Chr01g0911003.1	-0,888994033539136
Niben261Chr13g0847006.1	4,47332326548301
Niben261Chr09g1093015.1	-3,81326443486772
Niben261Chr11g1362020.1	-1,18682976910252
Niben261Chr12g0167002.1	1,44792250052705
Niben261Chr06g1467002.1	5,86346012823814
Niben261Chr01g0856001.1	-0,912326155321726
Niben261Chr05g0536007.1	1,45920309746539
Niben261Chr06g1122008.1	3,42408690798794
Niben261Chr06g1467010.1	5,83807304844128
Niben261Chr13g0682002.1	-1,27640444809725
Niben261Chr16g0884013.1	-1,66521393595361
Niben261Chr03g1253003.1	-1,07074434396549
Niben261Chr11g1055002.1	-1,87301538467686
Niben261Chr16g0390020.1	-1,50883240945649
Niben261Chr13g1069004.1	-1,01206387157098
Niben261Chr01g1377012.1	1,47147019512047
Niben261Chr06g1153014.1	1,14552447835718
Niben261Chr03g1021005.1	-1,11246638589481
Niben261Chr01g1050010.1	0,987126642308769
Niben261Chr07g1259002.1	0,783738182159273
Niben261Chr03g1533003.1	1,39052675200507
Niben261Chr13g0199014.1	-0,645036651702465
Niben261Chr08g0429004.1	-1,04205109564725
Niben261Chr18g0537004.1	8,32785220267601
Niben261Chr07g1334029.1	1,00042462256189
Niben261Chr09g0958011.1	-1,02126660261308
Niben261Chr09g1038015.1	3,46275870418817
Niben261Chr08g0274011.1	-0,773521860490576
Niben261Chr01g1565004.1	-2,36485751286692
Niben261Chr12g1562006.1	0,776575688848485
Niben261Chr04g0062016.1	0,685835418010218
Niben261Chr15g1236002.1	-0,928127333120304
Niben261Chr07g1356022.1	-3,63555534406726
Niben261Chr03g0827012.1	-1,98996125079736
Niben261Chr15g0260006.1	1,6844608031798
Niben261Chr09g0772005.1	2,00030278918564
Niben261Chr10g0337003.1	5,34897270526799
Niben261Chr10g1096040.1	-0,801890504919363
Niben261Chr07g1356013.1	-0,863284639557905
Niben261Chr01g0919003.1	-2,17431660078368
Niben261Chr15g1050012.1	2,03348424569171
Niben261Chr07g0798002.1	-2,26562969937506
Niben261Chr06g1134010.1	-0,659187919704101
Niben261Chr02g0487011.1	-0,725273479148585
Niben261Chr19g0141009.1	0,648262791249807
Niben261Chr02g1465001.1	-1,18156949481379
Niben261Chr06g1359002.1	-0,732587302005382
Niben261Chr03g1614004.1	-1,54230041557261
Niben261Chr01g0731001.1	0,646732390321983
Niben261Chr03g0127006.1	-1,84508917819526
Niben261Chr05g0070002.1	1,31965634453734
Niben261Chr10g0463004.1	1,83225292021358
Niben261Chr19g1287007.1	3,683893211445
Niben261Chr15g1084011.1	-2,23742753280046
Niben261Chr16g0713009.1	-2,33071637835488
Niben261Chr10g1078023.1	-0,877752625272547
Niben261Chr19g0687003.1	-0,680107136063617
Niben261Chr07g0584001.1	0,684555373021373
Niben261Chr10g0410017.1	-0,975860798949333
Niben261Chr14g0102018.1	1,24594134360901
Niben261Chr19g0546002.1	-1,49131360897689
Niben261Chr06g1427011.1	0,93257045953936
Niben261Chr16g0270010.1	-0,801792237236838
Niben261Chr03g0424001.1	-1,05517454546396
Niben261Chr19g0226013.1	3,28445181198364
Niben261Chr06g0386017.1	-2,17309682873711
Niben261Chr18g1352001.1	1,05484996023887
Niben261Chr17g0046008.1	-0,935847152124841
Niben261Chr06g0533003.1	-0,949235281165488
Niben261Chr14g1026005.1	0,721952700399097
Niben261Chr19g1105009.1	-1,02618905000468
Niben261Chr12g0436007.1	0,919762102726499
Niben261Chr09g1143001.1	1,10208844105018
Niben261Chr16g0492001.1	-0,793127253117648
Niben261Chr07g0831006.1	1,23323410051233
Niben261Chr01g0020005.1	1,59356828044141
Niben261Chr14g1377012.1	0,833651340100487
Niben261Chr03g1518007.1	0,700974417925911
Niben261Chr12g0429008.1	-1,76517511867057
Niben261Chr08g0289002.1	-0,597647024156383
Niben261Chr03g0071010.1	-0,871733953161869
Niben261Chr16g0539008.1	0,618189996501904
Niben261Chr06g0389021.1	-1,47743923892144
Niben261Chr19g0221003.1	-1,32580948361798
Niben261Chr07g1483003.1	2,73001762318153
Niben261Chr08g0138004.1	-2,04744196376507
Niben261Chr16g0160005.1	-5,30297267345418
Niben261Chr07g0254012.1	-1,46305215654125
Niben261Chr18g0475014.1	1,76279463504224
Niben261Chr13g0783003.1	0,634963775365577
Niben261Chr18g0782001.1	-2,24898747476886
Niben261Chr12g1426004.1	0,755522418848351
Niben261Chr12g0860002.1	-3,06881558827022
Niben261Chr17g0531008.1	-0,61208237376453
Niben261Chr03g1190005.1	-0,667647816017274
Niben261Chr19g0550001.1	1,44075074018653
Niben261Chr03g0674006.1	0,620185989275088
Niben261Chr07g1168006.1	1,78135304229158
Niben261Chr14g0781003.1	-1,65640475172305
Niben261Chr15g0588008.1	-1,00947431204473
Niben261Chr17g0907007.1	0,838296257937508
Niben261Chr02g1377001.1	-0,759542219300066
Niben261Chr09g1169030.1	2,45352081093921
Niben261Chr05g0731001.1	3,68984877877136
Niben261Chr06g0435013.1	-1,39532719025246
Niben261Chr03g0298006.1	2,05379556955584
Niben261Chr07g0104010.1	1,50928496757793
Niben261Chr15g1415004.1	-1,81821107019859
Niben261Chr08g1315005.1	1,41032936949449
Niben261Chr04g1347003.1	-1,52977822095989
Niben261Chr09g1252002.1	0,698482829485202
Niben261Chr16g0182001.1	1,9398440153415
Niben261Chr08g0864008.1	-1,50002462193922
Niben261Chr03g1326004.1	1,44916626357594
Niben261Chr06g0437002.1	1,69427160861406
Niben261Chr06g0554009.1	-0,815710495278618
Niben261Chr05g1348008.1	-1,37175169434488
Niben261Chr16g0540005.1	1,42351377103505
Niben261Chr01g0421004.1	8,20534318802802
Niben261Chr06g0612014.1	1,40528108805817
Niben261Chr17g0022005.1	-1,91519127084249
Niben261Chr15g0043006.1	-4,77568507252708
Niben261Chr06g0497004.1	-1,40172108141747
Niben261Chr13g0813006.1	2,25271651907985
Niben261Chr13g0143003.1	1,77512868236753
Niben261Chr19g0595003.1	-0,902507957810482
Niben261Chr05g0567001.1	-0,715706283125272
Niben261Chr14g0679001.1	0,70947101957895
Niben261Chr15g1222008.1	-1,24861990884075
Niben261Chr14g1147007.1	-0,821902425906682
Niben261Chr03g1215010.1	-1,37595813002923
Niben261Chr10g0297015.1	-0,72017482893153
Niben261Chr03g0078001.1	-0,611941796936114
Niben261Chr11g0536002.1	2,06878679679221
Niben261Chr08g0276003.1	-2,02097463902676
Niben261Chr10g1138004.1	0,739273701628064
Niben261Chr07g1406001.1	-1,17448772819073
Niben261Chr08g0275008.1	-1,09399186752214
Niben261Chr09g1249007.1	1,61593775501962
Niben261Chr18g0399004.1	1,59197226460858
Niben261Chr14g1089014.1	-1,45513144471285
Niben261Chr03g0853016.1	1,31512829400601
Niben261Chr13g0211019.1	1,53456599704519
Niben261Chr08g1322008.1	-0,659594145930225
Niben261Chr10g0446020.1	1,57944409796066
Niben261Chr12g0138019.1	-0,862601943564951
Niben261Chr18g0008017.1	-0,83421903061184
Niben261Chr15g1497017.1	-0,794208343661035
Niben261Chr02g1153001.1	0,78421911217108
Niben261Chr15g1254004.1	-0,631287601811223
Niben261Chr10g0608019.1	-0,857577381727443
Niben261Chr17g0082027.1	1,20368176859481
Niben261Chr02g0125004.1	-1,0833650247114
Niben261Chr03g0761014.1	-0,592605514962187
Niben261Chr05g0219001.1	1,49851436234497
Niben261Chr10g1092008.1	0,778249531248899
Niben261Chr03g0413011.1	1,41013641589543
Niben261Chr15g1106004.1	-0,873704177250899
Niben261Chr04g1014002.1	-1,25134665001709
Niben261Chr05g0658011.1	-0,65981279941969
Niben261Chr18g0812003.1	-1,20319641437013
Niben261Chr08g0544017.1	0,931839434981309
Niben261Chr02g1206011.1	-0,7634125038797
Niben261Chr01g1363012.1	1,38454050673082
Niben261Chr19g0354002.1	1,29656596558599
Niben261Chr04g0163001.1	-1,50744076261875
Niben261Chr10g0268011.1	0,606436404222898
Niben261Chr05g1338012.1	-0,695964077563072
Niben261Chr12g0424009.1	1,62716095404393
Niben261Chr13g1296008.1	0,966573058800321
Niben261Chr19g1242001.1	1,19932455268874
Niben261Chr11g1056003.1	0,759735931584145
Niben261Chr14g0954001.1	-1,72825838350917
Niben261Chr12g0849012.1	0,944355866380539
Niben261Chr08g0436006.1	-1,8458980104921
Niben261Chr19g0505007.1	2,24866276463852
Niben261Chr05g1323008.1	-1,47609145840593
Niben261Chr08g0440010.1	0,900500316526138
Niben261Chr07g1275012.1	0,781331477094295
Niben261Chr10g1274004.1	1,22279411972281
Niben261Chr14g0589007.1	-1,13096918830236
Niben261Chr05g0593010.1	2,55142058644042
Niben261Chr10g0899005.1	0,729030901984267
Niben261Chr17g0336004.1	-1,89216317634878
Niben261Chr01g0390006.1	0,602116615242931
Niben261Chr02g0637003.1	0,811118730865596
Niben261Chr06g1366002.1	-0,756696833457111
Niben261Chr13g1156011.1	-0,769915675061544
Niben261Chr10g0524002.1	-0,763022373439094
Niben261Chr02g0097005.1	-0,990116833861368
Niben261Chr04g0951015.1	-1,50114171004458
Niben261Chr15g0589001.1	-1,52592398247837
Niben261Chr08g0535010.1	0,994253619156621
Niben261Chr18g0738004.1	-0,696475523020436
Niben261Chr06g0638011.1	-0,926718806069612
Niben261Chr05g0648005.1	-0,626047301205877
Niben261Chr19g0675003.1	-1,67125007981461
Niben261Chr15g0210010.1	0,804487767280785
Niben261Chr13g1056007.1	-4,82789177727906
Niben261Chr09g1062005.1	-2,15956263720173
Niben261Chr17g0034009.1	0,80902580320578
Niben261Chr17g0821010.1	5,09417100938692
Niben261Chr11g0022011.1	-1,57401632841512
Niben261Chr19g0906016.1	1,50420948263921
Niben261Chr19g0388001.1	-1,24308726557289
Niben261Chr04g1397002.1	1,58386189229276
Niben261Scf01461g0000004.1	-2,05161677279423
Niben261Chr12g1097003.1	1,25618005189159
Niben261Chr06g0422010.1	1,1950428428269
Niben261Chr17g0095016.1	-1,37199613393007
Niben261Chr11g1375013.1	-1,30783923548318
Niben261Chr17g1128001.1	1,38166112465256
Niben261Chr16g0596012.1	-1,85741461824207
Niben261Chr15g0723010.1	1,17851424731418
Niben261Chr06g1105003.1	-0,962010455309061
Niben261Chr07g0339003.1	0,949635858778409
Niben261Chr16g0833009.1	1,23035727930254
Niben261Chr12g0772013.1	-0,809402278837915
Niben261Scf08256g0000002.1	1,05822858549701
Niben261Chr14g0756008.1	-0,667619880545051
Niben261Chr12g0827012.1	1,59275845682317
Niben261Chr05g1201013.1	0,841849270561768
Niben261Chr13g1186001.1	2,73237259305464
Niben261Chr14g0607006.1	-1,38643175220231
Niben261Chr03g1776001.1	7,52100770472901
Niben261Chr08g1078002.1	-1,12427274367064
Niben261Chr06g0790002.1	-0,636040988591759
Niben261Chr02g1283002.1	-0,735507936328113
Niben261Chr08g0442009.1	-1,12692579557885
Niben261Chr02g1121001.1	1,29255149629931
Niben261Chr06g1231005.1	-1,88696241303253
Niben261Chr13g0643002.1	-1,02700111899353
Niben261Chr08g0113026.1	-1,0247208329008
Niben261Chr01g0816005.1	-0,719774901739244
Niben261Chr05g1253014.1	-1,42457073105332
Niben261Chr08g0228001.1	-0,829671597625036
Niben261Chr15g0250007.1	1,3652168854078
Niben261Chr07g1511011.1	-1,52083088854131
Niben261Chr06g0203002.1	-0,976431996353004
Niben261Chr16g1198014.1	-0,800983184788194
Niben261Chr04g1682009.1	0,787719814301264
Niben261Chr03g0044010.1	1,10210166714835
Niben261Chr17g0627002.1	7,97388502323804
Niben261Chr12g0250001.1	-0,906243540068976
Niben261Chr18g1479013.1	1,17661381568085
Niben261Chr12g0901006.1	-1,03864418082891
Niben261Chr02g0777011.1	-1,72419809890575
Niben261Chr03g1023007.1	-1,20551668441312
Niben261Chr09g0968026.1	-0,902859035228586
Niben261Chr19g0293007.1	-1,21809485041223
Niben261Chr03g1116007.1	-0,673875673372459
Niben261Chr12g0082006.1	0,82591435182315
Niben261Chr19g1202005.1	-1,3497883839544
Niben261Chr09g0862001.1	1,36172192658946
Niben261Chr19g0589008.1	0,664458141484702
Niben261Chr10g0591003.1	-0,857350956512665
Niben261Chr14g1472008.1	0,951891184823948
Niben261Chr13g0733024.1	-1,24757776854825
Niben261Chr03g0864001.1	-1,06972796928316
Niben261Chr03g1644003.1	4,24098196604467
Niben261Chr11g0723007.1	-1,09240245330473
Niben261Chr02g0849001.1	-1,80718886088277
Niben261Chr15g1440001.1	-0,935410620858612
Niben261Chr10g0379001.1	-0,658726779143068
Niben261Chr01g1355017.1	1,32706413651845
Niben261Chr19g0712004.1	0,86935236490229
Niben261Chr03g0619007.1	-1,05928505149142
Niben261Chr09g0686001.1	-0,833881739902383
Niben261Chr12g0386016.1	-1,13299218245127
Niben261Chr16g0242005.1	6,29850452071701
Niben261Chr14g0151004.1	0,816514284731462
Niben261Chr04g0081016.1	-1,17739491978965
Niben261Chr05g0477010.1	-2,14646268224587
Niben261Chr03g1521016.1	2,18490954505352
Niben261Chr19g1304003.1	-1,69783613225409
Niben261Chr07g1194007.1	-1,1548555384883
Niben261Chr13g0016007.1	0,606645647908286
Niben261Chr01g0351010.1	0,598895229743561
Niben261Chr06g0855002.1	0,674153143554142
Niben261Chr03g0467001.1	-0,644574734331166
Niben261Chr14g0077002.1	2,18383858215378
Niben261Chr11g1286006.1	0,865439629412486
Niben261Chr09g1239008.1	-1,15565792324955
Niben261Chr14g0181003.1	-1,09669337683085
Niben261Chr12g0183011.1	3,08968236829145
Niben261Chr18g0368002.1	-0,930659961883072
Niben261Chr10g0551001.1	1,01172085260294
Niben261Chr11g0720002.1	0,688199898350907
Niben261Chr02g0906022.1	1,66723506108736
Niben261Chr13g0708017.1	-0,761665904631352
Niben261Chr06g0742011.1	1,34714482441239
Niben261Chr07g0376006.1	-2,93666809872565
Niben261Chr09g0779008.1	5,30147625752251
Niben261Chr19g1148001.1	-1,1168515357916
Niben261Chr13g0733006.1	-0,88308139391026
Niben261Chr06g1092005.1	-4,26712136676025
Niben261Chr12g1406001.1	-1,15400328702315
Niben261Chr19g0762005.1	0,67850964244598
Niben261Chr19g1470004.1	-1,33543220963451
Niben261Chr19g1105003.1	-0,875942126536929
Niben261Chr03g1394014.1	-1,13838896339368
Niben261Chr14g0887005.1	1,85031538895528
Niben261Chr02g1155001.1	1,13797370536821
Niben261Chr05g0660008.1	-2,26554908983043
Niben261Chr15g0436006.1	-0,805756315533725
Niben261Chr14g0147020.1	1,80172150052257
Niben261Chr05g1113011.1	-0,837356461035354
Niben261Chr02g1079003.1	2,11760687264131
Niben261Chr10g0437012.1	0,825986150747399
Niben261Chr03g0907002.1	0,99995289584909
Niben261Chr10g0129001.1	2,62714543550083
Niben261Chr08g0820004.1	1,26904988355666
Niben261Chr09g0641003.1	-0,589515794250398
Niben261Chr02g1158001.1	1,15937321378851
Niben261Chr08g0289003.1	-0,706154602694993
Niben261Chr12g0252018.1	0,62176204083776
Niben261Chr14g1311008.1	-1,84728715730413
Niben261Chr01g0714005.1	0,747311608161433
Niben261Chr10g0635002.1	1,34980443431071
Niben261Chr15g0526010.1	-0,649920368275007
Niben261Chr17g1538007.1	-0,849753680515433
Niben261Chr05g1071005.1	-1,15984091713377
Niben261Chr13g1383012.1	-1,66009031296962
Niben261Chr03g0390004.1	-2,64951400476884
Niben261Chr02g0948003.1	-0,867834721607899
Niben261Chr07g1128012.1	-1,61436680139474
Niben261Chr05g1247001.1	4,18709079889616
Niben261Chr08g0385003.1	-1,02832664613844
Niben261Chr01g1741002.1	-1,63445876355438
Niben261Chr03g0355004.1	-2,19123338950718
Niben261Chr02g0021010.1	1,41468823181565
Niben261Chr18g0553005.1	-0,914645728530049
Niben261Chr05g1084008.1	0,800507979706386
Niben261Chr06g0647008.1	-1,55374699566828
Niben261Chr05g0525007.1	-1,82327377797497
Niben261Chr16g0043004.1	0,624871593072603
