baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc01g088400.4.1	9558.41615616043	-8.3996391767197	0.145647366634813	-57.6710679416568	0	0
Solyc01g099190.4.1	81254.7081531937	-4.04146106953993	0.103310960800006	-39.1193832507626	0	0
Solyc02g070020.1.1	1819.81435856694	-4.81387941416728	0.126987711337364	-37.9082303592227	0	0
Solyc03g005020.3.1	4256.56095664204	-5.68812730688816	0.125893743520415	-45.1819697137352	0	0
Solyc03g031860.3.1	32296.122425014	-4.65734091290296	0.10340632455446	-45.0392268845232	0	0
Solyc03g095900.4.1	12470.5801251016	-9.3043581116722	0.168912208214475	-55.083988363103	0	0
Solyc03g111690.4.1	26461.6420689969	-8.38010451786081	0.16061975869046	-52.1735593813872	0	0
Solyc03g111720.3.1	38983.5661323642	-4.91565075008069	0.095743157866426	-51.3420578516811	0	0
Solyc03g111970.4.1	1843.00472544867	-5.02110816226932	0.126822981379452	-39.5914692089303	0	0
Solyc03g115230.3.1	4312.39058367664	-5.03904855525457	0.11616032441342	-43.3801177872091	0	0
Solyc03g123630.4.1	3558.59748382408	6.23215229592228	0.146729467216973	42.4737608206989	0	0
Solyc04g074840.3.1	25452.0394187363	-11.3979751804595	0.215066256586367	-52.9975057983227	0	0
Solyc05g005080.3.1	6131.88560094452	6.27591307709783	0.130402885503077	48.1271028082409	0	0
Solyc05g005550.4.1	2086.79195355685	6.22319949436576	0.161063631470406	38.6381421898415	0	0
Solyc05g005560.4.1	10017.9890963749	5.98203816407589	0.117967714637062	50.7091129338238	0	0
Solyc05g012020.4.1	2592.07415358538	-7.07712859824336	0.169436603764899	-41.7685933321894	0	0
Solyc08g005630.3.1	16476.782932578	-8.36100120632901	0.148997319022753	-56.1151117427301	0	0
Solyc08g005770.3.1	4334.32689642684	-7.18846384967186	0.154538537704793	-46.5156714722098	0	0
Solyc08g014130.3.1	3132.08471697678	-4.52712826974357	0.10874543413092	-41.6305135560294	0	0
Solyc08g066700.3.1	3186.21556627202	-5.23614132945552	0.118094490073289	-44.3385743586002	0	0
Solyc09g066150.2.1	5291.83453401141	-5.67473292437748	0.127653331451539	-44.454248548396	0	0
Solyc09g089580.4.1	33117.100452506	-5.8147963096855	0.113841566520476	-51.0779716707395	0	0
Solyc10g024420.3.1	8223.02922895751	-8.62571594585789	0.165944108776026	-51.9796454931702	0	0
Solyc10g080210.2.1	47548.4503029254	-8.56867251897661	0.142679360156619	-60.0554453676466	0	0
Solyc10g080840.1.1	5577.39925101286	-8.89422396290729	0.190426132685364	-46.7069505507576	0	0
Solyc10g080900.3.1	9395.97309964442	-8.58976989620125	0.161855520372687	-53.0706019567484	0	0
Solyc10g085230.2.1	4028.73450956016	-6.43719647109702	0.130754105583794	-49.2313143236006	0	0
Solyc10g085880.1.1	62965.3713760238	-6.15994739676259	0.117081156341729	-52.6126286179076	0	0
Solyc11g008720.3.1	2380.58109468033	-7.06237544485637	0.169053954967676	-41.7758664457552	0	0
Solyc11g044910.2.1	2357.07906081066	-6.28807885940947	0.144826713648442	-43.4179489474118	0	0
Solyc11g066100.2.1	4435.24018778292	-5.67617621021032	0.114692770188319	-49.4902704058013	0	0
Solyc12g008840.2.1	2646.40621717842	-6.10185675754214	0.136702290436231	-44.6360974499438	0	0
Solyc12g013690.2.1	10051.6681931507	-4.69452255509365	0.107826034429354	-43.5379320025854	0	0
Solyc12g013700.2.1	12901.0036354292	-6.94700716498733	0.118648457229518	-58.5511799074538	0	0
Solyc12g056600.3.1	1395.77015893034	-5.99906312658281	0.159461894261351	-37.6206689025694	0	0
Solyc12g098710.2.1	10088.8458715488	-5.74110194201501	0.107874002515645	-53.2204405893102	0	0
Solyc04g077020.3.1	5355.80570336852	3.94205071363491	0.10550212952424	37.3646553999574	1.46592321218375e-305	7.52256325127913e-303
Solyc10g006880.3.1	3223.90413105403	-4.82822386557415	0.134839646573146	-35.8071530761171	8.54706515023817e-281	4.27060857914663e-278
Solyc01g080410.3.1	1320.9110754784	-5.94892998971139	0.167592990466872	-35.4962935689563	5.60716571631249e-276	2.72982706296475e-273
Solyc08g005800.4.1	2082.65368314377	5.34980691307451	0.152464548806454	35.0888580653973	9.96929020356828e-270	4.73217282737877e-267
Solyc04g048900.3.1	2361.785912127	4.02110852267387	0.115328144973906	34.8666713019938	2.38001609517509e-266	1.10217964875828e-263
Solyc07g052960.3.1	1491.66789354757	-6.87615245907721	0.19759534892927	-34.7991615001958	2.50432781766679e-265	1.13213505414379e-262
Solyc06g035940.3.1	1679.54053325231	4.71678693031991	0.138726510845757	34.0006167643348	2.18152718450624e-253	9.63271084935349e-251
Solyc04g006970.4.1	3331.37232857889	4.28538868020878	0.126325545450184	33.9233736528666	3.01331480275234e-252	1.30031382181497e-249
Solyc08g080090.3.1	2047.06894263159	-4.1149316209936	0.121788483500967	-33.7875265600209	3.00729384716077e-250	1.26887751724537e-247
Solyc11g010710.2.1	1262.55536755759	-4.78791171192628	0.14176114368055	-33.7744997509017	4.67151944992042e-250	1.92822043033998e-247
Solyc03g111550.4.1	1262.24421948054	-4.54243609099794	0.135815589673405	-33.4456162353756	2.98058934313232e-245	1.20409467783092e-242
Solyc09g015000.4.1	1543.547559004	-5.07478559244133	0.152654382185564	-33.2436286452132	2.52341324315358e-242	9.98167650994938e-240
Solyc10g055810.2.1	955.585353169227	-5.0340910843319	0.151826619292868	-33.1568410584268	4.51319334783679e-241	1.74881636929341e-238
Solyc05g050010.3.1	1031.95919394896	-6.48065038310896	0.19564063530545	-33.1252777470839	1.28583988535941e-240	4.88284838066384e-238
Solyc06g009050.3.1	3578.7251348033	-3.90141534271603	0.118045094030851	-33.0502116563725	1.5447456011132e-239	5.75099700555614e-237
Solyc03g007890.3.1	1150.1524693685	-4.66096915579008	0.141446732486372	-32.9521161348788	3.94523129154838e-238	1.44054051024287e-235
Solyc08g014000.3.1	6466.67351377506	3.39422874594734	0.104750339805422	32.4030332717991	2.48754238284753e-230	8.91150324964643e-228
Solyc12g017250.2.1	1741.13833672363	-4.05082422264215	0.125161766502858	-32.3647095740666	8.61535521481872e-230	3.02925461969932e-227
Solyc06g068900.4.1	1276.79658028112	-5.0733985470056	0.157110397926178	-32.2919336592188	9.07870038819944e-229	3.13413244128623e-226
Solyc05g049980.3.1	1020.14114758533	-4.7250272785465	0.146626673541328	-32.2248821747615	7.9121115744095e-228	2.68262968684488e-225
Solyc01g097880.4.1	1766.87862663877	-4.0200412326565	0.125440537964136	-32.0473851427985	2.38743702106009e-225	7.95267837173123e-223
Solyc08g080640.2.1	1613.50670563275	-4.68008036281589	0.146089637779746	-32.0356764103411	3.47554340040255e-225	1.13776107833523e-222
Solyc04g078460.3.1	1252.61853260918	-6.81821147090039	0.213215320999373	-31.9780559808853	2.20166056690791e-224	7.085242234556e-222
Solyc08g081010.3.1	5768.00665909123	-3.87058381630984	0.121464448871093	-31.8659809704287	7.90733956066019e-223	2.50227760397092e-220
Solyc06g062600.3.1	888.296619195247	-5.64163252205316	0.177305900433381	-31.8186394714647	3.57567088992496e-222	1.11297152765582e-219
Solyc06g051800.3.1	1226.23314890453	-3.97712149621034	0.125495141067499	-31.6914381097129	2.03860268878068e-220	6.2430563309482e-218
Solyc07g065340.1.1	1023.96042694273	-4.25812960348216	0.135387921129736	-31.4513257013659	4.02602732937361e-217	1.21336795083836e-214
Solyc03g097470.3.1	1179.06575040096	-3.98893106454031	0.126961224924523	-31.4184985763305	1.13105972107446e-216	3.35553608188137e-214
Solyc06g084540.3.1	3028.79783922813	-4.44211312414428	0.14168047861351	-31.3530358424459	8.84484372531792e-216	2.58364688942479e-213
Solyc05g014390.4.1	1435.54538599809	-3.59964995709564	0.114818505228205	-31.35078226233	9.49305456491615e-216	2.73097919733429e-213
Solyc01g111040.4.1	1158.00719107228	-4.31668587888451	0.138098350516837	-31.2580553115166	1.73517737144352e-214	4.91728548531314e-212
Solyc04g077650.3.1	1979.77900043271	-3.76054373446559	0.120329837299005	-31.2519639257974	2.09948159538046e-214	5.86218486051306e-212
Solyc07g062530.3.1	7787.28628604193	3.57084354889699	0.114476204918514	31.1928889627217	1.33037021155573e-213	3.6608317691027e-211
Solyc07g062700.3.1	3118.75751607725	3.62379119843584	0.116327815321482	31.1515452123053	4.83343409019089e-213	1.31103447243506e-210
Solyc02g062390.3.1	1660.39512240783	-4.70975861284055	0.151641309829837	-31.0585461054482	8.74688180951065e-212	2.33911330869266e-209
Solyc03g083910.5.1	53551.2332197845	-3.03906850298331	0.0981871578488989	-30.9517921647163	2.40340637242048e-210	6.33798288793718e-208
Solyc03g006960.4.1	850.195583234094	-5.14830185297373	0.166376372702045	-30.9437077474551	3.08743998013819e-210	8.03030450724436e-208
Solyc10g007110.3.1	848.007174783479	-5.82973889426963	0.189796345483967	-30.7157594599844	3.50626124810616e-207	8.9964030159178e-205
Solyc03g082420.3.1	842.837792391284	-6.33676371248336	0.206883999489058	-30.6295495453165	4.94836310033081e-206	1.25272760247975e-203
Solyc08g066250.4.1	3644.34240630448	-10.2665730163873	0.336069865084938	-30.5489247415638	5.84363541646389e-205	1.4599092849e-202
Solyc01g104650.3.1	3678.3634491979	-3.68186992058099	0.120990082811044	-30.4311711756668	2.12622597356225e-203	5.24294189091252e-201
Solyc03g111730.3.1	732.740808539227	-5.10984079019081	0.169028612541312	-30.2306261251593	9.37913567771234e-201	2.28309806554775e-198
Solyc01g111250.3.1	789.335419807306	-4.77893046750572	0.158238105368318	-30.2008827543922	2.30620456917088e-200	5.54277293099335e-198
Solyc01g095080.3.1	858.785607470092	-5.08778650079778	0.169662710894194	-29.987652996837	1.42178220138264e-197	3.37442233220651e-195
